	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效路径	特效动画	循环特效路径	循环特效动画	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	自动下一句	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
2021015	2002	7	{}		100	1	哈哈、哈哈哈……你能开心就好……	1	{}				{}					2021016		1									{}											{}											{}												2			{}																	{}	{}										
2021016	2002	7	{}		100	四糸奈	哼嗯~幸运色狼大哥哥，今天真是奇妙的再会啊～	1	{}				{}					2021017		1			id1_tuzi	1					{}											{}											{}												2			{}																	{}	{}										
2021017	2002	7	{}		100	四糸奈	像大哥哥这样的人很受欢迎哟~不过……大家都好像都很讨厌四糸奈呢……	1	{}				{}					2021018		1				1					{}											{}											{}												2			{}				4													{}	{}										
2021018	2002	7	{}		100	四糸奈	只要被拉过来这边，很快就会有好痛好痛的攻击，不由分说地打过来……	1	{}				{}					2021019		1				1					{}											{}											{}												2			{}				4													{}	{}										
2021019	2002	7	{}		100	1	四糸奈？啊啊，这是你的名字吗？	1	{}				{}					2021020		1									{}											{}											{}												2			{}																	{}	{}										
2021020	2002	7	{}		100	四糸奈	哦呀，这是何等的失误！四糸奈居然连自我介绍都忘记了！	1	{}				{}					2021021		1			id1_tuzi						{}											{}											{}												2			{}																	{}	{}										
2021021	2002	7	{}		100	四糸奈	四糸奈就是四糸奈的名字哟。很可爱吧？很可爱吧~？	1	{}				{}					2021022-2021023-2021024	5	1						101103	id_heart		{}											{}											{}												2			{}				4													{}	{}										
2021022	2002	7	{}		100	1	啊，的确是不错的名字呢。	1	{}				{}					2021025	1	1									{}											{}											{}												2			{}																	{}	{}										
2021023	2002	7	{}		100	1	很少有人叫这样的名字，很特别呢。	1	{}				{}					2021026	1	1									{}											{}											{}												2			{}																	{}	{}										
2021024	2002	7	{}		100	1	这个名字和你一样可爱哦。	1	{}				{}					2021025	1	1									{}											{}											{}												2			{}																	{}	{}										
2021025	2002	7	{}		100	四糸奈	是吧~超可爱吧~！四糸奈也很喜欢这个名字啊。	1	{}				{}					2021027		1			id1_tuzi			101103	id_sun		{}											{}											{}												2			{}																	{}	{}										
2021026	2002	7	{}		100	四糸奈	那是因为他们的名字都没有四糸奈可爱啊。	1	{}				{}					2021027		1				1					{}											{}											{}												2			{}				4													{}	{}										
2021027	2002	7	{}		100	四糸奈	那么？大哥哥的名字是什么呢？	1	{}				{}					2021028		1				1					{}											{}											{}												2			{}				4													{}	{}										
2021028	2002	7	{}		100	1	我？我是%s。	1	{}				{}					2021029		1									{}											{}											{}												2			{}																	{}	{}										
2021029	2002	7	{}		100	四糸奈	是个很帅的名字呢！虽然比不上四糸奈就是了~	1	{}				{}					2021030		1			id1_tuzi	1					{}											{}											{}												2			{}																	{}	{}										
2021030	2002	7	{}		100	1	哈哈……谢谢夸奖，不过，唔那个……四糸奈？这是玩偶的名字，还是你的名字呢？	1	{}				{}					2021031		1									{}											{}											{}												2			{}																	{}	{}										
2021031	2002	7	{}		100		我把视线投向玩偶的后面蓝眸少女。	1	{}				{}					2021032		1									{}	1.7										{}											{}												2			{}																	{}	{}										
2021032	2002	7	{}		100		一直都活泼地说话的玩偶突然沉默了。	1	{}				{}					2021033		1									{}											{}											{}												2			{}	1	70															{}	{}										
2021033	2002	7	{}		100		1	1	{}				{}					2021034				2							{}											{}											{}												2			{}				4								1	1				{}	{}										
2021034	2002	7	{}		100			1	{}				{}					2021035											{}											{}											{}										scene/bg/bg_shangchang.png	1	2	1.3	-1	{"x":0,"y":0}												1	1				{}	{}										
2021035	2002	7	{}		100	五河琴里	喂！精灵的情绪数值突然大跌，你到底说了些什么？？	1	{}				{}					2021036											{}											{}											{}		0.1-7-9-5-0.024	4	effect/dianhua/dianhua	dianhua							2			{}	sound/bgm/date_014.mp3	70															{}	{}										
2021036	2002	7	{}		100	1	哈啊？没有啊！我只是想知道为什么她一直用腹语和我聊天而已……	1	{}				{}					2021037											{}											{}											{}												2			{}																	{}	{}										
2021037	2002	7	{}		100	四糸奈	哼……不是很懂大哥哥的意思呢……四糸奈就是四糸奈，腹语又是指什么呢？	1	{}				{}					2021038		10301	2		id1_tuzi					2	{}	1.2										{}											{}												2			{}																	{}	{}										
2021038	2002	7	{}		100	五河琴里	啧，总之先稳住精灵的情绪，千万不要说什么奇怪的话！	1	{}				{}					2021039-2021040-2021041	5	1									{}											{}											{}				effect/dianhua/dianhua	dianhua							2			{}																	{}	{}										
2021039	2002	7	{}		100		我、我的意思是……你的声音很好听！	1	{}				{}					2021042	1	1									{}											{}											{}												2			{}																	{}	{}										
2021040	2002	7	{}		100		哎呀~四糸奈也是一个幽默的人呢~	1	{}				{}					2021043	1	1									{}											{}											{}												2			{}																	{}	{}										
2021041	2002	7	{}		100		嗯！四糸奈就是四糸奈！	1	{}				{}					2021043	1	1									{}											{}											{}												2			{}																	{}	{}										
2021042	2002	7	{}		100	四糸奈	哈哈哈~哎呀呀，真是的呢，是觉得四糸奈的声音也很可爱吗？	1	{}				{}					2021043		1			id1_tuzi						{}											{}											{}												2			{}																	{}	{}										
2021043	2002	7	{}		100	四糸奈	是吧？是吧~？果然四糸奈幽默又可爱对吧？	1	{}				{}					2021044		1				1		101103	id_heart		{}											{}											{}												2			{}				4													{}	{}										
2021044	2002	7	{}		100	1	哈哈……啊，是啊，是这样没错呢……	1	{}				{}					2021045		1									{}											{}											{}												2			{}																	{}	{}										
2021045	2002	7	{}		100	四糸奈	你真是个可爱的开玩笑先生呢～	1	{}				{}					2021046		1			id1_tuzi	1					{}											{}											{}												2			{}																	{}	{}										
2021046	2002	7	{}		100		1	1	{}				{}					2021047				2							{}											{}											{}												2			{}				4								1	1				{}	{}										
2021047	2002	7	{}		100			1	{}				{}					2021048											{}											{}											{}										scene/bg/bg_shangchang.png	1	2	1.5	-1	{"x":284,"y":-160}	1	70										1	1				{}	{}										
2021048	2002	7	{}		100	五河琴里	AST已经开始围攻商场，小心不要让精灵逃跑了。	1	{}				{}					2021049											{}											{}											{}				effect/dianhua/dianhua	dianhua							2			{}	sound/bgm/date_004.mp3	70															{}	{}										
2021049	2002	7	{}		100	1	话虽如此……琴里，我现在要怎么做才好？	1	{}				{}					2021050											{}											{}											{}												2			{}																	{}	{}										
2021050	2002	7	{}		100	五河琴里	这种事很显而易见吧！约会啊！邀请她约会啊！	1	{}				{}					2021051											{}											{}											{}				effect/dianhua/dianhua	dianhua							2			{}																	{}	{}										
2021051	2002	7	{}		100	1	果、果然要这样么……	1	{}				{}					2021052											{}											{}											{}												2			{}																	{}	{}										
2021052	2002	7	{}		100			1	{}				{}					2021053											{}											{}											{}										scene/bg/bg_shangchang.png	1	2	1.5	-1	{"x":0,"y":0}												1	1				{}	{}										
2021053	2002	7	{}		100		我有些畏缩地转向四糸奈，向她发出邀请。	1	{}				{}					2021054-2021055-2021056	5	10301	2							2	{}	1.2										{}											{}												2			{}																	{}	{}										
2021054	2002	7	{}		100		如果有空的话，就来约会吧！	1	{}				{}					2021057	1	1									{}											{}											{}												2			{}																	{}	{}										
2021055	2002	7	{}		100		四糸奈……可以和我约会吗？	1	{}				{}					2021058	1	1									{}											{}											{}												2			{}																	{}	{}										
2021056	2002	7	{}		100		如果没有其他事情，我们来约会怎么样？	1	{}				{}					2021058	1	1									{}											{}											{}												2			{}																	{}	{}										
2021057	2002	7	{}		100	四糸奈	只要是四糸奈出现在这边的时间，都可以哦。	1	{}				{}					2021061		1			id1_tuzi						{}											{}											{}												2			{}																	{}	{}										
2021058	2002	7	{}		100	四糸奈	约会……嗯~会是很好玩的约会吗？	1	{}				{}					2021059		1				1					{}											{}											{}												2			{}				4													{}	{}										
2021059	2002	7	{}		100	四糸奈	看不出大哥哥居然会进行这么大胆的邀请呢~嗯哼，回答当然是Okay的哟。	1	{}				{}					2021060		1				1					{}											{}											{}												2			{}				4													{}	{}										
2021060	2002	7	{}		100	四糸奈	倒不如说，终于遇到可以聊天的人了，四糸奈反而想要邀请你呢~	1	{}				{}					2021061		1				1		101103	id_heart		{}											{}											{}												2			{}				4													{}	{}										
2021061	2002	7	{}		100		四糸奈兴奋地拍拍手掌向我走来。	1	{}				{}					2021062		1									{}											{}											{}												2			{}																	{}	{}										
2021062	2002	7	{}		100		1	1	{}				{}					2021063				2							{}											{}											{}												2			{}				4								1	1				{}	{}										
2021063	2002	7	{}		100	1	四糸奈……那个……小心地滑啊@……啊……啊！	1	{}				{}					2021064											{}											{}											{}												2			{}																	{}	{}										
2021064	2002	7	{}		100		话音未落，四糸奈突然摇晃着向我扑来，紧接着整个身体都压在我上方。	1	{}				{}					2021065											{}											{}											{}												2			{}																	{}	{}										
2021065	2002	7	{}		100		1	1	{}				{}					2021066											{}											{}											{}		0.1-7-9-5-0.024	0									2			{}												1	1				{}	{}										
2021066	2002	7	{}		100			1	{}				{}					2021067											{}											{}											{}										scene/bg/bg_black.png	2		1.3	-1	{}																	{}	{}										
2021067	2002	7	{}		100			1	{}				{}					2021068											{}											{}											{}															{}												1	1				{}	{}		video/cg_main_sisinaifushen.mp4								
2021068	2002	7	{}		100			1	{}				{}					2021069											{}											{}											{}										scene/bg/bg_shangchang.png	1	2	1.5	1	{"x":-86,"y":0}																	{}	{}										
2021069	2002	7	{}		100	1	……十香？你怎么来了……	1	{}				{}					2021070											{}		10104	3		id_pose_3	1	id_look_13			2	{}	1.3										{}												2			{}																	{}	{}										
2021070	2002	7	{}		100		十香的身体，像是在颤抖。	1	{}				{}					2021071											{}		1			id_pose_8	1	id_look_2				{}											{}												2			{}																	{}	{}										
2021071	2002	7	{}		100	夜刀神十香	你现在……在做什么呢……	1	{}				{}					2021072											{}		1			id_pose_12	1	id_look_2				{}											{}												2			{}				2													{}	{}										
2021072	2002	7	{}		100	夜刀神十香	你说的——有重要事要做，就是指和这个小女孩约会吗？	1	{}				{}					2021073											{}		1			id_pose_3	1	id_look_13				{}											{}												2			{}				2													{}	{}										
2021073	2002	7	{}		100	夜刀神十香	亏人家那么担心你……你却在这里，跟别的女孩子卿卿我我的吗！	1	{}				{}					2021074	5										{}		1			id_pose_3	1	id_look_13				{}											{}												2			{}				2													{}	{}										
2021074	2002	7	{}		100		十香看起来超生气的……该怎么回答才好啊！	1	{}				{}					2021075-2021076-2021077											{}		1			id_pose_2	1	id_look_7	101103	id_gas		{}											{}												2			{}																	{}	{}										
2021075	2002	7	{}		100		她不是普通的小女孩！	1	{}				{}					2021078	1										{}		1									{}											{}												2			{}																	{}	{}										
2021076	2002	7	{}		100		这、这是意外！十香你听我解释啊！	1	{}				{}					2021081	1										{}		1									{}											{}												2			{}																	{}	{}										
2021077	2002	7	{}		100		什么？！我不是那种坏蛋啊！	1	{}				{}					2021081	1										{}		1									{}											{}												2			{}																	{}	{}										
2021078	2002	7	{}		100	1	十香……这个孩子——她和你一样，也是精灵啊……！	1	{}				{}					2021079											{}		1									{}											{}												2			{}																	{}	{}										
2021079	2002	7	{}		100	夜刀神十香	唔！这到底是怎么回事啊啊啊——？！	1	{}				{}					2021080											{}		1			id_pose_3	1	id_look_7	101103	id_angry		{}											{}												2			{}				2													{}	{}										
2021080	2002	7	{}		100	1	我只是，想要帮助和你同为精灵的四糸奈，仅此而已……	1	{}				{}					2021081											{}		1									{}											{}												2			{}																	{}	{}										
2021081	2002	7	{}		100	夜刀神十香	呜……！那、为什么要和她亲吻啊！？	1	{}				{}					2021082											{}		1			id_pose_8	1	id_look_2				{}											{}												2			{}				2													{}	{}										
2021082	2002	7	{}		100			1	{}				{}					2021083											{}				3							{}											{}												2			{}												1	1				{}	{}										
2021083	2002	7	{}		100	四糸奈	哈呀～是这么回事呢……十香？就是因为你太过分了，大哥哥才会厌倦你了呢~	1	{}				{}					2021084		10301	4		id1_tuzi	1				3	{}	1.2	10104	3							1	{}	1.3										{}												2			{}				4													{}	{}										
2021084	2002	7	{}		100	1	诶？！	1	{}				{}					2021085		1									{}		1									{}											{}												2			{}																	{}	{}										
2021085	2002	7	{}		100	夜刀神十香	什么？！	1	{}				{}					2021086		1									{}		1			id_pose_3	1	id_look_13				{}											{}												2			{}				2													{}	{}										
2021086	2002	7	{}		100	四糸奈	哥哥是甩了十香后，来到四糸奈这里吧？这是事实吧？	1	{}				{}					2021087		1			id1_tuzi	1					{}		1				1					{}											{}												2			{}				4													{}	{}										
2021087	2002	7	{}		100	1	拜托……你在说什么啊！	1	{}				{}					2021088		1									{}		1									{}											{}												2			{}																	{}	{}										
2021088	2002	7	{}		100		我想反驳玩偶的发言，但被十香捂紧了嘴。	1	{}				{}					2021089		1									{}		1				1					{}											{}												2			{}																	{}	{}										
2021089	2002	7	{}		100	四糸奈	呀～呀～真是对不起呢，这都是怪四糸奈太过充满魅力的缘故，所以大哥哥舍弃了十香而投向四糸奈了呢~	1	{}				{}					2021090		1			id1_tuzi	1					{}		1									{}											{}												2			{}				4													{}	{}										
2021090	2002	7	{}		100	夜刀神十香	吵死了！闭嘴闭嘴闭嘴！不可以啊！这种事不可以啊！	1	{}				{}					2021091		1									{}		1			id_pose_3	1	id_look_13				{}											{}												2			{}				2													{}	{}										
2021091	2002	7	{}		100	四糸奈	就算你说不可以也没办法哦，十香是没——人——要——的孩子~哈哈哈~	1	{}				{}					2021092		1			id1_tuzi	1					{}		1									{}											{}												2			{}				4													{}	{}										
2021092	2002	7	{}		100	1	十、十香！冷静点！	1	{}				{}					2021093		1									{}		1									{}											{}												2			{}	1	70															{}	{}										
2021093	2002	7	{}		100		1	1	{}				{}					2021094				2							{}				3							{}											{}												2			{}												1	1				{}	{}										
2021094	2002	7	{}		100			1	{}				{}					2021095											{}											{}											{}										scene/bg/bg_white.png	3	2	1.3	-1	{}												1	1				{}	{}										
2021095	2002	7	{}		100			1	{}				{}					2021096											{}											{}											{}												2			{}												1	1				{}	{}		video/cg_main_sisinaibaozou.mp4								
2021096	2002	7	{}		100			1	{}				{}																{}											{}											{}										scene/bg/bg_black.png	2		1.3	-1	{}												1	1				{"fix":{"items":[{"id":500001,"min":80,"max":80},{"id":500005,"min":7,"max":7},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1},{"id":510206,"min":1,"max":1},{"id":510101,"min":1,"max":1},{"id":510151,"min":1,"max":1}]}}	{}										
																																																																																														
2031001	2003	7	{}		100			1	{}				{}					2031002											{}											{}											{}										scene/bg/bg_gouwuzhongxin.png	1	2	1	-1	{"x":0,"y":0}												1	1				{}	{}										
2031002	2003	7	{}		100		学校今天放假，我正好出门买点东西。	1	{}				{}					2031003											{}											{}											{}												2			{}	sound/bgm/date_005.mp3	70															{}	{}										
2031003	2003	7	{}		100			1	{}				{}					2031004											{}											{}											{}										scene/bg/bg_gouwuzhongxin.png	1	2	1	-1	{}												1	1				{}	{}										
2031004	2003	7	{}		100		走向商店街的路途中，我发现了熟悉的背影。	1	{}				{}					2031005											{}											{}											{}												2			{}																	{}	{}										
2031005	2003	7	{}		100			1	{}				{}					2031006											{}											{}											{}										scene/bg/bg_white.png	3		1	-1	{}												1	1				{}	{}										
2031006	2003	7	{}		100		1	1	{}				{}					2031007											{}											{}											{}															{}												1	1				{}	{}		video/cg_main_xunzhaosisin.mp4								
2031007	2003	7	{}		100			1	{}				{}					2031008											{}											{}											{}										scene/bg/bg_gouwuzhongxin.png	1	2	1	-1	{}												1	1				{}	{}										
2031008	2003	7	{}		100	1	放心吧，四糸奈。我已经拜托我的妹妹帮助寻找了，她一定有办法找到。	1	{}				{}					2031009		10301	2		dialog_cry					2	{}	1.2										{}											{}												2			{}																	{}	{}										
2031009	2003	7	{}		100	四糸乃	不是……四糸奈，我的名字是……四糸乃，四糸奈是……我的朋友。	1	{}				{}					2031010		1				1					{}											{}											{}												2			{}				1													{}	{}										
2031010	2003	7	{}		100	1	唔？啊啊……原来是这样，四糸乃……	1	{}				{}					2031011		1									{}											{}											{}												2			{}																	{}	{}										
2031011	2003	7	{}		100		1	1	{}				{}					2031012				2							{}											{}											{}												2			{}												1	1				{}	{}										
2031012	2003	7	{}		100			1	{}				{}					2031013											{}											{}											{}										scene/bg/bg_black.png	2	2	1.3	-1	{"x":0,"y":0}												1	1				{}	{}										
2031013	2003	7	{}		100			1	{}				{}					2031014											{}											{}											{}										scene/bg/bg_jietou2.png	2	2	1.3	-1	{}												1	1				{}	{}										
2031014	2003	7	{}		100		一起寻找了快两个小时，一阵奇怪的声音从四糸乃的方向传来。	1	{}				{}					2031015											{}											{}											{}												2			{}						肚子咕噜声											{}	{}										
2031015	2003	7	{}		100	1	原来如此……四糸乃，肚子饿了吗？	1	{}				{}					2031016		10301	2		dialog_fear		id_look_2			2	{}	1.2										{}											{}												2			{}																	{}	{}										
2031016	2003	7	{}		100		四糸乃羞红了脸，用手捂着肚子不说话。	1	{}				{}					2031017-2031018-2031019	5	1									{}											{}											{}												2			{}																	{}	{}										
2031017	2003	7	{}		100		带四糸乃去豪华餐厅	1	{}				{}					2031021	1	1									{}											{}											{}												2			{}																	{}	{}										
2031018	2003	7	{}		100		带四糸乃去面包店	1	{}				{}					2031021	1	1									{}											{}											{}												2			{}																	{}	{}										
2031019	2003	7	{}		100		带四糸乃回家	1	{}				{}					2031023	1	1									{}											{}											{}												2			{}	1	70															{}	{}										
2031020	2003	7	{}		100			1	{}				{}					2031021				3							{}											{}											{}										scene/bg/bg_gouwuzhongxin.png	1	2	1.3	-1	{"x":0,"y":0}												1	1				{}	{}										
2031021	2003	7	{}		100		附近的商店因为昨天的事件都临时歇业了。	1	{}				{}					2031022		10301	2		dialog_fear		id_look_8			2	{}	1.2										{}											{}												2			{}	sound/bgm/date_003.mp3	70															{}	{}										
2031022	2003	7	{}		100	1	没办法了……那个……四糸乃，去我家吧，我做料理给你吃。	1	{}				{}					2031024		1				1					{}											{}											{}												2			{}																	{}	{}										
2031023	2003	7	{}		100	1	附近商店都临时歇业了啊，去我家吧四糸乃。	1	{}				{}					2031024		1				1					{}											{}											{}												2			{}																	{}	{}										
2031024	2003	7	{}		100		四糸乃好奇地睁大眼睛，轻轻点头。	1	{}				{}					2031025		1			dialog_fear	1	id_look_2				{}											{}											{}												2			{}																	{}	{}										
2031025	2003	7	{}		100		1	1	{}				{}					2031026				2		1					{}											{}											{}												2			{}												1	1				{}	{}										
2031026	2003	7	{}		100			1	{}				{}					2031027											{}											{}											{}										scene/bg/bg_keting.png	4		1.3	-1	{}												1	1				{}	{}										
2031027	2003	7	{}		100		回到家，我换下被淋湿的衣服，简单浏览了一下冰箱里的食材。	1	{}				{}					2031028											{}											{}											{}															{}																	{}	{}										
2031028	2003	7	{}		100	1	四糸乃，稍等一会儿。我做亲子盖饭给你吃。	1	{}				{}					2031029											{}											{}											{}															{}																	{}	{}										
2031029	2003	7	{}		100			1	{}				{}					2031030											{}											{}											{}										scene/bg/bg_keting.png	1		1.5	-1	{"x":0,"y":0}												1	1				{}	{}										
2031030	2003	7	{}		100	1	感觉怎么样？	1	{}				{}					2031031		10301	2		dialog_fear		id_look_2			2	{}	1.2										{}											{}															{}																	{}	{}										
2031031	2003	7	{}		100	四糸乃	超……好……吃！	1	{}				{}					2031032		1			dialog_like	1		101103	id_heart		{}											{}											{}															{}				1													{}	{}										
2031032	2003	7	{}		100	1	嗯！四糸乃喜欢的话，就再好不过了呢。	1	{}				{}					2031033		1									{}											{}											{}															{}																	{}	{}										
2031033	2003	7	{}		100	五河琴里	我需要一些关于精灵的情报，帮我问四糸乃几个问题。	1	{}				{}					2031034-2031035	5	1									{}											{}											{}				effect/dianhua/dianhua	dianhua	1									{}																	{}	{}										
2031034	2003	7	{}		100		询问四糸乃的手偶	1	{}				{}					2031036	1	1									{}											{}											{}															{}																	{}	{}										
2031035	2003	7	{}		100		询问AST对四糸乃的攻击	1	{}				{}					2031042	1	1									{}											{}											{}															{}																	{}	{}										
2031036	2003	7	{}		100	1	那个……四糸乃，你好像很珍惜那个叫做四糸奈的手偶呢，它很重要吗？	1	{}				{}					2031037		1			dialog_fear		id_look_2				{}											{}											{}															{}																	{}	{}										
2031037	2003	7	{}		100	四糸乃	四糸奈……是我的朋友……我的英雄。	1	{}				{}					2031038		1			dialog_like						{}											{}											{}															{}				1													{}	{}										
2031038	2003	7	{}		100	1	英雄？	1	{}				{}					2031039		1									{}											{}											{}															{}																	{}	{}										
2031039	2003	7	{}		100	四糸乃	四糸奈……是理想中的自己，强壮又帅气，不像我……软弱……胆怯，优柔寡断。	1	{}				{}					2031040		1				1					{}											{}											{}															{}				1													{}	{}										
2031040	2003	7	{}		100	1	唔，是这样吗？可是我的话，比较喜欢现在的四糸乃哦。	1	{}				{}					2031041		1									{}											{}											{}															{}																	{}	{}										
2031041	2003	7	{}		100	四糸乃	「哎……？第一次……有人这么说……	1	{}				{}					2031048-2031049-2031050		1			dialog_fear	1	id_look_2				{}											{}											{}															{}				1													{}	{}										
2031042	2003	7	{}		100	1	那，四糸乃，为什么你被AST攻击的时候不反击？	1	{}				{}					2031043		1									{}											{}											{}															{}																	{}	{}										
2031043	2003	7	{}		100	四糸乃	我讨厌痛……讨厌恐怖的东西……所以别人也一定不喜欢。	1	{}				{}					2031044		1				1					{}											{}											{}															{}				1													{}	{}										
2031044	2003	7	{}		100	1	……原来是因为这种理由吗？四糸乃，真的很温柔呢……	1	{}				{}					2031045		1				1					{}											{}											{}															{}																	{}	{}										
2031045	2003	7	{}		100		四糸乃拥有宛如圣人的慈悲，却一丝一毫也不施舍给自己。	1	{}				{}					2031046		1									{}											{}											{}															{}																	{}	{}										
2031046	2003	7	{}		100	1	唔，是这样吗？可是我的话，比较喜欢现在的四糸乃哦。	1	{}				{}					2031047		1									{}											{}											{}															{}																	{}	{}										
2031047	2003	7	{}		100	四糸乃	哎……？第一次……有人这么说……	1	{}				{}					2031048-2031049-2031050	5	1			dialog_fear	1	id_look_2				{}											{}											{}															{}				1													{}	{}										
2031048	2003	7	{}		100		不用担心，我一定帮你找回四糸奈的！	1	{}				{}					2031052	1	1									{}											{}											{}															{}																	{}	{}										
2031049	2003	7	{}		100		如果可以，我想保护你。	1	{}				{}					2031052	1	1									{}											{}											{}															{}																	{}	{}										
2031050	2003	7	{}		100		我觉得，四糸乃已经很棒了。	1	{}				{}					2031051	1	1									{}											{}											{}															{}																	{}	{}										
2031051	2003	7	{}		100		似乎是第一次被人这样夸奖，四糸乃脸颊绯红，将头低了下去。	1	{}				{}					2031052		1									{}											{}											{}															{}																	{}	{}										
2031052	2003	7	{}		100	四糸乃	谢……谢谢你。	1	{}				{}					2031053		1			dialog_like	1	id_look_7	101103	id_heart		{}											{}											{}															{}				1													{}	{}										
2031053	2003	7	{}		100	五河琴里	接吻接吻！别浪费这个好机会！	1	{}				{}					2031054		1									{}											{}											{}				effect/dianhua/dianhua	dianhua	1									{}																	{}	{}										
2031054	2003	7	{}		100	1	唔……之前不小心和你接吻的事情，我很抱歉。	1	{}				{}					2031055		1									{}											{}											{}															{}																	{}	{}										
2031055	2003	7	{}		100	四糸乃	接吻？……是什么？	1	{}				{}					2031056		1			dialog_fear	1	id_look_2				{}											{}											{}															{}				1													{}	{}										
2031056	2003	7	{}		100	1	就是……嘴唇和嘴唇碰在一起。	1	{}				{}					2031057		1									{}											{}											{}															{}																	{}	{}										
2031057	2003	7	{}		100		1	1	{}				{}					2031058				2		1					{}											{}											{}															{}												1	1				{}	{}										
2031058	2003	7	{}		100			1	{}				{}					2031059											{}											{}											{}										scene/bg/bg_keting.png	1		1.5	-1	{"x":0,"y":0}												1	1				{}	{}										
2031059	2003	7	{}		100		四糸乃好奇地把脸凑到我面前，仿佛下一秒就要吻上我的嘴唇。	1	{}				{}					2031060		10301	2		dialog_fear		id_look_8			2	{}	1.6										{}											{}															{}																	{}	{}										
2031060	2003	7	{}		100	四糸乃	这样？我……不太记得了。	1	{}				{}					2031061		1									{}											{}											{}															{}				1													{}	{}										
2031061	2003	7	{}		100		就在这个瞬间，客厅门被撞开了。	1	{}				{}					2031062		1									{}											{}											{}															{}																	{}	{}										
2031062	2003	7	{}		100		1	1	{}				{}					2031063				2							{}											{}											{}															{}	1	70										1	1				{}	{}										
2031063	2003	7	{}		100			1	{}				{}					2031064											{}											{}											{}										scene/bg/bg_keting.png	10		1.3	-1	{"x":170,"y":0}	sound/bgm/date_005.mp3	70										1	1				{}	{}										
2031064	2003	7	{}		100		我战战兢兢朝门口看去，只见十香僵直在门口。	1	{}				{}					2031065											{}		10107	4		id_pose_6		7			1	{}	1.3										{}															{}																	{}	{}										
2031065	2003	7	{}		100	1	咿——十、十香！你怎么来了？！	1	{}				{}					2031066		10301	2		dialog_fear		id_look_2			3	{}	1.2	1									{}											{}															{}																	{}	{}										
2031066	2003	7	{}		100	夜刀神十香	你们在干什么？！	1	{}				{}					2031067		1									{}		1									{}											{}															{}				2													{}	{}										
2031067	2003	7	{}		100		感受到十香压迫的眼神，四糸乃抖了一下，迅速逃走了。	1	{}				{}					2031068				4							{}		1			id_pose_6		id_look_6				{}											{}															{}																	{}	{}										
2031068	2003	7	{}		100	1	十、十香……那个……不是这样的……你听我解释啊！	1	{}				{}					2031069											{}		1			id_pose_1	1	6				{}											{}															{}																	{}	{}										
2031069	2003	7	{}		100	夜刀神十香	什么嘛！什么嘛！呜呜呜——	1	{}				{}					2031070											{}		1			id_pose_1	1	6				{}											{}															{}				2													{}	{}										
2031070	2003	7	{}		100		1	1	{}				{}					2031071											{}				3							{}											{}															{}												1	1				{}	{}										
2031071	2003	7	{}		100		十香摔门而出，我想追上去解释，但是被琴里拦住了。	1	{}				{}					2031072											{}											{}											{}		0.1-7-9-5-0.024	0	1	1	1									{}												1	1				{}	{}										
2031072	2003	7	{}		100	五河琴里	我们已经确定手偶所在地了，快去把它找回来吧。	1	{}				{}					2031073											{}											{}											{}				effect/dianhua/dianhua	dianhua	1									{}																	{}	{}										
2031073	2003	7	{}		100	1	可是，十香她……	1	{}				{}					2031074											{}											{}											{}				1	1	1									{}																	{}	{}										
2031074	2003	7	{}		100	五河琴里	当务之急是找回玩偶，放心吧！我会安排令音开导十香。	1	{}				{}					2031075											{}											{}											{}				effect/dianhua/dianhua	dianhua	1									{}																	{}	{}										
2031075	2003	7	{}		100	1	好的！十香你等我，我很快回来！	1	{}				{}																{}											{}											{}				1	1	1									{}	1	70															{"fix":{"items":[{"id":500001,"min":80,"max":80},{"id":500005,"min":7,"max":7},{"id":500016,"min":5,"max":5},{"id":510306,"min":1,"max":1},{"id":510101,"min":1,"max":1},{"id":510151,"min":1,"max":1}]}}	{}										
																																																																																														
2041001	2004	7	{}		100			1	{}				{}					2041002											{}											{}											{}										scene/bg/bg_huanghunjiedao.png	1		1.3	-1	{"x":0,"y":96}	sound/bgm/date_003.mp3	70										1	1				{}	{}										
