id	排序	所属日期（1~7分别对应周1~周日）	刷怪组id	关卡等级(刷出怪物的等级，不用刷怪器中的怪物等级)	难度(1-普通关卡，2-BOSS关卡)	关卡类型(1-Boss，2-精灵，3-精英，4-杂兵)	地图ID	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	关卡时长	地图摄像机修正	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	通关条件类型(1歼灭，暂无其他通关条件类型)	通关条件参数	背景音乐	关卡掉落展示	进入等级	消耗资源	可进入次数	奖励	层数奖励	模式名字	模式描述	推荐攻略描述
104030	30	4	4000001	30	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641030	{500001:6000,500002:30,570005:6}	300844	300854	300864
104031	31	4	3000091-3000092-3000093	31	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641031	{500001:8000,500002:40,570005:8}	300844	300854	300864
104032	32	4	3000094-3000095-3000096	32	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641032	{500001:8000,500002:40,570005:8}	300844	300854	300864
104033	33	4	3000097-3000098	33	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641033	{500001:8000,500002:40,570005:8}	300844	300854	300864
104034	34	4	3000100-3000101	34	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641034	{500001:8000,500002:40,570005:8}	300844	300854	300864
104035	35	4	3000103-3000104-3000105	35	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641035	{500001:8000,500002:40,570005:8}	300844	300854	300864
104036	36	4	3000106-3000107	36	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641036	{500001:8000,500002:40,570005:8}	300844	300854	300864
104037	37	4	3000109-3000110-3000111	37	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641037	{500001:8000,500002:40,570005:8}	300844	300854	300864
104038	38	4	3000112-3000113-3000114	38	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641038	{500001:8000,500002:40,570005:8}	300844	300854	300864
104039	39	4	3000115-3000116	39	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641039	{500001:8000,500002:40,570005:8}	300844	300854	300864
104040	40	4	4000001	40	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641040	{500001:8000,500002:40,570005:8}	300844	300854	300864
104041	41	4	3000121-3000122-3000123	41	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641041	{500001:10000,500002:50,570005:10}	300844	300854	300864
104042	42	4	3000124-3000125	42	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641042	{500001:10000,500002:50,570005:10}	300844	300854	300864
104043	43	4	3000127-3000128	43	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641043	{500001:10000,500002:50,570005:10}	300844	300854	300864
104044	44	4	3000130-3000131-3000132	44	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641044	{500001:10000,500002:50,570005:10}	300844	300854	300864
104045	45	4	3000133-3000134	45	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641045	{500001:10000,500002:50,570005:10}	300844	300854	300864
104046	46	4	3000136-3000137-3000138	46	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641046	{500001:10000,500002:50,570005:10}	300844	300854	300864
104047	47	4	3000139-3000140	47	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641047	{500001:10000,500002:50,570005:10}	300844	300854	300864
104048	48	4	3000142-3000143-3000144	48	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641048	{500001:10000,500002:50,570005:10}	300844	300854	300864
104049	49	4	3000145-3000146	49	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641049	{500001:10000,500002:50,570005:10}	300844	300854	300864
104050	50	4	4000001	50	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641050	{500001:10000,500002:50,570005:10}	300844	300854	300864
104051	51	4	3000151-3000152-3000153	51	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641051	{500001:12000,500002:60,570005:12}	300844	300854	300864
104052	52	4	3000154-3000155-3000156	52	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641052	{500001:12000,500002:60,570005:12}	300844	300854	300864
104053	53	4	3000157-3000158	53	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641053	{500001:12000,500002:60,570005:12}	300844	300854	300864
104054	54	4	3000160-3000161-3000162	54	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641054	{500001:12000,500002:60,570005:12}	300844	300854	300864
104055	55	4	3000163-3000164	55	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641055	{500001:12000,500002:60,570005:12}	300844	300854	300864
104056	56	4	3000166-3000167-3000168	56	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641056	{500001:12000,500002:60,570005:12}	300844	300854	300864
104057	57	4	3000169-3000170	57	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641057	{500001:12000,500002:60,570005:12}	300844	300854	300864
104058	58	4	3000172-3000173-3000174	58	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641058	{500001:12000,500002:60,570005:12}	300844	300854	300864
104059	59	4	3000175-3000176	59	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641059	{500001:12000,500002:60,570005:12}	300844	300854	300864
104060	60	4	4000001	60	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641060	{500001:12000,500002:60,570005:12}	300844	300854	300864
104061	61	4	3000181-3000182	61	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641061	{500001:14000,500002:70,570005:14}	300844	300854	300864
104062	62	4	3000184-3000185-3000186	62	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641062	{500001:14000,500002:70,570005:14}	300844	300854	300864
104063	63	4	3000187-3000188	63	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641063	{500001:14000,500002:70,570005:14}	300844	300854	300864
104064	64	4	3000190-3000191-3000192	64	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641064	{500001:14000,500002:70,570005:14}	300844	300854	300864
104065	65	4	3000193-3000194-3000195	65	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641065	{500001:14000,500002:70,570005:14}	300844	300854	300864
104066	66	4	3000196-3000197	66	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641066	{500001:14000,500002:70,570005:14}	300844	300854	300864
104067	67	4	3000199-3000200	67	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641067	{500001:14000,500002:70,570005:14}	300844	300854	300864
104068	68	4	3000202-3000203-3000204	68	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641068	{500001:14000,500002:70,570005:14}	300844	300854	300864
104069	69	4	3000205-3000206	69	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641069	{500001:14000,500002:70,570005:14}	300844	300854	300864
104070	70	4	4000001	70	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641070	{500001:14000,500002:70,570005:14}	300844	300854	300864
104071	71	4	3000211-3000212-3000213	71	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641071	{500001:16000,500002:80,570005:16}	300844	300854	300864
104072	72	4	3000214-3000215-3000216	72	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641072	{500001:16000,500002:80,570005:16}	300844	300854	300864
104073	73	4	3000217-3000218	73	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641073	{500001:16000,500002:80,570005:16}	300844	300854	300864
104074	74	4	3000220-3000221	74	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641074	{500001:16000,500002:80,570005:16}	300844	300854	300864
104075	75	4	3000223-3000224-3000225	75	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641075	{500001:16000,500002:80,570005:16}	300844	300854	300864
104076	76	4	3000226-3000227	76	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641076	{500001:16000,500002:80,570005:16}	300844	300854	300864
104077	77	4	3000229-3000230-3000231	77	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641077	{500001:16000,500002:80,570005:16}	300844	300854	300864
104078	78	4	3000232-3000233	78	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641078	{500001:16000,500002:80,570005:16}	300844	300854	300864
104079	79	4	3000235-3000236	79	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641079	{500001:16000,500002:80,570005:16}	300844	300854	300864
104080	80	4	4000001	80	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641080	{500001:16000,500002:80,570005:16}	300844	300854	300864
104081	81	4	3000241-3000242-3000243	81	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641081	{500001:18000,500002:90,570005:18}	300844	300854	300864
104082	82	4	3000244-3000245-3000246	82	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641082	{500001:18000,500002:90,570005:18}	300844	300854	300864
104083	83	4	3000247-3000248	83	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641083	{500001:18000,500002:90,570005:18}	300844	300854	300864
104084	84	4	3000250-3000251-3000252	84	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641084	{500001:18000,500002:90,570005:18}	300844	300854	300864
104085	85	4	3000253-3000254	85	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641085	{500001:18000,500002:90,570005:18}	300844	300854	300864
104086	86	4	3000256-3000257-3000258	86	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641086	{500001:18000,500002:90,570005:18}	300844	300854	300864
104087	87	4	3000259-3000260	87	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641087	{500001:18000,500002:90,570005:18}	300844	300854	300864
104088	88	4	3000262-3000263-3000264	88	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641088	{500001:18000,500002:90,570005:18}	300844	300854	300864
104089	89	4	3000265-3000266	89	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641089	{500001:18000,500002:90,570005:18}	300844	300854	300864
104090	90	4	4000001	90	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641090	{500001:18000,500002:90,570005:18}	300844	300854	300864
104091	91	4	3000271-3000272-3000273	91	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641091	{500001:20000,500002:100,570005:20}	300844	300854	300864
104092	92	4	3000274-3000275-3000276	92	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641092	{500001:20000,500002:100,570005:20}	300844	300854	300864
104093	93	4	3000277-3000278	93	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641093	{500001:20000,500002:100,570005:20}	300844	300854	300864
104094	94	4	3000280-3000281-3000282	94	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641094	{500001:20000,500002:100,570005:20}	300844	300854	300864
104095	95	4	3000283-3000284-3000285	95	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641095	{500001:20000,500002:100,570005:20}	300844	300854	300864
104096	96	4	3000286-3000287	96	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641096	{500001:20000,500002:100,570005:20}	300844	300854	300864
104097	97	4	3000289-3000290-3000291	97	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641097	{500001:20000,500002:100,570005:20}	300844	300854	300864
104098	98	4	3000292-3000293-3000294	98	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641098	{500001:20000,500002:100,570005:20}	300844	300854	300864
104099	99	4	3000295-3000296	99	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641099	{500001:20000,500002:100,570005:20}	300844	300854	300864
104100	100	4	4000001	100	2	1	12	Zudui_01	101001	180	270	8105	3	300905	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641100	{500001:20000,500002:100,570005:20}	300844	300854	300864
104101	101	4	3000301-3000302	101	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641001	{500001:2000,500002:10,570005:2}	300844	300854	300864
104102	102	4	3000304-3000305-3000306	102	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641002	{500001:2000,500002:10,570005:2}	300844	300854	300864
104103	103	4	3000307-3000308	103	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641003	{500001:2000,500002:10,570005:2}	300844	300854	300864
104104	104	4	3000310-3000311-3000312	104	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641004	{500001:2000,500002:10,570005:2}	300844	300854	300864
104105	105	4	3000313-3000314-3000315	105	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641005	{500001:2000,500002:10,570005:2}	300844	300854	300864
104106	106	4	3000316-3000317	106	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641006	{500001:2000,500002:10,570005:2}	300844	300854	300864
104107	107	4	3000319-3000320-3000321	107	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641007	{500001:2000,500002:10,570005:2}	300844	300854	300864
104108	108	4	3000322-3000323	108	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641008	{500001:2000,500002:10,570005:2}	300844	300854	300864
104109	109	4	3000325-3000326-3000327	109	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641009	{500001:2000,500002:10,570005:2}	300844	300854	300864
104110	110	4	3000328	110	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40001,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641010	{500001:2000,500002:10,570005:2}	300844	300854	300864
104111	111	4	3000331-3000332-3000333	111	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641011	{500001:4000,500002:20,570005:4}	300844	300854	300864
104112	112	4	3000334-3000335-3000336	112	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641012	{500001:4000,500002:20,570005:4}	300844	300854	300864
104113	113	4	3000337-3000338	113	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641013	{500001:4000,500002:20,570005:4}	300844	300854	300864
104114	114	4	3000340-3000341-3000342	114	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641014	{500001:4000,500002:20,570005:4}	300844	300854	300864
104115	115	4	3000343-3000344	115	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641015	{500001:4000,500002:20,570005:4}	300844	300854	300864
104116	116	4	3000346-3000347-3000348	116	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641016	{500001:4000,500002:20,570005:4}	300844	300854	300864
104117	117	4	3000349-3000350	117	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641017	{500001:4000,500002:20,570005:4}	300844	300854	300864
104118	118	4	3000352-3000353-3000354	118	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641018	{500001:4000,500002:20,570005:4}	300844	300854	300864
104119	119	4	3000355-3000356	119	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641019	{500001:4000,500002:20,570005:4}	300844	300854	300864
104120	120	4	3000358	120	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40004,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641020	{500001:4000,500002:20,570005:4}	300844	300854	300864
104121	121	4	3000361-3000362-3000363	121	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641021	{500001:6000,500002:30,570005:6}	300844	300854	300864
104122	122	4	3000364-3000365	122	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641022	{500001:6000,500002:30,570005:6}	300844	300854	300864
104123	123	4	3000367-3000368-3000369	123	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641023	{500001:6000,500002:30,570005:6}	300844	300854	300864
104124	124	4	3000370-3000371-3000372	124	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641024	{500001:6000,500002:30,570005:6}	300844	300854	300864
104125	125	4	3000373-3000374	125	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641025	{500001:6000,500002:30,570005:6}	300844	300854	300864
104126	126	4	3000376-3000377-3000378	126	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641026	{500001:6000,500002:30,570005:6}	300844	300854	300864
104127	127	4	3000379-3000380	127	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641027	{500001:6000,500002:30,570005:6}	300844	300854	300864
104128	128	4	3000382-3000383-3000384	128	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641028	{500001:6000,500002:30,570005:6}	300844	300854	300864
104129	129	4	3000385-3000386	129	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641029	{500001:6000,500002:30,570005:6}	300844	300854	300864
104130	130	4	3000388	130	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40005,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641030	{500001:6000,500002:30,570005:6}	300844	300854	300864
104131	131	4	3000391-3000392-3000393	131	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641031	{500001:8000,500002:40,570005:8}	300844	300854	300864
104132	132	4	3000394-3000395-3000396	132	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641032	{500001:8000,500002:40,570005:8}	300844	300854	300864
104133	133	4	3000397-3000398	133	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641033	{500001:8000,500002:40,570005:8}	300844	300854	300864
104134	134	4	3000400-3000401	134	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641034	{500001:8000,500002:40,570005:8}	300844	300854	300864
104135	135	4	3000403-3000404-3000405	135	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641035	{500001:8000,500002:40,570005:8}	300844	300854	300864
104136	136	4	3000406-3000407	136	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641036	{500001:8000,500002:40,570005:8}	300844	300854	300864
104137	137	4	3000409-3000410-3000411	137	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641037	{500001:8000,500002:40,570005:8}	300844	300854	300864
104138	138	4	3000412-3000413-3000414	138	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641038	{500001:8000,500002:40,570005:8}	300844	300854	300864
104139	139	4	3000415-3000416	139	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641039	{500001:8000,500002:40,570005:8}	300844	300854	300864
104140	140	4	3000418	140	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40006,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641040	{500001:8000,500002:40,570005:8}	300844	300854	300864
104141	141	4	3000421-3000422-3000423	141	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641041	{500001:10000,500002:50,570005:10}	300844	300854	300864
104142	142	4	3000424-3000425	142	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641042	{500001:10000,500002:50,570005:10}	300844	300854	300864
104143	143	4	3000427-3000428	143	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641043	{500001:10000,500002:50,570005:10}	300844	300854	300864
