ID	注释	18
900659	约会（900001–910000）	质子可乐，畅饮未来！
900660	约会（900001–910000）	量子型质子可乐限时促销，250円/瓶，买一赠一！陪你畅爽到底哦！
900661	约会（900001–910000）	购买
900662	约会（900001–910000）	不购买
900663	约会（900001–910000）	珍宝珠，新口味！
900664	约会（900001–910000）	珍宝珠推出全新双旋口味，引发你的味觉旋风！珍宝珠，不仅仅是棒棒哟！500円一份。
900665	约会（900001–910000）	购买
900666	约会（900001–910000）	不购买
900667	约会（900001–910000）	大甩卖
900668	约会（900001–910000）	听说今天有很多人过生日哟！生日彩带限时促销！
900669	约会（900001–910000）	购买
900670	约会（900001–910000）	不购买
900671	约会（900001–910000）	商场促销
900672	约会（900001–910000）	花费金钱2000円购买气球
900673	约会（900001–910000）	购买
900674	约会（900001–910000）	不购买
900675	约会（900001–910000）	商场促销
900676	约会（900001–910000）	花费3000円购买挂饰
900677	约会（900001–910000）	购买
900678	约会（900001–910000）	不购买
900679	约会（900001–910000）	兼职宣传海报
900680	约会（900001–910000）	快速、准确、细致，为你找到最适合的兼职！
900681	约会（900001–910000）	卧室
900682	约会（900001–910000）	黄豆粉面包
900683	约会（900001–910000）	黄豆粉面包描述
900684	约会（900001–910000）	存档已被使用
900685	约会（900001–910000）	当前周目只可读取1次存档\n是否现在就要使用掉这次宝贵的机会呢？
900686	约会（900001–910000）	是否覆盖当前存档
900687	约会（900001–910000）	十香外传1
900688	约会（900001–910000）	十香外传1描述
900689	约会（900001–910000）	十香外传2
900690	约会（900001–910000）	十香外传2描述
900691	约会（900001–910000）	十香外传3
900692	约会（900001–910000）	十香外传3描述
900693	约会（900001–910000）	明天还有更多未知事件等着被发现呢~
900694	约会（900001–910000）	【甜蜜蛋糕】
900695	约会（900001–910000）	虽然经历了蛋糕失踪后的心路起伏，不过蛋糕找到后还是陪十香度过了愉快的生日。
900696	约会（900001–910000）	【温馨生日】
900697	约会（900001–910000）	尽管生日宴会没有太多亮眼的布置，但十香还是很高兴。
900698	约会（900001–910000）	【精灵庆典】
900699	约会（900001–910000）	四位精灵都前来给十香的生日送上祝福，十香表示她自己真的很开心。
900700	约会（900001–910000）	【秘密约会】
900701	约会（900001–910000）	因为第一次穿女仆装的原因，出现了一些尴（fu）尬（li）的场景，总之多谢各位的努力啦
900702	约会（900001–910000）外传地点名称	便利店
900703	约会（900001–910000）外传地点名称	
900704	约会（900001–910000）	4月8日
900705	约会（900001–910000）	4月9日
900706	约会（900001–910000）	4月10日
900707	约会（900001–910000）	默认剧情，第1天，1阶段，提示
900708	约会（900001–910000）	默认剧情，第1天，2阶段，提示
900709	约会（900001–910000）	默认剧情，第1天，3阶段，提示
900710	约会（900001–910000）	默认剧情，第1天，4阶段，提示
900711	约会（900001–910000）	默认剧情，第1天，5阶段，提示
900712	约会（900001–910000）	默认剧情，第1天，6阶段，提示
900713	约会（900001–910000）	默认剧情，第1天，7阶段，提示
900714	约会（900001–910000）	默认剧情，第1天，8阶段，提示
900715	约会（900001–910000）	主线剧情，第1天，1阶段，提示
900716	约会（900001–910000）	主线剧情，第1天，2阶段，提示
900717	约会（900001–910000）	主线剧情，第1天，3阶段，提示
900718	约会（900001–910000）	主线剧情，第1天，4阶段，提示
900719	约会（900001–910000）	主线剧情，第1天，5阶段，提示
900720	约会（900001–910000）	主线剧情，第1天，6阶段，提示
900721	约会（900001–910000）	主线剧情，第1天，7阶段，提示
900722	约会（900001–910000）	主线剧情，第1天，8阶段，提示
900723	约会（900001–910000）	主线剧情，第2天，1阶段，提示
900724	约会（900001–910000）	主线剧情，第2天，2阶段，提示
900725	约会（900001–910000）	主线剧情，第2天，3阶段，提示
900726	约会（900001–910000）	主线剧情，第2天，4阶段，提示
900727	约会（900001–910000）	主线剧情，第2天，5阶段，提示
900728	约会（900001–910000）	主线剧情，第2天，6阶段，提示
900729	约会（900001–910000）	主线剧情，第2天，7阶段，提示
900730	约会（900001–910000）	主线剧情，第2天，8阶段，提示
900731	约会（900001–910000）	主线剧情，第3天，1阶段，提示
900732	约会（900001–910000）	主线剧情，第3天，2阶段，提示
900733	约会（900001–910000）	主线剧情，第3天，3阶段，提示
900734	约会（900001–910000）	主线剧情，第3天，4阶段，提示
900735	约会（900001–910000）	主线剧情，第3天，5阶段，提示
900736	约会（900001–910000）	主线剧情，第3天，6阶段，提示
900737	约会（900001–910000）	月曜日
900738	约会（900001–910000）	火曜日
900739	约会（900001–910000）	水曜日
900740	约会（900001–910000）	木曜日
900741	约会（900001–910000）	金曜日
900742	约会（900001–910000）	土曜日
900743	约会（900001–910000）	日曜日
900744	约会（900001–910000）	专注
900745	约会（900001–910000）	魅力
900746	约会（900001–910000）	温柔
900747	约会（900001–910000）	知识
900748	约会（900001–910000）	幸运
900749	约会（900001–910000）	专注
900750	约会（900001–910000）	魅力
900751	约会（900001–910000）	温柔
900752	约会（900001–910000）	知识
900753	约会（900001–910000）	幸运
900754	约会（900001–910000）	十香主线1阶段1提示信息
900755	约会（900001–910000）	十香主线1阶段2提示信息
900756	约会（900001–910000）	十香主线1阶段3提示信息
900757	约会（900001–910000）	十香主线1阶段4提示信息
900758	约会（900001–910000）	十香主线1阶段5提示信息
900759	约会（900001–910000）	十香主线1阶段6提示信息
900760	主线约会标题	真实的恐惧
900761	主线约会标题	第一章
900762	主线约会标题	十香2标题
900763	主线约会标题	十香2描述
900764	主线约会标题	十香3标题
900765	主线约会标题	十香3描述
900766	主线约会标题	折纸1标题
900767	主线约会标题	折纸1描述
900768	主线约会标题	折纸2标题
900769	主线约会标题	折纸2描述
900770	主线约会标题	折纸3标题
900771	主线约会标题	折纸3描述
900772	主线约会标题	四糸乃1标题
900773	主线约会标题	四糸乃1描述
900774	主线约会标题	四糸乃2标题
900775	主线约会标题	四糸乃2描述
900776	主线约会标题	四糸乃3标题
900777	主线约会标题	四糸乃3描述
900778	主线约会标题	狂三1标题
900779	主线约会标题	狂三1描述
900780	主线约会标题	狂三2标题
900781	主线约会标题	狂三2描述
900782	主线约会标题	狂三3标题
900783	主线约会标题	狂三3描述
900784	主线约会标题	琴里1标题
900785	主线约会标题	琴里1描述
900786	主线约会标题	琴里2标题
900787	主线约会标题	琴里2描述
900788	主线约会标题	琴里3标题
900789	主线约会标题	琴里3描述
900790	约会（900001–910000）	精力不足
900791	约会（900001–910000）	接受邀请
900792	约会（900001–910000）	官方1群
900793	约会（900001–910000）	官方2群
900794	约会（900001–910000）	官方3群
900795	约会（900001–910000）	夜刀神十香
900796	约会（900001–910000）	鸢一折纸
900797	约会（900001–910000）	四糸乃
900798	约会（900001–910000）	时崎狂三
900799	约会（900001–910000）	五河琴里
900800	约会（900001–910000）	拒绝邀请
910001	十香主线1 结局1标题	结局1
910002	十香主线1 结局1描述	“我们不是同类，对不对！”十香的剑刃指向我，到底要怎么办才好啊？
910003	十香主线1 结局2	结局2
910004	十香主线1 结局2描述	十香寂寞的侧脸让我非常难受。对了！只要有人（？）一直陪着十香不就好了吗？
910005	十香主线1 结局3	结局3
910006	十香主线1 结局3描述	天下无不散的宴席，这顿晚饭之后就——
910007	十香主线1 结局4	结局4
910008	十香主线1 结局4描述	“十香可以留下来哦！”琴里回答道。为了报答妹妹的这份慷慨，今后必须努力了啊。
910009	十香主线1 结局5	结局5
910010	十香主线1 结局5描述	如果不想分别的话，就留下来住吧！就这样，我今后的生活发生了巨大的转折。
910011	十香主线1结局1未解锁	“我们不是同类，对不对！”十香的剑刃指向我，到底要怎么办才好啊？
910012	十香主线1结局2未解锁	十香寂寞的侧脸让我非常难受。对了！只要有人（？）一直陪着十香不就好了吗？
910013	十香主线1结局3未解锁	天下无不散的宴席，这顿晚饭之后就——
910014	十香主线1结局4未解锁	“十香可以留下来哦！”琴里回答道。为了报答妹妹的这份慷慨，今后必须努力了啊。
910015	十香主线1结局5未解锁	如果不想分别的话，就留下来住吧！就这样，我今后的生活发生了巨大的转折。
920001	兼职（920001-930000）	面包店-兼职1（1星）
920002	兼职（920001-930000）	面包店-兼职2（1星）
920003	兼职（920001-930000）	面包店-兼职3（1星）
920004	兼职（920001-930000）	面包店-兼职4（1星）
920005	兼职（920001-930000）	面包店-兼职5（1星）
920006	兼职（920001-930000）	面包店-兼职6（1星）
920007	兼职（920001-930000）	面包店-兼职7（1星）
920008	兼职（920001-930000）	面包店-兼职8（1星）
920009	兼职（920001-930000）	面包店-兼职9（1星）
920010	兼职（920001-930000）	面包店-兼职10（1星）
920011	兼职（920001-930000）	面包店-兼职1（2星）
920012	兼职（920001-930000）	面包店-兼职2（2星）
920013	兼职（920001-930000）	面包店-兼职3（2星）
920014	兼职（920001-930000）	面包店-兼职4（2星）
920015	兼职（920001-930000）	面包店-兼职5（2星）
920016	兼职（920001-930000）	面包店-兼职6（2星）
920017	兼职（920001-930000）	面包店-兼职7（2星）
920018	兼职（920001-930000）	面包店-兼职8（2星）
920019	兼职（920001-930000）	面包店-兼职9（2星）
920020	兼职（920001-930000）	面包店-兼职10（2星）
920021	兼职（920001-930000）	面包店-兼职1（3星）
920022	兼职（920001-930000）	面包店-兼职2（3星）
920023	兼职（920001-930000）	面包店-兼职3（3星）
920024	兼职（920001-930000）	面包店-兼职4（3星）
920025	兼职（920001-930000）	面包店-兼职5（3星）
920026	兼职（920001-930000）	面包店-兼职6（3星）
920027	兼职（920001-930000）	面包店-兼职7（3星）
920028	兼职（920001-930000）	面包店-兼职8（3星）
920029	兼职（920001-930000）	面包店-兼职9（3星）
920030	兼职（920001-930000）	面包店-兼职10（3星）
920031	兼职（920001-930000）	面包店-兼职1（4星）
920032	兼职（920001-930000）	面包店-兼职2（4星）
920033	兼职（920001-930000）	面包店-兼职3（4星）
920034	兼职（920001-930000）	面包店-兼职4（4星）
920035	兼职（920001-930000）	面包店-兼职5（4星）
920036	兼职（920001-930000）	面包店-兼职6（4星）
920037	兼职（920001-930000）	面包店-兼职7（4星）
920038	兼职（920001-930000）	面包店-兼职8（4星）
920039	兼职（920001-930000）	面包店-兼职9（4星）
920040	兼职（920001-930000）	面包店-兼职10（4星）
920041	兼职（920001-930000）	面包店-兼职1（5星）
920042	兼职（920001-930000）	面包店-兼职2（5星）
920043	兼职（920001-930000）	面包店-兼职3（5星）
920044	兼职（920001-930000）	面包店-兼职4（5星）
920045	兼职（920001-930000）	面包店-兼职5（5星）
920046	兼职（920001-930000）	面包店-兼职6（5星）
920047	兼职（920001-930000）	面包店-兼职7（5星）
920048	兼职（920001-930000）	面包店-兼职8（5星）
920049	兼职（920001-930000）	面包店-兼职9（5星）
920050	兼职（920001-930000）	面包店-兼职10（5星）
920051	兼职（920001-930000）	饮品店-兼职1（1星）
920052	兼职（920001-930000）	饮品店-兼职2（1星）
920053	兼职（920001-930000）	饮品店-兼职3（1星）
920054	兼职（920001-930000）	饮品店-兼职4（1星）
920055	兼职（920001-930000）	饮品店-兼职5（1星）
920056	兼职（920001-930000）	饮品店-兼职6（1星）
920057	兼职（920001-930000）	饮品店-兼职7（1星）
920058	兼职（920001-930000）	饮品店-兼职8（1星）
920059	兼职（920001-930000）	饮品店-兼职9（1星）
920060	兼职（920001-930000）	饮品店-兼职10（1星）
920061	兼职（920001-930000）	饮品店-兼职1（2星）
920062	兼职（920001-930000）	饮品店-兼职2（2星）
920063	兼职（920001-930000）	饮品店-兼职3（2星）
920064	兼职（920001-930000）	饮品店-兼职4（2星）
920065	兼职（920001-930000）	饮品店-兼职5（2星）
920066	兼职（920001-930000）	饮品店-兼职6（2星）
920067	兼职（920001-930000）	饮品店-兼职7（2星）
920068	兼职（920001-930000）	饮品店-兼职8（2星）
920069	兼职（920001-930000）	饮品店-兼职9（2星）
920070	兼职（920001-930000）	饮品店-兼职10（2星）
920071	兼职（920001-930000）	饮品店-兼职1（3星）
920072	兼职（920001-930000）	饮品店-兼职2（3星）
920073	兼职（920001-930000）	饮品店-兼职3（3星）
920074	兼职（920001-930000）	饮品店-兼职4（3星）
920075	兼职（920001-930000）	饮品店-兼职5（3星）
920076	兼职（920001-930000）	饮品店-兼职6（3星）
920077	兼职（920001-930000）	饮品店-兼职7（3星）
920078	兼职（920001-930000）	饮品店-兼职8（3星）
920079	兼职（920001-930000）	饮品店-兼职9（3星）
920080	兼职（920001-930000）	饮品店-兼职10（3星）
920081	兼职（920001-930000）	饮品店-兼职1（4星）
920082	兼职（920001-930000）	饮品店-兼职2（4星）
920083	兼职（920001-930000）	饮品店-兼职3（4星）
920084	兼职（920001-930000）	饮品店-兼职4（4星）
920085	兼职（920001-930000）	饮品店-兼职5（4星）
920086	兼职（920001-930000）	饮品店-兼职6（4星）
920087	兼职（920001-930000）	饮品店-兼职7（4星）
920088	兼职（920001-930000）	饮品店-兼职8（4星）
920089	兼职（920001-930000）	饮品店-兼职9（4星）
920090	兼职（920001-930000）	饮品店-兼职10（4星）
920091	兼职（920001-930000）	饮品店-兼职1（5星）
920092	兼职（920001-930000）	饮品店-兼职2（5星）
920093	兼职（920001-930000）	饮品店-兼职3（5星）
920094	兼职（920001-930000）	饮品店-兼职4（5星）
920095	兼职（920001-930000）	饮品店-兼职5（5星）
920096	兼职（920001-930000）	饮品店-兼职6（5星）
920097	兼职（920001-930000）	饮品店-兼职7（5星）
920098	兼职（920001-930000）	饮品店-兼职8（5星）
920099	兼职（920001-930000）	饮品店-兼职9（5星）
920100	兼职（920001-930000）	饮品店-兼职10（5星）
920101	兼职（920001-930000）	餐厅-兼职1（1星）
920102	兼职（920001-930000）	餐厅-兼职2（1星）
920103	兼职（920001-930000）	餐厅-兼职3（1星）
920104	兼职（920001-930000）	餐厅-兼职4（1星）
920105	兼职（920001-930000）	餐厅-兼职5（1星）
920106	兼职（920001-930000）	餐厅-兼职6（1星）
920107	兼职（920001-930000）	餐厅-兼职7（1星）
920108	兼职（920001-930000）	餐厅-兼职8（1星）
920109	兼职（920001-930000）	餐厅-兼职9（1星）
920110	兼职（920001-930000）	餐厅-兼职10（1星）
920111	兼职（920001-930000）	餐厅-兼职1（2星）
920112	兼职（920001-930000）	餐厅-兼职2（2星）
920113	兼职（920001-930000）	餐厅-兼职3（2星）
920114	兼职（920001-930000）	餐厅-兼职4（2星）
920115	兼职（920001-930000）	餐厅-兼职5（2星）
920116	兼职（920001-930000）	餐厅-兼职6（2星）
920117	兼职（920001-930000）	餐厅-兼职7（2星）
920118	兼职（920001-930000）	餐厅-兼职8（2星）
920119	兼职（920001-930000）	餐厅-兼职9（2星）
920120	兼职（920001-930000）	餐厅-兼职10（2星）
920121	兼职（920001-930000）	餐厅-兼职1（3星）
920122	兼职（920001-930000）	餐厅-兼职2（3星）
920123	兼职（920001-930000）	餐厅-兼职3（3星）
920124	兼职（920001-930000）	餐厅-兼职4（3星）
920125	兼职（920001-930000）	餐厅-兼职5（3星）
920126	兼职（920001-930000）	餐厅-兼职6（3星）
920127	兼职（920001-930000）	餐厅-兼职7（3星）
920128	兼职（920001-930000）	餐厅-兼职8（3星）
920129	兼职（920001-930000）	餐厅-兼职9（3星）
920130	兼职（920001-930000）	餐厅-兼职10（3星）
920131	兼职（920001-930000）	餐厅-兼职1（4星）
920132	兼职（920001-930000）	餐厅-兼职2（4星）
920133	兼职（920001-930000）	餐厅-兼职3（4星）
920134	兼职（920001-930000）	餐厅-兼职4（4星）
920135	兼职（920001-930000）	餐厅-兼职5（4星）
920136	兼职（920001-930000）	餐厅-兼职6（4星）
920137	兼职（920001-930000）	餐厅-兼职7（4星）
920138	兼职（920001-930000）	餐厅-兼职8（4星）
920139	兼职（920001-930000）	餐厅-兼职9（4星）
920140	兼职（920001-930000）	餐厅-兼职10（4星）
920141	兼职（920001-930000）	餐厅-兼职1（5星）
920142	兼职（920001-930000）	餐厅-兼职2（5星）
920143	兼职（920001-930000）	餐厅-兼职3（5星）
920144	兼职（920001-930000）	餐厅-兼职4（5星）
920145	兼职（920001-930000）	餐厅-兼职5（5星）
920146	兼职（920001-930000）	餐厅-兼职6（5星）
920147	兼职（920001-930000）	餐厅-兼职7（5星）
920148	兼职（920001-930000）	餐厅-兼职8（5星）
920149	兼职（920001-930000）	餐厅-兼职9（5星）
920150	兼职（920001-930000）	餐厅-兼职10（5星）
920151	兼职（920001-930000）	饰品店-兼职1（1星）
920152	兼职（920001-930000）	饰品店-兼职2（1星）
920153	兼职（920001-930000）	饰品店-兼职3（1星）
920154	兼职（920001-930000）	饰品店-兼职4（1星）
920155	兼职（920001-930000）	饰品店-兼职5（1星）
920156	兼职（920001-930000）	饰品店-兼职6（1星）
920157	兼职（920001-930000）	饰品店-兼职7（1星）
920158	兼职（920001-930000）	饰品店-兼职8（1星）
920159	兼职（920001-930000）	饰品店-兼职9（1星）
920160	兼职（920001-930000）	饰品店-兼职10（1星）
920161	兼职（920001-930000）	饰品店-兼职1（2星）
920162	兼职（920001-930000）	饰品店-兼职2（2星）
920163	兼职（920001-930000）	饰品店-兼职3（2星）
920164	兼职（920001-930000）	饰品店-兼职4（2星）
920165	兼职（920001-930000）	饰品店-兼职5（2星）
920166	兼职（920001-930000）	饰品店-兼职6（2星）
920167	兼职（920001-930000）	饰品店-兼职7（2星）
920168	兼职（920001-930000）	饰品店-兼职8（2星）
920169	兼职（920001-930000）	饰品店-兼职9（2星）
920170	兼职（920001-930000）	饰品店-兼职10（2星）
920171	兼职（920001-930000）	饰品店-兼职1（3星）
920172	兼职（920001-930000）	饰品店-兼职2（3星）
920173	兼职（920001-930000）	饰品店-兼职3（3星）
920174	兼职（920001-930000）	饰品店-兼职4（3星）
920175	兼职（920001-930000）	饰品店-兼职5（3星）
920176	兼职（920001-930000）	饰品店-兼职6（3星）
920177	兼职（920001-930000）	饰品店-兼职7（3星）
920178	兼职（920001-930000）	饰品店-兼职8（3星）
920179	兼职（920001-930000）	饰品店-兼职9（3星）
920180	兼职（920001-930000）	饰品店-兼职10（3星）
920181	兼职（920001-930000）	饰品店-兼职1（4星）
920182	兼职（920001-930000）	饰品店-兼职2（4星）
920183	兼职（920001-930000）	饰品店-兼职3（4星）
920184	兼职（920001-930000）	饰品店-兼职4（4星）
920185	兼职（920001-930000）	饰品店-兼职5（4星）
920186	兼职（920001-930000）	饰品店-兼职6（4星）
920187	兼职（920001-930000）	饰品店-兼职7（4星）
920188	兼职（920001-930000）	饰品店-兼职8（4星）
920189	兼职（920001-930000）	饰品店-兼职9（4星）
920190	兼职（920001-930000）	饰品店-兼职10（4星）
920191	兼职（920001-930000）	饰品店-兼职1（5星）
920192	兼职（920001-930000）	饰品店-兼职2（5星）
920193	兼职（920001-930000）	饰品店-兼职3（5星）
920194	兼职（920001-930000）	饰品店-兼职4（5星）
920195	兼职（920001-930000）	饰品店-兼职5（5星）
920196	兼职（920001-930000）	饰品店-兼职6（5星）
920197	兼职（920001-930000）	饰品店-兼职7（5星）
920198	兼职（920001-930000）	饰品店-兼职8（5星）
920199	兼职（920001-930000）	饰品店-兼职9（5星）
920200	兼职（920001-930000）	饰品店-兼职10（5星）
920201	兼职（920001-930000）	玩偶店-兼职1（1星）
920202	兼职（920001-930000）	玩偶店-兼职2（1星）
920203	兼职（920001-930000）	玩偶店-兼职3（1星）
920204	兼职（920001-930000）	玩偶店-兼职4（1星）
920205	兼职（920001-930000）	玩偶店-兼职5（1星）
920206	兼职（920001-930000）	玩偶店-兼职6（1星）
920207	兼职（920001-930000）	玩偶店-兼职7（1星）
920208	兼职（920001-930000）	玩偶店-兼职8（1星）
920209	兼职（920001-930000）	玩偶店-兼职9（1星）
920210	兼职（920001-930000）	玩偶店-兼职10（1星）
920211	兼职（920001-930000）	玩偶店-兼职1（2星）
920212	兼职（920001-930000）	玩偶店-兼职2（2星）
920213	兼职（920001-930000）	玩偶店-兼职3（2星）
920214	兼职（920001-930000）	玩偶店-兼职4（2星）
920215	兼职（920001-930000）	玩偶店-兼职5（2星）
920216	兼职（920001-930000）	玩偶店-兼职6（2星）
920217	兼职（920001-930000）	玩偶店-兼职7（2星）
920218	兼职（920001-930000）	玩偶店-兼职8（2星）
920219	兼职（920001-930000）	玩偶店-兼职9（2星）
920220	兼职（920001-930000）	玩偶店-兼职10（2星）
920221	兼职（920001-930000）	玩偶店-兼职1（3星）
920222	兼职（920001-930000）	玩偶店-兼职2（3星）
920223	兼职（920001-930000）	玩偶店-兼职3（3星）
920224	兼职（920001-930000）	玩偶店-兼职4（3星）
920225	兼职（920001-930000）	玩偶店-兼职5（3星）
920226	兼职（920001-930000）	玩偶店-兼职6（3星）
920227	兼职（920001-930000）	玩偶店-兼职7（3星）
920228	兼职（920001-930000）	玩偶店-兼职8（3星）
920229	兼职（920001-930000）	玩偶店-兼职9（3星）
920230	兼职（920001-930000）	玩偶店-兼职10（3星）
920231	兼职（920001-930000）	玩偶店-兼职1（4星）
920232	兼职（920001-930000）	玩偶店-兼职2（4星）
920233	兼职（920001-930000）	玩偶店-兼职3（4星）
920234	兼职（920001-930000）	玩偶店-兼职4（4星）
920235	兼职（920001-930000）	玩偶店-兼职5（4星）
920236	兼职（920001-930000）	玩偶店-兼职6（4星）
920237	兼职（920001-930000）	玩偶店-兼职7（4星）
920238	兼职（920001-930000）	玩偶店-兼职8（4星）
920239	兼职（920001-930000）	玩偶店-兼职9（4星）
920240	兼职（920001-930000）	玩偶店-兼职10（4星）
920241	兼职（920001-930000）	玩偶店-兼职1（5星）
920242	兼职（920001-930000）	玩偶店-兼职2（5星）
920243	兼职（920001-930000）	玩偶店-兼职3（5星）
920244	兼职（920001-930000）	玩偶店-兼职4（5星）
920245	兼职（920001-930000）	玩偶店-兼职5（5星）
920246	兼职（920001-930000）	玩偶店-兼职6（5星）
920247	兼职（920001-930000）	玩偶店-兼职7（5星）
920248	兼职（920001-930000）	玩偶店-兼职8（5星）
920249	兼职（920001-930000）	玩偶店-兼职9（5星）
920250	兼职（920001-930000）	玩偶店-兼职10（5星）
920251	兼职（920001-930000）	花店-兼职1（1星）
920252	兼职（920001-930000）	花店-兼职2（1星）
920253	兼职（920001-930000）	花店-兼职3（1星）
920254	兼职（920001-930000）	花店-兼职4（1星）
920255	兼职（920001-930000）	花店-兼职5（1星）
920256	兼职（920001-930000）	花店-兼职6（1星）
920257	兼职（920001-930000）	花店-兼职7（1星）
920258	兼职（920001-930000）	花店-兼职8（1星）
920259	兼职（920001-930000）	花店-兼职9（1星）
920260	兼职（920001-930000）	花店-兼职10（1星）
920261	兼职（920001-930000）	花店-兼职1（2星）
920262	兼职（920001-930000）	花店-兼职2（2星）
920263	兼职（920001-930000）	花店-兼职3（2星）
920264	兼职（920001-930000）	花店-兼职4（2星）
920265	兼职（920001-930000）	花店-兼职5（2星）
920266	兼职（920001-930000）	花店-兼职6（2星）
920267	兼职（920001-930000）	花店-兼职7（2星）
920268	兼职（920001-930000）	花店-兼职8（2星）
920269	兼职（920001-930000）	花店-兼职9（2星）
920270	兼职（920001-930000）	花店-兼职10（2星）
920271	兼职（920001-930000）	花店-兼职1（3星）
920272	兼职（920001-930000）	花店-兼职2（3星）
920273	兼职（920001-930000）	花店-兼职3（3星）
920274	兼职（920001-930000）	花店-兼职4（3星）
920275	兼职（920001-930000）	花店-兼职5（3星）
920276	兼职（920001-930000）	花店-兼职6（3星）
920277	兼职（920001-930000）	花店-兼职7（3星）
920278	兼职（920001-930000）	花店-兼职8（3星）
920279	兼职（920001-930000）	花店-兼职9（3星）
920280	兼职（920001-930000）	花店-兼职10（3星）
920281	兼职（920001-930000）	花店-兼职1（4星）
920282	兼职（920001-930000）	花店-兼职2（4星）
920283	兼职（920001-930000）	花店-兼职3（4星）
920284	兼职（920001-930000）	花店-兼职4（4星）
920285	兼职（920001-930000）	花店-兼职5（4星）
920286	兼职（920001-930000）	花店-兼职6（4星）
920287	兼职（920001-930000）	花店-兼职7（4星）
920288	兼职（920001-930000）	花店-兼职8（4星）
920289	兼职（920001-930000）	花店-兼职9（4星）
920290	兼职（920001-930000）	花店-兼职10（4星）
920291	兼职（920001-930000）	花店-兼职1（5星）
920292	兼职（920001-930000）	花店-兼职2（5星）
920293	兼职（920001-930000）	花店-兼职3（5星）
920294	兼职（920001-930000）	花店-兼职4（5星）
920295	兼职（920001-930000）	花店-兼职5（5星）
920296	兼职（920001-930000）	花店-兼职6（5星）
920297	兼职（920001-930000）	花店-兼职7（5星）
920298	兼职（920001-930000）	花店-兼职8（5星）
920299	兼职（920001-930000）	花店-兼职9（5星）
920300	兼职（920001-930000）	花店-兼职10（5星）
950000	主线关卡约会相关	
950001	主线副本 1-1-2 关卡名	黄昏下的少女
950002	主线副本 1-1-2 关卡简介	精灵？AST？还有站在我面前的是……“赶紧邀请她约会吧，否则你会死的哟？”
950003	主线副本 1-1-2 挑战目标1	给无名少女起名
950004	主线副本 1-1-2 挑战目标2	让她答应和你约会
950005	主线副本 1-1-2 挑战目标3	不要激怒对方
950006	主线副本 1-2-1 关卡名	与精灵共舞
950007	主线副本 1-2-1 关卡简介	为十香起名之后，我们决定进行一场约会。虽然我还是第一次和女孩子约会，但是我会努力的。加油！
950008	主线副本 1-2-1 挑战目标1	享受约会
950009	主线副本 1-2-1 挑战目标2	让十香娇羞
950010	主线副本 1-2-1 挑战目标3	成功抓到面包抱枕
950011	主线副本 1-2-4 关卡名	世界第一可爱的妹妹
950012	主线副本 1-2-4 关卡简介	我的妹妹，五河琴里，是世界上第一可爱的妹妹。
950013	主线副本 1-2-4 挑战目标1	和琴里一起做开学前的准备
950014	主线副本 1-2-4 挑战目标2	和琴里一起享用晚餐
950015	主线副本 1-2-4 挑战目标3	？？？
950016	主线副本 1-2-5 关卡名	冰山美人
950017	主线副本 1-2-5 关卡简介	鸢一折纸……她为什么会知道我的名字呢。“先攻略她试试看吧。”
950018	主线副本 1-2-5 挑战目标1	和折纸成为恋人
950019	主线副本 1-2-5 挑战目标2	告诉折纸自己是认真的
950020	主线副本 1-2-5 挑战目标3	？？？
950021	主线副本 1-1-5 城市约会提示1	
950022	主线副本 1-1-5 城市约会提示2	带十香去哪里约会比较好呢？
950023	主线副本 1-1-5 城市约会提示3	带十香去哪里约会比较好呢？
950024	主线副本 1-1-5 城市约会提示4	带十香去哪里约会比较好呢？
950025	1-1-2-关卡名	约会·大作战
950026	1-1-2-关卡简介	被卷入战斗余波中的我，从昏厥中醒来，却发现眼前之人是——
950027	1-1-2-挑战目标1	启动「约会大作战」计划
950028	1-1-2-挑战目标2	
950029	1-1-2-挑战目标3	
950030	2-1-1-关卡名	雨中少女
950031	2-1-1-关卡简介	在雨中起舞的少女，和她所拥有的神秘身份
950032	2-1-1-挑战目标1	回家
950033	2-1-1-挑战目标2	
950034	2-1-1-挑战目标3	
950035	2-1-4-关卡名	四糸乃商场约会
950036	2-1-4-关卡简介	和少女精灵的再次相遇，会擦出什么样的火花呢？
950037	2-1-4-挑战目标1	让少女答应和你约会
950038	2-1-4-挑战目标2	
950039	2-1-4-挑战目标3	
950040	2-2-4-关卡名	四糸奈丢失
950041	2-2-4-关卡简介	四糸乃最重要的伙伴遗失了，快去帮她寻找吧
950042	2-2-4-挑战目标1	答应帮忙寻找四糸奈
950043	2-2-4-挑战目标2	
950044	2-2-4-挑战目标3	
950045	2-3-3-关卡名	折纸家找四糸奈
950046	2-3-3-关卡简介	四糸奈的夺回之战！面对折纸又将遇到什么问题呢？
950047	2-3-3-挑战目标1	找到四糸奈
950048	2-3-3-挑战目标2	
950049	2-3-3-挑战目标3	
950050	2-3-6-关卡名	封印四糸乃
950051	2-3-6-关卡简介	成功取得了四糸乃的信任，现在到了封印的时候了。
950052	2-3-6-挑战目标1	封印四糸乃
950053	2-3-6-挑战目标2	
950054	2-3-6-挑战目标3	
950055	好感度提示	好感度达到Lv%s
950056	通关提示	通关%s
950057	时间开启	6:00开启
950058	时间开启	18:00开启
950059	日常约会攻略进度	%s攻略进度
