id	兼职名称	兼职名称	条件	兼职稀有度	消耗精力	完成所需时间	奖励	固定奖励	随机奖励	属性奖励	兼职经验奖励	限制时间
105018	餐厅-兼职8（2星）	920118	105-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":532108,"num":8},{"id":532107,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":532205,"num":0,"min":1,"max":2,"weight":3800},{"id":532206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,532108:8,532107:8}	500002-532205-532206		15	0
105019	餐厅-兼职9（2星）	920119	105-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":532109,"num":8},{"id":532108,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":532205,"num":0,"min":1,"max":2,"weight":3800},{"id":532206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,532109:8,532108:8}	500002-532205-532206		15	0
105020	餐厅-兼职10（2星）	920120	105-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":532107,"num":6},{"id":532108,"num":6},{"id":532109,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":532205,"num":0,"min":1,"max":2,"weight":3800},{"id":532206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,532107:6,532108:6,532109:6}	500002-532205-532206		15	0
105021	餐厅-兼职1（3星）	920121	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532107,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532107:20,500019:1}	500002-532205-532206-532303	{500019:1}	20	1
105022	餐厅-兼职2（3星）	920122	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532108,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532108:20,500019:1}	500002-532205-532206-532303	{500019:1}	20	1
105023	餐厅-兼职3（3星）	920123	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532109,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532109:20,500023:1}	500002-532205-532206-532303	{500023:1}	20	0
105024	餐厅-兼职4（3星）	920124	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532107,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532107:20,500023:1}	500002-532205-532206-532303	{500023:1}	20	0
105025	餐厅-兼职5（3星）	920125	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532108,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532108:20,500020:1}	500002-532205-532206-532303	{500020:1}	20	0
105026	餐厅-兼职6（3星）	920126	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532109,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532109:20,500020:1}	500002-532205-532206-532303	{500020:1}	20	0
105027	餐厅-兼职7（3星）	920127	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532107,"num":12},{"id":532109,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532107:12,532109:12}	500002-532205-532206-532303		20	0
105028	餐厅-兼职8（3星）	920128	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532108,"num":12},{"id":532107,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532108:12,532107:12}	500002-532205-532206-532303		20	0
105029	餐厅-兼职9（3星）	920129	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532109,"num":12},{"id":532108,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532109:12,532108:12}	500002-532205-532206-532303		20	0
105030	餐厅-兼职10（3星）	920130	105-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":532107,"num":8},{"id":532108,"num":8},{"id":532109,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":532205,"num":0,"min":1,"max":3,"weight":3800},{"id":532206,"num":0,"min":1,"max":3,"weight":3800},{"id":532303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,532107:8,532108:8,532109:8}	500002-532205-532206-532303		20	0
105031	餐厅-兼职1（4星）	920131	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532107,"num":30},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532107:30,500019:1}	500002-532205-532206-532303	{500019:1}	30	1
105032	餐厅-兼职2（4星）	920132	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532108,"num":30},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532108:30,500019:2}	500002-532205-532206-532303	{500019:2}	30	1
105033	餐厅-兼职3（4星）	920133	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532109,"num":30},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532109:30,500023:1}	500002-532205-532206-532303	{500023:1}	30	0
105034	餐厅-兼职4（4星）	920134	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532107,"num":30},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532107:30,500023:2}	500002-532205-532206-532303	{500023:2}	30	0
105035	餐厅-兼职5（4星）	920135	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532108,"num":30},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532108:30,500020:1}	500002-532205-532206-532303	{500020:1}	30	0
105036	餐厅-兼职6（4星）	920136	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532109,"num":30},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532109:30,500020:2}	500002-532205-532206-532303	{500020:2}	30	0
105037	餐厅-兼职7（4星）	920137	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532107,"num":18},{"id":532109,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532107:18,532109:18}	500002-532205-532206-532303		30	0
105038	餐厅-兼职8（4星）	920138	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532108,"num":18},{"id":532107,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532108:18,532107:18}	500002-532205-532206-532303		30	0
105039	餐厅-兼职9（4星）	920139	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532109,"num":18},{"id":532108,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532109:18,532108:18}	500002-532205-532206-532303		30	0
105040	餐厅-兼职10（4星）	920140	105-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":532107,"num":12},{"id":532108,"num":12},{"id":532109,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":532205,"num":0,"min":1,"max":4,"weight":4500},{"id":532206,"num":0,"min":1,"max":4,"weight":4500},{"id":532303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,532107:12,532108:12,532109:12}	500002-532205-532206-532303		30	0
105041	餐厅-兼职1（5星）	920141	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532107,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532107:40,500019:2}	500002-532205-532206-532303	{500019:2}	40	1
105042	餐厅-兼职2（5星）	920142	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532108,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532108:40,500019:2}	500002-532205-532206-532303	{500019:2}	40	1
105043	餐厅-兼职3（5星）	920143	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532109,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532109:40,500023:2}	500002-532205-532206-532303	{500023:2}	40	0
105044	餐厅-兼职4（5星）	920144	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532107,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532107:40,500023:2}	500002-532205-532206-532303	{500023:2}	40	0
105045	餐厅-兼职5（5星）	920145	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532108,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532108:40,500020:2}	500002-532205-532206-532303	{500020:2}	40	0
105046	餐厅-兼职6（5星）	920146	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532109,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532109:40,500020:2}	500002-532205-532206-532303	{500020:2}	40	0
105047	餐厅-兼职7（5星）	920147	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532107,"num":24},{"id":532109,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532107:24,532109:24}	500002-532205-532206-532303		40	0
105048	餐厅-兼职8（5星）	920148	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532108,"num":24},{"id":532107,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532108:24,532107:24}	500002-532205-532206-532303		40	0
105049	餐厅-兼职9（5星）	920149	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532109,"num":24},{"id":532108,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532109:24,532108:24}	500002-532205-532206-532303		40	0
105050	餐厅-兼职10（5星）	920150	105-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":532107,"num":16},{"id":532108,"num":16},{"id":532109,"num":16}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":532205,"num":0,"min":1,"max":5,"weight":5000},{"id":532206,"num":0,"min":1,"max":5,"weight":5000},{"id":532303,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,532107:16,532108:16,532109:16}	500002-532205-532206-532303		40	0
102001	饰品店-兼职1（1星）	920151	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533101,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533101:10}	500002-533201-533202		10	1
102002	饰品店-兼职2（1星）	920152	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533102,"num":10},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533102:10,500019:1}	500002-533201-533202	{500019:1}	10	1
102003	饰品店-兼职3（1星）	920153	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533103,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533103:10}	500002-533201-533202		10	0
102004	饰品店-兼职4（1星）	920154	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533101,"num":10},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533101:10,500023:1}	500002-533201-533202	{500023:1}	10	0
102005	饰品店-兼职5（1星）	920155	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533102,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533102:10}	500002-533201-533202		10	0
102006	饰品店-兼职6（1星）	920156	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533103,"num":10},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533103:10,500020:1}	500002-533201-533202	{500020:1}	10	0
102007	饰品店-兼职7（1星）	920157	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533101,"num":6},{"id":533103,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533101:6,533103:6}	500002-533201-533202		10	1
102008	饰品店-兼职8（1星）	920158	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533102,"num":6},{"id":533101,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533102:6,533101:6}	500002-533201-533202		10	1
102009	饰品店-兼职9（1星）	920159	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533103,"num":6},{"id":533102,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533103:6,533102:6}	500002-533201-533202		10	0
102010	饰品店-兼职10（1星）	920160	102-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533101,"num":4},{"id":533102,"num":4},{"id":533103,"num":4}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533201,"num":0,"min":1,"max":1,"weight":3500},{"id":533202,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533101:4,533102:4,533103:4}	500002-533201-533202		10	0
102011	饰品店-兼职1（2星）	920161	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533101,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533101:15}	500002-533201-533202		15	1
102012	饰品店-兼职2（2星）	920162	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533102,"num":15},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533102:15,500019:1}	500002-533201-533202	{500019:1}	15	1
102013	饰品店-兼职3（2星）	920163	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533103,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533103:15}	500002-533201-533202		15	0
102014	饰品店-兼职4（2星）	920164	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533101,"num":15},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533101:15,500023:1}	500002-533201-533202	{500023:1}	15	0
102015	饰品店-兼职5（2星）	920165	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533102,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533102:15}	500002-533201-533202	{500020:0}	15	0
102016	饰品店-兼职6（2星）	920166	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533103,"num":15},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533103:15,500020:1}	500002-533201-533202	{500020:1}	15	0
102017	饰品店-兼职7（2星）	920167	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533101,"num":8},{"id":533103,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533101:8,533103:8}	500002-533201-533202		15	1
102018	饰品店-兼职8（2星）	920168	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533102,"num":8},{"id":533101,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533102:8,533101:8}	500002-533201-533202		15	1
102019	饰品店-兼职9（2星）	920169	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533103,"num":8},{"id":533102,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533103:8,533102:8}	500002-533201-533202		15	0
102020	饰品店-兼职10（2星）	920170	102-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533101,"num":6},{"id":533102,"num":6},{"id":533103,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533201,"num":0,"min":1,"max":2,"weight":3800},{"id":533202,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533101:6,533102:6,533103:6}	500002-533201-533202		15	0
102021	饰品店-兼职1（3星）	920171	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533101,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533101:20,500019:1}	500002-533201-533202-533301	{500019:1}	20	1
102022	饰品店-兼职2（3星）	920172	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533102,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533102:20,500019:1}	500002-533201-533202-533301	{500019:1}	20	1
102023	饰品店-兼职3（3星）	920173	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533103,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533103:20,500023:1}	500002-533201-533202-533301	{500023:1}	20	0
102024	饰品店-兼职4（3星）	920174	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533101,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533101:20,500023:1}	500002-533201-533202-533301	{500023:1}	20	0
102025	饰品店-兼职5（3星）	920175	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533102,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533102:20,500020:1}	500002-533201-533202-533301	{500020:1}	20	0
