编号	剧本号	顺序	名称	数据类型(只有CG0，正常对话1）	文本内容	跳转（选项）	路径1	人物展示1	位置1	动作1	人物面部1	大小1	表情路径1	表情展示1	表情动作1	路径2	人物展示2	位置2	动作2	人物面部2	大小2	路径3	人物展示3	位置3	动作3	人物面部3	大小3	电话表现路径	电话表现动作	语音	特效	背景	背景大小	背景出现	cg	CG锁定时间	bgm	视频	视频
3005023	3005	23	时崎狂三	1	「不会，我也才刚到。」	3005024	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_6	id_look_5	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005024	3005	24		1	狂三低头行了一礼。	3005025	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_7	id_look_3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0
3005025	3005	25	五河琴里	1	「好，接下来是今天的重头戏咯。振作点呐！」	3005026	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_2	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	1	0	0	0	0	0	0
3005026	3005	26	时崎狂三	1	「今天非常感谢你的邀请。我非常高兴——那么，我们要先去哪里呢？」	3005027	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	0	0	0	0	0	0
3005027	3005	27	五河琴里	1	「等一下，出现选项了」	3005028	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3005028	3005	28		1	①在购物中心悠闲购物。②两人观赏甜蜜的爱情电影。③前往女性内衣商店欣赏她的试穿模样。	3005029	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005029	3005	29	五河琴里	1	「全体人员，开始投票！」	3005030	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005030	3005	30	五河琴里	1	「③这个选项似乎有点不讨人喜欢啊？」	3005031	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005031	3005	31	令音	1	「不，从数据以及昨天的反应来判断，对方不一定会拒绝这项请求。」	3005032	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005032	3005	32	1	1	「内…内衣店。你觉得怎么样？」	3005033	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005033	3005	33		1	「要不要去看看穿在……衣服里面的？」	3005034	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005034	3005	34		1	我说到这个份上，狂三的脸颊微微泛红。	3005035	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_8	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005035	3005	35	时崎狂三	1	「%s会帮我挑选吗？」	3005036	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_9	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005036	3005	36	1	1	「咦！啊……啊，会的……」	3005037	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005037	3005	37	时崎狂三	1	「啊啦，那么请帮我挑一件可爱的款式吧。」	3005038	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_9	id_look_5	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/kuangsan/KURUMI_S_19.mp3	0	1	1	0	0	0	0	0	0
3005038	3005	38		1	狂三浮现出了害羞的笑容。	3005039	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_10	id_look_4	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005039	3005	39	1	1	「那……那个…………我知道了。」	3005040	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005040	3005	40	时崎狂三	1	「哎呀！好可爱呀！%s喜欢哪件呢？」	3005041	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_6	id_look_5	1.1	modle/bust/bust_103_eff	bust_eff.model.json	id_heart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_neiyidian.png	1	2	0	0	0	0	0
3005041	3005	41	1	1	「这……这个嘛。那个……」	3005042	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_7	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005042	3005	42	五河琴里	1	「%s，等一下。」	3005043	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3005043	3005	43	五河琴里	1	「既然都来到这里了，当然要积极进攻呀！」	3005044	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005044	3005	44	五河琴里	1	「开始先渐渐麻痹她的感觉，减少对方对于接吻的抵抗！」	3005045-3005046-3005047	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
3005045	3005	45		1	「我比较喜欢那种漂亮的。」	3005048	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_10	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_neiyidian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
3005046	3005	46		1	「当然是这种露一点点的啊！」	3005048	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_10	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_neiyidian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
3005047	3005	47		1	「其实我们这里最近流行暴露的。」	3005048	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_10	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_neiyidian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
3005048	3005	48	时崎狂三	1	「%s喜欢这种的……？」	3005049	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_7	id_look_8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005049	3005	49	1	1	「狂三，不用勉强——」	3005050	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_11	id_look_5	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005050	3005	50	时崎狂三	1	「不，这是%s特地为我选择的款式——我要试穿看看。你会帮我看看这个款式是否适合我吗……？」	3005051	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005051	3005	51	五河琴里	1	「%s，时间到了唷……其实这个时候本来应该要集中注意力在狂三身上，」	3005052	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3005052	3005	52		1	「但是如果因为迟到而让折纸四处找你，就麻烦了，所以赶快往折纸那边移动吧。」	3005053	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3005053	3005	53	1	1	「我……我知道了。」		1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006001	3006	1	1	1	「抱歉……折纸……我来迟了！」	3006002	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_3	id_look_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_gouwuzhongxin.png	1	2	0	0	sound/bgm/date_001.mp3	0	0
3006002	3006	2		1	我上气不接下气地说着，折纸表情丝毫不变。	3006003	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006003	3006	3	鸢一折纸	1	「没关系，我刚到。」	3006004	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_4	id_look_3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/zhezhi/ORIGAMI_17.mp3	0	1	1	0	0	0	0	0	0
3006004	3006	4	1	1	「那个……今天要去哪里？」	3006005	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006005	3006	5	鸢一折纸	1	「看电影。」	3006006	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_5	id_look_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006006	3006	6		1	电影院离水族馆非常近…如果碰到十香就惨了，怎么办呢？	3006007-3006008-3006009	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006007	3006	7		1	「我觉得今天的电影都不是很好看啊。」	3006010	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006008	3006	8		1	「看电影的话，不如去逛一下商场？」	3006010	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_4	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006009	3006	9		1	「如果可以的话，能不能更换别的？」	3006010	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_4	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006010	3006	10		1	我正打算说下去，折纸递出了一枚门票。	3006011	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006011	3006	11	鸢一折纸	1	「电影票已经准备好了，先给你，不要弄丢了。」	3006012	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_5	id_look_2	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006012	3006	12		1	完全被占据了主动，都已经准备好门票了，要再拒绝就会显得很不自然。	3006013	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006013	3006	13	1	1	「……是的。」	3006014	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006014	3006	14	鸢一折纸	1	「那么，我们走吧。」	3006015	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006015	3006	15		1	折纸转身走向了和电影院[相反]的方向。	3006016	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006016	3006	16	1	1	「折纸！你……你你你你要去哪里？电影院在这边啊……」	3006017	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006017	3006	17	鸢一折纸	1	「距离电影上映还有一段时间。所以可以先去吃点午餐。」	3006018	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_3	id_look_3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006018	3006	18		1	就在我不知所措的时候，我们已经走进了餐厅。	3006019	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_xicanting.png	1	2	0	0	0	0	0
3006019	3006	19	1	1	「喂，折纸，你今天为什么要邀请我出来约会呢？」	3006020	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006020	3006	20	鸢一折纸	1	「因为我不希望今天让你一个人独处。」	3006021	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006021	3006	21	1	1	「咦……？」	3006022	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006022	3006	22	鸢一折纸	1	「约会结束之后，我希望你能来我家。」	3006023-3006024-3006025	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006023	3006	23	1	1	「这还不到时候吧？」	3006026	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_3	id_look_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_xicanting.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
3006024	3006	24	1	1	「也不是不行。不过之后再说好不好？」	3006026	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_3	id_look_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_xicanting.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
3006025	3006	25	1	1	「怎……怎怎么这么突然？这种事情……」	3006026	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_3	id_look_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_xicanting.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
3006026	3006	26		1	我的目光游移，语无伦次地小声嘀咕着。	3006027	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006027	3006	27	鸢一折纸	1	「我是认真的。」	3006028	modle/bust/bust_10204	bust_10204.model.json	2	id_pose_4	id_look_2	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006028	3006	28		1	折纸的眼神和话语一样认真。	3006029	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006029	3006	29	1	1	「那那那个……！」	3006030	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006030	3006	30	五河琴里	1	「%s，十香现在感到很不安唷。先回去她身边吧。你就从那边直接走过去吧！」	3006031	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3006031	3006	31	1	1	「折……折纸！抱歉，我去一下洗手间。」	3006032	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006032	3006	32		1	数小时之后……	3006033	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_meishijie.png	1	2	0	0	0	0	0
3006033	3006	33	1	1	「哈啊……！哈啊……！真是…太累了」	3006034	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006034	3006	34	五河琴里	1	「再坚持一下，和狂三来一个漂亮的ending吧！」	3006035	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3006035	3006	35		1	我拖着疲惫的身体重新回到了和狂三分开的地方。	3006036	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_gouwuzhongxin.png	1	2	0	0	sound/bgm/date_001.mp3	0	0
3006036	3006	36	1	1	「奇……怪……？」	3006037	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006037	3006	37	五河琴里	1	「怎么了，%s？」	3006038	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3006038	3006	38		1	我四处张望，发现狂三好像并没有在附近。	3006039	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006039	3006	39	1	1	「狂三已经离开了吗？」	3006040	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006040	3006	40		1	「司令！虽然讯号微弱，但是附近出现灵波反应……!」	3006041	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	sound/bgm/date_004.mp3	0	0
3006041	3006	41	五河琴里	1	「……你说什么？」	3006042	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3006042	3006	42		1	「在公园东出口附近的小巷子里！这个反应没有错，是时崎狂三！」	3006043	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006043	3006	43	五河琴里	1	「……嗯。%s，你现在能过去看看吗？」	3006044	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
3006044	3006	44		1	按照琴里的指示，我加速跑到出现异常的地点。	3006045	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_gongyuan.png	1	2	0	0	0	0	0
3006045	3006	45	1	1	「啊？！」	3006046	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006046	3006	46		1	草坪被鲜血染红，空气中弥漫着刺鼻的血腥味。	3006047	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006047	3006	47	时崎狂三	1	「%s，你来了呀？！」	3006048	modle/bust/bust_10401	bust_10401.model.json	2	id_pose_6	id_look_11	1	modle/bust/bust_103_eff	bust_eff.model.json	id_surprise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006048	3006	48		1	身着灵装的狂三转头对我微笑，她手里的枪沾上了血渍。	3006049	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006049	3006	49		1	我看见草坪深处有两个人在地上苦苦挣扎，四周散落着残肢断臂。	3006050	modle/bust/bust_10401	bust_10401.model.json	2	id_pose_11	id_look_12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006050	3006	50	1	1	「狂三！你想做什么！啊——」	3006051-3006052	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006051	3006	51		1	「别，别杀我！！啊——」	3006053	modle/bust/bust_10401	bust_10401.model.json	2	id_pose_11	id_look_12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_gongyuan.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
3006052	3006	52		1	「这些人？都是你杀死的吗？」	3006053	modle/bust/bust_10401	bust_10401.model.json	2	id_pose_11	id_look_12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_gongyuan.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
3006053	3006	53		1	狂三缓慢向我走来，我吓得瘫软在地上，一点不能移动。	3006054	modle/bust/bust_10401	bust_10401.model.json	2	id_pose_11	id_look_12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006054	3006	54		1	再不逃会死的吧！我看见狂三脸上的笑容，寒意瞬间从脊椎窜入大脑。	3006055	modle/bust/bust_10401	bust_10401.model.json	2	id_pose_1	id_look_9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3006055	3006	55	崇宫真那	1	「你没事吧，哥哥？真是千钧一发呀，好在是赶上了。」		0	0	0	0	0	1	0	0	0	modle/bust/bust_10601	bust_10601.model.json	2	idle	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008001	3008	1		1	如果刚才真那没有及时出现的话，我会被狂三杀死吗？	3008002	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_black.png	1	2	0	0	sound/bgm/date_005.mp3	0	0
3008002	3008	2		1	为什么，[狂三]能如此轻易地杀死[人类]？	3008003	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008003	3008	3		1	为什么，[真那]能如此轻易地杀死[狂三]？	3008004	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008004	3008	4	夜刀神十香	1	「……%s？怎么了？」	3008005	modle/bust/bust_10104	bust_10104.model.json	2	id_pose_12	id_look_7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_keting.png	1	2	0	0	0	0	0
3008005	3008	5	夜刀神十香	1	「%s，你受伤了！」	3008006	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008006	3008	6	1	1	「……抱……歉，本来是陪你逛街的。」	3008007	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008007	3008	7	夜刀神十香	1	「唔姆，我没关系的。%s到底遇到了什么事情？」	3008008	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008008	3008	8	1	1	「说起来有一些复杂，十香……我好困。」	3008009	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008009	3008	9	夜刀神十香	1	「嗯，%s先好好休息。」	3008010	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008010	3008	10		1	我在床上辗转反侧，终于熬到了第二天。	3008011	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_xuexiaozoulang.png	1	2	0	0	0	0	0
3008011	3008	11	时崎狂三	1	「哎呀，%s。你好呀。」	3008012	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_2	id_look_3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	sound/bgm/date_003.mp3	0	0
3008012	3008	12	1	1	「……哦，早安。」	3008013	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008013	3008	13	时崎狂三	1	「昨天和%s在一起很开心啊，请一定要再次约我出去玩。」	3008014	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_6	id_look_5	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008014	3008	14	1	1	「是玩得很高兴吗？」	3008015	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008015	3008	15	时崎狂三	1	「是的，非常愉快。」	3008016	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_2	id_look_5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008016	3008	16		1	我咬了咬嘴唇，把我的决定大声告诉了狂三。	3008017	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008017	3008	17	1	1	「狂三，[我一定要拯救你。]」	3008018	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008018	3008	18	1	1	「我不会让你再次杀人，也不会让真那再次杀你。这是我昨天所做出的决定。」	3008019	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008019	3008	19	时崎狂三	1	「啊啦，是这样吗？如果%s同学是认真的。那让我来确认一下吧。」	3008020	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_7	id_look_8	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008020	3008	20		1	「今天放学之后，请到屋顶上来吧。」	3008021	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008021	3008	21		1	狂三留下这么句话，把视线从我身上移开了。	3008022	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008022	3008	22	时崎狂三	1	「虽然继续享受与%s一起上学的学校生活也不错，但是——」	3008023	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_2	id_look_8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_wuding.png	1	2	0	0	sound/bgm/date_004.mp3	0	0
3008023	3008	23	时崎狂三	1	「都是为了与你融为一体，我才会来到这个地方啊。」	3008024	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008024	3008	24	1	1	「你说“融为一体”究竟是什么意思？」	3008025	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008025	3008	25	时崎狂三	1	「就是字面上的意思呀。我不会杀你。」	3008026	modle/bust/bust_10404	bust_10404.model.json	2	id_pose_8	id_look_11	1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3008026	3008	26	时崎狂三	1	「我会……直接吃掉你，成为我的食粮吧。叽嘻嘻……嘻嘻嘻」	3008027	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	sound/role/kuangsan/KURUMI_36.mp3	0	1	1	0	0	0	0	0	0
