0	注释(名称)	名称文字ID	获取途径	道具类型	子类型	小类型	图标	背包类型	排序索引	星级	品质	总上限	是否支持叠加	单格上限	达总上限转换	是否可以批量使用	单次使用上限	出售收益	交易收益	描述	描述文字ID	价值(策划查看)	自动使用	使用消耗	失效时间	使用收益	是否播放出场效果	购买ID（ItemRecover表ID）	删除
60210619	第6章简单4-1-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210620	第6章简单4-2-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":200,"max":200},{"id":500005,"min":11,"max":11},{"id":500006,"min":170,"max":170},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510209,"num":0,"min":1,"max":1,"weight":7000},{"id":510222,"num":0,"min":1,"max":1,"weight":2500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210621	第6章简单4-3-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":200,"max":200},{"id":500005,"min":11,"max":11},{"id":500006,"min":170,"max":170},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":7000},{"id":210015,"num":0,"min":1,"max":1,"weight":5000},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210622	第6章简单4-4-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":200,"max":200},{"id":500005,"min":11,"max":11},{"id":500006,"min":170,"max":170},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510211,"num":0,"min":1,"max":1,"weight":7000},{"id":510104,"num":0,"min":1,"max":1,"weight":5000},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210623	第6章简单4-5-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":200,"max":200},{"id":500005,"min":11,"max":11},{"id":500006,"min":170,"max":170},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":7000},{"id":210016,"num":0,"min":1,"max":1,"weight":5000},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210701	第7章简单1-1-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210702	第7章简单1-2-支线约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210703	第7章简单1-3-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510213,"num":0,"min":1,"max":1,"weight":8000},{"id":510154,"num":0,"min":1,"max":1,"weight":4500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210704	第7章简单1-4-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510214,"num":0,"min":1,"max":1,"weight":8000},{"id":510223,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210705	第7章简单1-5-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210706	第7章简单1-6-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510215,"num":0,"min":1,"max":1,"weight":8000},{"id":210017,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210707	第7章简单2-1-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510216,"num":0,"min":1,"max":1,"weight":8000},{"id":510104,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210708	第7章简单2-2-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510209,"num":0,"min":1,"max":1,"weight":8000},{"id":210018,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210709	第7章简单2-3-支线约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210710	第7章简单2-4-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210711	第7章简单2-5-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":8000},{"id":510154,"num":0,"min":1,"max":1,"weight":4500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210712	第7章简单2-6-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510211,"num":0,"min":1,"max":1,"weight":8000},{"id":510224,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210713	第7章简单3-1-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":8000},{"id":210019,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210714	第7章简单3-2-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510213,"num":0,"min":1,"max":1,"weight":8000},{"id":510104,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210715	第7章简单3-3-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510214,"num":0,"min":1,"max":1,"weight":8000},{"id":210010,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210716	第7章简单3-4-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210717	第7章简单3-5-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510215,"num":0,"min":1,"max":1,"weight":8000},{"id":510154,"num":0,"min":1,"max":1,"weight":4500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210718	第7章简单3-6-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210719	第7章简单4-1-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510216,"num":0,"min":1,"max":1,"weight":8000},{"id":510217,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210720	第7章简单4-2-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510209,"num":0,"min":1,"max":1,"weight":8000},{"id":210011,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210721	第7章简单4-3-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":8000},{"id":510104,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210722	第7章简单4-4-支线战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":8000},{"id":510104,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210723	第7章简单4-5-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60210724	第7章简单5-1-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510211,"num":0,"min":1,"max":1,"weight":8000},{"id":210012,"num":0,"min":1,"max":1,"weight":5500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210725	第7章简单5-2-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":8000},{"id":510154,"num":0,"min":1,"max":1,"weight":4500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210726	第7章简单5-3-支线战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":8000},{"id":510154,"num":0,"min":1,"max":1,"weight":4500},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210727	第7章简单5-4-战斗	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":240,"max":240},{"id":500005,"min":12,"max":12},{"id":500006,"min":220,"max":220},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510213,"num":0,"min":1,"max":1,"weight":8000},{"id":510218,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":1,"max":3,"weight":3000},{"id":510152,"num":0,"min":1,"max":3,"weight":4500},{"id":210009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60210728	第7章简单5-5-约会	0		21	2	0		0	0		0	0	1	0		0							1		0	{}			
60220101	第1章困难1-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510209,"num":0,"min":1,"max":1,"weight":8000},{"id":510105,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220102	第1章困难1-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":8000},{"id":220020,"num":0,"min":1,"max":1,"weight":1400},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220103	第1章困难1-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510211,"num":0,"min":1,"max":1,"weight":8000},{"id":570002,"num":0,"min":1,"max":1,"weight":5600},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220104	第1章困难1-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":8000},{"id":510217,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220105	第1章困难1-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510213,"num":0,"min":1,"max":1,"weight":1000},{"id":510301,"num":0,"min":1,"max":1,"weight":3300},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220106	第1章困难2-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510214,"num":0,"min":1,"max":1,"weight":8000},{"id":510105,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220107	第1章困难2-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510215,"num":0,"min":1,"max":1,"weight":8000},{"id":220021,"num":0,"min":1,"max":1,"weight":1400},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220108	第1章困难2-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510216,"num":0,"min":1,"max":1,"weight":8000},{"id":570002,"num":0,"min":1,"max":1,"weight":5600},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220109	第1章困难2-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510209,"num":0,"min":1,"max":1,"weight":8000},{"id":510218,"num":0,"min":1,"max":1,"weight":2800},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220110	第1章困难2-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":120,"max":120},{"id":500005,"min":12,"max":12},{"id":500006,"min":40,"max":40},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":1000},{"id":510301,"num":0,"min":1,"max":1,"weight":3300},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220201	第2章困难1-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510211,"num":0,"min":1,"max":1,"weight":9000},{"id":510105,"num":0,"min":1,"max":1,"weight":4000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220202	第2章困难1-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":9000},{"id":220022,"num":0,"min":1,"max":1,"weight":2000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220203	第2章困难1-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510213,"num":0,"min":1,"max":1,"weight":9000},{"id":570002,"num":0,"min":1,"max":1,"weight":8000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220204	第2章困难1-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510214,"num":0,"min":1,"max":1,"weight":9000},{"id":510219,"num":0,"min":1,"max":1,"weight":4000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220205	第2章困难1-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510215,"num":0,"min":1,"max":1,"weight":1000},{"id":510306,"num":0,"min":1,"max":1,"weight":3300},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220206	第2章困难2-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510216,"num":0,"min":1,"max":1,"weight":9000},{"id":510105,"num":0,"min":1,"max":1,"weight":4000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220207	第2章困难2-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510209,"num":0,"min":1,"max":1,"weight":9000},{"id":220023,"num":0,"min":1,"max":1,"weight":2000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220208	第2章困难2-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510210,"num":0,"min":1,"max":1,"weight":9000},{"id":570002,"num":0,"min":1,"max":1,"weight":8000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220209	第2章困难2-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510211,"num":0,"min":1,"max":1,"weight":9000},{"id":510220,"num":0,"min":1,"max":1,"weight":4000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220210	第2章困难2-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510212,"num":0,"min":1,"max":1,"weight":1000},{"id":510306,"num":0,"min":1,"max":1,"weight":3300},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220211	第2章困难3-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510213,"num":0,"min":1,"max":1,"weight":9000},{"id":510105,"num":0,"min":1,"max":1,"weight":4000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220212	第2章困难3-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510214,"num":0,"min":1,"max":1,"weight":9000},{"id":220024,"num":0,"min":1,"max":1,"weight":2000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220213	第2章困难3-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510215,"num":0,"min":1,"max":1,"weight":9000},{"id":570002,"num":0,"min":1,"max":1,"weight":8000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220214	第2章困难3-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":160,"max":160},{"id":500005,"min":14,"max":14},{"id":500006,"min":80,"max":80},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510216,"num":0,"min":1,"max":1,"weight":9000},{"id":510221,"num":0,"min":1,"max":1,"weight":4000},{"id":510102,"num":0,"min":2,"max":3,"weight":3500},{"id":510152,"num":0,"min":2,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
