排序	怪物ID(填写monster.csv表中怪物ID)	关卡ID(填写dungeonLevel.csv表中关卡ID)	怪物等级	怪物出现时间(从关卡第0秒开始计时，直到关卡结束，单位毫秒)	怪物出现坐标(以1屏尺寸为基础，坐标可出屏，场景左下角为(0,0))	怪物是否翻转	怪物AI(填AI的ID)	怪物出场帧段数(点第一段轨迹的结算帧段值)	出场动作名	怪物移动轨迹(移动轨迹在路径编辑器里编辑，此处填对应轨迹ID)	轨迹是否需要循环(第一段出场轨迹后的轨迹循环，多用于BOSS)	弹幕ID(弹幕表中I的D)	怒气恢复(怪物被击杀后，精灵恢复怒气点数)	怪物掉落Buff(关卡内的Buff道具)	怪物击杀得分	怪物掉落奖励(实际掉落)	死亡特效{"effectName":"必须有，没有不播放","scale":默认1,"actionName":"如果只有一个动画可不填,1个或多个是数组", "offset":偏移坐标默认0,0}
240	800002	501003	5	45300	{"x":900, "y":-60}		5003001			dailyExp_3_5		2001009			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
241	800002	501003	5	45700	{"x":900, "y":-60}		5003001			dailyExp_3_5		2001009			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
242	800002	501003	5	46100	{"x":900, "y":-60}		5003001			dailyExp_3_5		2001009			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
243	800002	501003	5	46500	{"x":900, "y":-60}		5003001			dailyExp_3_5		2001009			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
244	800002	501003	5	46900	{"x":900, "y":-60}		5003001			dailyExp_3_5		2001009			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
245	800002	501003	5	47300	{"x":900, "y":-60}		5003001			dailyExp_3_5		2001009			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
															5		
246	800004	501004	5	2000	{"x":1400, "y":480}		5004001			horizontal_2_1-6		2001008		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
247	800004	501004	5	2000	{"x":1400, "y":320}		5004001			horizontal_2_1-6		2001008			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
248	800004	501004	5	2000	{"x":1400, "y":160}		5004001			horizontal_2_1-6		2001008		{102001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
249	800003	501004	5	4800	{"x":780, "y":700}		5004002			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
250	800003	501004	5	5300	{"x":780, "y":700}		5004002			test_1_1-6		2001012		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
251	800003	501004	5	5800	{"x":780, "y":700}		5004002			test_1_1-6		2001012		{102001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
252	800003	501004	5	6100	{"x":780, "y":700}		5004002			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
253	800002	501004	5	8000	{"x":780, "y":-60}		5004002			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
254	800002	501004	5	8500	{"x":780, "y":-60}		5004002			test_2_1-6		2001012		{102001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
255	800002	501004	5	9000	{"x":780, "y":-60}		5004002			test_2_1-6		2001012		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
256	800002	501004	5	9500	{"x":780, "y":-60}		5004002			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
257	800001	501004	20	8500	{"x":1430, "y":450}		5003004			horizontal_2_1-6		2001011-2001008		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
258	800001	501004	20	8500	{"x":1430, "y":190}		5003004			horizontal_2_1-6		2001011-2001008		{102001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
259	800003	501004	5	11500	{"x":950, "y":800}		5004003			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
260	800003	501004	5	11800	{"x":950, "y":800}		5004003			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
261	800003	501004	5	12100	{"x":950, "y":800}		5004003			vertical_11_1-6		2001012		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
262	800003	501004	5	12400	{"x":950, "y":800}		5004003			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
263	800002	501004	5	13800	{"x":950, "y":-160}		5004003			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
264	800002	501004	5	14100	{"x":950, "y":-160}		5004003			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
265	800002	501004	5	14400	{"x":950, "y":-160}		5004003			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
266	800002	501004	5	14700	{"x":950, "y":-160}		5004003			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
267	800003	501004	5	16000	{"x":1250, "y":520}		5004004			horizontal_4_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
268	800003	501004	5	16200	{"x":1300, "y":420}		5004004			horizontal_4_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
269	800003	501004	5	15800	{"x":1200, "y":370}		5004004			horizontal_3_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
270	800003	501004	5	15800	{"x":1200, "y":270}		5004004			horizontal_3_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
271	800003	501004	5	16200	{"x":1300, "y":220}		5004004			horizontal_5_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
272	800003	501004	5	16000	{"x":1250, "y":120}		5004004			horizontal_5_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
273	800001	501004	15	18000	{"x":1520, "y":460}		5004005			dailyExp_3_1		2001013		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
274	800001	501004	15	18000	{"x":1520, "y":180}		5004005			dailyExp_3_1		2001013		{102001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
275	800003	501004	5	26000	{"x":950, "y":800}		5004006			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
276	800003	501004	5	26300	{"x":950, "y":800}		5004006			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
277	800003	501004	5	26600	{"x":950, "y":800}		5004006			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
278	800003	501004	5	26900	{"x":950, "y":800}		5004006			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
279	800003	501004	5	27200	{"x":950, "y":800}		5004006			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
280	800003	501004	5	27500	{"x":950, "y":800}		5004006			vertical_11_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
281	800002	501004	5	27200	{"x":950, "y":-160}		5004006			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
282	800002	501004	5	27500	{"x":950, "y":-160}		5004006			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
283	800002	501004	5	27800	{"x":950, "y":-160}		5004006			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
284	800002	501004	5	28100	{"x":950, "y":-160}		5004006			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
285	800002	501004	5	28400	{"x":950, "y":-160}		5004006			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
286	800002	501004	5	28700	{"x":950, "y":-160}		5004006			vertical_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
287	800003	501004	5	28400	{"x":1530, "y":450}		5004006			horizontal_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
288	800003	501004	5	28700	{"x":1530, "y":450}		5004006			horizontal_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
289	800003	501004	5	29000	{"x":1530, "y":450}		5004006			horizontal_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
290	800003	501004	5	29300	{"x":1530, "y":450}		5004006			horizontal_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
291	800003	501004	5	29600	{"x":1530, "y":450}		5004006			horizontal_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
292	800003	501004	5	29900	{"x":1530, "y":450}		5004006			horizontal_12_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
293	800002	501004	5	29600	{"x":1530, "y":190}		5004006			horizontal_13_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
294	800002	501004	5	29900	{"x":1530, "y":190}		5004006			horizontal_13_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
295	800002	501004	5	30200	{"x":1530, "y":190}		5004006			horizontal_13_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
296	800002	501004	5	30500	{"x":1530, "y":190}		5004006			horizontal_13_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
297	800002	501004	5	30800	{"x":1530, "y":190}		5004006			horizontal_13_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
298	800002	501004	5	31100	{"x":1530, "y":190}		5004006			horizontal_13_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
299	800001	501004	35	32500	{"x":1380, "y":320}		5004007			dailyExp_3_1		2001014-2001015		{101001:10000}	5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
300	800003	501004	5	40000	{"x":720, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
301	800003	501004	5	40500	{"x":800, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
302	800003	501004	5	41000	{"x":880, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
303	800003	501004	5	41500	{"x":960, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
304	800003	501004	5	42000	{"x":1040, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
305	800003	501004	5	42500	{"x":1120, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
306	800003	501004	5	43000	{"x":880, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
307	800003	501004	5	43500	{"x":960, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
308	800003	501004	5	44000	{"x":720, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
309	800003	501004	5	44500	{"x":800, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
310	800003	501004	5	45000	{"x":880, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
311	800003	501004	5	45500	{"x":960, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
312	800003	501004	5	46000	{"x":1040, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
313	800003	501004	5	46500	{"x":1120, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
314	800003	501004	5	47000	{"x":880, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
315	800003	501004	5	47500	{"x":960, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
316	800003	501004	5	48000	{"x":720, "y":700}		5004008			test_1_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
317	800003	501004	5	48500	{"x":800, "y":-60}		5004008			test_2_1-6		2001012			5		{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
																	
																	
318	10003	1000001	1	3000	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
319	10003	1000001	1	3600	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
320	10003	1000001	1	3900	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
321	10003	1000001	1	7400	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
322	10003	1000001	1	7700	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
323	10003	1000001	1	8000	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
324	10003	1000001	1	8300	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
325	10003	1000001	1	8600	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
326	10003	1000001	1	8900	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
327	10003	1000001	1	10500	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
328	10003	1000001	1	11100	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
329	10003	1000001	1	14900	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
330	10003	1000001	1	17400	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
331	10003	1000001	1	19000	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
332	10003	1000001	1	17900	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
333	10003	1000001	1	19500	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
334	10003	1000001	1	18400	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
335	10003	1000001	1	20000	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
336	10003	1000001	1	22700	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
337	10003	1000001	1	23700	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
338	10003	1000001	1	24600	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
339	10003	1000001	1	29000	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
340	10003	1000001	1	29400	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
341	10003	1000001	1	34000	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
342	10003	1000001	1	35300	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
343	10003	1000001	1	42300	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
344	10003	1000001	1	42500	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
345	10003	1000001	1	42700	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
346	10003	1000001	1	42900	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
347	10003	1000001	1	43300	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
348	10003	1000001	1	43500	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
349	10003	1000001	1	43700	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
350	10003	1000001	1	43900	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
351	10003	1000001	1	44200	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
352	10003	1000001	1	44400	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
353	10003	1000001	1	44600	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
354	10003	1000001	1	44800	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
355	10003	1000001	1	45200	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
356	10003	1000001	1	45400	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
357	10003	1000001	1	45600	{"x":1400, "y":150}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
358	10003	1000001	1	45800	{"x":1400, "y":300}		10001			flyorbit_zhuangji					5		{"effectName":"fight_20101","scale":0.35,"actionName":["floor"], "offset":{"x":0,"y":0}}
																	
359	800002		5	3000	{"x":868, "y":700}		1012060001			orbit_2-9_1		2001001			5	{"fix":{"items":[{"id":500001,"num":50},{"id":500005,"num":5}]}}	{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
360	800002		5	3400	{"x":868, "y":700}		1012060001			orbit_2-9_1		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
361	800002		5	3800	{"x":868, "y":700}		1012060001			orbit_2-9_1		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
362	800002		5	4200	{"x":868, "y":700}		1012060001			orbit_2-9_1		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
363	800002		5	6000	{"x":168, "y":-60}	1	1012060001			orbit_2-9_2		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
364	800002		5	6400	{"x":168, "y":-60}	1	1012060001			orbit_2-9_2		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
365	800002		5	6800	{"x":168, "y":-60}	1	1012060001			orbit_2-9_2		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
366	800002		5	7200	{"x":168, "y":-60}	1	1012060001			orbit_2-9_2		2001001					{"effectName":"guaiwusiwang","scale":0.36,"actionName":["baozha","ASTsuipian"], "offset":{"x":0,"y":0}}
