id	对应精灵id	格子id	格子外形	稀有度分区	结晶外观图	格子背景	格子位置	icon	相邻格子的id	解锁条件[格子id,格子id2]	效果描述	加成效果{属性id,数值}	突破需要道具	战斗力加成
460	110801	12		3			3	icon/attribute/70x70/3.png	11-13-14	[11]	防御+7	{3:700}	{510207:1,510208:1}	15
461	110801	13		3			10	icon/attribute/70x70/509.png	12-15	[12]	暴击伤害+5%	{509:500}	{510201:1,510202:1,510203:1}	15
462	110801	14		3			14	icon/attribute/70x70/1.png	12-16	[12]	生命+34	{1:3400}	{510204:1,510205:1,510206:1}	15
463	110801	15		3			21	icon/attribute/70x70/2.png	13-16	[13,16]	攻击+15	{2:1500}	{510207:2,510208:2}	15
464	110801	16		3			25	icon/attribute/70x70/1.png	14-15-17-18	[14,15]	生命+41	{1:4100}	{510209:2,510210:2}	15
465	110801	17		3			29	icon/attribute/70x70/11.png	16-18	[16]	移动速度+12	{11:1200}	{510211:2,510212:2}	15
466	110801	18		3			36	icon/attribute/70x70/2.png	16-17-19	[16]	攻击+15	{2:1500}	{510213:1,510214:1,510215:1}	15
467	110801	19		4			3	icon/attribute/70x70/1.png	18-20-21	[18]	生命+41	{1:4100}	{510213:1,510214:1,510215:1}	15
468	110801	20		4			10	icon/attribute/70x70/3.png	19-23	[19]	防御+7	{3:700}	{510207:2,510208:2,510209:2}	15
469	110801	21		4			14	icon/attribute/70x70/3.png	19-22-23	[19]	防御+8	{3:800}	{510207:3,510208:3,510209:3}	15
470	110801	22		4			18	icon/attribute/70x70/2.png	21-24-25	[21]	攻击+18	{2:1800}	{510216:1}	15
471	110801	23		4			21	icon/attribute/70x70/2.png	20-21	[20,21]	攻击力+4%	{1002:400}	{510217:1}	15
472	110801	24		4			25	icon/attribute/70x70/2.png	22-26	[22]	攻击+18	{2:1800}	{510218:1}	20
473	110801	25		4			29	icon/attribute/70x70/506.png	22-26	[22]	闪避率+3%	{506:300}	{510219:1}	20
474	110801	26		4			36	icon/attribute/70x70/1.png	24-25-27	[24,25]	生命+48	{1:4800}	{510220:1}	20
475	110801	27		5			3	icon/attribute/70x70/3.png	26-28-30	[26]	防御+8	{3:800}	{510221:1}	20
476	110801	28		5			7	icon/attribute/70x70/1.png	27-31	[27]	生命+48	{1:4800}	{510222:1}	20
477	110801	29		5			10	icon/attribute/70x70/507.png	32	[32]	暴击率+6%	{507:600}	{510223:1}	20
478	110801	30		5			14	icon/attribute/70x70/2.png	27-31-32-35	[27]	攻击+20	{2:2000}	{510224:1}	20
479	110801	31		5			18	icon/attribute/70x70/2.png	28-30-33	[28,30]	攻击+23	{2:2300}	{510225:1}	20
480	110801	32		5			21	icon/attribute/70x70/1.png	29-30-34	[30]	生命+55	{1:5500}	{510226:1}	20
481	110801	33		5			29	icon/attribute/70x70/502.png	31	[31]	受伤减免+4%	{502:400}	{510227:1}	20
482	110801	34		5			32	icon/attribute/70x70/3.png	32-35	[32]	防御+10	{3:1000}	{510228:1}	20
483	110801	35		5			36	icon/attribute/70x70/1.png	30-34-36	[30]	生命+62	{1:6200}	{510229:1}	20
484	110801	36		6			3	icon/attribute/70x70/3.png	35-39-40	[35]	防御+10	{3:1000}	{510230:1}	20
485	110801	37		6			6	icon/attribute/70x70/3.png	39-41	[39,41]	防御+11	{3:1100}	{510231:1}	25
486	110801	38		6			11	icon/attribute/70x70/2.png	40-42	[40,42]	攻击+23	{2:2300}	{510232:1}	25
487	110801	39		6			13	icon/attribute/70x70/1.png	36-37-43	[36]	生命+62	{1:6200}	{510233:1}	25
488	110801	40		6			15	icon/attribute/70x70/1.png	36-38-44	[36]	生命+69	{1:6900}	{510234:1}	25
489	110801	41		6			17	icon/attribute/70x70/509.png	37-43	[37,43]	暴击伤害+10%	{509:1000}	{510235:1}	25
490	110801	42		6			22	icon/attribute/70x70/2.png	38-44	[38,44]	攻击力+4%	{1002:400}	{510236:1}	25
491	110801	43		6			24	icon/attribute/70x70/2.png	39-41-45	[39,45]	攻击+25	{2:2500}	{510237:1}	25
492	110801	44		6			26	icon/attribute/70x70/3.png	40-42-45	[40,45]	防御+12	{3:1200}	{510238:1}	30
493	110801	45		6			36	icon/attribute/70x70/11.png	43-44-46	[43,44]	移动速度+18	{11:1800}	{510239:1}	30
494	110801	46		7			3	icon/attribute/70x70/3.png	45-49-50	[45]	防御+12	{3:1200}	{510240:1}	30
495	110801	47		7			6	icon/attribute/70x70/506.png	49-51	[49,51]	闪避率+4%	{506:400}	{510232:2}	30
496	110801	48		7			11	icon/attribute/70x70/502.png	50-52	[50,52]	受伤减免+5%	{502:500}	{510233:2}	30
497	110801	49		7			13	icon/attribute/70x70/1.png	46-47	[46]	生命+69	{1:6900}	{510234:2}	30
498	110801	50		7			15	icon/attribute/70x70/2.png	46-48	[46]	攻击+25	{2:2500}	{510235:2}	30
499	110801	51		7			17	icon/attribute/70x70/3.png	47-53	[47,53]	防御+14	{3:1400}	{510236:2}	30
500	110801	52		7			22	icon/attribute/70x70/3.png	48-54	[48,54]	防御+14	{3:1400}	{510237:2}	35
501	110801	53		7			24	icon/attribute/70x70/2.png	51-54-55	[51,54]	攻击+25	{2:2500}	{510238:2}	35
502	110801	54		7			26	icon/attribute/70x70/1.png	52-53-56	[52,53]	生命+69	{1:6900}	{510239:2}	35
503	110801	55		7			35	icon/attribute/70x70/507.png	53-56	[53,56]	暴击率+6%	{507:600}	{510240:2}	35
504	110801	56		7			37	icon/attribute/70x70/3.png	54-55	[54,55]	防御+14	{3:1400}	{510239:2}	35
505	110901	1		1	ui/jiejin01.png	ui/tu01.png	14	icon/attribute/70x70/2.png	2		攻击+12	{2:1200}	{510201:1}	10
506	110901	2		1			25	icon/attribute/70x70/1.png	1-3-4	[1]	生命+35	{1:3500}	{510202:1}	10
507	110901	3		1			29	icon/attribute/70x70/2.png	2-5	[2]	攻击+12	{2:1200}	{510203:1}	15
508	110901	4		1			32	icon/attribute/70x70/3.png	2-5	[2]	防御+8	{3:800}	{510204:1}	10
509	110901	5		1			36	icon/attribute/70x70/3.png	3-4-6	[3,4]	防御力+3%	{1003:300}	{510205:1}	10
510	110901	6		2	ui/jiejin02.png	ui/tu02.png	3	icon/attribute/70x70/3.png	5-7-8	[5]	防御+8	{3:800}	{510206:1}	10
511	110901	7		2			10	icon/attribute/70x70/2.png	6-8	[6]	攻击+15	{2:1500}	{510207:1}	15
512	110901	8		2			14	icon/attribute/70x70/1.png	6-7-9	[6]	生命+35	{1:3500}	{510208:1}	15
513	110901	9		2			25	icon/attribute/70x70/3.png	8-10-11	[8]	防御+10	{3:1000}	{510201:1,510202:1}	10
514	110901	10		2			29	icon/attribute/70x70/501.png	9-11	[9]	伤害加成+3%	{501:300}	{510203:1,510204:1}	15
515	110901	11		2			36	icon/attribute/70x70/2.png	9-10-12	[9]	攻击+15	{2:1500}	{510205:1,510206:1}	10
516	110901	12		3			3	icon/attribute/70x70/3.png	11-13-14	[11]	防御+10	{3:1000}	{510207:1,510208:1}	15
517	110901	13		3			7	icon/attribute/70x70/510.png	12-15	[12]	暴伤减免+5%	{510:500}	{510201:1,510202:1,510203:1}	15
518	110901	14		3			14	icon/attribute/70x70/1.png	12-15-16	[12]	生命+43	{1:4300}	{510204:1,510205:1,510206:1}	15
519	110901	15		3			18	icon/attribute/70x70/2.png	13-14	[13,14]	攻击+18	{2:1800}	{510207:2,510208:2}	15
520	110901	16		3			25	icon/attribute/70x70/2.png	14-17-18	[14]	攻击+18	{2:1800}	{510209:2,510210:2}	15
521	110901	17		3			32	icon/attribute/70x70/11.png	16-18	[16]	移动速度+6	{11:600}	{510211:2,510212:2}	15
522	110901	18		3			36	icon/attribute/70x70/3.png	16-17-19	[16]	防御+12	{3:1200}	{510213:1,510214:1,510215:1}	15
523	110901	19		4			3	icon/attribute/70x70/1.png	18-20-21	[18]	生命+43	{1:4300}	{510213:1,510214:1,510215:1}	15
524	110901	20		4			7	icon/attribute/70x70/3.png	19-22	[19]	防御+12	{3:1200}	{510207:2,510208:2,510209:2}	15
525	110901	21		4			14	icon/attribute/70x70/2.png	19-22-23	[19]	攻击+21	{2:2100}	{510207:3,510208:3,510209:3}	15
526	110901	22		4			18	icon/attribute/70x70/3.png	20-21-24-25	[20,21]	防御力+3%	{1003:300}	{510216:1}	15
527	110901	23		4			21	icon/attribute/70x70/501.png	21-24	[21,24]	伤害加成+3%	{501:300}	{510217:1}	15
528	110901	24		4			25	icon/attribute/70x70/1.png	22-23-26	[22,23]	生命+52	{1:5200}	{510218:1}	20
529	110901	25		4			29	icon/attribute/70x70/2.png	22-26	[22,26]	攻击+21	{2:2100}	{510219:1}	20
530	110901	26		4			36	icon/attribute/70x70/3.png	24-25-27	[24,25]	防御+14	{3:1400}	{510220:1}	20
531	110901	27		5			3	icon/attribute/70x70/2.png	26-28-29-32	[26]	攻击+24	{2:2400}	{510221:1}	20
532	110901	28		5			7	icon/attribute/70x70/1.png	27-30	[27]	生命+52	{1:5200}	{510222:1}	20
533	110901	29		5			10	icon/attribute/70x70/3.png	27-31	[27]	防御+14	{3:1400}	{510223:1}	20
534	110901	30		5			18	icon/attribute/70x70/504.png	28-32-33	[28,32,33]	格挡率+3%	{504:300}	{510224:1}	20
535	110901	31		5			21	icon/attribute/70x70/11.png	29-32-34	[29,32,34]	移动速度+9	{11:900}	{510225:1}	20
536	110901	32		5			25	icon/attribute/70x70/1.png	27-30-31-35	[27]	生命+60	{1:6000}	{510226:1}	20
537	110901	33		5			29	icon/attribute/70x70/3.png	30-35	[30,35]	防御+16	{3:1600}	{510227:1}	20
538	110901	34		5			32	icon/attribute/70x70/2.png	31-35	[31,35]	攻击+27	{2:2700}	{510228:1}	20
539	110901	35		5			36	icon/attribute/70x70/2.png	32-33-34	[32,33,34]	攻击+27	{2:2700}	{510229:1}	20
540	110901	36		6			3	icon/attribute/70x70/1.png	35-37-38	[35]	生命+60	{1:6000}	{510230:1}	20
541	110901	37		6			13	icon/attribute/70x70/2.png	36-39-41	[36]	攻击+30	{2:3000}	{510231:1}	25
542	110901	38		6			15	icon/attribute/70x70/3.png	36-40-42	[36]	防御+18	{3:1800}	{510232:1}	25
543	110901	39		6			17	icon/attribute/70x70/1.png	37-43	[37,43]	生命值+5%	{1001:500}	{510233:1}	25
544	110901	40		6			22	icon/attribute/70x70/3.png	38-44	[38,44]	防御力+4%	{1003:400}	{510234:1}	25
545	110901	41		6			24	icon/attribute/70x70/3.png	37-43-45	[37,45]	防御+18	{3:1800}	{510235:1}	25
546	110901	42		6			26	icon/attribute/70x70/1.png	38-44-45	[38,45]	生命+69	{1:6900}	{510236:1}	25
547	110901	43		6			28	icon/attribute/70x70/1.png	39-41	[39,41]	生命+78	{1:7800}	{510237:1}	25
548	110901	44		6			33	icon/attribute/70x70/2.png	40-42	[40,42]	攻击+30	{2:3000}	{510238:1}	30
549	110901	45		6			36	icon/attribute/70x70/510.png	41-42-46	[41,42]	暴伤减免+5%	{510:500}	{510239:1}	30
550	110901	46		7			3	icon/attribute/70x70/3.png	45-47-48-49	[45]	防御+20	{3:2000}	{510240:1}	30
551	110901	47		7			7	icon/attribute/70x70/1.png	46-50	[46]	生命+78	{1:7800}	{510232:2}	30
552	110901	48		7			10	icon/attribute/70x70/1.png	46-51	[46]	生命+86	{1:8600}	{510233:2}	30
553	110901	49		7			14	icon/attribute/70x70/2.png	46-52-53	[46]	攻击+30	{2:3000}	{510234:2}	30
554	110901	50		7			17	icon/attribute/70x70/3.png	47-52-54	[47,52]	防御+20	{3:2000}	{510235:2}	30
555	110901	51		7			22	icon/attribute/70x70/3.png	48-53-55	[48,53]	防御+20	{3:2000}	{510236:2}	30
556	110901	52		7			24	icon/attribute/70x70/501.png	49-50-54-56	[49,50,56]	伤害加成+3%	{501:300}	{510237:2}	35
557	110901	53		7			26	icon/attribute/70x70/504.png	49-51-55-56	[49,51,56]	格挡率+5%	{504:500}	{510238:2}	35
558	110901	54		7			28	icon/attribute/70x70/1.png	50-52	[50,52]	生命+86	{1:8600}	{510239:2}	35
559	110901	55		7			33	icon/attribute/70x70/1.png	51-53	[51,53]	生命+86	{1:8600}	{510240:2}	35
560	110901	56		7			36	icon/attribute/70x70/501.png	52-53	[52,53]	伤害加成+4%	{501:400}	{510239:2}	35
561	111001	1		1	ui/jiejin01.png	ui/tu01.png	3	icon/attribute/70x70/2.png	2-3		攻击+9	{2:900}	{510201:1}	10
562	111001	2		1			13	icon/attribute/70x70/1.png	1-4	[1]	生命+28	{1:2800}	{510202:1}	10
563	111001	3		1			15	icon/attribute/70x70/3.png	1-4	[1]	防御+6	{3:600}	{510203:1}	15
564	111001	4		1			25	icon/attribute/70x70/502.png	2-3	[2,3]	受伤减免+5%	{502:500}	{510204:1}	10
565	111001	5		1			36	icon/attribute/70x70/2.png	4-6	[4]	攻击+9	{2:900}	{510205:1}	10
566	111001	6		2	ui/jiejin02.png	ui/tu02.png	3	icon/attribute/70x70/3.png	5-7-8	[5]	防御+6	{3:600}	{510206:1}	10
567	111001	7		2			7	icon/attribute/70x70/2.png	6-9	[6]	攻击+11	{2:1100}	{510207:1}	15
568	111001	8		2			10	icon/attribute/70x70/511.png	6-9	[6]	控制时间+20%	{511:2000}	{510208:1}	15
569	111001	9		2			14	icon/attribute/70x70/1.png	7-8	[7,8]	生命+28	{1:2800}	{510201:1,510202:1}	10
570	111001	10		2			25	icon/attribute/70x70/2.png	9-11	[9]	攻击+11	{2:1100}	{510203:1,510204:1}	15
571	111001	11		2			36	icon/attribute/70x70/3.png	10-12	[10]	防御+8	{3:800}	{510205:1,510206:1}	10
572	111001	12		3			3	icon/attribute/70x70/3.png	11-13-14-17	[11]	防御+8	{3:800}	{510207:1,510208:1}	15
573	111001	13		3			7	icon/attribute/70x70/1.png	12-15	[12]	生命+35	{1:3500}	{510201:1,510202:1,510203:1}	15
574	111001	14		3			10	icon/attribute/70x70/2.png	12-16	[12]	攻击+13	{2:1300}	{510204:1,510205:1,510206:1}	15
575	111001	15		3			18	icon/attribute/70x70/11.png	13-17	[13,17]	移动速度+15	{11:1500}	{510207:2,510208:2}	15
576	111001	16		3			21	icon/attribute/70x70/512.png	14-17	[14,17]	受控时间减少+20%	{512:2000}	{510209:2,510210:2}	15
577	111001	17		3			25	icon/attribute/70x70/2.png	12-15-16-18	[12]	攻击+13	{2:1300}	{510211:2,510212:2}	15
578	111001	18		3			36	icon/attribute/70x70/1.png	17-19	[17,19]	生命+35	{1:3500}	{510213:1,510214:1,510215:1}	15
579	111001	19		4			3	icon/attribute/70x70/3.png	18-20-21	[18]	防御+10	{3:1000}	{510213:1,510214:1,510215:1}	15
580	111001	20		4			7	icon/attribute/70x70/2.png	19-22-24	[19]	攻击+15	{2:1500}	{510207:2,510208:2,510209:2}	15
581	111001	21		4			10	icon/attribute/70x70/2.png	19-22-25	[19]	攻击+15	{2:1500}	{510207:3,510208:3,510209:3}	15
582	111001	22		4			14	icon/attribute/70x70/1.png	20-21-23	[20,21]	生命+42	{1:4200}	{510216:1}	15
583	111001	23		4			25	icon/attribute/70x70/3.png	22-24-25	[22,24,25]	防御+10	{3:1000}	{510217:1}	15
584	111001	24		4			29	icon/attribute/70x70/514.png	20-23-26	[20,23,26]	减益时间减少+20%	{514:2000}	{510218:1}	20
585	111001	25		4			32	icon/attribute/70x70/501.png	21-23-26	[21,23,26]	伤害加成+6%	{501:600}	{510219:1}	20
586	111001	26		4			36	icon/attribute/70x70/1.png	24-25-27	[24,25]	生命+42	{1:4200}	{510220:1}	20
587	111001	27		5			3	icon/attribute/70x70/3.png	26-28-29	[26]	防御+11	{3:1100}	{510221:1}	20
588	111001	28		5			7	icon/attribute/70x70/1.png	27-30-33	[27]	生命+49	{1:4900}	{510222:1}	20
589	111001	29		5			10	icon/attribute/70x70/2.png	27-31	[27]	攻击+17	{2:1700}	{510223:1}	20
590	111001	30		5			14	icon/attribute/70x70/502.png	28-31	[28,31]	受伤减免+5%	{502:500}	{510224:1}	20
591	111001	31		5			21	icon/attribute/70x70/1.png	29-30-32-34	[29,30,32,34]	生命+49	{1:4900}	{510225:1}	20
592	111001	32		5			25	icon/attribute/70x70/511.png	31-33	[31,33]	控制时间+20%	{511:2000}	{510226:1}	20
593	111001	33		5			29	icon/attribute/70x70/2.png	28-32-35	[28,32,35]	攻击+19	{2:1900}	{510227:1}	20
594	111001	34		5			32	icon/attribute/70x70/3.png	31-35	[31,35]	防御+11	{3:1100}	{510228:1}	20
595	111001	35		5			36	icon/attribute/70x70/3.png	33-34-36	[33,34]	防御+13	{3:1300}	{510229:1}	20
596	111001	36		6			3	icon/attribute/70x70/1.png	35-38-39	[35]	生命+56	{1:5600}	{510230:1}	20
597	111001	37		6			7	icon/attribute/70x70/508.png	39	[39]	抗暴率+8%	{508:800}	{510231:1}	25
598	111001	38		6			10	icon/attribute/70x70/2.png	36-41	[36]	攻击+19	{2:1900}	{510232:1}	25
599	111001	39		6			14	icon/attribute/70x70/3.png	36-37-41	[36]	防御+14	{3:1400}	{510233:1}	25
600	111001	40		6			18	icon/attribute/70x70/512.png	42-43	[42]	受控时间减少+20%	{512:2000}	{510234:1}	25
601	111001	41		6			21	icon/attribute/70x70/1.png	38-39-42	[38,39]	生命+63	{1:6300}	{510235:1}	25
602	111001	42		6			25	icon/attribute/70x70/1.png	40-41-44-45	[41]	生命+63	{1:6300}	{510236:1}	25
603	111001	43		6			29	icon/attribute/70x70/2.png	40-45	[40,45]	攻击+22	{2:2200}	{510237:1}	25
604	111001	44		6			32	icon/attribute/70x70/3.png	42	[42]	防御力+7%	{1003:700}	{510238:1}	30
605	111001	45		6			36	icon/attribute/70x70/3.png	42-43-46	[42]	防御+14	{3:1400}	{510239:1}	30
606	111001	46		7			3	icon/attribute/70x70/2.png	45-47	[45]	攻击+22	{2:2200}	{510240:1}	30
607	111001	47		7			7	icon/attribute/70x70/3.png	46-50	[46]	防御+16	{3:1600}	{510232:2}	30
608	111001	48		7			10	icon/attribute/70x70/1.png	49-51	[49,51]	生命+70	{1:7000}	{510233:2}	30
609	111001	49		7			14	icon/attribute/70x70/1.png	48-50	[50]	生命+70	{1:7000}	{510234:2}	30
610	111001	50		7			18	icon/attribute/70x70/2.png	47-49-52-53	[47]	攻击+22	{2:2200}	{510235:2}	30
611	111001	51		7			21	icon/attribute/70x70/3.png	48-52-54	[48,52]	防御+16	{3:1600}	{510236:2}	30
612	111001	52		7			25	icon/attribute/70x70/514.png	50-51-55-56	[50]	减益时间减少+20%	{514:2000}	{510237:2}	35
613	111001	53		7			28	icon/attribute/70x70/1.png	50-55	[50]	生命+70	{1:7000}	{510238:2}	35
614	111001	54		7			33	icon/attribute/70x70/3.png	51-56	[51,56]	防御+16	{3:1600}	{510239:2}	35
615	111001	55		7			35	icon/attribute/70x70/11.png	52-53	[52,53]	移动速度+30	{11:3000}	{510240:2}	35
616	111001	56		7			37	icon/attribute/70x70/515.png	52-54	[52,54]	恢复效率+25%	{515:2500}	{510239:2}	35
