	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	奖励指定精灵游戏资源 格式：精灵id-资源id-数量  目前只支持添加好感度，若后期有其他资源奖励，再做调整 
3003033	3003	7	{}		100	1	然后……就是有很多鱼游来游去，很漂亮。	1	{}				{}					3003034				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3003034	3003	7	{}		100	1	嘛……总之先走吧。	1	{}				{}				1				0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{"sign":[101]}	{}	{}	
																																																																																																			
3004001	3004	7	{}		100		 	1	{}				{}					3004003			0										{}											{}											{}							scene/bg/bg_shuizuguan.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3004003	3004	7	{}		100	夜刀神十香	什……什么啊这是！哇啊——快看快看！好厉害啊！！	1	{}				{}					3004004													{}											{}											{}												{}	sound/bgm/date_015.mp3	70	modle/bust/sounds/DP_03_Tohka17.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004004	3004	7	{}		100	1	嘘——十香，这里需要安静哦。	1	{}				{}					3004005													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3004005	3004	7	{}		100	夜刀神十香	唔呣……对不起。不过……这些全都是鱼吗？	1	{}				{}					3004006													{}											{}											{}												{}			modle/bust/sounds/DP_03_Tohka18.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004006	3004	7	{}		100	1	对啊，很漂亮吧？十香，这个给你。	1	{}				{}					3004007													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3004007	3004	7	{}		100		我送给十香一个领票时换购的鱼形钥匙挂件。	1	{}				{}					3004008													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3004008	3004	7	{}		100		 	1	{}				{}					3004009													{}											{}											{}							scene/bg/bg_black.png	2		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3004009	3004	7	{}		100		 	1	{}				{}					3004010													{}											{}											{}								3				{}							date_cg_65					1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3004010	3004	7	{}		100	夜刀神十香	哇哇！这个是什么鱼？水里有吗？	1	{}				{}					3004011													{}											{}											{}												{}			modle/bust/sounds/DP_03_Tohka19.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004011	3004	7	{}		100		十香兴奋地拿着钥匙挂件在水中寻找形状相似的鱼。	1	{}				{}					3004012													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3004012	3004	7	{}		100	1	嗯，应该有的。	1	{}				{}					3004013													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3004013	3004	7	{}		100		玻璃窗上倒映着十香的影子，一双紫色的眼睛染上了蓝色的光亮。	1	{}				{}					3004014													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3004014	3004	7	{}		100	夜刀神十香	哇啊啊~原来还有这么可爱的鱼啊，我以前都不知道呢！	1	{}				{}					3004015													{}											{}											{}												{}			modle/bust/sounds/DP_03_Tohka20.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004015	3004	7	{}		100	1	哈哈，十香只见过烤熟的鱼嘛。	1	{}				{}					3004016													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3004016	3004	7	{}		100	夜刀神十香	唔~才不是呢，别胡说嘛。	1	{}				{}					3004017													{}											{}											{}												{}			modle/bust/sounds/DP_03_Tohka21.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004017	3004	7	{}		100		 	1	{}				{}					3004018													{}											{}											{}							scene/bg/bg_shuizuguan.png	-1		1.3	-1	{}				1								1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3004018	3004	7	{}		100	夜刀神十香	快点快点！我们往里面走吧~那边好像还有好多可爱的鱼，我从来没有见过呢！	1	{}				{}					3004019				10107	3		id_pose_12		id_look_4			2	{}	1.3										{}											{}												{}			modle/bust/sounds/DP_03_Tohka22.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004019	3004	7	{}		100	五河琴里	喂，与狂三约定的时间到了哦，赶快移动到隐秘的地方，我把你传送到车站去。	1	{}				{}					3004020				1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori30.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3004020	3004	7	{}		100	1	啊~十香……那个……我肚子疼，你先玩一会，我去洗手间。	1	{}				{}					3004021				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3004021	3004	7	{}		100	夜刀神十香	什么？唔，要不要紧？如果很不舒服的话……要通知五河琴里吗？	1	{}				{}					3004022				1			id_normal_2		0				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tohka23.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3004022	3004	7	{}		100	1	不用不用，没有那么严重，我会尽快回来，你先自己玩一下！	1	{}				{}					3004023				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3004023	3004	7	{}		100		没有更多时间解释，我必须先去和狂三见面才行。	1	{}				{}					3004024				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3004024	3004	7	{}		100		 	1	{}				{}				1				0			3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
3005001	3005	7	{}		100		 	1	{}				{}					3005003	4		0										{}											{}											{}							scene/bg/bg_chezhan.png	1		1.75	-1	{"x":0,"y":240}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005003	3005	7	{}		100	1	狂三！……哈……哈……抱歉……我来晚了。	1	{}				{}					3005004				10403	3							2	{}	1.3										{}											{}												{}						sound/dating_sound/dating_008.mp3											{}	{}					{}	{}		{}					{}	{}	{}	
3005004	3005	7	{}		100	时崎狂三	没关系，我也是刚到呢。你的邀请让我非常开心哦……那么，我们要先去哪里呢？	1	{}				{}				1	3005007-3005005-3005006	5		0	1			id_normal_12	1					{}											{}											{}												{}	sound/bgm/date_018.mp3	70	modle/bust/sounds/DP_03_Kurumi39.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005005	3005	7	{}		100		去购物中心悠闲购物	1	{}				{}					3005008	1		0	1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005006	3005	7	{}		100		两人观看甜蜜爱情电影	1	{}				{}					3005009	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005007	3005	7	{}		100		去女性内衣店看她试穿内衣	1	{}				{}					3005011	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005008	3005	7	{}		100	五河琴里	不行！鸢一折纸正在从商业街那边过来，现在去容易被发现！	1	{}				{}					3005011				1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori31.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005009	3005	7	{}		100	时崎狂三	电影院吗？不过现在是早上十点三十五分呢，影院开始营业了么？	1	{}				{}					3005010				1			id_normal_9						{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi40.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005010	3005	7	{}		100	1	也是啊……说起来，附近的影院都是下午才营业。	1	{}				{}					3005011				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005011	3005	7	{}		100	五河琴里	带狂三去内衣店吧，从昨天的数据判断，她不一定会拒绝你哦。	1	{}				{}					3005012				1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori32.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005012	3005	7	{}		100	1	哎？唔，狂三……那个……你想去内衣店逛逛吗？	1	{}				{}					3005013				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005013	3005	7	{}		100	时崎狂三	内衣店吗？唔嗯，那么，你会帮我挑选款式么？	1	{}				{}					3005014				1			id_normal_13						{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi41.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005014	3005	7	{}		100	1	啊啊？会……会的！	1	{}				{}					3005015				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005015	3005	7	{}		100		 	1	{}				{}					3005016						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005016	3005	7	{}		100		 	1	{}				{}					3005017													{}											{}											{}							scene/bg/bg_neiyidian.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005017	3005	7	{}		100	时崎狂三	那么……请帮我挑一件可爱的款式吧。	1	{}				{}					3005018				10403	3		id_normal_12					2	{}	1.3										{}											{}												{}			modle/bust/sounds/DP_03_Kurumi42.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005018	3005	7	{}		100	时崎狂三	都很可爱啊，你觉得哪一种好呢？	1	{}				{}					3005019				1									{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi43.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3005019	3005	7	{}		100	1	哪一个好吗……	1	{}				{}				1	3005022-3005020-3005021	5		0	1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005020	3005	7	{}		100		①右手侧。粉底黑色蕾丝的妖艳设计。	1	{}				{}					3005023	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005021	3005	7	{}		100		②左手侧。淡蓝色的清爽设计。	1	{}				{}					3005025	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005022	3005	7	{}		100		③我还是喜欢更性感一点的设计	1	{}				{}					3005027	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005023	3005	7	{}		100	1	感觉和狂三今天的衣服很配呢。	1	{}				{}					3005024				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005024	3005	7	{}		100	时崎狂三	是吗？我也觉得很好看，不过呢……我已经有很多这类款式了呢。	1	{}				{}					3005027				1			id_normal_9						{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi44.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005025	3005	7	{}		100	1	这件看起来很清爽的样子，大概很适合夏天穿哦。	1	{}				{}					3005026				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005026	3005	7	{}		100	时崎狂三	是呢，不过……可惜……这是A杯限定款……真是抱歉，我穿不了呢	1	{}				{}					3005027				1									{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi45.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005027	3005	7	{}		100	1	啊……要不，试试那件吧？	1	{}				{}					3005028				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005028	3005	7	{}		100		我指向狂三身后，那里挂着一件材料几乎透明的内衣。	1	{}				{}					3005029				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005029	3005	7	{}		100	时崎狂三	嗯？那个吗？……原来你喜欢这种？	1	{}				{}					3005030				1			id_normal_12						{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi46.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005030	3005	7	{}		100	1	不不不！呃，我在说些什么啊……狂三，用不着勉强，那件确实有点……	1	{}				{}					3005031				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005031	3005	7	{}		100	时崎狂三	不，因为是你特意挑选的东西，所以一定要试穿嘛，请帮我看一下是否合适，好吗？	1	{}				{}					3005032				1			id_normal_9						{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi47.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005032	3005	7	{}		100		狂三走进试衣间，留下我一个人忐忑地站在店里。	1	{}				{}					3005033				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005033	3005	7	{}		100		 	1	{}				{}					3005034						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005034	3005	7	{}		100		 	1	{}				{}					3005035													{}											{}											{}							scene/bg/bg_black.png	2		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005035	3005	7	{}		100		 	1	{}				{}					3005036													{}											{}											{}								3				{}							date_cg_53					1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005036	3005	7	{}		100		门帘被拉开，狂三身上完整地穿着那件太过犯规的内衣。	1	{}				{}					3005037													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005037	3005	7	{}		100	时崎狂三	已经好了……不过……有些……难为情呢。	1	{}				{}					3005038													{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi48.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005038	3005	7	{}		100		深色布料衬得肌肤更为白净，吊袜带在大腿根部勒出一道痕迹，被托起的胸部形状也堪称完美。	1	{}				{}					3005039													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005039	3005	7	{}		100		透明的布料下，还有些我不敢直视的部分……若隐若现。	1	{}				{}					3005040													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005040	3005	7	{}		100	时崎狂三	请问……好看吗？	1	{}				{}					3005041													{}											{}											{}												{}			modle/bust/sounds/DP_03_Kurumi49.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005041	3005	7	{}		100		我捂着鼻子，深吸一口气，告诫自己不能丢脸。	1	{}				{}					3005042													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3005042	3005	7	{}		100	1	非常……非常好看！！！	1	{}				{}					3005043													{}											{}											{}								-1				{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005043	3005	7	{}		100		 	1	{}				{}					3005044													{}											{}											{}								3				{}							date_cg_54					1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3005044	3005	7	{}		100	五河琴里	时间到了哦，现在去车站见折纸吧。	1	{}				{}					3005045													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori33.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3005045	3005	7	{}		100	1	哎现在吗……啊啊——狂三，抱歉！我现在肚子不舒服……要去一下洗手间……	1	{}				{}					3005046													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3005046	3005	7	{}		100	1	顺便……那件衣服很适合你！非常可爱！！！	1	{}				{}				1				0										{}											{}											{}												{}																	{}	{}					{}	{}		{}					{"sign":[102]}	{}	{}	
																																																																																																			
3006001	3006	7	{}		100		 	1	{}				{}					3006002	4		0										{}											{}											{}							scene/bg/bg_chezhan.png	-1		1.75	-1	{"x":0,"y":240}						sound/dating_sound/dating_024.mp3						1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3006002	3006	7	{}		100	1	哈啊、哈啊……抱歉，折纸……我来晚了，那个，我们今天要去哪里来着……	1	{}				{}					3006003				10205	3		id_normal_12					2	{}	1.3										{}											{}												{}	sound/bgm/date_009.mp3	70															{}	{}					{}	{}		{}					{}	{}	{}	
3006003	3006	7	{}		100	鸢一折纸	看电影。	1	{}				{}					3006004				1									{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi6.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3006004	3006	7	{}		100	1	对！看电影！——但是电影院还没有开门，而且又是周末，会不会没有座位呢……	1	{}				{}					3006005				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3006005	3006	7	{}		100	鸢一折纸	下午场，买好了。	1	{}				{}					3006006				1			id_pose_2		id_look_2				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi7.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3006006	3006	7	{}		100	1	哎？！好吧……我们去商业街。	1	{}				{}					3006007				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3006007	3006	7	{}		100		 	1	{}				{}					3006008						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3006008	3006	7	{}		100		 	1	{}				{}					3006009													{}											{}											{}							scene/bg/bg_gouwuzhongxin.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3006009	3006	7	{}		100		到达商业街后，折纸突然向着水族馆的方向走去。	1	{}				{}					3006010													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3006010	3006	7	{}		100	1	哎？折纸，电影院在那边哦。	1	{}				{}					3006011				10205	3							2	{}	1.3										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3006011	3006	7	{}		100	鸢一折纸	距离电影上映还有一段时间，可以先去吃午餐。	1	{}				{}					3006012				1			id_pose_4		id_look_2				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi8.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3006012	3006	7	{}		100		 	1	{}				{}					3006013						3							{}											{}											{}												{}				1								1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3006013	3006	7	{}		100		 	1	{}				{}					3006014													{}											{}											{}							scene/bg/bg_xicanting.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3006014	3006	7	{}		100	1	原来是打算去吃饭啊……对了，折纸为什么会突然邀请我今天出来约会呢？	1	{}				{}					3006015			0	10205	3							2	{}	1.3										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3006015	3006	7	{}		100	鸢一折纸	我希望你约会结束后能来我家暂住。	1	{}				{}				1	3006018-3006016-3006017	5		0	1			id_pose_2	1	id_look_2				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi9.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3006016	3006	7	{}		100		嗯……哎？怎么这么突然？？	1	{}				{}					3006019	1		0	1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3006017	3006	7	{}		100		去你家……你是认真的吗？！	1	{}				{}					3006020	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3006018	3006	7	{}		100		别、别轻易开这种玩笑啊！	1	{}				{}					3006021	1		0	1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3006019	3006	7	{}		100	鸢一折纸	不用担心，我会照顾你的。	1	{}				{}					3006022	1		0	1			id_pose_3	1	id_look_2				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi10.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3006020	3006	7	{}		100	鸢一折纸	我是认真的。	1	{}				{}					3006022	1			1			id_pose_3	1	id_look_2				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi11.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3006021	3006	7	{}		100	鸢一折纸	没有开玩笑。	1	{}				{}					3006022				1			id_pose_3		id_look_2				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tobiichi12.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3006022	3006	7	{}		100	五河琴里	十香走到餐厅附近了！哼嗯，看起来很不安的样子啊……现在快回到她身边去吧。	1	{}				{}					3006023			0	1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori34.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3006023	3006	7	{}		100	1	……折纸，那个……我去一下洗手间。	1	{}				{}				1					1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
3007001	3007	7	{}		100		 	1	{}				{}					3007002	4		0										{}											{}											{}							scene/bg/bg_gouwuzhongxin.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007002	3007	7	{}		100		 	1	{}				{}					3007003													{}											{}											{}												{}						sound/dating_sound/dating_024.mp3						1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007003	3007	7	{}		100	1	十香，我在这里。	1	{}				{}					3007004													{}											{}											{}												{}	sound/bgm/date_015.mp3	70															{}	{}					{}	{}		{}					{}	{}	{}	
3007004	3007	7	{}		100	夜刀神十香	你没事吧？我好担心你！肚子还疼吗？果然还是联系五河琴里吧？	1	{}				{}					3007005				10107	3		id_pose_10		id_look_11			2	{}	1.3										{}											{}												{}			modle/bust/sounds/DP_03_Tohka24.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007005	3007	7	{}		100	1	啊啊，不用！已经没事了！现在已经是中午了呢，十香肚子饿吗？不如我们去吃饭吧！	1	{}				{}					3007006				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3007006	3007	7	{}		100	夜刀神十香	好啊好啊！呜……确实肚子饿了呢……我们吃什么好呢？吃什么呢~	1	{}				{}					3007007				1			id_normal_13		0				{}											{}											{}												{}			modle/bust/sounds/DP_03_Tohka25.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007007	3007	7	{}		100	1	哈哈，果然是十香啊~唔，就那家餐厅吧，看起来还不错的样子。	1	{}				{}					3007008				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3007008	3007	7	{}		100		 	1	{}				{}					3007009						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007009	3007	7	{}		100		 	1	{}				{}					3007010													{}											{}											{}							scene/bg/bg_meishijie.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007010	3007	7	{}		100		把十香引到和折纸所在的餐厅方向完全相反的一家店，我稍微舒了一口气。	1	{}				{}					3007011													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3007011	3007	7	{}		100	1	你先去点餐，我去买饮料。等我！	1	{}				{}					3007012													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3007012	3007	7	{}		100	五河琴里	干得好！现在快去内衣店继续和狂三约会吧！	1	{}				{}					3007013													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori35.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007013	3007	7	{}		100		 	1	{}				{}					3007014													{}											{}											{}							scene/bg/bg_neiyidian.png	1		1.3	-1	{}						sound/dating_sound/dating_024.mp3						1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007014	3007	7	{}		100	时崎狂三	啊啦啊啦，终于回来了吗？我还在担心你是不是迷路了。	1	{}				{}					3007015				10403	3							2	{}	1.3										{}											{}												{}			modle/bust/sounds/DP_03_Kurumi50.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007015	3007	7	{}		100	1	啊啊啊啊抱歉。作为道歉让我来请午饭吧，附近有一家不错的料理。	1	{}				{}					3007016				1									{}											{}											{}												{}	sound/bgm/date_018.mp3	70		1													{}	{}					{}	{}		{}					{}	{}	{}	
3007016	3007	7	{}		100	五河琴里	十香和折纸相遇了，现在正在吵架，快去阻止她们打起来。	1	{}				{}					3007017				1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori36.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007017	3007	7	{}		100	1	那个……狂三先去点餐吧，我肚子又开始疼了，我马上过去找你！	1	{}				{}					3007018				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3007018	3007	7	{}		100		 	1	{}				{}					3007019						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007019	3007	7	{}		100		 	1	{}				{}					3007020													{}											{}											{}							scene/bg/bg_meishijie.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3007020	3007	7	{}		100	夜刀神十香	讨厌的鸢一折纸，你不要来妨碍我！我必须快点找到他才行！	1	{}				{}					3007021				10107	3		id_normal_4					4	{}	1.3										{}											{}												{}			modle/bust/sounds/DP_03_Tohka26.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007021	3007	7	{}		100	鸢一折纸	该走开的是你，我也是正在甜蜜约会过程中，你不要来搅局。等等……你说的他是？	1	{}				{}					3007022				1								4	{}		10205	3		id_normal_4					5	{}	1.3										{}												{}	sound/bgm/date_011.mp3	70	modle/bust/sounds/DP_03_Tobiichi13.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3007022	3007	7	{}		100	1	那个……抱歉……我……啊啊啊琴里救我！	1	{}				{}					3007023				1								4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
3007023	3007	7	{}		100	夜刀神十香	这到底是怎么一回事啊？！	1	{}				{}					3007024				1			id_normal_2		0			4	{}		1								5	{}											{}												{}			modle/bust/sounds/DP_03_Tohka27.mp3														{}	{}					{}	{}		{}					{}	{}	{}	
3007024	3007	7	{}		100	五河琴里	公园出现了狂三的灵波反应，快！马上赶过去！	1	{}				{}					3007025				1								4	{}		1								5	{}											{}				effect/dianhua/dianhua	dianhua							{}			modle/bust/sounds/DP_03_Kotori37.mp3	1													{}	{}					{}	{}		{}					{}	{}	{}	
3007025	3007	7	{}		100	1	是、都是误会……啊那个，十香、折纸……我先去下厕所，回来再解释！	1	{}				{}					3007026				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
3007026	3007	7	{}		100		 	1	{}				{}				1				0			3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
3008001	3008	7	{}		100		 	1	{}				{}					3008002	4		0										{}											{}											{}							scene/bg/bg_gongyuan.png	1		1.3	-1	{}						sound/dating_sound/dating_024.mp3						1	1				{}	{}					{}	{}		{}					{}	{}	{}	
3008002	3008	7	{}		100		我气喘吁吁地在公园里寻找狂三的踪迹。	1	{}				{}					3008003													{}											{}											{}												{}	sound/bgm/date_014.mp3	70															{}	{}					{}	{}		{}					{}	{}	{}	
3008003	3008	7	{}		100		傍晚的风渐渐送来一些血的腥气。	1	{}				{}					3008004													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
