id	名称(策划用,ID=(heroId-1)*1000+type*1000+pos*10+1)	效果描述(策划用,51字内)	效果名称	效果图标	图标边框	所属英雄	技能ID(不同皮肤技能用数组形式)	技能类型(1普攻,2技能一,3小技能二,4必杀,5闪避技能,6觉醒技能,7,出场技能,8.下落技能,9起身震飞,0被动)	效果编号(1-9)	效果等级	基本描述	效果简述	被动技能补充描述	加成效果显示	消耗天赋点	前置效果要求	后置技能	主技能连线标识(连主技能=1,不连不填)	英雄等级要求	天使星级要求	附加效果	附带buff	展示视频	服务器位置（警告:不可修改）
110604013	真那必杀-精英伤	必杀对精英怪物伤害+12%	10601084	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	1	3	10602084	10603084			5				1	1	1064049-1064050-1064051-1064052-1064053-1064054-1064055-1064056			1
110604121	真那必杀-CDR	必杀冷却时间-0.5秒	10601085	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	12	1	10602085	10603085			5	[[110604114]]			1	1	1064057			12
110604122	真那必杀-CDR	必杀冷却时间-1秒	10601086	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	12	2	10602086	10603086			5	[[110604114]]			1	1	1064058			12
110604123	真那必杀-CDR	必杀冷却时间-1.5秒	10601087	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	12	3	10602087	10603087			5	[[110604114]]	[110604171,110604172,110604173]		1	1	1064059			12
110604181	真那必杀-2级	角色在蓄力后生成3个幻影呈扇形向前方冲刺（幻影生成时隐藏角色模型）,并在前方生成不规则穿刺的射线,幻影冲刺完成后角色在初始位置从天而降,角色起身后,产生一次爆炸	10601088	icon/angleskill/40004_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	18	1	10602088	10603088			10	[[110604173]]	[110604231,110604232,110604233,110604234]		1	1	1064802		video/zn_4_2.mp4	18
110604231	真那必杀-穿透	必杀穿透率+3%	10601089	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	23	1	10602089	10603089			5	[[110604181]]			1	1	1064060-1064061-1064062-1064063-1064064-1064065-1064066-1064067			23
110604232	真那必杀-穿透	必杀穿透率+5%	10601090	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	23	2	10602090	10603090			5	[[110604181]]			1	1	1064068-1064069-1064070-1064071-1064072-1064073-1064074-1064075			23
110604233	真那必杀-穿透	必杀穿透率+7%	10601091	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	23	3	10602091	10603091			5	[[110604181]]			1	1	1064076-1064077-1064078-1064079-1064080-1064081-1064082-1064083			23
110604234	真那必杀-穿透	必杀穿透率+10%	10601092	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	23	4	10602092	10603092			5	[[110604181]]	[110604221,110604222,110604223,110604224]		1	1	1064084-1064085-1064086-1064087-1064088-1064089-1064090-1064091			23
110604111	真那必杀-技能伤	必杀伤害+5%	10601093	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	11	1	10602093	10603093			5	[[110604021]]			1	1	1064092-1064093-1064094-1064095-1064096-1064097-1064098-1064099			11
110604112	真那必杀-技能伤	必杀伤害+10%	10601094	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	11	2	10602094	10603094			5	[[110604021]]			1	1	1064100-1064101-1064102-1064103-1064104-1064105-1064106-1064107			11
110604113	真那必杀-技能伤	必杀伤害+15%	10601095	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	11	3	10602095	10603095			5	[[110604021]]			1	1	1064108-1064109-1064110-1064111-1064112-1064113-1064114-1064115			11
110604114	真那必杀-技能伤	必杀伤害+20%	10601096	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	11	4	10602096	10603096			5	[[110604021]]	[110604121,110604122,110604123]		1	1	1064116-1064117-1064118-1064119-1064120-1064121-1064122-1064123			11
110604191	真那必杀-3级	角色在蓄力后生成5个可以穿透的幻影呈扇形向前方冲刺幻影在前方生成一个不停穿刺的激光射线,激光射线穿刺形成一个六芒星,六芒星形成,角色起身,六芒星产生一次爆炸	10601097	icon/angleskill/40004_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	19	1	10602097	10603097			10	[[110604224]]			1	1	1064803		video/zn_4_3.mp4	19
110604171	真那必杀-眩晕	被必杀命中的目标将被眩晕0.5秒	10601098	icon/angleskill/10127_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	17	1	10602098	10603098			5	[[110604123]]			1	1		10740811		17
110604172	真那必杀-眩晕	被必杀命中的目标将被眩晕1秒	10601099	icon/angleskill/10127_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	17	2	10602099	10603099			5	[[110604123]]			1	1		10740812		17
110604173	真那必杀-眩晕	被必杀命中的目标将被眩晕2秒	10601100	icon/angleskill/10127_angleskillA.png	ui/fairy_angle/025.png	110601	100680	4	17	3	10602100	10603100			5	[[110604123]]	[110604181]		1	1		10740813		17
110610011	真那被动1	每10点雷电能量+5%暴击率,雷电能量会自动消耗,每秒消耗2点	10601101	icon/angleskill/10105_angleskillA.png		110601		10	1	1	10602101	10603101							1			10770111-10770121		1
110610021	真那被动2	每当连击达到10/20/30/40及以上时,攻速分别+5%/10%/15%/20%	10601102	icon/angleskill/10103_angleskillA.png		110601		10	2	1	10602102	10603102							2			10770211-10770221-107702131-107702141		2
110610031	真那被动3	技能1/技能2/必杀,技能冷却分别缩短1/2/4秒	10601103	icon/angleskill/10106_angleskillA.png		110601		10	3	1	10602103	10603103							3					3
110610041	真那被动4	电系伤害技能(技能1、技能2、必杀)在命中目标时,有30%几率使目标附电	10601104	icon/angleskill/10136_angleskillA.png		110601		10	4	1	10602104	10603104							4		1065001-1065002-1065003	10770411		4
110610051	真那被动5	被附电目标死亡后会产生一次爆炸,并对爆炸范围内的敌方施加附电效果	10601105	icon/angleskill/80003_angleskillA.png		110601		10	5	1	10602105	10603105							5			10770511-10770521		5
110610061	真那被动6	每一层雷电印记都将使带有附电的目标受到的伤害+X%	10601106	icon/angleskill/10104_angleskillA.png		110601		10	6	1	10602106	10603106							6			10770611		6
110610071	真那被动7	当雷电印记达到5枚时将自动消耗全部印记,使自身暴击几率+40%,暴击伤害+100%,持续6秒	10601107	icon/angleskill/10109_angleskillA.png		110601		10	7	1	10602107	10603107							7			10770711		7
110610081	真那被动8	对生命值高于70%的目标暴击伤害+60%	10601108	icon/angleskill/10130_angleskillA.png		110601		10	8	1	10602108	10603108							8			10770811		8
110610091	真那被动9	每次使用技能命中目标都将有30%几率获得5枚雷电印记	10601109	icon/angleskill/10117_angleskillA.png		110601		10	9	1	10602109	10603109							9			10770911-10770921-10770931-10770941-10770951		9
110610101	真那被动10	每次命中目标都将使自身暴击率+2%,最多20%,持续5秒	10601110	icon/angleskill/10105_angleskillA.png		110601		10	10	1	10602110	10603110							10			10771011		10
110610111	真那被动11	使用任意技能都将消耗10枚雷电印记,并使该技能伤害+35%	10601111	icon/angleskill/10110_angleskillA.png		110601		10	11	1	10602111	10603111							11		1065004-1065005-1065006-1065007-1065008-1065009-1065010-1065011-1065012-1065013-1065014-1065015-1065016-1065017-1065018-1065019-1065020-1065021-1065022-1065023-1065024-1065025-1065026-1065027-1065028-1065029-1065030-1065031-1065032-1065033-1065034-1065035-1065036-1065037-1065038-1065039-1065040-1065041-1065042-1065043-1065044-1065045-1065046-1065047-1065048-1065049			11
110610121	真那被动12	每一次暴击都将使下一次技能伤害+25%	10601112	icon/angleskill/10101_angleskillA.png		110601		10	12	1	10602112	10603112							12			10771211		12
110610131	真那被动13	电系技能伤害+20%	10601113	icon/angleskill/130002_angleskillA.png		110601		10	13	1	10602113	10603113							13			10771311		13
110610141	真那被动14	击杀目标获得5枚雷电能量值	10601114	icon/angleskill/40003_angleskillA.png		110601		10	14	1	10602114	10603114							14			10771411		14
110610151	真那被动15	每次击杀敌人时,攻击和移动速度分别+20%/10%	10601115	icon/angleskill/10135_angleskillA.png		110601		10	15	1	10602115	10603115							15			10771511		15
110610161	真那被动16	每秒提升5%的暴击率,直到暴击成功后重置	10601116	icon/angleskill/10128_angleskillA.png		110601		10	16	1	10602116	10603116							16			10771611		16
110806011	夕玄觉醒-1级	夕玄觉醒-1级	10801001	icon/angleskill/10101_angleskillA.png		110801	100830	6	1	1	10802001	10803001			5				1	1				1
110806012	夕玄觉醒-2级	夕玄觉醒-2级	10801002	icon/angleskill/10101_angleskillA.png		110801	100830	6	1	2	10802002	10803002			5				2	1				1
110806013	夕玄觉醒-3级	夕玄觉醒-3级	10801003	icon/angleskill/10101_angleskillA.png		110801	100830	6	1	3	10802003	10803003			5				3	1				1
110806014	夕玄觉醒-4级	夕玄觉醒-4级	10801004	icon/angleskill/10101_angleskillA.png		110801	100830	6	1	4	10802004	10803004			5				4	1				1
110801021	夕弦普攻-普攻伤害	普攻伤害+5%	10801005	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	2	1	10802005	10803005			5			1	1	1	1081001-1081002-1081003-1081004-1081005-1081006			2
110801022	夕弦普攻-普攻伤害	普攻伤害+10%	10801006	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	2	2	10802006	10803006			5			1	1	1	1081007-1081008-1081009-1081010-1081011-1081012			2
110801023	夕弦普攻-普攻伤害	普攻伤害+15%	10801007	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	2	3	10802007	10803007			5			1	1	1	1081013-1081014-1081015-1081016-1081017-1081018			2
110801024	夕弦普攻-普攻伤害	普攻伤害+20%	10801008	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	2	4	10802008	10803008			5		[110801071]	1	1	1	1081019-1081020-1081021-1081022-1081023-1081024			2
110801071	夕弦普攻-夕弦4段		10801009	icon/angleskill/90006_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	7	1	10802009	10803009			10	[[110801024]]	[110801081,110801082,110801083]		1	1	1081801		video/xx_1_1.mp4	7
110801121	夕弦普攻-能量怪伤	普攻对能量怪物伤害+2%	10801010	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	12	1	10802010	10803010			5				1	1	1081025-1081026-1081027-1081028-1081029-1081030			12
110801122	夕弦普攻-能量怪伤	普攻对能量怪物伤害+4%	10801011	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	12	2	10802011	10803011			5				1	1	1081031-1081032-1081033-1081034-1081035-1081036			12
110801123	夕弦普攻-能量怪伤	普攻对能量怪物伤害+6%	10801012	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	12	3	10802012	10803012			5				1	1	1081037-1081038-1081039-1081040-1081041-1081042			12
110801124	夕弦普攻-能量怪伤	普攻对能量怪物伤害+8%	10801013	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	12	4	10802013	10803013			5				1	1	1081043-1081044-1081045-1081046-1081047-1081048			12
110801081	夕弦普攻-攻速	普攻攻速+5%	10801014	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	8	1	10802014	10803014			5	[[110801071]]			1	1	1081049-1081050-1081051-1081052-1081053			8
110801082	夕弦普攻-攻速	普攻攻速+10%	10801015	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	8	2	10802015	10803015			5	[[110801071]]			1	1	1081054-1081055-1081056-1081057-1081058			8
110801083	夕弦普攻-攻速	普攻攻速+15%	10801016	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	8	3	10802016	10803016			5	[[110801071]]	[110801091,110801092,110801093]		1	1	1081059-1081060-1081061-1081062-1081063			8
110801111	夕弦普攻-夕弦5段		10801017	icon/angleskill/90006_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	11	1	10802017	10803017			10	[[110801093]]	[110801181,110801182,110801183,110801184]		1	1	1081802		video/xx_1_2.mp4	11
110801181	夕弦普攻-穿透率	普攻穿透率+3%	10801018	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	18	1	10802018	10803018			5	[[110801111]]			1	1	1081064-1081065-1081066-1081067-1081068-1081069			18
110801182	夕弦普攻-穿透率	普攻穿透率+5%	10801019	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	18	2	10802019	10803019			5	[[110801111]]			1	1	1081070-1081071-1081072-1081073-1081074-1081075			18
110801183	夕弦普攻-穿透率	普攻穿透率+7%	10801020	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	18	3	10802020	10803020			5	[[110801111]]			1	1	1081076-1081077-1081078-1081079-1081080-1081081			18
110801184	夕弦普攻-穿透率	普攻穿透率+10%	10801021	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	18	4	10802021	10803021			5	[[110801111]]	[110801191]		1	1	1081082-1081083-1081084-1081085-1081086-1081087			18
110801091	夕弦普攻-普通怪物伤害	普攻对普通怪物伤害+4%	10801022	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	9	1	10802022	10803022			5	[[110801083]]			1	1	1081088-1081089-1081090-1081091-1081092-1081093			9
110801092	夕弦普攻-普通怪物伤害	普攻对普通怪物伤害+8%	10801023	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	9	2	10802023	10803023			5	[[110801083]]			1	1	1081094-1081095-1081096-1081097-1081098-1081099			9
110801093	夕弦普攻-普通怪物伤害	普攻对普通怪物伤害+12%	10801024	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	9	3	10802024	10803024			5	[[110801083]]	[110801111]		1	1	1081100-1081101-1081102-1081103-1081104-1081105			9
110801191	夕弦普攻-爆炸		10801025	icon/angleskill/90006_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	19	1	10802025	10803025			10	[[110801184]]			1	1	1081803		video/xx_1_3.mp4	19
110801101	夕弦普攻-移动速度	普攻有10%的几率使自身移动速度+15%,持续5秒,不可叠加	10801026	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	10	1	10802026	10803026			5				1	1				10
110801102	夕弦普攻-移动速度	普攻有15%的几率使自身移动速度+15%,持续5秒,不可叠加	10801027	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	10	2	10802027	10803027			5				1	1				10
110801103	夕弦普攻-移动速度	普攻有20%的几率使自身移动速度+15%,持续5秒,不可叠加	10801028	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/024.png	110801	100810	1	10	3	10802028	10803028			5				1	1				10
110802071	夕弦技能1-技能普怪伤	技能1对普通怪物伤害+4%	10801029	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	7	1	10802029	10803029			5			1	1	1	1082001-1082002-1082003-1082004-1082005-1082006-1082007			7
110802072	夕弦技能1-技能普怪伤	技能1对普通怪物伤害+8%	10801030	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	7	2	10802030	10803030			5			1	1	1	1082008-1082009-1082010-1082011-1082012-1082013-1082014			7
110802073	夕弦技能1-技能普怪伤	技能1对普通怪物伤害+12%	10801031	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	7	3	10802031	10803031			5		[110802161]	1	1	1	1082015-1082016-1082017-1082018-1082019-1082020-1082021			7
110802161	夕弦技能1-1级		10801032	icon/angleskill/90004_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	16	1	10802032	10803032			10	[[110802073]]	[110802151,110802152,110802153]		1	1	1082801		video/xx_2_1.mp4	16
110802151	夕弦技能1-攻速	技能1攻速+10%	10801033	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	15	1	10802033	10803033			5	[[110802161]]			1	1	1082022-1082023-1082024-1082025			15
110802152	夕弦技能1-攻速	技能1攻速+20%	10801034	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	15	2	10802034	10803034			5	[[110802161]]			1	1	1082026-1082027-1082028-1082029			15
110802153	夕弦技能1-攻速	技能1攻速+30%	10801035	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	15	3	10802035	10803035			5	[[110802161]]	[110802171,110802172,110802173,110802174]		1	1	1082030-1082031-1082032-1082033			15
110802171	夕弦技能1-技能伤害	技能1伤害+5%	10801036	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	17	1	10802036	10803036			5	[[110802153]]			1	1	1082034-1082035-1082036-1082037-1082038-1082039-1082040			17
110802172	夕弦技能1-技能伤害	技能1伤害+10%	10801037	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	17	2	10802037	10803037			5	[[110802153]]			1	1	1082041-1082042-1082043-1082044-1082045-1082046-1082047			17
110802173	夕弦技能1-技能伤害	技能1伤害+15%	10801038	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	17	3	10802038	10803038			5	[[110802153]]			1	1	1082048-1082049-1082050-1082051-1082052-1082053-1082054			17
110802174	夕弦技能1-技能伤害	技能1伤害+20%	10801039	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	17	4	10802039	10803039			5	[[110802153]]	[110802141]		1	1	1082055-1082056-1082057-1082058-1082059-1082060-1082061			17
110802141	夕弦技能1-2级		10801040	icon/angleskill/90004_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	14	1	10802040	10803040			10	[[110802174]]	[110802101,110802102,110802103,110802104]		1	1	1082802		video/xx_2_2.mp4	14
110802101	夕弦技能1-穿透率	技能1穿透率+3%	10801041	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	10	1	10802041	10803041			5	[[110802141]]			1	1	1082062-1082063-1082064-1082065-1082066-1082067-1082068			10
110802102	夕弦技能1-穿透率	技能1穿透率+5%	10801042	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	10	2	10802042	10803042			5	[[110802141]]			1	1	1082069-1082070-1082071-1082072-1082073-1082074-1082075			10
110802103	夕弦技能1-穿透率	技能1穿透率+7%	10801043	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	10	3	10802043	10803043			5	[[110802141]]			1	1	1082076-1082077-1082078-1082079-1082080-1082081-1082082			10
110802104	夕弦技能1-穿透率	技能1穿透率+10%	10801044	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	10	4	10802044	10803044			5	[[110802141]]	[110802131]		1	1	1082083-1082084-1082085-1082086-1082087-1082088-1082089			10
110802181	夕弦技能1-命中率	技能1命中率+15%	10801045	icon/angleskill/10122_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	18	1	10802045	10803045			5				1	1	1082090-1082091-1082092-1082093-1082094-1082095-1082096			18
110802182	夕弦技能1-命中率	技能1命中率+25%	10801046	icon/angleskill/10122_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	18	2	10802046	10803046			5				1	1	1082097-1082098-1082099-1082100-1082101-1082102-1082103			18
110802183	夕弦技能1-命中率	技能1命中率+35%	10801047	icon/angleskill/10122_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	18	3	10802047	10803047			5				1	1	1082104-1082105-1082106-1082107-1082108-1082109-1082110			18
110802131	夕弦技能1-3级		10801048	icon/angleskill/90004_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	13	1	10802048	10803048			10	[[110802104]]			1	1	1082803		video/xx_2_3.mp4	13
110802091	夕弦技能1-消耗	技能1风之力消耗-1点	10801049	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	9	1	10802049	10803049			5				1	1	1082111			9
110802092	夕弦技能1-消耗	技能1风之力消耗-2点	10801050	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	9	2	10802050	10803050			5				1	1	1082112			9
110802093	夕弦技能1-消耗	技能1风之力消耗-3点	10801051	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/026.png	110801	100870	2	9	3	10802051	10803051			5				1	1	1082113			9
110803091	夕弦技能2-命中减防	被技能2命中的目标,防御降低6%,持续3秒	10801052	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	9	1	10802052	10803052			5				1	1				9
110803092	夕弦技能2-命中减防	被技能2命中的目标,防御降低12%,持续4秒	10801053	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	9	2	10802053	10803053			5				1	1				9
110803093	夕弦技能2-命中减防	被技能2命中的目标,防御降低18%,持续5秒	10801054	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	9	3	10802054	10803054			5				1	1				9
110803094	夕弦技能2-命中减防	被技能2命中的目标,防御降低24%,持续5秒	10801055	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	9	4	10802055	10803055			5				1	1				9
110803121	夕弦技能2-1级		10801056	icon/angleskill/90005_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	12	1	10802056	10803056			10	[[110803073]]	[110803131,110803132,110803133]		1	1	1083801		video/xx_3_1.mp4	12
110803071	夕弦技能2-攻击	技能2使用后,攻击+5%,持续5秒	10801057	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	7	1	10802057	10803057			5			1	1	1				7
110803072	夕弦技能2-攻击	技能2使用后,攻击+10%,持续5秒	10801058	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	7	2	10802058	10803058			5			1	1	1				7
110803073	夕弦技能2-攻击	技能2使用后,攻击+15%,持续5秒	10801059	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	7	3	10802059	10803059			5		[110803121]	1	1	1				7
110803101	夕弦技能2-技能伤	技能2伤害+5%	10801060	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	10	1	10802060	10803060			5	[[110803141]]			1	1	1083001-1083002-1083003-1083004-1083005-1083006-1083007-1083008-1083009-1083010-1083011-1083012-1083013-1083014-1083015-1083016-1083017-1083018			10
110803102	夕弦技能2-技能伤	技能2伤害+10%	10801061	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	10	2	10802061	10803061			5	[[110803141]]			1	1	1083019-1083020-1083021-1083022-1083023-1083024-1083025-1083026-1083027-1083028-1083029-1083030-1083031-1083032-1083033-1083034-1083035-1083036			10
110803103	夕弦技能2-技能伤	技能2伤害+15%	10801062	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	10	3	10802062	10803062			5	[[110803141]]			1	1	1083037-1083038-1083039-1083040-1083041-1083042-1083043-1083044-1083045-1083046-1083047-1083048-1083049-1083050-1083051-1083052-1083053-1083054			10
110803104	夕弦技能2-技能伤	技能2伤害+20%	10801063	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	10	4	10802063	10803063			5	[[110803141]]	[110803151,110803152,110803153]		1	1	1083055-1083056-1083057-1083058-1083059-1083060-1083061-1083062-1083063-1083064-1083065-1083066-1083067-1083068-1083069-1083070-1083071-1083072			10
110803141	夕弦技能2-2级		10801064	icon/angleskill/90005_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	14	1	10802064	10803064			10	[[110803133]]	[110803101,110803102,110803103,110803104]		1	1	1083802		video/xx_3_2.mp4	14
110803131	夕弦技能2-普怪伤	技能2对普通怪物伤害+4%	10801065	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	13	1	10802065	10803065			5	[[110803121]]			1	1	1083073-1083074-1083075-1083076-1083077-1083078-1083079-1083080-1083081-1083082-1083083-1083084-1083085-1083086-1083087-1083088-1083089-1083090			13
110803132	夕弦技能2-普怪伤	技能2对普通怪物伤害+8%	10801066	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	13	2	10802066	10803066			5	[[110803121]]			1	1	1083091-1083092-1083093-1083094-1083095-1083096-1083097-1083098-1083099-1083100-1083101-1083102-1083103-1083104-1083105-1083106-1083107-1083108			13
110803133	夕弦技能2-普怪伤	技能2对普通怪物伤害+12%	10801067	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	13	3	10802067	10803067			5	[[110803121]]	[110803141]		1	1	1083109-1083110-1083111-1083112-1083113-1083114-1083115-1083116-1083117-1083118-1083119-1083120-1083121-1083122-1083123-1083124-1083125-1083126			13
110803171	夕弦技能2-消耗	技能2风之力消耗-1点	10801068	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	17	1	10802068	10803068			5				1	1	1083127			17
110803172	夕弦技能2-消耗	技能2风之力消耗-2点	10801069	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	17	2	10802069	10803069			5				1	1	1083128			17
110803173	夕弦技能2-消耗	技能2风之力消耗-3点	10801070	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	17	3	10802070	10803070			5				1	1	1083129			17
110803181	夕弦技能2-3级		10801071	icon/angleskill/90005_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	18	1	10802071	10803071			10	[[110803153]]			1	1	1083803		video/xx_3_3.mp4	18
110803151	夕弦技能2-持续时间	技能2持续时间+1秒	10801072	icon/angleskill/10120_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	15	1	10802072	10803072			5	[[110803104]]			1	1	1083130-1083131-1083132-1083133-1083134-1083135			15
110803152	夕弦技能2-持续时间	技能2持续时间+2秒	10801073	icon/angleskill/10120_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	15	2	10802073	10803073			5	[[110803104]]			1	1	1083136-1083137-1083138-1083139-1083140-1083141			15
110803153	夕弦技能2-持续时间	技能2持续时间+3秒	10801074	icon/angleskill/10120_angleskillA.png	ui/fairy_angle/027.png	110801	100880	3	15	3	10802074	10803074			5	[[110803104]]	[110803181]		1	1	1083142-1083143-1083144-1083145-1083146-1083147			15
110804031	夕弦必杀-技能霸体	必杀使用时霸体,且受到的伤害降低10%,持续5秒	10801075	icon/angleskill/10137_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	3	1	10802075	10803075			5	[[110804021]]			1	1				3
110804032	夕弦必杀-技能霸体	必杀使用时霸体,且受到的伤害降低20%,持续5秒	10801076	icon/angleskill/10137_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	3	2	10802076	10803076			5	[[110804021]]			1	1				3
110804033	夕弦必杀-技能霸体	必杀使用时霸体,且受到的伤害降低30%,持续5秒	10801077	icon/angleskill/10137_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	3	3	10802077	10803077			5	[[110804021]]	[110804041]		1	1				3
110804021	夕弦必杀-1级		10801078	icon/angleskill/90003_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	2	1	10802078	10803078			10	[[110804103]]	[110804031,110804032,110804033]		1	1	1084801		video/xx_4_1.mp4	2
110804101	夕弦必杀-普怪伤	必杀对普通怪物伤害+4%	10801079	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	10	1	10802079	10803079			5			1	1	1	1084001-1084002-1084003-1084004-1084005-1084006-1084007-1084008-1084009			10
