效果id	名称	效果描述	能够对场下的生效	增减益类型	作用类型	范围中心点	范围	作用对象	单位数量	特效强制设定位置	效果类型	属性id	属性计算参照对象	参照属性	参照属性类型	转化比例	效果值	伤害类型（1.普通 2.纯粹）	伤害属性（1-9：物理，冰，火，风，电，毒，光，暗，精神）	状态id	特效id	（概率）改变的buffid	概率改变值	技能类型（减少技能cd用的）	时间（减少技能cd用的）	buff生效方式	生效条件	延迟时间	buff持续时间	buff生效次数	间隔时间	叠加方式	最大叠加次数	叠加到一定层数后是否触发新效果	新效果需要叠加层数	新效果触发概率	新效果id	作用对象死亡是否终止	终止效果	额外终止方式	减少叠加数	检测属性id	检测标准	配置值	事件次数	事件类型	检测的移除状态	额外终止效果	特效资源	特效动画	挂点	位置1（下层为负数，上层为正数）	特效资源	特效动画	挂点	位置2（下层为负数，上层为正数）	是否显示icon	icon资源
100002	决斗模式buff	攻击力+50%	1	3	1			1	1		1	2	2	2	1	5000										1			-1	-1	0	2	1					1	1										effects_buff	effects_buff2	body	1						
100003	霸体机制buff	眩晕自己5s	0	4	1			1	1		2									1						1			5000	-1	0	2	1					1	1																			
20110111	天使效果-十香-普攻-位置1-效果1-等级1	普攻命中后，增加自己3%的移动速度，持续3s	0	1	1			1	1		1	11	2	11	1	300										1			3000	-1		2	1					1	1																			
20110112	天使效果-十香-普攻-位置1-效果1-等级2	普攻命中后，增加自己5%的移动速度，持续3s	0	1	1			1	1		1	11	2	11	1	500										1			3000	-1		2	1					1	1																			
20110113	天使效果-十香-普攻-位置1-效果1-等级3	普攻命中后，增加自己8%的移动速度，持续3s	0	1	1			1	1		1	11	2	11	1	800										1			3000	-1		2	1					1	1																			
20110411	天使效果-十香-普攻-位置4-效果1-等级1	普攻命中后，增加自己6%的受伤减免，持续5s	0	1	1			1	1		1	502	1				600									1			5000	-1		2	1					1	1																			
20110412	天使效果-十香-普攻-位置4-效果1-等级2	普攻命中后，增加自己9%的受伤减免，持续5s	0	1	1			1	1		1	502	1				900									1			5000	-1		2	1					1	1																			
20110413	天使效果-十香-普攻-位置4-效果1-等级3	普攻命中后，增加自己12%的受伤减免，持续5s	0	1	1			1	1		1	502	1				1200									1			5000	-1		2	1					1	1																			
20110414	天使效果-十香-普攻-位置4-效果1-等级4	普攻命中后，增加自己15%的受伤减免，持续5s	0	1	1			1	1		1	502	1				1500									1			5000	-1		2	1					1	1																			
20120911	天使效果-十香-F技能-位置9-效果1-等级1	F技能命中目标后，有xx%几率减少敌人30%防御力，持续5秒	0	2	1			4	1		1	3	3	3	1	-3000										1			5000	-1		2	1					1	1																			
20130611	天使效果-十香-S技能-位置6-效果1-等级1	S技能暴击后，受击敌人将受到相当于我方攻击力20%的每秒持续伤害，持续5s	0	2	1			4	1		1	52	2	2	2	-2000		1	1							2			5100	-1	1000	3	1					1	2																			
20130612	天使效果-十香-S技能-位置6-效果1-等级2	S技能暴击后，受击敌人将受到相当于我方攻击力35%的每秒持续伤害，持续5s	0	2	1			4	1		1	52	2	2	2	-3500		1	1							2			5100	-1	1000	3	1					1	2																			
20130613	天使效果-十香-S技能-位置6-效果1-等级3	S技能暴击后，受击敌人将受到相当于我方攻击力50%的每秒持续伤害，持续5s	0	2	1			4	1		1	52	2	2	2	-5000		1	1							2			5100	-1	1000	3	1					1	2																			
20130711	天使效果-十香-S技能-位置7-效果1-等级1	使用S技能后，增加自己3%的格挡率，持续5s	0	1	1			1	1		1	504	1				300									1			5000	-1		2	1					1	1																			
20130712	天使效果-十香-S技能-位置7-效果1-等级2	使用S技能后，增加自己6%的格挡率，持续5s	0	1	1			1	1		1	504	1				600									1			5000	-1		2	1					1	1																			
20130713	天使效果-十香-S技能-位置7-效果1-等级3	使用S技能后，增加自己9%的格挡率，持续5s	0	1	1			1	1		1	504	1				900									1			5000	-1		2	1					1	1																			
20130714	天使效果-十香-S技能-位置7-效果1-等级4	使用S技能后，增加自己12%的格挡率，持续5s	0	1	1			1	1		1	504	1				1200									1			5000	-1		2	1					1	1																			
20140711	天使效果-十香-必杀技-位置7-效果1-等级1	必杀技造成伤害后，减少目标5%的伤害减免，持续5s，可叠加5次。	0	2	1			4	1		1	502	1				-500									1			2000	-1		4	5					1	1																			
20140712	天使效果-十香-必杀技-位置7-效果1-等级2	必杀技造成伤害后，减少目标10%的伤害减免，持续5s，可叠加5次。	0	2	1			4	1		1	502	1				-1000									1			2000	-1		4	5					1	1																			
20140713	天使效果-十香-必杀技-位置7-效果1-等级3	必杀技造成伤害后，减少目标15%的伤害减免，持续5s，可叠加5次。	0	2	1			4	1		1	502	1				-1500									1			2000	-1		4	5					1	1																			
20140714	天使效果-十香-必杀技-位置7-效果1-等级4	必杀技造成伤害后，减少目标20%的伤害减免，持续5s，可叠加5次。	0	2	1			4	1		1	502	1				-2000									1			2000	-1		4	5					1	1																			
20150111	天使效果-十香-出场技-位置1-效果1-等级1	使用出场技后，使全体敌人眩晕3s	0	4	1			6	15		2									1						1			3000	-1		2	1					1	1																			
20170111	天使效果-十香-被动-位置1-效果1-等级1	普攻伤害+50%	1	3	1			1	1		1	801	1				5000									1			-1	-1		2	1					1	1																			
20170211	天使效果-十香-被动-位置2-效果1-等级1	普攻命中后，增加自己10%的伤害加成，持续5s，可叠加5次。	0	2	1			1	1		1	501	1				1000									1			5000	-1		4	5					1	1																			
20170311	天使效果-十香-被动-位置3-效果1-等级1	连击数10-19时，伤害加成+10%	0	1	1			1	1		1	501	1				1000									1			-1	-1		2	1					1	1	4		2004	2	10				1										
20170321	天使效果-十香-被动-位置3-效果2-等级1	连击数20-29时，伤害加成+10%	0	1	1			1	1		1	501	1				1000									1			-1	-1		2	1					1	1	4		2004	2	20				1										
20170331	天使效果-十香-被动-位置3-效果3-等级1	连击数30-39时，伤害加成+10%	0	1	1			1	1		1	501	1				1000									1			-1	-1		2	1					1	1	4		2004	2	30				1										
20170341	天使效果-十香-被动-位置3-效果4-等级1	连击数>40时，伤害加成+10%	0	1	1			1	1		1	501	1				1000									1			-1	-1		2	1					1	1	4		2004	2	40				1										
20170411	天使效果-十香-被动-位置4-效果1-等级1	生命值越低防御越高，每降低1%生命提高1%的防御	1	3	1			1	1		1	1003	3	2008	2	10000										1			-1	-1		2	1					1	1																			
20170511	天使效果-十香-被动-位置5-效果1-等级1	格挡率+10%	1	3	1			1	1		1	504	1				1000									1			-1	-1		2	1					1	1																			
20170521	天使效果-十香-被动-位置5-效果2-等级1	每次格挡时恢复2%生命。	0	3	1			1	1		1	52	3	1	1	200										1			0	1		3	1					1	2																			
20170611	天使效果-十香-被动-位置6-效果1-等级1	生命值大于70%时，攻击力+30%	1	1	1			1	1		1	2	3	2	1	3000										1			-1	-1		2	1					1	1																			
20170811	天使效果-十香-被动-位置8-效果1-等级1	S技能的伤害+20%	1	3	1			1	1		1	803	1				2000									1			-1	-1		2	1					1	1																			
20170821	天使效果-十香-被动-位置8-效果2-等级1	攻击处于负面状态的敌人时造成50%的额外伤害。	0	3	1			4	1		1	52	3	2003	2	-5000		1	1							1			0	1		3	1					1	2																			
20170911	天使效果-十香-被动-位置9-效果1-等级1	必杀技命中目标后，自己的伤害加成+5%，持续5s，可叠加10次	0	1	1			1	1		1	501	1				500									1			5000	-1		4	10					1	1																			
20171011	天使效果-十香-被动-位置10-效果1-等级1	必杀技命中目标后，目标的移动速度-30%，持续6s	0	2	1			4	1		1	11	3	11	1	-3000										1			6000	-1		2	1					1	1																			
20171021	天使效果-十香-被动-位置10-效果2-等级1	附加减速状态	0	2	1			4	1		2									40						1			6000	-1		2	1					1	1																			
20171211	天使效果-十香-被动-位置12-效果1-等级1	必杀技造成伤害时，对生命值高于70%的目标造成50%的额外伤害	0	3	1			4	1		1	52	3	2003	2	-5000		1	1							1			0	1		3	1					1	2																			
20171311	天使效果-十香-被动-位置13-效果1-等级1	受到超过超过15%生命值的单次伤害时，获得相当于30%生命值的护盾，触发间隔30s	0	1	1			1	1		1	53	3	1	1	3000										1			0	1		3	1					1	2																			
20171411	天使效果-十香-被动-位置14-效果1-等级1	上阵后增加50%攻击力，持续15s	1	1	1			1	1		1	2	3	2	1	5000										1			8000	-1		2	1					1	1																			
20171421	天使效果-十香-被动-位置14-效果2-等级1	上阵后增加50%防御力，持续15s	1	1	1			1	1		1	3	3	3	1	5000										1			8000	-1		2	1					1	1																			
20171511	天使效果-十香-被动-位置15-效果1-等级1	击杀敌人后恢复20%生命	0	3	1			1	1		1	52	3	1	1	2000										1			0	1		3	1					1	2																			
20210311	天使效果-反转十香-普攻-位置3-效果1-等级1	处于1形态且普攻命中目标时，有20%几率恢复1点能量	0	3	1			1	1		1	56	1				1									1			0	1		3	1					1	2																			
20210611	天使效果-反转十香-普攻-位置6-效果1-等级1	处于1形态且普攻暴击后，提升下条buff（10210621）的概率为100%，持续3s	0	1	1			1	1		3											10210621	10000			1			3000	-1		2	1					1	1																			
20210621	天使效果-反转十香-普攻-位置6-效果2-等级1	处于1形态且每次命中目标，自身生命值都将恢复2%	0	3	1			1	1		1	52	3	1	1	200										1			0	1		3	1					1	2																			
20211311	天使效果-反转十香-普攻-位置13-效果1-等级1	处于2形态且普攻命中后，自己的暴击率+3%，暴击后移除。	0	1	1			1	1		1	507	1				300									1			-1	-1		4	-1					1	1	1					1	500		1										
20211611	天使效果-反转十香-普攻-位置16-效果1-等级1	处于2形态且普攻暴击后，对目标造成30%的额外伤害	0	3	1			4	1		1	52	3	2003	2	-3000		1	8							1			0	1		3	1					1	2																			
20221111	天使效果-反转十香-F技能-位置11-效果1-等级1	处于2形态且F技能造成伤害时，如果目标生命值高于60%，将受到30%的额外伤害。	0	3	1			4	1		1	52	3	2003	2	-3000		1	8							1			0	1		3	1					1	2																			
20221411	天使效果-反转十香-F技能-位置14-效果1-等级1	处于2形态且F技能暴击后，暴击伤害提高10%，持续3s	0	1	1			1	1		1	509	1				1000									1			3000	-1		2	1					1	1																			
20230511	天使效果-反转十香-S技能-位置5-效果1-等级1	处于1形态且S技能命中后，目标防御力-20%，持续4s	0	2	1			4	1		1	3	3	3	1	-2000										1			4000	-1		2	1					1	1																			
20231811	天使效果-反转十香-S技能-位置18-效果1-等级1	处于2形态且S技能命中后，会追加一次20%的额外伤害	0	3	1			4	1		1	52	3	2003	2	-2000		1	8							1			0	1		3	1					1	2																			
20240311	天使效果-反转十香-必杀技-位置3-效果1-等级1	处于1形态且使用必杀技击杀敌人时，恢复5%生命值	0	3	1			1	1		1	52	3	1	1	500										1			0	1		3	1					1	2																			
20240611	天使效果-反转十香-必杀技-位置6-效果1-等级1	处于1形态且使用必杀技后，获得相当于10%生命值的护盾，持续9s	0	1	1			1	1		1	53	3	1	1	1000										1			9000	-1		2	1					1	1																			
20241311	天使效果-反转十香-必杀技-位置13-效果1-等级1	处于2形态时，根据场上的敌人数量增加必杀技伤害，每个敌人增加5%	0	1	1			1	1		1	806	3	2013	2	500										1			-1	-1		2	1					1	1																			
20270311	天使效果-反转十香-被动-位置3-效果1-等级1	xxx技能后，F技能伤害+30%。持续3秒	0	1	1			1	1		1	802	1				3000									1			3000	-1		2	1					1	1																			
20270321	天使效果-反转十香-被动-位置3-效果2-等级1	xxx技能后，S技能伤害+30%。持续3秒	0	1	1			1	1		1	803	1				3000									1			3000	-1		2	1					1	1																			
20270331	天使效果-反转十香-被动-位置3-效果3-等级1	xxx技能后，出场技伤害+30%。持续3秒	0	1	1			1	1		1	804	1				3000									1			3000	-1		2	1					1	1																			
20270341	天使效果-反转十香-被动-位置3-效果4-等级1	xxx技能后，必杀技伤害+30%。持续3秒	0	1	1			1	1		1	806	1				3000									1			3000	-1		2	1					1	1																			
20270351	天使效果-反转十香-被动-位置3-效果5-等级1	xxx技能后，觉醒伤害+30%。持续3秒	0	1	1			1	1		1	807	1				3000									1			3000	-1		2	1					1	1																			
20270411	天使效果-反转十香-被动-位置4-效果1-等级1	对浮空的敌人造成伤害时，额外追加30%伤害	0	3	1			4	1		1	52	3	2003	2	-3000		1	8							1			0	1		3	1					1	2																			
20270611	天使效果-反转十香-被动-位置6-效果1-等级1	处于形态1且使用xx技能后，普攻伤害+20%，持续5s	0	1	1			1	1		1	801	1				2000									1			5000	-1		2	1					1	1																			
20270711	天使效果-反转十香-被动-位置7-效果1-等级1	瞄准生命值高于50%的单位时，伤害加成+30%	0	3	1			1	1		1	501	1				3000									3			0	1		3	1					1	1																			
20270811	天使效果-反转十香-被动-位置8-效果1-等级1	击杀敌人后，伤害加成+10%，持续5秒，最多叠加5次	0	1	1			1	1		1	501	1				1000									1			5000	-1		4	5					1	1																			
20270911	天使效果-反转十香-被动-位置9-效果1-等级1	处于2形态时，攻击力+25%	1	3	1			1	1		1	2	2	2	1	2500										1			-1	-1		2	1					1	1																			
20271011	天使效果-反转十香-被动-位置10-效果1-等级1	处于2形态时，每次造成伤害将恢复1点能量	0	3	1			1	1		1	56	1				1									1			0	1		3	1					1	2																			
20271111	天使效果-反转十香-被动-位置11-效果1-等级1	处于2形态时，每秒减少3点能量（覆盖6001）	1	3	1			1	1		1	56	1				-3									2			-1	-1	1000	2	1					1	2																			
20271211	天使效果-反转十香-被动-位置12-效果1-等级1	处于2形态时，能量值上限+50	1	3	1			1	1		1	14	1				50									1			-1	-1		2	1					1	1																			
20271221	天使效果-反转十香-被动-位置12-效果2-等级1	处于2形态时，当前能量+50	1	3	1			1	1		1	56	1				50									1			0	1		3	1					1	2																			
20271411	天使效果-反转十香-被动-位置14-效果1-等级1	处于1形态时，每2秒恢复5点能量（覆盖6002）	1	3	1			1	1		1	56	1				5									2			-1	-1	2000	2	1					1	2																			
20271611	天使效果-反转十香-被动-位置16-效果1-等级1	能量值上限+30	1	3	1			1	1		1	14	1				30									1			-1	-1		2	1					1	1																			
20310611	天使效果-折纸-普攻-位置6-效果1-等级1	普攻暴击后，自己的暴击率+2%，持续5s，不可叠加	0	1	1			1	1		1	507	1				200									1			5000	-1		2	1					1	1																			
20310612	天使效果-折纸-普攻-位置6-效果1-等级2	普攻暴击后，自己的暴击率+4%，持续5s，不可叠加	0	1	1			1	1		1	507	1				400									1			5000	-1		2	1					1	1																			
20310613	天使效果-折纸-普攻-位置6-效果1-等级3	普攻暴击后，自己的暴击率+6%，持续5s，不可叠加	0	1	1			1	1		1	507	1				600									1			5000	-1		2	1					1	1																			
20320611	天使效果-折纸-F技能-位置6-效果1-等级1	使用F技能后，闪避率+10%，持续5s	0	1	1			1	1		1	506	1				1000									1			5000	-1		2	1					1	1																			
20320612	天使效果-折纸-F技能-位置6-效果1-等级2	使用F技能后，闪避率+15%，持续5s	0	1	1			1	1		1	506	1				1500									1			5000	-1		2	1					1	1																			
20320613	天使效果-折纸-F技能-位置6-效果1-等级3	使用F技能后，闪避率+20%，持续5s	0	1	1			1	1		1	506	1				2000									1			5000	-1		2	1					1	1																			
20320614	天使效果-折纸-F技能-位置6-效果1-等级4	使用F技能后，闪避率+25%，持续5s	0	1	1			1	1		1	506	1				2500									1			5000	-1		2	1					1	1																			
20320911	天使效果-折纸-F技能-位置9-效果1-等级1	F技能暴击时，额外附加相当于攻击10%的1次伤害	0	3	1			4	1		1	52	3	2003	2	-1000		1	1							1			0	1		3	1					1	2																			
20320912	天使效果-折纸-F技能-位置9-效果1-等级2	F技能暴击时，额外附加相当于攻击15%的1次伤害	0	3	1			4	1		1	52	3	2003	2	-1500		1	1							1			0	1		3	1					1	2																			
20320913	天使效果-折纸-F技能-位置9-效果1-等级3	F技能暴击时，额外附加相当于攻击20%的1次伤害	0	3	1			4	1		1	52	3	2003	2	-2000		1	1							1			0	1		3	1					1	2																			
20320914	天使效果-折纸-F技能-位置9-效果1-等级4	F技能暴击时，额外附加相当于攻击25%的1次伤害	0	3	1			4	1		1	52	3	2003	2	-2500		1	1							1			0	1		3	1					1	2																			
20330811	天使效果-折纸-S技能-位置8-效果1-等级1	S技能命中时，减少敌人10%防御力，持续5s	0	2	1			4	1		1	3	3	3	1	-1000										1			5000	-1		2	1					1	1																			
20330812	天使效果-折纸-S技能-位置8-效果1-等级2	S技能命中时，减少敌人15%防御力，持续5s	0	2	1			4	1		1	3	3	3	1	-1500										1			5000	-1		2	1					1	1																			
20330813	天使效果-折纸-S技能-位置8-效果1-等级3	S技能命中时，减少敌人20%防御力，持续5s	0	2	1			4	1		1	3	3	3	1	-2000										1			5000	-1		2	1					1	1																			
20330814	天使效果-折纸-S技能-位置8-效果1-等级4	S技能命中时，减少敌人25%防御力，持续5s	0	2	1			4	1		1	3	3	3	1	-2500										1			5000	-1		2	1					1	1																			
20370111	天使效果-折纸-被动-位置1-效果1-等级1	xx暴击后，物理伤害加成+15%，持续5s	0	1	1			1	1		1	601	1				1500									1			5000	-1		2	1					1	1																			
20370211	天使效果-折纸-被动-位置2-效果1-等级1	xx暴击后，有10%几率对目标追加1次相当于目标10%生命值的伤害。	0	3	1			4	1		1	52	3	1	1	-1000		1	1							1			0	1		3	1					1	2																			
20370411	天使效果-折纸-被动-位置4-效果1-等级1	xx攻击造成伤害后，对目标追加一次30%的火属性伤害。	0	3	1			4	1		1	52	3	2003	2	-3000		1	3							1			0	1		3	1					1	2																			
20370511	天使效果-折纸-被动-位置5-效果1-等级1	攻击造成伤害时，有30%概率给目标附加灼烧效果，每秒造成相当于折纸20%攻击力的火属性伤害，持续5s，可叠加5次	0	2	1			4	1		1	52	2	2	1	-2000		1	3							2			5000	-1	1000	4	5					1	2																		1	icon/buff/9.png
20370611	天使效果-折纸-被动-位置6-效果1-等级1	火属性伤害加成+20%	1	3	1			1	1		1	603	1				2000									1			-1	-1		2	1					1	1																			
20370711	天使效果-折纸-被动-位置7-效果1-等级1	使用xx技能后，S技能伤害加成+15%，持续5s	0	1	1			1	1		1	803	1				1500									1			5000	-1		2	1					1	1																			
20370721	天使效果-折纸-被动-位置7-效果2-等级1	使用xx技能后，必杀技伤害加成+15%，持续5s	0	1	1			1	1		1	806	1				1500									1			5000	-1		2	1					1	1																			
20370811	天使效果-折纸-被动-位置8-效果1-等级1	S技能伤害加成+10%	1	3	1			1	1		1	803	1				1000									1			-1	-1		2	1					1	1																			
20370821	天使效果-折纸-被动-位置8-效果2-等级1	必杀技伤害加成+10%	1	3	1			1	1		1	806	1				1000									1			-1	-1		2	1					1	1																			
20371011	天使效果-折纸-被动-位置10-效果1-等级1	击杀敌人后恢复20%能量	0	3	1			1	1		1	56	2	14	1	2000										1			0	1		3	1					1	2																			
20371311	天使效果-折纸-被动-位置13-效果1-等级1	能量上限+30	1	3	1			1	1		1	14	1				30									1			-1	-1		2	1					1	1																			
20371411	天使效果-折纸-被动-位置14-效果1-等级1	每1点攻击速度会增加0.25移动速度	1	3	1			1	1		1	11	2	6	2	2500										1			-1	-1		2	1					1	1																			
20371511	天使效果-折纸-被动-位置15-效果1-等级1	自身生命值低于25%时，会产生一个相当于15%生命值的护盾，触发间隔60s	0	1	1			1	1		1	53	3	1	1	1500										1			-1	-1		2	1					1	2																			
20371521	天使效果-折纸-被动-位置15-效果2-等级1	自身生命值低于25%时，立即恢复10%生命，触发间隔60s	0	1	1			1	1		1	52	3	1	1	1000										1			0	1		3	1					1	2																			
20371611	天使效果-折纸-被动-位置16-效果1-等级1	对精灵类型目标伤害加成+30%	1	3	1			1	1		1	654	1				3000									1			-1	-1		2	1					1	1																			
20430111	天使buff-四糸乃-S技能-位置1-效果1-等级1	极寒领域领域减速效果增加到25%	0	3	1			4	1		1	11	3	11	1	-2500										1			1000	-1		2	1					1	1																			
20430112	天使buff-四糸乃-S技能-位置1-效果1-等级2	极寒领域领域减速效果增加到30%	0	3	1			4	1		1	11	3	11	1	-3000										1			1000	-1		2	1					1	1																			
20430113	天使buff-四糸乃-S技能-位置1-效果1-等级3	极寒领域领域减速效果增加到35%	0	3	1			4	1		1	11	3	11	1	-3500										1			1000	-1		2	1					1	1																			
20430114	天使buff-四糸乃-S技能-位置1-效果1-等级4	极寒领域领域减速效果增加到40%	0	3	1			4	1		1	11	3	11	1	-4000										1			1000	-1		2	1					1	1																			
20430311	天使buff-四糸乃-S技能-位置3-效果1-等级1	S技能造成伤害后，减少目标6%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-600										1			6000	-1		2	1					1	1																			
20430312	天使buff-四糸乃-S技能-位置3-效果1-等级2	S技能造成伤害后，减少目标9%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-900										1			6000	-1		2	1					1	1																			
20430313	天使buff-四糸乃-S技能-位置3-效果1-等级3	S技能造成伤害后，减少目标12%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-1200										1			6000	-1		2	1					1	1																			
20430314	天使buff-四糸乃-S技能-位置3-效果1-等级4	S技能造成伤害后，减少目标15%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-1500										1			6000	-1		2	1					1	1																			
20430711	天使buff-四糸乃-S技能-位置1-效果1-等级1	陨石攻击会冰冻敌人	0	3	1			4	1		2									2						1			3000	-1		2	1					1	1																			
20470211	天使buff-四糸乃-被动-位置2-效果1-等级1	普攻施加寒颤的概率+30%	0	3	1			1	1		3											10410811	3000			1			-1	-1		2	1					1	1																			
20470311	天使buff-四糸乃-被动-位置3-效果1-等级1	击杀处于冻结状态的敌人时，在敌人位置释放冰雹特效	0	3	1			4	1	4	4										30262					1			0	1		3	1					1	2																			
20470411	天使buff-四糸乃-被动-位置4-效果1-等级1	普通攻击造成伤害时，对处于寒颤状态的敌人额外追加30%的伤害	0	3	1			4	1		1	52	3	2003	2	-3000		1	2							1			0	1		3	1					1	2																			
20470421	天使buff-四糸乃-被动-位置4-效果2-等级1	普通攻击造成伤害时，对处于冻结状态的敌人额外追加50%的伤害	0	3	1			4	1		1	52	3	2003	2	-5000		1	2							1			0	1		3	1					1	2																			
20470511	天使buff-四糸乃-被动-位置5-效果1-等级1	xx技能瞄准处于冻结的敌人时，增加35%的暴击率。	0	3	1			1	1		1	507	1				3500									3			0	1		3	1					1	1																			
20470521	天使buff-四糸乃-被动-位置5-效果2-等级1	xx技能瞄准处于冻结的敌人时，增加60%的暴击伤害。	0	3	1			1	1		1	509	1				6000									3			0	1		3	1					1	1																			
20470611	天使buff-四糸乃-被动-位置6-效果1-等级1	冰属性伤害加成+30%	1	3	1			1	1		1	602	1				3000									1			-1	-1		2	1					1	1																			
20470711	天使buff-四糸乃-被动-位置7-效果1-等级1	击杀敌人时有50%的概率立即恢复10%生命。	0	3	1			1	1		1	52	3	1	1	1000										1			0	1		3	1					1	2																			
20470811	天使buff-四糸乃-被动-位置8-效果1-等级1	xxx后，每秒恢复5%生命值，持续5s	1	1	1			1	1		1	52	3	1	1	500										2			5000	-1	1000	2	1					1	2																			
20470911	天使buff-四糸乃-被动-位置9-效果1-等级1	全体队友和自己增加100%生命恢复效率	1	3	1			7	5		1	515	1				10000									1			-1	-1		2	1					1	1																			
20471011	天使buff-四糸乃-被动-位置10-效果1-等级1	受到致命伤害时，释放冰冻自己的技能。触发间隔60s	0	3	1			1	1		2								2							1			5000	1		3	1					1	2																			
20471021	天使buff-四糸乃-被动-位置10-效果2-等级1	受到致命伤害时，每0.5秒恢复10%生命值，持续3s。触发间隔140s	1	1	1			1	1		1	52	3	1	1	1000										2			5000	-1	500	2	1					1	2																		1	icon/buff/7.png
20471111	天使buff-四糸乃-被动-位置11-效果1-等级1	全体队友和自己增加15%攻击	1	3	1			7	5		1	2	3	2	1	1500										1			-1	-1		2	1					1	1																			
20471121	天使buff-四糸乃-被动-位置11-效果2-等级1	全体队友和自己增加15%防御	1	3	1			7	5		1	3	3	3	1	1500										1			-1	-1		2	1					1	1																			
20471211	天使buff-四糸乃-被动-位置12—效果1-等级1	将每个精灵自带的登场有0%概率获得10%护盾值的概率增加到100%	1	3	1			7	5		3											6003	10000			1			-1	-1		2	1					1	2																			
20471311	天使buff-四糸乃-被动-位置13—效果1-等级1	xxxx后，每秒恢复3%生命值，持续8s（覆盖10470811）	1	1	1			1	1		1	52	3	1	1	300										2			8000	-1	1000	2	1					1	2																			
20471511	天使buff-四糸乃-被动-位置15—效果1-等级1	枚5秒恢复3点能量，场下不生效	0	3	1			1	1		1	56	1				3									2			-1	-1	5000	2	1					1	2																			
20510411	天使效果-狂三-普攻-位置4-效果1-等级1	普通攻击造成伤害时，有xx%几率将伤害值的10%转化为生命值。	0	3	1			1	1		1	52	2	2002	2	1000										1			0	1	0	3	1					1	2																			
20510911	天使效果-狂三-普攻-位置9-效果1-等级1	普通攻击命中时有xx%几率恢复1点能量	0	3	1			1	1		1	56	1				1									1			0	1	0	3	1					1	2																			
20520111	天使效果-狂三-F技能-位置1-效果1-等级1	使用F技能后，移动速度+10%，持续5s，不可叠加	0	1	1			1	1		1	11	2	11	1	1000										1			5000	-1	0	2	1					1	1																			
20520112	天使效果-狂三-F技能-位置1-效果1-等级2	使用F技能后，移动速度+20%，持续5s，不可叠加	0	1	1			1	1		1	11	2	11	1	2000										1			5000	-1	0	2	1					1	1																			
20520113	天使效果-狂三-F技能-位置1-效果1-等级3	使用F技能后，移动速度+30%，持续5s，不可叠加	0	1	1			1	1		1	11	2	11	1	3000										1			5000	-1	0	2	1					1	1																			
20520311	天使效果-狂三-F技能-位置3-效果1-等级1	使用F技能后，闪避率+20%，持续3s，不可叠加	0	1	1			1	1		1	506	1				2000									1			3000	-1	0	2	1					1	1																			
20520312	天使效果-狂三-F技能-位置3-效果1-等级2	使用F技能后，闪避率+40%，持续3s，不可叠加	0	1	1			1	1		1	506	1				4000									1			3000	-1	0	2	1					1	1																			
20520313	天使效果-狂三-F技能-位置3-效果1-等级3	使用F技能后，闪避率+60%，持续3s，不可叠加	0	1	1			1	1		1	506	1				6000									1			3000	-1	0	2	1					1	1																			
20530111	天使效果-狂三-S技能-位置1-效果1-等级1	造成伤害时，对浮空的敌人额外造成7%的伤害	0	3	1			4	1		1	52	3	2003	2	-700		1	8							1			0	1	0	3	1					1	2																			
20530112	天使效果-狂三-S技能-位置1-效果1-等级2	造成伤害时，对浮空的敌人额外造成13%的伤害	0	3	1			4	1		1	52	3	2003	2	-1300		1	8							1			0	1	0	3	1					1	2																			
20530113	天使效果-狂三-S技能-位置1-效果1-等级3	造成伤害时，对浮空的敌人额外造成20%的伤害	0	3	1			4	1		1	52	3	2003	2	-2000		1	8							1			0	1	0	3	1					1	2																			
20540611	天使效果-狂三-必杀技-位置6-效果1-等级1	必杀技命中时，会减少敌人3%的防御，持续5s，可叠加5次	0	2	1			4	1		1	3	3	3	1	-300										1			5000	-1	0	4	5					1	1																			
20540612	天使效果-狂三-必杀技-位置6-效果1-等级2	必杀技命中时，会减少敌人5%的防御，持续5s，可叠加5次	0	2	1			4	1		1	3	3	3	1	-500										1			5000	-1	0	4	5					1	1																			
20540613	天使效果-狂三-必杀技-位置6-效果1-等级3	必杀技命中时，会减少敌人8%的防御，持续5s，可叠加5次	0	2	1			4	1		1	3	3	3	1	-800										1			5000	-1	0	4	5					1	1																			
20540711	天使效果-狂三-必杀技-位置7-效果1-等级1	必杀技命中时恢复1%生命值	0	3	1			1	1		1	52	2	1	1	100										1			0	1	0	3	1					1	2																			
20540712	天使效果-狂三-必杀技-位置7-效果1-等级2	必杀技命中时恢复3%生命值	0	3	1			1	1		1	52	2	1	1	300										1			0	1	0	3	1					1	2																			
20540713	天使效果-狂三-必杀技-位置7-效果1-等级3	必杀技命中时恢复5%生命值	0	3	1			1	1		1	52	2	1	1	500										1			0	1	0	3	1					1	2																			
20570111	天使效果-狂三-被动-位置1-效果1-等级1	击杀敌人后恢复5点能量	0	3	1			1	1		1	56	1				5									1			0	1	0	3	1					1	2																			
20570211	天使效果-狂三-被动-位置2-效果1-等级1	暴击时，恢复2点能量	0	3	1			1	1		1	56	1				2									1			0	1	0	3	1					1	2																			
