id	角色名称	类型（1主角2配角）	角色ID	角色名称	模型组	时间	移动（AI1）	台词（AI2）	随机动作组（AI3）	出现概率	角色出现规则
319005	男学生1（路面）	2	430103		430103	50400-64800		1031901-1031902-1031903		50	2-50-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
319006	男学生1（路面）	2	430103		430103	64800-75600		1031901-1031902-1031903		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
319007	男学生1（路面）	2	430103		430103	75600-86400		1031901-1031902-1031903		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320001	女学生1（路面）	2	430104		430104	0-18000		1032001-1032002-1032003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320002	女学生1（路面）	2	430104		430104	18000-32400		1032001-1032002-1032003		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320003	女学生1（路面）	2	430104		430104	32400-43200		1032001-1032002-1032003		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320004	女学生1（路面）	2	430104		430104	43200-50400		1032001-1032002-1032003		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320005	女学生1（路面）	2	430104		430104	50400-64800		1032001-1032002-1032003		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320006	女学生1（路面）	2	430104		430104	64800-75600		1032001-1032002-1032003		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
320007	女学生1（路面）	2	430104		430104	75600-86400		1032001-1032002-1032003		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401001	女职员（超市顾客）白天	2	430102		430102	0-18000		1040101-1040102-1040103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401002	女职员（超市顾客）白天	2	430102		430102	18000-32400		1040101-1040102-1040103		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-10-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401003	女职员（超市顾客）白天	2	430102		430102	32400-43200		1040101-1040102-1040103		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-30-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401004	女职员（超市顾客）白天	2	430102		430102	43200-50400		1040101-1040102-1040103		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-20-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401005	女职员（超市顾客）白天	2	430102		430102	50400-64800		1040101-1040102-1040103		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-40-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401006	女职员（超市顾客）白天	2	430102		430102	64800-75600		1040101-1040102-1040103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
401007	女职员（超市顾客）白天	2	430102		430102	75600-86400		1040101-1040102-1040103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
402001	女学生（图书馆顾客）白天	2	430104		430104	0-18000		1040201-1040202-1040203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
402002	女学生（图书馆顾客）白天	2	430104		430104	18000-32400		1040201-1040202-1040203		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-30-208-0-206-0-207-0-112-0-101-0
402003	女学生（图书馆顾客）白天	2	430104		430104	32400-43200		1040201-1040202-1040203		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-20-208-0-206-0-207-0-112-0-101-0
402004	女学生（图书馆顾客）白天	2	430104		430104	43200-50400		1040201-1040202-1040203		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-10-208-0-206-0-207-0-112-0-101-0
402005	女学生（图书馆顾客）白天	2	430104		430104	50400-64800		1040201-1040202-1040203		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-50-208-0-206-0-207-0-112-0-101-0
402006	女学生（图书馆顾客）白天	2	430104		430104	64800-75600		1040201-1040202-1040203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
402007	女学生（图书馆顾客）白天	2	430104		430104	75600-86400		1040201-1040202-1040203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403001	男学生（学校1F顾客）白天	2	430103		430103	0-18000		1040301-1040302-1040303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403002	男学生（学校1F顾客）白天	2	430103		430103	18000-32400		1040301-1040302-1040303		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-20-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403003	男学生（学校1F顾客）白天	2	430103		430103	32400-43200		1040301-1040302-1040303		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-60-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403004	男学生（学校1F顾客）白天	2	430103		430103	43200-50400		1040301-1040302-1040303		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-20-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403005	男学生（学校1F顾客）白天	2	430103		430103	50400-64800		1040301-1040302-1040303		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-40-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403006	男学生（学校1F顾客）白天	2	430103		430103	64800-75600		1040301-1040302-1040303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
403007	男学生（学校1F顾客）白天	2	430103		430103	75600-86400		1040301-1040302-1040303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404001	女学生（学校1F顾客）白天	2	430104		430104	0-18000		1040401-1040402-1040403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404002	女学生（学校1F顾客）白天	2	430104		430104	18000-32400		1040401-1040402-1040403		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-30-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404003	女学生（学校1F顾客）白天	2	430104		430104	32400-43200		1040401-1040402-1040403		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-50-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404004	女学生（学校1F顾客）白天	2	430104		430104	43200-50400		1040401-1040402-1040403		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-30-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404005	女学生（学校1F顾客）白天	2	430104		430104	50400-64800		1040401-1040402-1040403		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-30-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404006	女学生（学校1F顾客）白天	2	430104		430104	64800-75600		1040401-1040402-1040403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
404007	女学生（学校1F顾客）白天	2	430104		430104	75600-86400		1040401-1040402-1040403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
405001	男学生（学校2F顾客）白天	2	430103		430103	0-18000		1040501-1040502-1040503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
405002	男学生（学校2F顾客）白天	2	430103		430103	18000-32400		1040501-1040502-1040503		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-30-202-0-208-0-206-0-207-0-112-0-101-0
405003	男学生（学校2F顾客）白天	2	430103		430103	32400-43200		1040501-1040502-1040503		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-50-202-0-208-0-206-0-207-0-112-0-101-0
405004	男学生（学校2F顾客）白天	2	430103		430103	43200-50400		1040501-1040502-1040503		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-30-202-0-208-0-206-0-207-0-112-0-101-0
405005	男学生（学校2F顾客）白天	2	430103		430103	50400-64800		1040501-1040502-1040503		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-40-202-0-208-0-206-0-207-0-112-0-101-0
405006	男学生（学校2F顾客）白天	2	430103		430103	64800-75600		1040501-1040502-1040503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
405007	男学生（学校2F顾客）白天	2	430103		430103	75600-86400		1040501-1040502-1040503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
406001	女学生（学校2F顾客）白天	2	430104		430104	0-18000		1040601-1040602-1040603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
406002	女学生（学校2F顾客）白天	2	430104		430104	18000-32400		1040601-1040602-1040603		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-40-202-0-208-0-206-0-207-0-112-0-101-0
406003	女学生（学校2F顾客）白天	2	430104		430104	32400-43200		1040601-1040602-1040603		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-40-202-0-208-0-206-0-207-0-112-0-101-0
406004	女学生（学校2F顾客）白天	2	430104		430104	43200-50400		1040601-1040602-1040603		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-20-202-0-208-0-206-0-207-0-112-0-101-0
406005	女学生（学校2F顾客）白天	2	430104		430104	50400-64800		1040601-1040602-1040603		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-30-202-0-208-0-206-0-207-0-112-0-101-0
406006	女学生（学校2F顾客）白天	2	430104		430104	64800-75600		1040601-1040602-1040603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
406007	女学生（学校2F顾客）白天	2	430104		430104	75600-86400		1040601-1040602-1040603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407001	男学生（体育馆顾客）白天	2	430103		430103	0-18000		1040701-1040702-1040703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407002	男学生（体育馆顾客）白天	2	430103		430103	18000-32400		1040701-1040702-1040703		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-10-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407003	男学生（体育馆顾客）白天	2	430103		430103	32400-43200		1040701-1040702-1040703		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-30-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407004	男学生（体育馆顾客）白天	2	430103		430103	43200-50400		1040701-1040702-1040703		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-20-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407005	男学生（体育馆顾客）白天	2	430103		430103	50400-64800		1040701-1040702-1040703		70	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-70-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407006	男学生（体育馆顾客）白天	2	430103		430103	64800-75600		1040701-1040702-1040703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
407007	男学生（体育馆顾客）白天	2	430103		430103	75600-86400		1040701-1040702-1040703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408001	女学生（体育馆顾客）白天	2	430104		430104	0-18000		1040801-1040802-1040803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408002	女学生（体育馆顾客）白天	2	430104		430104	18000-32400		1040801-1040802-1040803		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-10-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408003	女学生（体育馆顾客）白天	2	430104		430104	32400-43200		1040801-1040802-1040803		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-20-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408004	女学生（体育馆顾客）白天	2	430104		430104	43200-50400		1040801-1040802-1040803		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-20-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408005	女学生（体育馆顾客）白天	2	430104		430104	50400-64800		1040801-1040802-1040803		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-60-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408006	女学生（体育馆顾客）白天	2	430104		430104	64800-75600		1040801-1040802-1040803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
408007	女学生（体育馆顾客）白天	2	430104		430104	75600-86400		1040801-1040802-1040803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
409001	男职员（公园顾客）白天	2	430101		430101	0-18000		1040901-1040902-1040903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
409002	男职员（公园顾客）白天	2	430101		430101	18000-32400		1040901-1040902-1040903		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-20-207-0-112-0-101-0
409003	男职员（公园顾客）白天	2	430101		430101	32400-43200		1040901-1040902-1040903		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-40-207-0-112-0-101-0
409004	男职员（公园顾客）白天	2	430101		430101	43200-50400		1040901-1040902-1040903		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-20-207-0-112-0-101-0
409005	男职员（公园顾客）白天	2	430101		430101	50400-64800		1040901-1040902-1040903		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-40-207-0-112-0-101-0
409006	男职员（公园顾客）白天	2	430101		430101	64800-75600		1040901-1040902-1040903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
409007	男职员（公园顾客）白天	2	430101		430101	75600-86400		1040901-1040902-1040903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
410001	男学生（游乐场顾客）白天	2	430103		430103	0-18000		1041001-1041002-1041003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
410002	男学生（游乐场顾客）白天	2	430103		430103	18000-32400		1041001-1041002-1041003		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-10-206-0-207-0-112-0-101-0
410003	男学生（游乐场顾客）白天	2	430103		430103	32400-43200		1041001-1041002-1041003		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-30-206-0-207-0-112-0-101-0
410004	男学生（游乐场顾客）白天	2	430103		430103	43200-50400		1041001-1041002-1041003		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-20-206-0-207-0-112-0-101-0
410005	男学生（游乐场顾客）白天	2	430103		430103	50400-64800		1041001-1041002-1041003		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-50-206-0-207-0-112-0-101-0
410006	男学生（游乐场顾客）白天	2	430103		430103	64800-75600		1041001-1041002-1041003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
410007	男学生（游乐场顾客）白天	2	430103		430103	75600-86400		1041001-1041002-1041003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
411001	女学生（游乐场顾客）白天	2	430104		430104	0-18000		1041101-1041102-1041103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
411002	女学生（游乐场顾客）白天	2	430104		430104	18000-32400		1041101-1041102-1041103		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-20-206-0-207-0-112-0-101-0
411003	女学生（游乐场顾客）白天	2	430104		430104	32400-43200		1041101-1041102-1041103		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-20-206-0-207-0-112-0-101-0
411004	女学生（游乐场顾客）白天	2	430104		430104	43200-50400		1041101-1041102-1041103		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-30-206-0-207-0-112-0-101-0
411005	女学生（游乐场顾客）白天	2	430104		430104	50400-64800		1041101-1041102-1041103		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-40-206-0-207-0-112-0-101-0
411006	女学生（游乐场顾客）白天	2	430104		430104	64800-75600		1041101-1041102-1041103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
411007	女学生（游乐场顾客）白天	2	430104		430104	75600-86400		1041101-1041102-1041103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
412001	女职员（度假沙滩顾客）	2	430102		430102	0-18000		1041201-1041202-1041203		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-30-101-0
412002	女职员（度假沙滩顾客）	2	430102		430102	18000-32400		1041201-1041202-1041203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
412003	女职员（度假沙滩顾客）	2	430102		430102	32400-43200		1041201-1041202-1041203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
412004	女职员（度假沙滩顾客）	2	430102		430102	43200-50400		1041201-1041202-1041203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
412005	女职员（度假沙滩顾客）	2	430102		430102	50400-64800		1041201-1041202-1041203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
412006	女职员（度假沙滩顾客）	2	430102		430102	64800-75600		1041201-1041202-1041203		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-60-101-0
412007	女职员（度假沙滩顾客）	2	430102		430102	75600-86400		1041201-1041202-1041203		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-40-101-0
413001	男职员（度假沙滩顾客）	2	430101		430101	0-18000		1041301-1041302-1041303		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-20-101-0
413002	男职员（度假沙滩顾客）	2	430101		430101	18000-32400		1041301-1041302-1041303		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-10-101-0
413003	男职员（度假沙滩顾客）	2	430101		430101	32400-43200		1041301-1041302-1041303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
413004	男职员（度假沙滩顾客）	2	430101		430101	43200-50400		1041301-1041302-1041303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
413005	男职员（度假沙滩顾客）	2	430101		430101	50400-64800		1041301-1041302-1041303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
413006	男职员（度假沙滩顾客）	2	430101		430101	64800-75600		1041301-1041302-1041303		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-50-101-0
413007	男职员（度假沙滩顾客）	2	430101		430101	75600-86400		1041301-1041302-1041303		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-50-101-0
414001	男职员（超市顾客）	2	430101		430101	0-18000		1041401-1041402-1041403		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-30-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
414002	男职员（超市顾客）	2	430101		430101	18000-32400		1041401-1041402-1041403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
414003	男职员（超市顾客）	2	430101		430101	32400-43200		1041401-1041402-1041403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
414004	男职员（超市顾客）	2	430101		430101	43200-50400		1041401-1041402-1041403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
414005	男职员（超市顾客）	2	430101		430101	50400-64800		1041401-1041402-1041403		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
414006	男职员（超市顾客）	2	430101		430101	64800-75600		1041401-1041402-1041403		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-40-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
414007	男职员（超市顾客）	2	430101		430101	75600-86400		1041401-1041402-1041403		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-40-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
