	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效路径	特效动画	循环特效路径	循环特效动画	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	自动下一句	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
29100007	2104002	2	{}		100		我伸了一个懒腰，懒洋洋回复着。	1	{}			{}	{}					29100008											{}											{}	1.2										{}	1.2			1	1								1		{}																{}	{}					{}	{}		{}		
29100008	2104002	2	{}		100	五河琴里	「谁说没有！任务来了哦。」	1	{}			{}	{}					29100009											{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}																{}	{}					{}	{}		{}		
29100009	2104002	2	{}		100	1	「可是我……我正在做饭啊。」	1	{}			{}	{}					29100010											{}											{}	1.2										{}	1.2			1	1								1		{}																{}	{}					{}	{}		{}		
29100010	2104002	2	{}		100	五河琴里	「听着，我们发现狂三最近频繁出现在商业街。」	1	{}			{}	{}					29100011											{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}																{}	{}					{}	{}		{}		
29100011	2104002	2	{}		100	1	「所以……」	1	{}			{}	{}					29100012											{}											{}	1.2										{}	1.2			1	1								1		{}																{}	{}					{}	{}		{}		
29100012	2104002	2	{}		100	五河琴里	「你去打听她的目的！」	1	{}			{}	{}					29101101-29101201-29101301	5										{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}																{}	{}					{}	{}		{}		
29101101	2104002	2	{}		100		「能和狂三见面当然要去。」	1	{}			{}	{}					29101102											{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua					scene/bg/bg_keting.png			1		{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
29101201	2104002	2	{}		100		「不去，想在家里做饭。」	1	{}			{}	{}					29101202											{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua					scene/bg/bg_keting.png			1		{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
29101301	2104002	2	{}		100		「女孩子去商业街买东西不是很正常吗？」	1	{}			{}	{}					29101302											{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua					scene/bg/bg_keting.png			1		{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
29101102	2104002	2	{}		100	1	「我要怎么做？」	1	{}			{}	{}					29101103	3										{}											{}	1.2										{}	1.2			1	1								1		{}																{}	{}					{}	{}		{}		
29101103	2104002	2	{}		100	五河琴里	「我会给你制造一场“偶遇”，你去和狂三约会，然后……」	1	{}			{}	{}					29101104	2										{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}																{}	{}					{}	{}		{}		
29101104	2104002	2	{}		100	1	「约会是次要的，主要是打探到她的目的对不对？」	1	{}			{}	{}					29101105											{}											{}	1.2										{}	1.2			1	1								1		{}																{}	{}					{}	{}		{}		
29101105	2104002	2	{}		100	五河琴里	「完全正确，快！我把你传输到指定地点！」	1	{}			{}	{}					29101106											{}											{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}																{}	{}					{}	{}		{}		
29101106	2104002	2	{}		100	1	「等等……等一下……我……」	1	{}			{}	{}					1029101107											{}											{}	1.2										{}	1.2			1	1								1		{}																{}	{}					{}	{}		{}		
1029101107	2104002		{}					1	{}			{}	{}					29101107											{}											{}											{}										scene/bg/bg_gouwuzhongxin.png	2		1	-1	{}																{}	{}					{}	{}		{}		
29101107	2104002	2	{}		100		琴里显然没有在意我的反对，等我回过神来，已经身处商业中心了。	1	{}			{}	{}					29101108											{}											{}	1.2										{}	1.2												1		{}																{}	{}					{}	{}		{}		
29101108	2104002	2	{}		100	时崎狂三	「哎？ %s 同学？」	1	{}			{}	{}					29101109		10404			id_pose_5		id_look_8	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101109	2104002	2	{}		100		狂三正好转过街角，看见我愣在人行道上。	1	{}			{}	{}					29101110		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101110	2104002	2	{}		100	1	「啊啊啊啊……狂三？你怎么会在这……哈哈真是好巧啊。」	1	{}			{}	{}					29101111		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101111	2104002	2	{}		100		我摸摸后脑，紧张地和她打招呼。	1	{}			{}	{}					29101112		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101112	2104002	2	{}		100		狂三微微一个鞠躬。	1	{}			{}	{}					29101113		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101113	2104002	2	{}		100	时崎狂三	「贵安哦， %s 同学。」	1	{}			{}	{}					29101114		1			id_pose_6		id_look_5			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101114	2104002	2	{}		100	1	「嗯啊……不用这么客气哈哈哈，那个……狂三……」	1	{}			{}	{}					29101115		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101115	2104002	2	{}		100		我思考着要怎么邀请她一起约会。	1	{}			{}	{}					29101116		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101116	2104002	2	{}		100	时崎狂三	「是……有什么我能帮上忙的吗？」	1	{}			{}	{}					29101117		1			id_pose_7		id_look_6	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101117	2104002	2	{}		100		看到狂三笑得很温柔，我不禁挠了挠头，终于鼓起勇气邀请她。	1	{}			{}	{}					29101118		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101118	2104002	2	{}		100	1	「那个……我们可以一起逛一会儿街吗？」	1	{}			{}	{}					29101119		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101119	2104002	2	{}		100	时崎狂三	「啊啦~ %s 同学的邀请……当然可以啊。我们去哪里呢？」	1	{}			{}	{}					29201101		1			id_pose_7		id_look_3	103_eff	id_idea	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29101202	2104002	2	{}		100	五河琴里	「别忘了她是[精灵]，常出现在一个地方一定有问题。」	1	{}			{}	{}					29101203	3	1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
29101203	2104002	2	{}		100	1	「好吧……」	1	{}			{}	{}					29101103		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
29101302	2104002	2	{}		100		我仿佛听到了琴里牙齿摩擦棒棒糖的声音。	1	{}			{}	{}					29101303	3	1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
29101303	2104002	2	{}		100	五河琴里	「你把你刚刚说的话……再说一遍试试？」	1	{}			{}	{}					29101304		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
29101304	2104002	2	{}		100	1	「我去！马上去！」	1	{}			{}	{}					29101103		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
29201101	2104002	2	{}		100		「去最近的玩偶店吧。」	1	{}			{}	{}					29201102	6	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_gouwuzhongxin.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
29201201	2104002	2	{}		100		「去花店选一些花好吗？」	1	{}			{}	{}					29201102	7	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_gouwuzhongxin.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
29201301	2104002	2	{}		100		「这边的饰品店听说不错哦。」	1	{}			{}	{}					29201102	7	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_gouwuzhongxin.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
29201102	2104002	2	{}		100	时崎狂三	「可以哦~ %s 同学决定就好。」	1	{}			{}	{}					29201103	2	1			id_pose_6		id_look_5	103_eff	id_idea	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201103	2104002	2	{}		100		我和狂三并排走在繁华的商业街上。	1	{}			{}	{}					29201104		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201104	2104002	2	{}		100		因为是周末，阳光明媚，所以街上有很多行人。	1	{}			{}	{}					29201105		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201105	2104002	2	{}		100	1	「狂三常来这边商业中心逛街吗？」	1	{}			{}	{}					29201106		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201106	2104002	2	{}		100		狂三摇了摇头。	1	{}			{}	{}					29201107		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201107	2104002	2	{}		100	时崎狂三	「并没有哦，我对这边不是很熟悉。」	1	{}			{}	{}					29201108		1			id_pose_12		id_look_1			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201108	2104002	2	{}		100		狂三的回答和琴里的情报有出入。	1	{}			{}	{}					29201109		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201109	2104002	2	{}		100		我摸了摸口袋，发现耳机居然忘在了家里……	1	{}			{}	{}					29201110		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201110	2104002	2	{}		100		真是糟糕。	1	{}			{}	{}					29201111		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29201111	2104002	2	{}		100		我看了看熙熙攘攘的人群，总觉得自己应该主动做点什么。	1	{}			{}	{}					29301101-29301201	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301101	2104002	2	{}		100		「狂三，我能牵你的手吗？」	1	{}			{}	{}					29301102	1	10404			id_pose_5		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_gouwuzhongxin.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
29301201	2104002	2	{}		100		「狂三，挽着我，小心迷路。」	1	{}			{}	{}					29301202	1	10404			id_pose_5		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_gouwuzhongxin.png			1	-1	{}	sound/bgm/date_002.mp3									5	1					{}	{}					{}	{}		{}		
29301102	2104002	2	{}		100	时崎狂三	「啊啦啊啦~可以啊。」	1	{}			{}	{}					29301103		1			id_pose_12		id_look_5			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301103	2104002	2	{}		100		狂三主动握住了我的手。	1	{}			{}	{}					29301104		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301104	2104002	2	{}		100	时崎狂三	「话说， %s 同学，今天为什么在这里呢？」	1	{}			{}	{}					29301105	2	1			id_pose_12		id_look_1	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301105	2104002	2	{}		100	1	「哎？我……我吗？……那个……我是来这边超市买东西的。」	1	{}			{}	{}					29301106		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301106	2104002	2	{}		100	时崎狂三	「是这样啊？」	1	{}			{}	{}					29301107		1			id_pose_9		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301107	2104002	2	{}		100	1	「不过很可惜……我需要的东西正好卖光了。」	1	{}			{}	{}					29301108		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301108	2104002	2	{}		100		我尴尬地笑了笑。	1	{}			{}	{}					29301109		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301109	2104002	2	{}		100	时崎狂三	「是这样吗？真的很遗憾啊。」	1	{}			{}	{}					29301110		1			id_pose_3		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301110	2104002	2	{}		100	1	「不过能遇到狂三真是凑巧啊！」	1	{}			{}	{}					29301111		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301111	2104002	2	{}		100	时崎狂三	「是啊，没想到会在这里遇到 %s 君。」	1	{}			{}	{}					29301112		1			id_pose_9		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301112	2104002	2	{}		100		狂三好像没有发现我们的“偶遇”有问题，我放心一些了。	1	{}			{}	{}					1029301113		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
1029301113	2104002		{}					1	{}			{}	{}					29301113											{}											{}											{}										scene/bg/bg_wanoudian1.png	2		1	-1	{}																{}	{}					{}	{}		{}		
29301113	2104002	2	{}		100		我推开玩偶店的门，风铃清脆作响。	1	{}			{}	{}					29301114		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301114	2104002	2	{}		100		可爱的玩偶们像是在迎接客人，仿佛都看着我们进来的方向。	1	{}			{}	{}					29301115		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301115	2104002	2	{}		100	时崎狂三	「啊啦啊啦~这里有好多玩偶啊。」	1	{}			{}	{}					29301116		1			id_pose_5		id_look_8	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301116	2104002	2	{}		100		狂三兴奋地抬头扫视店里各种各样的玩偶。	1	{}			{}	{}					29401101-29401201	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301202	2104002	2	{}		100	时崎狂三	「嗯， %s 同学……真是细心啊。」	1	{}			{}	{}					29301203		1			id_pose_9		id_look_11	103_eff	id_sun	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301203	2104002	2	{}		100		我挠挠头，有些不好意思。	1	{}			{}	{}					29301204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29301204	2104002	2	{}		100	时崎狂三	「我……会一直跟随 %s 同学的。」	1	{}			{}	{}					29301104		1			id_pose_6		id_look_11	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401101	2104002	2	{}		100		「狂三选一个喜欢的玩偶吧。」	1	{}			{}	{}					29401102	1	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_wanoudian1.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
29401201	2104002	2	{}		100		「全部带回家吧！」	1	{}			{}	{}					29401202	1	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_wanoudian1.png			1	-1	{}	sound/bgm/date_002.mp3									5	1					{}	{}					{}	{}		{}		
29401102	2104002	2	{}		100	时崎狂三	「真的吗？」	1	{}			{}	{}					29401103		1			id_pose_5		id_look_8			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401103	2104002	2	{}		100	1	「当然是真的。」	1	{}			{}	{}					29401104		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401104	2104002	2	{}		100	时崎狂三	「我最近……正好需要一个搭配洋装的玩偶呢。」	1	{}			{}	{}					29401105		1			id_pose_7		id_look_6			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401105	2104002	2	{}		100	1	「是吗？那真是太凑巧了，狂三快选一个吧。」	1	{}			{}	{}					29401106		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401106	2104002	2	{}		100		狂三低下头，有些害羞地问我	1	{}			{}	{}					29401107		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401107	2104002	2	{}		100	时崎狂三	「可以……帮我挑吗？」	1	{}			{}	{}					29401108		1			id_pose_6		id_look_5	103_eff	id_sun	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401108	2104002	2	{}		100	1	「当然可以，狂三的洋装是什么颜色的呢？」	1	{}			{}	{}					29401109		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401109	2104002	2	{}		100	时崎狂三	「是黑色的洋装。」	1	{}			{}	{}					29401110		1			id_pose_7		id_look_3			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401110	2104002	2	{}		100	1	「那应该很好搭配……棕色或者红色的玩偶可以吗？」	1	{}			{}	{}					29401111		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401111	2104002	2	{}		100	时崎狂三	「可以哦~我们看看店里有什么吧。」	1	{}			{}	{}					29401112		1			id_pose_6		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401112	2104002	2	{}		100		橱窗里和货柜上全是玩偶，我看得眼睛都花了。	1	{}			{}	{}					29401113		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401113	2104002	2	{}		100		给狂三推荐一个什么样的玩偶呢？	1	{}			{}	{}					29501101-29501201-29501301	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401202	2104002	2	{}		100	时崎狂三	「哎？都带回家吗？」	1	{}			{}	{}					29401203		1			id_pose_12		id_look_6	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401203	2104002	2	{}		100		狂三的食指放在下巴，犹豫了一会儿。	1	{}			{}	{}					29401204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401204	2104002	2	{}		100	时崎狂三	「但是……家里快放不下了，还是选一两个可爱的就好。」	1	{}			{}	{}					29401205		1			id_pose_3		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401205	2104002	2	{}		100	1	「嗯啊，狂三有特别喜欢的玩偶吗？」	1	{}			{}	{}					29401206		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401206	2104002	2	{}		100	时崎狂三	「没有哦， %s 同学，可以帮我挑吗？」	1	{}			{}	{}					29401207		1			id_pose_12		id_look_5			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401207	2104002	2	{}		100	1	「嗯，可以啊……狂三想挑一个什么样的玩偶呢？」	1	{}			{}	{}					29401208		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401208	2104002	2	{}		100	时崎狂三	「可爱的吧，想要这个玩偶店里，最可爱的玩偶。」	1	{}			{}	{}					29401209		1			id_pose_9		id_look_11	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401209	2104002	2	{}		100	1	「最可爱……最可爱的吗？」	1	{}			{}	{}					29401210		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29401210	2104002	2	{}		100		我在玩偶店里转了一圈，眼睛扫过各类玩偶。	1	{}			{}	{}					29502101-29502201	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501101	2104002	2	{}		100		玻璃柜里的章鱼宝宝。	1	{}			{}	{}					29501102	1	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_wanoudian1.png			1	-1	{}	sound/bgm/date_002.mp3									-5	1					{}	{}					{}	{}		{}		
29501201	2104002	2	{}		100		门口拿糖果盒子的兔子。	1	{}			{}	{}					29501202	1	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_wanoudian1.png			1	-1	{}	sound/bgm/date_002.mp3									5	1					{}	{}					{}	{}		{}		
29501301	2104002	2	{}		100		戴头巾的猫妈妈。	1	{}			{}	{}					29501302	1	10404			id_pose_5		id_look_11			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_wanoudian1.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
29501102	2104002	2	{}		100	时崎狂三	「看起来很别致的玩偶，章鱼造型很少见呢。」	1	{}			{}	{}					29501103		1			id_pose_6		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501103	2104002	2	{}		100	1	「是啊，我去把他从玻璃柜里拿出来好不好？」	1	{}			{}	{}					29501104		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501104	2104002	2	{}		100	时崎狂三	「那就拜托啦。」	1	{}			{}	{}					29501105		1			id_pose_9		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501105	2104002	2	{}		100		我小心翼翼打开玻璃柜，将手伸向章鱼玩偶。	1	{}			{}	{}					1029501106		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
1029501106	2104002		{}					1	{}			{}	{}					29501106											{}											{}											{}										scene/bg/bg_wanoudian2.png	2		1	-1	{}																{}	{}					{}	{}		{}		
29501106	2104002	2	{}		100		……玻璃柜震动了一下，灯光随之暗了下来	1	{}			{}	{}					29501107		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501107	2104002	2	{}		100	1	「地震了么？」	1	{}			{}	{}					29501108		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501108	2104002	2	{}		100		突然，我感觉到手上似乎有什么东西。	1	{}			{}	{}					29501109		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501109	2104002	2	{}		100	1	「啊啊啊啊！怎么回事！！！」	1	{}			{}	{}					29501110		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501110	2104002	2	{}		100		章鱼玩偶的触手死死缠住我的手腕。	1	{}			{}	{}					29501111		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501111	2104002	2	{}		100		听见我大声呼喊，狂三好奇地看了过来。	1	{}			{}	{}					29501112		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501112	2104002	2	{}		100	时崎狂三	「怎么了？」	1	{}			{}	{}					29501113		1			id_pose_12		id_look_1	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501113	2104002	2	{}		100		章鱼顺着我的手向外爬，我急忙想关上玻璃柜。	1	{}			{}	{}					29501114		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501114	2104002	2	{}		100	1	「我我我……我也不知道怎么了。快走狂三！」	1	{}			{}	{}					29501115		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501115	2104002	2	{}		100		我用力挣脱章鱼的桎梏。	1	{}			{}	{}					29501116		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501116	2104002	2	{}		100	1	「那只章鱼！！它……它……它！！！突然活了！还抓着我的手！」	1	{}			{}	{}					29501117		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
29501117	2104002	2	{}		100	时崎狂三	「哎？ %s 同学你在说什么啊？」	1	{}			{}	{}					29501118		1			id_pose_5		id_look_8	103_eff	id_sweat	2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
29501118	2104002	2	{}		100		狂三一头雾水地跟在我后面。	1	{}			{}	{}					29501119		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
29501119	2104002	2	{}		100		刚冲到玩偶店门口，右脚突然被章鱼触手拉住。	1	{}			{}	{}					29501120		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
29501120	2104002	2	{}		100	1	「可恶！到底是怎么回事！」	1	{}			{}	{}					29601101-29601201	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501202	2104002	2	{}		100	时崎狂三	「哎？这只兔子吗？看起来好可爱。」	1	{}			{}	{}					29501203		1			id_pose_9		id_look_11	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501203	2104002	2	{}		100	1	「是啊，毛茸茸的，很柔软的样子。」	1	{}			{}	{}					29501204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501204	2104002	2	{}		100		我从兔子手上的罐子里取出一颗红色的糖果递给狂三。	1	{}			{}	{}					29501205		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501205	2104002	2	{}		100	1	「放在罐子里的糖果是可以吃的哦。」	1	{}			{}	{}					29501206		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501206	2104002	2	{}		100		狂三俯身含住了糖果。	1	{}			{}	{}					29501207		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
29501207	2104002	2	{}		100	时崎狂三	「谢谢款待………………好甜啊~」	1	{}			{}	{}					29501208		1			id_pose_6		id_look_5	103_eff	id_sun	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
