特效ID	技能ID	技能名字	伤害类型（1普攻、2技能1、3技能2、4出场、6大招、7觉醒）	1=物理伤害,2=冰属性,3=火属性,4=风属性,5=电属性,6=毒素,7=光属性,8=暗属性,9=精神	是否计算伤害命中	伤害比例	觉醒值获得	角色能量获得	命中停顿	命中音效（配置hitMusic中的ID）	不需要命中的触发BUFF	伤害触发触发BUFF	受击角色抖动次数	屏幕震动选择（0或不填为无视是否命中都会抖动。1为命中抖动）	屏幕震动(0不抖动1三角抖动2缩放)	屏幕抖动强度	屏幕抖动时间（三角抖动：单次移动的时间。缩放抖动：单次收缩的时间。单位毫秒）	抖动次数	震屏缓动（1开启缓动）	模糊时间（毫秒）	模糊程度（0为关闭，强度范围1~100）	非倒地状态是否受击	倒地目标是否受击	可否伤害倒地目标	buffer事件触发	位移方式（1角度更替位移，2平移叠加位移）	浮空角度	X轴平移距离	浮空平移速度	命中僵直	暴击率	暴击伤害	穿透率	对普通怪伤害加成	对精英怪伤害加成	对boss怪伤害加成	对人类伤害加成	对能量怪伤害加成	对机械怪伤害加成	对精灵伤害加成	命中率	目标减伤率	目标抗暴率	目标格挡率
10028	100710	美九-技能1-2级-爆炸牵引	2	9	1	0.8			0	1030106			1	1	1	14	30	2				1	0	1	0	1	85		650															
10029	100710	美九-技能1-3级-子弹	2	9	1	0.4			0	1030104			1	1	1	10	30	2				1	0	1	0	2		30	500															
10030	100710	美九-技能1-3级-循环	2	9	1	0.4			0	1030104			1	1	1	6	30	2				0	0	1	0	2		30	500															
10031	100710	美九-技能1-3级-爆炸牵引	2	9	1	0.8			0	1030106			1	1	1	14	30	2				1	0	1	0	1	85		650															
10041	100710	美九-技能2-0级-招式1	3	9	1	0.4			40	1030108			1	1	1	15	30	2				1	0	1	0	2		50	500															
10042	100710	美九-技能2-0级-招式2	3	9	1	0.4			40	1030108			1	1	1	16	30	2				1	0	1	0	2		50	500															
10043	100710	美九-技能2-0级-招式3	3	9	1	0.5			40	1030108			1	1	1	17	30	2				1	0	1	0	2		50	500															
10044	100710	美九-技能2-0级-招式4	3	9	1	0.7			70	1030109			1	1	2	18	30	2				1	0	1	0	1	85		650															
10045	100710	美九-技能2-1级-招式1	3	9	1	0.4			40	1030108			1	1	1	15	30	2				1	0	1	0	2		50	500															
10046	100710	美九-技能2-1级-招式2	3	9	1	0.4			40	1030108			1	1	1	16	30	2				1	0	1	0	2		50	500															
10047	100710	美九-技能2-1级-招式3	3	9	1	0.6			40	1030108			1	1	1	17	30	2				1	0	1	0	2		50	500															
10048	100710	美九-技能2-1级-招式4	3	9	1	0.8			70	1030109			1	1	2	18	30	2				1	0	1	0	1	85		650															
10049	100710	美九-技能2-2级-招式1	3	9	1	0.4			40	1030108			1	1	1	15	30	2				1	0	1	0	2		50	500															
10050	100710	美九-技能2-2级-招式2	3	9	1	0.4			40	1030108			1	1	1	16	30	2				1	0	1	0	2		50	500															
10051	100710	美九-技能2-2级-招式3	3	9	1	0.6			40	1030108			1	1	1	17	30	2				1	0	1	0	2		50	500															
10052	100710	美九-技能2-2级-招式4	3	9	1	0.8			70	1030109			1	1	2	18	30	2				1	0	1	0	1	85		650															
10053	100710	美九-技能2-2级-音符旋转	3	9	1	0.2			20	1030102			0	1	1	8	30	2				0	0	1	0																			
10054	100710	美九-技能2-3级-持续音符	3	9	1	0.05			0	1030101			0	1	1	6	30	2				0	0	1	0																			
10060	100710	美九-0级-必杀1	6	9	1	1.3			50	1030107			1	0	1	14	30	2				1	0	1	0	1	85	30	450															
10061	100710	美九-0级-必杀2	6	9	1	1.3			50	1030107			1	0	1	14	30	2				1	0	1	0	1	85	30	450															
10062	100710	美九-0级-必杀3	6	9	1	1.3			70	1030107			1	0	2	18	30	2				1	0	1	0	1	85	30	450															
10063	100710	美九-1级-必杀1	6	9	1	0.7			50	1030107			1	0	1	14	30	2				1	0	1	0	1	85	30	450															
10064	100710	美九-1级-必杀2	6	9	1	0.9			50	1030107			1	0	1	14	30	2				1	0	1	0	1	85	30	450															
10065	100710	美九-1级-必杀3	6	9	1	1			70	1030107			1	0	2	18	30	3	1			1	0	1	0	1	85	30	450															
10066	100710	美九-1级-必杀循环	6	9	1	0.16			0	1030101			0	0	1	6	30	2				0	0	1	0	2		30	500															
10067	100710	美九-2级-必杀1	6	9	1	0.8			50	1030107			1	0	1	14	30	2				1	0	1	0	1	85	30	450															
10068	100710	美九-2级-必杀2	6	9	1	1			50	1030107			1	0	1	16	30	2				1	0	1	0	1	85	30	450															
10069	100710	美九-2级-必杀3	6	9	1	1.2			70	1030107			1	0	2	20	30	3	1			1	0	1	0	1	85	30	450															
10070	100710	美九-2级-必杀循环	6	9	1	0.16			0	1030101			0	0	1	6	30	2				0	0	1	0	2		30	500															
10071	100710	美九-3级-必杀1	6	9	1	0.8			50	1030107			1	0	1	14	30	2				1	0	1	0	1	85	30	450															
10072	100710	美九-3级-必杀2	6	9	1	1			50	1030107			1	0	1	16	30	2				1	0	1	0	1	85	30	450															
10073	100710	美九-3级-必杀3	6	9	1	1.2			70	1030107			1	0	2	20	30	3	1			1	0	1	0	1	85	30	450															
10074	100710	美九-3级-必杀循环	6	9	1	0.16			0	1030101			0	0	1	6	30	2				0	0	1	0	2		30	500															
10075	100710	美九-3级-下落音符	6	9	1	0.1			60	1030103			1	0	1	12	30	2				1	0	1	0	1	85		400															
10080	100710	美九-觉醒	7	9	1	8			90	1030111			1	1	2	28	40	4	1			1	1	1	0	1	85		650															
10090	100710	美九-出场技	4	9	1	3			0	1030105			1	1	1	16	30	2				1	1	1	0	1	85		500															
10091	100330	美九-能量机制全屏伤害	1	9	1	1			30	1030108		6005	1	0	1	5	30	1		1000	20	0	0	1	0	2		20	400	-3000														
11001	100710	反转十香-普攻1	1	1	1	0.6	1	1	35	1010101			1	1	1	14	30	2				1	0	1	0	2		30	500															
11002	100710	反转十香-普攻2	1	1	1	0.8	2	1	35	1010101			1	1	1	16	30	2				1	0	1	0	2		30	500															
11003	100710	反转十香-普攻3	1	1	1	0.9	2	1	60	1010102			1	1	2	15	30	2				1	0	1	0	1	85		650															
11004	100710	反转十香-普攻4	1	1	1	1.1	4	2	50	1010101			1	1	1	17	30	2				1	0	1	0	1	85		400															
11005	100710	反转十香-普攻5	1	1	1	1.4	3	1	70	1010103			1	1	2	16	30	2				1	0	1	0	1	85		650															
11011	100710	反转十香-技能1-0级-快速闪击-连闪2	2	8	1	0.4			30	1010104			1	1	1	15	30	2				1	0	1	0	2		45	500															
11012	100710	反转十香-技能1-0级-快速闪击-转圈	2	8	1	1.5			60	1010105			1	1	1	15	30	2				1	0	1	0	1	85		550															
11013	100710	反转十香-技能1-1级-快速闪击-连闪2	2	8	1	0.5			30	1010104			1	1	1	15	30	2				1	0	1	0	2		45	500															
11014	100710	反转十香-技能1-1级-快速闪击-转圈	2	8	1	1			60	1010105			1	1	1	15	30	2				1	0	1	0	1	85		550															
11015	100710	反转十香-技能1-1级-快速闪击-后闪2	2	8	1	0.75			30	1010104			1	1	1	15	30	2				1	0	1	0	2		45	500															
11016	100710	反转十香-技能1-2级-快速闪击-连闪2	2	8	1	0.6			30	1010104			1	1	1	15	30	2				1	0	1	0	2		45	500															
11017	100710	反转十香-技能1-2级-快速闪击-转圈	2	8	1	1			60	1010105			1	1	1	15	30	2				1	0	1	0	1	85		550															
11018	100710	反转十香-技能1-2级-快速闪击-后闪2	2	8	1	0.9			30	1010104			1	1	1	15	30	2				1	0	1	0	2		45	500															
11019	100710	反转十香-技能1-2级-快速闪击-重劈收招	2	8	1	1.5			90	1010106			1	1	2	15	30	2				1	1	1	0	1	85		800															
11020	100710	反转十香-技能1-3级-快速闪击-连闪2	2	8	1	0.6			30	1010104			1	1	1	16	30	2				1	0	1	0	2		45	500															
11021	100710	反转十香-技能1-3级-快速闪击-转圈	2	8	1	1			60	1010105			1	1	1	16	30	2				1	0	1	0	1	85		550															
11022	100710	反转十香-技能1-3级-快速闪击-后闪2	2	8	1	0.9			30	1010104			1	1	1	16	30	2				1	0	1	0	2		45	500															
11023	100710	反转十香-技能1-3级-快速闪击-重劈收招	2	8	1	1.5			90	1010106			1	1	2	18	30	2				1	1	1	0	1	85		800															
11030	100710	反转十香-技能2-0级-重劈	3	1	1	1.1			40	1010103			1	1	1	16	30	2				1	0	1	0	1	80		500															
11031	100710	反转十香-技能2-0级-挑飞	3	1	1	1.5			70	1010106			1	1	2	14	30	2				1	0	1	0	1	85		800															
11032	100710	反转十香-技能2-1级-重劈	3	1	1	1			40	1010103			1	1	1	16	30	2				1	0	1	0	1	80		500															
11033	100710	反转十香-技能2-1级-横斩	3	1	1	1.3			30	1010102			1	1	1	15	30	2				1	0	1	0	2		45	500															
11034	100710	反转十香-技能2-1级-挑飞	3	1	1	1.5			70	1010106			1	1	2	15	30	2				1	0	1	0	1	85		800															
11035	100710	反转十香-技能2-2级-重劈	3	1	1	0.8			40	1010103			1	1	1	16	30	2				1	0	1	0	1	80		500															
11036	100710	反转十香-技能2-2级-横斩	3	1	1	1			30	1010102			1	1	1	14	30	2				1	0	1	0	2		45	500															
11037	100710	反转十香-技能2-2级-挑飞1	3	1	1	1.2			50	1010106			1	1	1	15	30	2				1	0	1	0	1	85		400															
11038	100710	反转十香-技能2-2级-挑飞2	3	1	1	1.5			70	1010106			1	1	2	16	30	2				1	0	1	0	1	85		800															
11039	100710	反转十香-技能2-3级-重劈up	3	1	1	0.8			40	1010103			1	1	1	14	30	2				1	0	1	0	1	80		500															
11040	100710	反转十香-技能2-3级-横斩	3	1	1	1.1			30	1010102			1	1	1	14	30	2				1	0	1	0	2		45	500															
11041	100710	反转十香-技能2-3级-挑飞1	3	1	1	1.4			50	1010106			1	1	1	16	30	2				1	0	1	0	1	85		400															
11042	100710	反转十香-技能2-3级-挑飞2	3	1	1	1.7			70	1010106			1	1	2	18	30	3	1			1	0	1	0	1	85		800															
11050	100710	反转十香-必杀-0级-闪斩	6	8	1	1.5			30	1010104			1	0	1	14	30	2				1	0	1	0	1	85		500															
11051	100710	反转十香-必杀-0级-闪斩	6	8	1	1.5			30	1010104			1	0	1	18	30	2				1	0	1	0	2		30	500															
11052	100710	反转十香-必杀-0级-闪斩	6	8	1	1.5			30	1010104			1	0	1	16	30	2				1	0	1	0	2		30	500															
11053	100710	反转十香-必杀-0级-重劈	6	8	1	2			70	1010106			1	0	2	20	40	4	1			1	1	1	0	1	85		850															
11054	100710	反转十香-必杀-1级-闪斩	6	8	1	1			30	1010104			1	0	1	14	30	2				1	0	1	0	1	85		500															
11055	100710	反转十香-必杀-1级-闪斩	6	8	1	1			30	1010104			1	0	1	16	30	2				1	0	1	0	2		30	500															
11056	100710	反转十香-必杀-1级-闪斩	6	8	1	1			30	1010104			1	0	1	18	30	2				1	0	1	0	1	85		500															
11057	100710	反转十香-必杀-1级-闪斩	6	8	1	1.5			30	1010104			1	0	1	14	30	2				1	0	1	0	2		30	500															
11058	100710	反转十香-必杀-1级-闪斩	6	8	1	1.5			30	1010104			1	0	1	18	30	2				1	0	1	0	2		30	500															
11059	100710	反转十香-必杀-1级-重劈	6	8	1	2			70	1010106			1	0	2	22	40	4	1			1	1	1	0	1	85		850															
11060	100710	反转十香-必杀-2级-闪斩	6	8	1	1			30	1010104			1	0	1	16	30	2				1	0	1	0	1	85		500															
11061	100710	反转十香-必杀-2级-闪斩	6	8	1	1			30	1010104			1	0	1	16	30	2				1	0	1	0	2		30	500															
11062	100710	反转十香-必杀-2级-闪斩	6	8	1	1			30	1010104			1	0	1	18	30	2				1	0	1	0	1	85		500															
11063	100710	反转十香-必杀-2级-闪斩	6	8	1	1			30	1010104			1	0	1	16	30	2				1	0	1	0	2		30	500															
11064	100710	反转十香-必杀-2级-闪斩	6	8	1	1.2			30	1010104			1	0	1	14	30	2				1	0	1	0	2		30	500															
11065	100710	反转十香-必杀-2级-闪斩	6	8	1	1.2			30	1010104			1	0	1	16	30	2				1	0	1	0	1	85		500															
11066	100710	反转十香-必杀-2级-闪斩	6	8	1	1.2			30	1010104			1	0	1	18	30	2				1	0	1	0	2		30	500															
11067	100710	反转十香-必杀-2级-重劈	6	8	1	1.3			70	1010106			1	0	2	24	40	4	1			1	1	1	0	1	85		850															
11068	100710	反转十香-必杀-3级-闪斩	6	8	1	0.8			30	1010104			1	0	1	16	30	2				1	0	1	0	1	85		500															
11069	100710	反转十香-必杀-3级-闪斩	6	8	1	0.8			30	1010104			1	0	1	14	30	2				1	0	1	0	2		30	500															
11070	100710	反转十香-必杀-3级-闪斩	6	8	1	0.9			30	1010104			1	0	1	16	30	2				1	0	1	0	1	85		500															
11071	100710	反转十香-必杀-3级-闪斩	6	8	1	1			30	1010104			1	0	1	18	30	2				1	0	1	0	2		30	500															
11072	100710	反转十香-必杀-3级-闪斩	6	8	1	1.2			30	1010104			1	0	1	16	30	2				1	0	1	0	1	85		500															
11073	100710	反转十香-必杀-3级-闪斩	6	8	1	1.2			30	1010104			1	0	1	14	30	2				1	0	1	0	2		30	500															
11074	100710	反转十香-必杀-3级-闪斩	6	8	1	1.4			30	1010104			1	0	1	18	30	2				1	0	1	0	2		30	500															
11075	100710	反转十香-必杀-3级-重劈*6剑气每人3次伤害	6	8	1	0.7			70	1010106			1	0	2	28	50	5	1			1	1	1	0	1	85		700															
11080	100710	反转十香-出场技能1	4	8	1	1			60	1010104			1	1	1	16	30	2				1	0	1	0	2		30	500															
11081	100710	反转十香-出场技能2	4	8	1	1			60	1010104			1	1	1	15	30	2				1	0	1	0	2		30	500															
11082	100710	反转十香-觉醒剑气	7	8	1	12			90	1010106			1	1	2	30	30	5	1			1	0	1	0	1	85		750															
11090	100710	反转十香-觉醒形态-普攻1	1	1	1	0.7			60	1010102			1	1	1	18	30	2				1	0	1	0	2		30	500	-3000														
11091	100710	反转十香-觉醒形态-普攻2	1	1	1	0.9			60	1010102			1	1	1	18	30	2				1	0	1	0	2		30	500	-3000														
11092	100710	反转十香-觉醒形态-普攻3	1	1	1	1.1			90	1010102			1	1	2	16	30	2				1	0	1	0	1	85		750	-3000														
11093	100710	反转十香-觉醒形态-普攻4	1	1	1	1.5			90	1010103			1	1	1	20	30	3				1	0	1	0	1	85		650	-3000														
11094	100710	反转十香-觉醒形态-普攻4剑气伤害	1	8	1	1			30	1010105			1	1	1	15	30	2				1	0	1	0	1	80		450	-3000														
11100	100710	反转十香-觉醒形态-技能1跃起剑气-0级1	2	8	1	1			90	1010105			1	1	1	16	30	2				1	0	1	0	2		30	500	-3000														
11101	100710	反转十香-觉醒形态-技能1跃起剑气-0级2	2	8	1	1.5			90	1010105			1	1	1	18	30	2				1	0	1	0	2		30	500	-3000														
11102	100710	反转十香-觉醒形态-技能1跃起剑气-0级3	2	8	1	2			120	1010106			1	1	2	18	30	3	1			1	0	1	0	1	85		800	-3000														
11103	100710	反转十香-觉醒形态-技能1跃起剑气-1级1	2	8	1	1			90	1010105			1	1	1	16	30	2				1	0	1	0	2		30	500	-3000														
11104	100710	反转十香-觉醒形态-技能1跃起剑气-1级2	2	8	1	1.5			90	1010105			1	1	1	18	30	2				1	0	1	0	2		30	500	-3000														
11105	100710	反转十香-觉醒形态-技能1跃起剑气-1级3	2	8	1	2.3			120	1010106			1	1	2	18	30	3	1			1	0	1	0	1	85		800	-3000														
11106	100710	反转十香-觉醒形态-技能1跃起剑气-2级1	2	8	1	1			90	1010105			1	1	1	16	30	2				1	0	1	0	2		30	500	-3000														
11107	100710	反转十香-觉醒形态-技能1跃起剑气-2级2	2	8	1	1.7			90	1010105			1	1	1	18	30	2				1	0	1	0	2		30	500	-3000														
11108	100710	反转十香-觉醒形态-技能1跃起剑气-2级3	2	8	1	2.3			120	1010106			1	1	2	20	30	4	1			1	0	1	0	1	85		800	-3000														
11109	100710	反转十香-觉醒形态-技能1跃起剑气-3级1	2	8	1	1			90	1010105			1	1	1	16	30	2				1	0	1	0	2		30	500	-3000														
11110	100710	反转十香-觉醒形态-技能1跃起剑气-3级2	2	8	1	2			90	1010105			1	1	1	18	30	2				1	0	1	0	2		30	500	-3000														
11111	100710	反转十香-觉醒形态-技能1跃起剑气-3级3	2	8	1	2.5			120	1010106			1	1	2	22	30	4	1			1	0	1	0	1	85		800	-3000														
11120	100710	反转十香-觉醒形态-技能2旋风斩0级	3	8	1	1.5			20	1010102			1	1	1	12	30	2				1	0	1	0	2		30	500	-3000														
11121	100710	反转十香-觉醒形态-技能2旋风斩1级	3	8	1	1.4			20	1010102			1	1	1	12	30	2				1	0	1	0	2		30	500	-3000														
11122	100710	反转十香-觉醒形态-技能2旋风斩2级	3	8	1	1.05			20	1010102			1	1	1	12	30	2				1	0	1	0	2		30	500	-3000														
11123	100710	反转十香-觉醒形态-技能2旋风斩3级	3	8	1	1.1			20	1010103			1	1	1	12	30	2				1	0	1	0	2		30	500	-3000														
11130	100710	反转十香-觉醒形态-变回	7	8	1	2			40	1010102			1	1	2	16	30	2				1	0	1	0	2		50	500	-3000														
11140	100710	反转十香-觉醒形态-必杀0	6	8	1	1.35			30	1010105			1	0	1	18	30	2				1	0	1	0	1	85		350	-3000														
11141	100710	反转十香-觉醒形态-必杀1	6	8	1	1			30	1010105			1	0	1	18	30	2				1	0	1	0	1	85		350	-3000														
11142	100710	反转十香-觉醒形态-必杀2	6	8	1	0.83			30	1010105			1	0	1	18	30	2				1	0	1	0	1	85		350	-3000														
11143	100710	反转十香-觉醒形态-必杀3	6	8	1	0.76			30	1010105			1	0	1	18	30	2				1	0	1	0	1	85		350	-3000														
11144	100710	反转十香-觉醒形态-必杀3下刺*3	6	8	1	1			60	1010106			1	0	1	14	30	2				1	0	1	0	2		30	500	-3000														
11145	100710	反转十香-觉醒形态-必杀3下刺爆	6	8	1	3			90	1010106			1	0	2	30	40	4	1			1	1	1	0	1	85		850	-3000														
																																												
																																												
																																												
30010	200110	近战AST—平砍	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30020	200120	近战AST—蓄力斩	1	1	1	1.5	0		150	1010101			1	1	1	15	30	1				1	0	0	0	2		50	600															
30030	200210	远程AST—机枪	1	1	1	0.4	0		0	1010101			1	1	0	0	30	0				0	0	0	0																			
30040	200220	远程AST—导弹	1	3	1	1.3	0		0	1010101			1	1	1	10	30	1				0	0	1	0																			
30050	200310	综合AST—狙击枪	1	1	1	1.5	0		0	1010101			1	1	1	15	30	1				1	0	0	0	2		50	600															
30051	200320	综合AST—护盾	1	1	0	0	0		0	1010101			1	1	0	0	30	0				1	0	0	0	2		50	600															
30060	200410	高阶近战AST—平砍	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30070	200420	高阶近战AST—蓄力斩	1	1	1	1.5	0		150	1010101			1	1	1	15	30	2				1	0	0	0	2		50	600															
30071	200430	高阶近战AST—霸体减伤	1	1	1	1.2	0		150	1010101			1	1	1	15	30	2				1	0	0	0	2		50	600															
30080	200510	高阶远程AST—机枪	1	1	1	0.6	0		0	1010101			1	1	1	10	30	1				0	0	0	0																			
30090	200520	高阶远程AST—导弹	1	3	1	1.2	0		0	1010101			1	1	0	0	30	0				0	0	1	0																			
30091	200531	高阶远程AST—地雷爆炸	1	3	1	1.8	0		0	1010101			1	1	0	0	30	0				0	0	1	0																			
30100	200610	高阶综合AST—狙击枪	1	1	1	2	0		0	1010101			1	1	1	15	30	1				1	0	0	0	2		50	600															
30110	200620	高阶综合AST—随意领域	1	1	0	1	0		0	1010101	301		1	1	0	0	30	0				0	0	0	0																			
30111	200640	高阶综合AST—捕获网	1	1	1	0.5	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30120	200120	近战AST—霸体	1	1	0	1	0		0	1010101	305		1	1	0	0	30	0				0	0	0	0																			
30130	200420	高阶近战AST—霸体	1	1	0	1	0		0	1010101	306		1	1	0	0	30	0				0	0	0	0																			
30140	200610	高阶综合AST—定点导弹	1	3	1	1.5	0		0	1010101			1	1	1	10	30	1				1	0	0	0	1	60		600															
30150	310040	DEM近战爪击	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30160	310050	DEM近战飞扑	1	1	1	1	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30170	310060	低阶远程DEM—激光枪	1	5	1	0.4	0		0	1010101			1	1	0	0	30	0				0	0	0	0																			
30180	310070	低阶综合DEM—激光枪	1	5	1	0.4	0		0	1010101			1	1	0	0	30	0				0	0	0	0																			
30190	310080	低阶综合DEM—随意领域	1	1	0	0	0		0	1010101	301		1	1	0	0	30	0				0	0	0	0																			
30191	260061	低阶综合DEM—加速力场	1	1	0	0	0		0	1010101	301		1	1	0	0	30	0				0	0	0	0																			
30200	310090	高阶远程DEM激光枪	1	1	1	1	0		150	1010101			1	1	1	10	30	1				0	0	0	0																			
30210	310100	高阶远程DEM激光柱	1	1	1	0.5	0		150	1010101			1	1	1	15	30	1				1	0	0	0	2		50	600															
30211	260081	高阶远程DEM喷火器	1	1	1	0.1	0		150	1010101			1	1	1	15	30	1				1	0	0	0																			
30220	310110	高阶综合DEM激光枪	1	1	1	1	0		150	1010101			1	1	1	10	30	1				0	0	0	0																			
30230	310130	高阶综合DEM光线手雷	1	1	1	0.5	0		150	1010101			1	1	1	8	30	1				0	0	0	0																			
30231	260111	高阶综合DEM干扰声波	1	1	1	0	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30240	200420	通用伤害-气浪震飞	1	1	1	0.01	0		150	1010101			1	0	1	8	30	1				1	0	0	0	1	75		800															
30250	200420	通用伤害-自爆	1	1	1	2	0		150	1010101			1	0	1	8	30	1				1	0	1	0	1	60		600															
30260	200420	通用伤害-自爆	1	1	1	5	0		150	1010101			1	0	1	8	30	1				1	0	1	0	1	60		600															
30270	200410	机械文字-俯冲	1	1	1	1.2	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30280	200420	机械文字-自爆	1	3	1	2	0		150	1010101			1	0	1	8	30	1				1	1	1	0	1	60		500															
30290	200430	高阶机械文字-俯冲	1	1	1	1.2	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30300	200440	高阶机械文字-反向俯冲	1	1	1	1.2	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30310	200450	高阶机械文字-自爆	1	3	1	2	0		150	1010101			1	1	1	8	30	1				1	1	1	0	1	60		500															
30320	200510	机械远程—子弹	1	1	1	0.6	0		0	1010101			1	1	0	0	30	0				0	0	0	0																			
30330	200520	机械远程—导弹1	1	3	1	0.5	0		0	1010101			1	1	1	10	30	1				1	0	0	0																			
30340	200420	机械远程—后跃炮	1	3	1	1.5	0		150	1010101			1	1	1	12	30	1				1	0	0	0	2		50	600															
30350	200420	机械猩猩-锤	1	1	1	1.5	0		150	1010101			1		1	15	30	1				1	1	0	0	1	50		600															
30360	200420	机械猩猩-重锤	1	1	1	2	0		150	1010101			1		2	10	30	2	1	2000	50	1	1	0	0	1	50		600															
30370	200420	机械猩猩-冲撞	1	1	1	1.8	0		150	1010101			1		1	8	30	1				1	1	0	0	1	50		600															
30380	231010	高阶机械盾兵穿刺	1	1	1	1.2	0		150	1010101			1	1	1	8	30	1				1	0	0	0	2		100	600															
30390	231020	高阶机械盾兵防御霸体	1	1	0	0	0		0	1010101	903		1	1	1	12	30	1				0	0	1	0																			
30391	231040	高阶机械盾兵群体防御	1	1	0	0	0		0	1010101	903		1	1	1	12	30	1				0	0	1	0																			
30400	231030	高阶机械盾兵冲锋	1	1	1	0.5	0		150	1010101			1	1	1	10	30	1				1	0	0	0	2		140	800															
30410	241010	高阶机械远程—子弹	1	1	1	0.8	0		0	1010101			1	1	0	0	30	0				0	0	0	0																			
30420	241020	高阶机械远程—导弹	1	1	1	1.2	0		0	1010101			1	1	1	8	30	2				0	0	0	0																			
30430	241030	高阶机械远程—后跃炮	1	1	1	1.5	0		150	1010101			1	1	1	12	30	1				1	0	0	0	2		50	600															
30440	241040	高阶机械远程—激光炮	1	1	1	0.2	0		0	1010101			1	1	1	8	30	1				0	0	0	0																			
30450	200510	日下部燎子—格林机枪	1	1	1	0.3	0		0	1010101			1	1	1	3	30	1				0	0	0	0																			
30460	200520	日下部燎子—导弹	1	3	1	0.5	0		0	1010101			1		1	8	30	2				1	0	0	0	1	60		600															
30470	270110	低阶近战能量拳头攻击	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30480	270120	低阶近战能量震飞	1	1	1	0.5	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30490	270210	低阶远程能量慢电球	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30500	270220	低阶远程能量落雷	1	1	1	0.5	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30510	270310	低阶近战能量能量手	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30520	270320	低阶近战能量减速立场	1	1	1	0	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30530	270310	高阶近战能量拳头攻击	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30540	270310	高阶近战能量震飞	1	1	1	1.5	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30550	270310	高阶近战能量蓄力攻击	1	1	1	2	0		150	1010101			1	1	1	15	30	1				0	0	0	0	2		50	600															
30560	270410	高阶远程能量慢电球	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30570	270420	高阶远程能量落雷	1	1	1	0.5	0		150	1010101			1	1	1	15	30	1				0	0	0	0																			
30580	270510	高阶综合能量能量手	1	1	1	1	0		150	1010101			1	1	0	0	30	0				0	0	0	0																			
30590	270520	高阶综合能量警戒线	1	1	1	0.3	0		150	1010101			1	1	1	8	30	1				0	0	0	0																			
30600	270530	高阶综合能量冲撞	1	1	1	1	0		150	1010101			1	1	1	15	30	1				0	0	0	0	2		50	600															
40101	320010	BOSS5号机甲形态右手捶地	1	1	1	2	0		150	1010101			1		1	3	30	1				1	1	0	0	1	50		600															
40102	320020	BOSS5号机甲形态左手捶地	1	1	1	2	0		150	1010101			1		1	3	30	1				1	1	0	0	1	50		600															
40103	320030	BOSS5号机甲形态导弹	2	3	1	2	0		150	1010101			1		0	0	30	0				1	0	0	0	1	50		600															
40104	320040	BOSS5号机甲形态激光扇射	6	5	1	2	0		150	1010101			1		0	0	30	0				1	0	0	0	1	50		600															
40105	320050	BOSS5号机甲形态机车冲撞	6	1	1	2	0		150	1010101			1		0	0	30	0				1	0	0	0	1	50		600															
40106	320050	BOSS5号车形态机车冲撞	6	1	1	2	0		150	1010101			1		0	0	30	0				1	0	0	0	1	50		600															
40107	320050	BOSS5号车形态能量攻击	6	1	1	2	0		150	1010101			1		0	0	30	0				1	0	0	0	1	50		600															
40108	320200	BOSS1号导弹	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	2		100	400															
40109	320210	BOSS1号下压	1	1	1	1	0		150	1010101			1	1	1	6	30	1				1	0	0	0	1	50		600															
40201	340101	BOSS1号砍	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	2		100	800															
40202	340104	BOSS1号能量球	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	1	50		600															
40203	340108	BOSS1号全屏导弹	1	1	1	0.25	0		150	1010101			1		1	3	30	1				0	0	0	0																			
40204	340108	BOSS1号全屏导弹护盾	1	1	1	0	0		0	1010101		910					30					0	0	0	0																			
40205	340109	BOSS1号标记攻击	1	1	1	0.5	0		150	1010101			1	1	1	2	30	1				0	0	0	0																			
																																												
40301	340301	BOSS3机枪	1	1	1	0.1	0		50	1010101			1	1	1	2	30	1				0	0	0	0																			
40302	340302	BOSS3激光剑	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	1	50		600															
