id	任务描述	任务描述2	任务类型（1主线任务 2日常任务 3成就 4活动任务 5活跃度奖励 6七日签到 7次日奖励 8 十香活动任务）	日常任务开放等级	重置类型（1.不会重置2.每天重置）	内容类型（1.指定副本关卡 2.其他）	客户端排序	任务名称	任务名称2	icon	icon底板颜色	icon气泡颜色	颜色备注	任务类型标签（主线使用）	接取条件id（关联事件表）	接取参数	完成条件id（关联事件表）	完成参数	需要进度	完成奖励	任务描述3	跳转界面	完成结果（1.被后置任务替换。2.保留此任务，出现后置任务）	继承进度的任务id	是否开启	有效时间(单位为天，-1为永久生效）
120509	1320001	困难[主线]第5卷2-9	1		1	1	189	1310189	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120508}	9007	{"dunId":205209}	1	{500005:18,500001:1200}		16	1		1	-1
120510	1320001	困难[主线]第5卷2-10	1		1	1	190	1310190	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120509}	9007	{"dunId":205210}	1	{500005:18,500001:1200}		16	1		1	-1
120511	1320001	困难[主线]第5卷3-11	1		1	1	191	1310191	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120510}	9007	{"dunId":205311}	1	{500005:18,500001:1200}		16	1		1	-1
120512	1320001	困难[主线]第5卷2-12	1		1	1	192	1310192	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120511}	9007	{"dunId":205212}	1	{500005:18,500001:1200}		16	1		1	-1
120513	1320001	困难[主线]第5卷3-13	1		1	1	193	1310193	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120512}	9007	{"dunId":205313}	1	{500005:18,500001:1200}		16	1		1	-1
120514	1320001	困难[主线]第5卷3-14	1		1	1	194	1310194	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120513}	9007	{"dunId":205314}	1	{500005:18,500001:1200}		16	1		1	-1
120515	1320001	困难[主线]第5卷3-15	1		1	1	195	1310195	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120514}	9007	{"dunId":205315}	1	{500005:18,500001:1200}		16	1		1	-1
120516	1320001	困难[主线]第5卷4-16	1		1	1	196	1310196	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120515}	9007	{"dunId":205416}	1	{500005:18,500001:1200}		16	1		1	-1
120517	1320001	困难[主线]第5卷4-17	1		1	1	197	1310197	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120516}	9007	{"dunId":205417}	1	{500005:18,500001:1200}		16	1		1	-1
120518	1320001	困难[主线]第5卷4-18	1		1	1	198	1310198	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120517}	9007	{"dunId":205418}	1	{500005:18,500001:1200}		16	1		1	-1
120519	1320001	困难[主线]第5卷4-19	1		1	1	199	1310199	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120518}	9007	{"dunId":205419}	1	{500005:18,500001:1200}		16	1		1	-1
120520	1320001	困难[主线]第5卷4-20	1		1	1	200	1310200	暴风者八舞·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120519}	9007	{"dunId":205420}	1	{500005:18,500001:1200}		16	1		1	-1
120601	1320001	困难[主线]第6卷1-1	1		1	1	201	1310201	百合美九·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120520}	9007	{"dunId":206101}	1	{500005:18,500001:1200}		16	1		0	-1
120602	1320001	困难[主线]第6卷1-2	1		1	1	202	1310202	百合美九·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120601}	9007	{"dunId":206102}	1	{500005:20,500001:1400}		16	1		0	-1
120603	1320001	困难[主线]第6卷1-3	1		1	1	203	1310203	百合美九·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":120602}	9007	{"dunId":206103}	1	{500005:20,500001:1400}		16	1		0	-1
120604	1320001	困难[主线]第6卷1-4	1		1	1	204	1310204	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120603}	9007	{"dunId":206104}	1	{500005:20,500001:1400}		16	1		0	-1
120605	1320001	困难[主线]第6卷1-5	1		1	1	205	1310205	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120604}	9007	{"dunId":206105}	1	{500005:20,500001:1400}		16	1		0	-1
120606	1320001	困难[主线]第6卷2-6	1		1	1	206	1310206	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120605}	9007	{"dunId":206206}	1	{500005:20,500001:1400}		16	1		0	-1
120607	1320001	困难[主线]第6卷2-7	1		1	1	207	1310207	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120606}	9007	{"dunId":206207}	1	{500005:20,500001:1400}		16	1		0	-1
120608	1320001	困难[主线]第6卷2-8	1		1	1	208	1310208	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120607}	9007	{"dunId":206208}	1	{500005:20,500001:1400}		16	1		0	-1
120609	1320001	困难[主线]第6卷2-9	1		1	1	209	1310209	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120608}	9007	{"dunId":206209}	1	{500005:20,500001:1400}		16	1		0	-1
120610	1320001	困难[主线]第6卷2-10	1		1	1	210	1310210	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120609}	9007	{"dunId":206210}	1	{500005:20,500001:1400}		16	1		0	-1
120611	1320001	困难[主线]第6卷3-11	1		1	1	211	1310211	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120610}	9007	{"dunId":206311}	1	{500005:20,500001:1400}		16	1		0	-1
120612	1320001	困难[主线]第6卷2-12	1		1	1	212	1310212	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120611}	9007	{"dunId":206212}	1	{500005:20,500001:1400}		16	1		0	-1
120613	1320001	困难[主线]第6卷3-13	1		1	1	213	1310213	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120612}	9007	{"dunId":206313}	1	{500005:20,500001:1400}		16	1		0	-1
120614	1320001	困难[主线]第6卷3-14	1		1	1	214	1310214	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120613}	9007	{"dunId":206314}	1	{500005:20,500001:1400}		16	1		0	-1
120615	1320001	困难[主线]第6卷3-15	1		1	1	215	1310215	百合美九·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":120614}	9007	{"dunId":206315}	1	{500005:20,500001:1400}		16	1		0	-1
120616	1320001	困难[主线]第6卷4-16	1		1	1	216	1310216	百合美九·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330002	10001	{"pre_task_id":120615}	9007	{"dunId":206416}	1	{500005:20,500001:1400}		16	1		0	-1
120617	1320001	困难[主线]第6卷4-17	1		1	1	217	1310217	百合美九·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330002	10001	{"pre_task_id":120616}	9007	{"dunId":206417}	1	{500005:20,500001:1400}		16	1		0	-1
120618	1320001	困难[主线]第6卷4-18	1		1	1	218	1310218	百合美九·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330002	10001	{"pre_task_id":120617}	9007	{"dunId":206418}	1	{500005:20,500001:1400}		16	1		0	-1
120619	1320001	困难[主线]第6卷4-19	1		1	1	219	1310219	百合美九·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330002	10001	{"pre_task_id":120618}	9007	{"dunId":206419}	1	{500005:20,500001:1400}		16	1		0	-1
120620	1320001	困难[主线]第6卷4-20	1		1	1	220	1310220	百合美九·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":120619}	9007	{"dunId":206420}	1	{500005:20,500001:1400}		16	1		0	-1
120701	1320001	困难[主线]第7卷1-1	1		1	1	221	1310221	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120620}	9007	{"dunId":207101}	1	{500005:20,500001:1400}		16	1		0	-1
120702	1320001	困难[主线]第7卷1-2	1		1	1	222	1310222	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120701}	9007	{"dunId":207102}	1	{500005:22,500001:1600}		16	1		0	-1
120703	1320001	困难[主线]第7卷1-3	1		1	1	223	1310223	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120702}	9007	{"dunId":207103}	1	{500005:22,500001:1600}		16	1		0	-1
120704	1320001	困难[主线]第7卷1-4	1		1	1	224	1310224	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120703}	9007	{"dunId":207104}	1	{500005:22,500001:1600}		16	1		0	-1
120705	1320001	困难[主线]第7卷1-5	1		1	1	225	1310225	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120704}	9007	{"dunId":207105}	1	{500005:22,500001:1600}		16	1		0	-1
120706	1320001	困难[主线]第7卷2-6	1		1	1	226	1310226	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120705}	9007	{"dunId":207206}	1	{500005:22,500001:1600}		16	1		0	-1
120707	1320001	困难[主线]第7卷2-7	1		1	1	227	1310227	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120706}	9007	{"dunId":207207}	1	{500005:22,500001:1600}		16	1		0	-1
120708	1320001	困难[主线]第7卷2-8	1		1	1	228	1310228	美九真相·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330002	10001	{"pre_task_id":120707}	9007	{"dunId":207208}	1	{500005:22,500001:1600}		16	1		0	-1
120709	1320001	困难[主线]第7卷2-9	1		1	1	229	1310229	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120708}	9007	{"dunId":207209}	1	{500005:22,500001:1600}		16	1		0	-1
120710	1320001	困难[主线]第7卷2-10	1		1	1	230	1310230	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120709}	9007	{"dunId":207210}	1	{500005:22,500001:1600}		16	1		0	-1
120711	1320001	困难[主线]第7卷3-11	1		1	1	231	1310231	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120710}	9007	{"dunId":207311}	1	{500005:22,500001:1600}		16	1		0	-1
120712	1320001	困难[主线]第7卷2-12	1		1	1	232	1310232	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120711}	9007	{"dunId":207212}	1	{500005:22,500001:1600}		16	1		0	-1
120713	1320001	困难[主线]第7卷3-13	1		1	1	233	1310233	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120712}	9007	{"dunId":207313}	1	{500005:22,500001:1600}		16	1		0	-1
120714	1320001	困难[主线]第7卷3-14	1		1	1	234	1310234	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120713}	9007	{"dunId":207314}	1	{500005:22,500001:1600}		16	1		0	-1
120715	1320001	困难[主线]第7卷3-15	1		1	1	235	1310235	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120714}	9007	{"dunId":207315}	1	{500005:22,500001:1600}		16	1		0	-1
120716	1320001	困难[主线]第7卷4-16	1		1	1	236	1310236	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120715}	9007	{"dunId":207416}	1	{500005:22,500001:1600}		16	1		0	-1
120717	1320001	困难[主线]第7卷4-17	1		1	1	237	1310237	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120716}	9007	{"dunId":207417}	1	{500005:22,500001:1600}		16	1		0	-1
120718	1320001	困难[主线]第7卷4-18	1		1	1	238	1310238	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120717}	9007	{"dunId":207418}	1	{500005:22,500001:1600}		16	1		0	-1
120719	1320001	困难[主线]第7卷4-19	1		1	1	239	1310239	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120718}	9007	{"dunId":207419}	1	{500005:22,500001:1600}		16	1		0	-1
120720	1320001	困难[主线]第7卷4-20	1		1	1	240	1310240	美九真相·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":120719}	9007	{"dunId":207420}	1	{500005:22,500001:1600}		16	1		0	-1
120721	1320001	困难[主线]第7卷5-21	1		1	1	241	1310241	美九真相·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":120720}	9007	{"dunId":207521}	1	{500005:22,500001:1600}		16	1		0	-1
120722	1320001	困难[主线]第7卷5-22	1		1	1	242	1310242	美九真相·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":120721}	9007	{"dunId":207522}	1	{500005:22,500001:1600}		16	1		0	-1
120723	1320001	困难[主线]第7卷5-23	1		1	1	243	1310243	美九真相·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":120722}	9007	{"dunId":207523}	1	{500005:22,500001:1600}		16	1		0	-1
120724	1320001	困难[主线]第7卷5-24	1		1	1	244	1310244	美九真相·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":120723}	9007	{"dunId":207524}	1	{500005:22,500001:1600}		16	1		0	-1
120725	1320001	困难[主线]第7卷5-25	1		1	1	245	1310245	美九真相·续	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":120724}	9007	{"dunId":207525}	1	{500005:22,500001:1600}		16	1		0	-1
130101	1320001	地狱第1卷1-1	1		1	1	246	1310246	末路人十香·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":110316}	9007	{"dunId":301101}	1	{500005:22,500001:1600}		16	1		1	-1
130102	1320001	地狱[主线]第1卷1-2	1		1	1	247	1310247	末路人十香·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130101}	9007	{"dunId":301102}	1	{500005:15,500001:600}		16	1		1	-1
130103	1320001	地狱[主线]第1卷1-3	1		1	1	248	1310248	末路人十香·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130102}	9007	{"dunId":301103}	1	{500005:15,500001:600}		16	1		1	-1
130104	1320001	地狱[主线]第1卷2-4	1		1	1	249	1310249	末路人十香·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130103}	9007	{"dunId":301204}	1	{500005:15,500001:600}		16	1		1	-1
130105	1320001	地狱[主线]第1卷2-5	1		1	1	250	1310250	末路人十香·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130104}	9007	{"dunId":301205}	1	{500005:15,500001:600}		16	1		1	-1
130106	1320001	地狱[主线]第1卷2-6	1		1	1	251	1310251	末路人十香·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130105}	9007	{"dunId":301206}	1	{500005:15,500001:600}		16	1		1	-1
130201	1320001	地狱[主线]第2卷1-1	1		1	1	252	1310252	手偶少女·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130106}	9007	{"dunId":302101}	1	{500005:15,500001:600}		16	1		1	-1
130202	1320001	地狱[主线]第2卷1-2	1		1	1	253	1310253	手偶少女·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130201}	9007	{"dunId":302102}	1	{500005:18,500001:900}		16	1		1	-1
130203	1320001	地狱[主线]第2卷1-3	1		1	1	254	1310254	手偶少女·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130202}	9007	{"dunId":302103}	1	{500005:18,500001:900}		16	1		1	-1
130204	1320001	地狱[主线]第2卷2-4	1		1	1	255	1310255	手偶少女·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130203}	9007	{"dunId":302204}	1	{500005:18,500001:900}		16	1		1	-1
130205	1320001	地狱[主线]第2卷2-5	1		1	1	256	1310256	手偶少女·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130204}	9007	{"dunId":302205}	1	{500005:18,500001:900}		16	1		1	-1
130206	1320001	地狱[主线]第2卷2-6	1		1	1	257	1310257	手偶少女·续°	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":130205}	9007	{"dunId":302206}	1	{500005:18,500001:900}		16	1		1	-1
130207	1320001	地狱[主线]第2卷3-7	1		1	1	258	1310258	手偶少女·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130206}	9007	{"dunId":302307}	1	{500005:18,500001:900}		16	1		1	-1
130208	1320001	地狱[主线]第2卷3-8	1		1	1	259	1310259	手偶少女·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130207}	9007	{"dunId":302308}	1	{500005:18,500001:900}		16	1		1	-1
130209	1320001	地狱[主线]第2卷3-9	1		1	1	260	1310260	手偶少女·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130208}	9007	{"dunId":302309}	1	{500005:18,500001:900}		16	1		1	-1
130301	1320001	地狱[主线]第3卷1-1	1		1	1	261	1310261	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130209}	9007	{"dunId":303101}	1	{500005:18,500001:900}		16	1		1	-1
130302	1320001	地狱[主线]第3卷1-2	1		1	1	262	1310262	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130301}	9007	{"dunId":303102}	1	{500005:21,500001:1200}		16	1		1	-1
130303	1320001	地狱[主线]第3卷1-3	1		1	1	263	1310263	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130302}	9007	{"dunId":303103}	1	{500005:21,500001:1200}		16	1		1	-1
130304	1320001	地狱[主线]第3卷2-4	1		1	1	264	1310264	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130303}	9007	{"dunId":303204}	1	{500005:21,500001:1200}		16	1		1	-1
130305	1320001	地狱[主线]第3卷2-5	1		1	1	265	1310265	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130304}	9007	{"dunId":303205}	1	{500005:21,500001:1200}		16	1		1	-1
130306	1320001	地狱[主线]第3卷2-6	1		1	1	266	1310266	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130305}	9007	{"dunId":303206}	1	{500005:21,500001:1200}		16	1		1	-1
130307	1320001	地狱[主线]第3卷3-7	1		1	1	267	1310267	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130306}	9007	{"dunId":303307}	1	{500005:21,500001:1200}		16	1		1	-1
130308	1320001	地狱[主线]第3卷3-8	1		1	1	268	1310268	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130307}	9007	{"dunId":303308}	1	{500005:21,500001:1200}		16	1		1	-1
130309	1320001	地狱[主线]第3卷3-9	1		1	1	269	1310269	杀手狂三·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130308}	9007	{"dunId":303309}	1	{500005:21,500001:1200}		16	1		1	-1
130401	1320001	地狱[主线]第4卷1-1	1		1	1	270	1310270	五河妹妹·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130309}	9007	{"dunId":304101}	1	{500005:21,500001:1200}		16	1		1	-1
130402	1320001	地狱[主线]第4卷1-2	1		1	1	271	1310271	五河妹妹·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130401}	9007	{"dunId":304102}	1	{500005:24,500001:1500}		16	1		1	-1
130403	1320001	地狱[主线]第4卷1-3	1		1	1	272	1310272	五河妹妹·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130402}	9007	{"dunId":304103}	1	{500005:24,500001:1500}		16	1		1	-1
130404	1320001	地狱[主线]第4卷2-4	1		1	1	273	1310273	五河妹妹·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130403}	9007	{"dunId":304204}	1	{500005:24,500001:1500}		16	1		1	-1
130405	1320001	地狱[主线]第4卷2-5	1		1	1	274	1310274	五河妹妹·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130404}	9007	{"dunId":304205}	1	{500005:24,500001:1500}		16	1		1	-1
130406	1320001	地狱[主线]第4卷2-6	1		1	1	275	1310275	五河妹妹·续°	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":130405}	9007	{"dunId":304206}	1	{500005:24,500001:1500}		16	1		1	-1
130407	1320001	地狱[主线]第4卷3-7	1		1	1	276	1310276	五河妹妹·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130406}	9007	{"dunId":304307}	1	{500005:24,500001:1500}		16	1		1	-1
130408	1320001	地狱[主线]第4卷3-8	1		1	1	277	1310277	五河妹妹·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130407}	9007	{"dunId":304308}	1	{500005:24,500001:1500}		16	1		1	-1
130409	1320001	地狱[主线]第4卷3-9	1		1	1	278	1310278	五河妹妹·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130408}	9007	{"dunId":304309}	1	{500005:24,500001:1500}		16	1		1	-1
130501	1320001	地狱[主线]第5卷1-1	1		1	1	279	1310279	暴风者八舞·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130409}	9007	{"dunId":305101}	1	{500005:24,500001:1500}		16	1		1	-1
130502	1320001	地狱[主线]第5卷1-2	1		1	1	280	1310280	暴风者八舞·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130501}	9007	{"dunId":305102}	1	{500005:27,500001:1800}		16	1		1	-1
130503	1320001	地狱[主线]第5卷1-3	1		1	1	281	1310281	暴风者八舞·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130502}	9007	{"dunId":305103}	1	{500005:27,500001:1800}		16	1		1	-1
130504	1320001	地狱[主线]第5卷2-4	1		1	1	282	1310282	暴风者八舞·续°	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":130503}	9007	{"dunId":305204}	1	{500005:27,500001:1800}		16	1		1	-1
