ID	所属技能	名字	包含特效	技能类型	动作ID	动作基础速度（基础为10000表示100%正常速度）	动作是否受攻速加成（0不受，1受）	帧事件触发	帧事件触发技能	自动动作	动作是否霸体	检测方向键	检测高度	动作循环	循环结束时间判定（0根据动作循环时间，1位移结束）	动作循环时间（毫秒）	位移方式（0固定位移，1摇杆位移，2向目标位移）	位移开始帧事件	位移XY类型（0允许XY任意位移，1只能做X位移，2只能做Y位移）	动作位移XY	动作位移Z高度	位移速度	目标（1：友方，2：敌方）	目标位置偏移（XZ值，Y值影子位置默认会保持一致）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择条件（0无，1最近，2最远，6随机）	修正摄像机位置（[[时间，镜头参数],[时间，镜头参数]……]。-1表示随动作时间）	招架方向(0无效，1前方，2后方，3前后两方)	招架触发技能（直接配置技能ID）
10113	101110	反转十香-普攻4	110013	1	skillA_4	10000	1					1	0	0	0				1	20		700							
10114	101110	反转十香-普攻5	110014	1	skillA_5	10000	1					1	0	0	0				1	30		600					[[-1,50]]		
10115	101110	反转十香-3级-普攻1	110020-110021	1	skillA_1	10000	1	next1_down_10116				1	0	0	0				1	15		200							
10116	101110	反转十香-3级-普攻2	110022	1	skillA_2	10000	1	next1_down_10117				1	0	0	0				1	15		200							
10117	101110	反转十香-3级-普攻3	110023	1	skillA_3	10000	1	next1_down_10118				1	0	0	0				1	15		200					[[-1,50]]		
10118	101110	反转十香-3级-普攻4	110024	1	skillA_4	10000	1	next1_down_10119				1	0	0	0				1	20		700							
10119	101110	反转十香-3级-普攻5	110025	1	skillA_5	10000	1					1	0	0	0				1	30		600					[[-1,50]]		
10120	101120	反转十香-技能1-0级-快速闪击		1	skillB_1	10000	1			10121		1	0	0	0				1	0		200					[[-1,100]]		
10121	101120	反转十香-技能1-0级-快速闪击	110030-110031	1	skillB_2	10000	1			10122		1	0	0	0				1	200		1000					[[-1,100]]		
10122	101120	反转十香-技能1-0级-快速闪击	110032	1	skillB_3	10000	1					1	0	0	0				1	0		200					[[-1,100]]		
10130	101120	反转十香-技能1-1级-快速闪击		1	skillB_1	10000	1			10131		1	0	0	0				1	0		200					[[-1,100]]		
10131	101120	反转十香-技能1-1级-快速闪击	110033-110034	1	skillB_2	10000	1			10132		1	0	0	0				1	200		1000					[[-1,100]]		
10132	101120	反转十香-技能1-1级-快速闪击	110035-110036	1	skillB_4	10000	1			10133		1	0	0	0				1	0		200					[[-1,100]]		
10133	101120	反转十香-技能1-1级-快速闪击	110032	1	skillB_3	10000	1					1	0	0	0				1	0		200					[[-1,100]]		
10134	101120	反转十香-技能1-2级-快速闪击		1	skillB_1	10000	1			10135		1	0	0	0				1	0		200					[[-1,100]]		
10135	101120	反转十香-技能1-2级-快速闪击	110037-110038	1	skillB_2	10000	1			10136		1	0	0	0				1	200		1000					[[-1,100]]		
10136	101120	反转十香-技能1-2级-快速闪击	110039-110040	1	skillB_4	10000	1			10137		1	0	0	0				1	0		200					[[-1,100]]		
10137	101120	反转十香-技能1-2级-快速闪击	110041-110042	1	skillB_5	10000	1					1	0	0	0				1	0		200					[[-1,100]]		
10140	101120	反转十香-技能1-3级-快速闪击		1	skillB_1	10000	1			10141		1	0	0	0				1	0		200					[[-1,100]]		
10141	101120	反转十香-技能1-3级-快速闪击	110043-110044	1	skillB_2	10000	1			10142		1	0	0	0				1	200		1000					[[-1,100]]		
10142	101120	反转十香-技能1-3级-快速闪击	110045-110046	1	skillB_4	10000	1			10143		1	0	0	0				1	0		200					[[-1,100]]		
10143	101120	反转十香-技能1-3级-快速闪击	110047-110048	1	skillB_5	10000	1					1	0	0	0				1	0		200					[[-1,100]]		
10150	101130	反转十香-技能2-0级-挑飞	110051	1	extra_skillB_1	10000	1			10152		1	0	0	0				1	100		300							
10152	101130	反转十香-技能2-0级-挑飞		1	extra_skillB_5	10000	1			10153		1	0	0	0				1			200							
10153	101130	反转十香-技能2-0级-挑飞	110052	1	extra_skillB_4	10000	1					1	0	0	0				1	100		500					[[-1,80]]		
10160	101130	反转十香-技能2-1级-挑飞	110053	1	extra_skillB_1	10000	1			10161		1	0	0	0				1	100		300							
10161	101130	反转十香-技能2-1级-挑飞	110054	1	extra_skillB_2	10000	1			10162		1	0	0	0				1	15		200							
10162	101130	反转十香-技能2-1级-挑飞		1	extra_skillB_5	10000	1			10163		1	0	0	0				1			200							
10163	101130	反转十香-技能2-1级-挑飞	110055	1	extra_skillB_4	10000	1					1	0	0	0				1	100		500					[[-1,80]]		
10170	101130	反转十香-技能2-2级-挑飞	110056	1	extra_skillB_1	10000	1			10171		1	0	0	0				1	100		300							
10171	101130	反转十香-技能2-2级-挑飞	110057	1	extra_skillB_2	10000	1			10172		1	0	0	0				1	15		200							
10172	101130	反转十香-技能2-2级-挑飞		1	extra_skillB_5	10000	1			10173		1	0	0	0				1			200							
10173	101130	反转十香-技能2-2级-挑飞	110058	1	extra_skillB_3	10000	1			10173		1	0	0	0				1	20		400							
10173	101130	反转十香-技能2-2级-挑飞	110059	1	extra_skillB_4	10000	1					1	0	0	0				1	100		500					[[-1,80]]		
10180	101130	反转十香-技能2-3级-挑飞	110061-110062	1	extra_skillB_1	10000	1			10181		1	0	0	0				1	100		300							
10181	101130	反转十香-技能2-3级-挑飞	110063	1	extra_skillB_2	10000	1			10182		1	0	0	0				1	15		200							
10182	101130	反转十香-技能2-3级-挑飞		1	extra_skillB_5	10000	1			10183		1	0	0	0				1			200							
10183	101130	反转十香-技能2-3级-挑飞	110064	1	extra_skillB_3	10000	1			10184		1	0	0	0				1	20		400							
10184	101130	反转十香-技能2-3级-挑飞	110065	1	extra_skillB_4	10000	1					1	0	0	0				1	100		500					[[-1,80]]		
10190	101140	反转十香-必杀-闪出	110071	1	skillC_1	10000				10191		1	0	0	0				1	0		800					[[-1,120]]		
10191	101140	反转十香-必杀0级	110072-110073	1	skillC_2	10000						1	0	0	0				1	150		1000					[[-1,120]]		
10192	101140	反转十香-必杀1级	110074-110075	1	skillC_3	10000						1	0	0	0				1	150		1000					[[-1,120]]		
10193	101140	反转十香-必杀2级	110076-110077	1	skillC_4	10000						1	0	0	0				1	150		1000					[[-1,120]]		
10194	101140	反转十香-必杀3级	110078-110079	1	skillC_4	10000						1	0	0	0				1	150		1000					[[-1,120]]		
10200	101150	反转十香-闪避	110090-110091	1	dodge	10000						1	1	1	1		0		0	300		1100							
10210	101170	反转十香-出场技能	110100-110101	1	skillF_1	10000						1	0	0	0				1	0		200							
10220	101180	反转十香-下落		1	stand	10000						1	1	1	0				1	0		200							
10230	101160	反转十香-觉醒	110110-110111-110112	1	skillD_1	10000						1	0	0	0				1	15		200					[[-1,200]]		
10240	101210	反转十香-觉醒-普攻1	110120	1	PskillA_1	10000	1	next1_down_10241				1	0	0	0				1	15		200							
10241	101210	反转十香-觉醒-普攻2	110121	1	PskillA_2	10000	1	next1_down_10242				1	0	0	0				1	15		200							
10242	101210	反转十香-觉醒-普攻3	110122	1	PskillA_3	10000	1					1	0	0	0				1	15		200					[[-1,80]]		
10243	101210	反转十香-觉醒-普攻4	110123	1	PskillA_4	10000	1					1	0	0	0				1	20		700					[[-1,80]]		
10244	101210	反转十香-觉醒-3级-普攻1	110130	1	PskillA_1	10000	1	next1_down_10245				1	0	0	0				1	15		200							
10245	101210	反转十香-觉醒-3级-普攻2	110131	1	PskillA_2	10000	1	next1_down_10246				1	0	0	0				1	15		200							
10246	101210	反转十香-觉醒-3级-普攻3	110132	1	PskillA_3	10000	1	next1_down_10247				1	0	0	0				1	15		200					[[-1,80]]		
10247	101210	反转十香-觉醒-3级-普攻4	110133	1	PskillA_4	10000	1					1	0	0	0				1	20		700					[[-1,80]]		
10250	101220	反转十香-觉醒-技能1-0级-跃起剑气	110140-110141	1	PskillB_1	10000	1					1	0	0	0				1	100		600					[[-1,150]]		
10251	101220	反转十香-觉醒-技能1-1级-跃起剑气	110142-110141	1	PskillB_1	10000	1					1	0	0	0				1	100		600					[[-1,150]]		
10252	101220	反转十香-觉醒-技能1-2级-跃起剑气	110143-110144	1	PskillB_1	10000	1					1	0	0	0				1	100		600					[[-1,150]]		
10253	101220	反转十香-觉醒-技能1-3级-跃起剑气	110145-110146	1	PskillB_1	10000	1					1	0	0	0				1	100		600					[[-1,150]]		
10260	101230	反转十香-觉醒-技能2-蓄力1段	110150	1	Pextra_skillB_1	10000	1	next1_up_10264		10261		1	0	1	0	1000			1			200							
10261	101230	反转十香-觉醒-技能2-蓄力2段	110151	1	Pextra_skillB_1	10000	1	next1_up_10265		10266		1	0	1	0	1000			1			200							
10262	101230	反转十香-觉醒-技能2-蓄力3段	110152	1	Pextra_skillB_1	10000	1	next1_up_10266		10267		1	0	1	0	1000			1			200							
10264	101230	反转十香-觉醒-技能2-旋转0段	110155	1	Pextra_skillB_2	10000	1			10270		1	0	1	0	500	1		0			200					[[-1,100]]		
10265	101230	反转十香-觉醒-技能2-旋转1段	110156	1	Pextra_skillB_2	10000	1			10270		1	0	1	0	1000	1		0			200					[[-1,100]]		
10266	101230	反转十香-觉醒-技能2-旋转2段	110157	1	Pextra_skillB_2	10000	1			10270		1	0	1	0	1500	1		0			200					[[-1,100]]		
10267	101230	反转十香-觉醒-技能2-旋转3段	110158	1	Pextra_skillB_2	10000	1			10270		1	0	1	0	2000	1		0			200					[[-1,100]]		
10268	101230	反转十香-觉醒-技能2-旋转3段时间延长	110159	1	Pextra_skillB_2	10000	1			10270		1	0	1	0	3000	1		0			200					[[-1,100]]		
10269	101230	反转十香-觉醒-技能2-旋转3段-旋风	110160	1	Pextra_skillB_2	10000	1			10271		1	0	1	0	3000	1		0			200					[[-1,100]]		
10270	101230	反转十香-觉醒-技能2-收招	110161	1	Pextra_skillB_3	10000	1					1	0	0	0				1	15		200					[[-1,100]]		
10271	101230	反转十香-觉醒-技能2-收招旋风	110162	1	Pextra_skillB_3	10000	1					1	0	0	0				1	15		200					[[-1,100]]		
10280	101240	反转十香-觉醒-大招0级	110190	1	PskillC_1	10000	1			10284		1	0	0	0				1	15		200					[[-1,150]]		
10281	101240	反转十香-觉醒-大招1级	110191	1	PskillC_1	10000	1			10284		1	0	0	0				1	15		200					[[-1,150]]		
10282	101240	反转十香-觉醒-大招2级	110192	1	PskillC_1	10000	1			10284		1	0	0	0				1	15		200					[[-1,150]]		
10283	101240	反转十香-觉醒-大招3级	110193	1	PskillC_1	10000	1			10285		1	0	0	0				1	15		200					[[-1,150]]		
10284	101240	反转十香-觉醒-大招-回	110194	1	PskillC_2	10000	1					1	0	0	0				1	15		200							
10285	101240	反转十香-觉醒-大招-插地回	110195-110196	1	PskillC_3	10000	1					1	0	0	0				1	15		200					[[-1,150]]		
10290	101260	反转十香-觉醒-觉醒变回	110170	1	skillcF	10000	1					1	0	0	0				1	150		500							
10291	101250	反转十香-觉醒-闪避	110180-110181	1	Pdodge	10000	1					1	1	1	1		0		0	300		1000							
10292	101270	反转十香-觉醒-下落		1	Pstand	10000						1	1	1	0				1	15		200							
																													
																													
																													
																													
20101	200110	近战AST—平砍	1010	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
20102	200120	近战AST—蓄力斩	1020-1030-1040	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
20201	200210	远程AST—机枪	1050	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
20202	200220	远程AST—导弹	1060	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
20301	200310	综合AST—狙击枪	1071-1070	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
20302	200320	综合AST—护盾	1072	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
20401	200410	高阶近战AST—平砍	1080	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
20402	200420	高阶近战AST—蓄力冲斩	1090-1091-1100-1110	1	skillC2	10000					1	1	0	0	0			move		400		2400	2		0_-25_500_50				
20403	200430	高阶近战AST—霸体减伤	1111	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50				
20501	200510	高阶远程AST—机枪	1120	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
20502	200520	高阶远程AST—导弹	1130	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
20503	200530	高阶远程AST—地雷	1131	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
20504	200540	高阶远程AST—地雷爆炸	1133	1	skillC1	10000						1	0	0	0					0		0	2		0_-25_500_50				
20601	200610	高阶综合AST—狙击枪	1140-1141	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
20602	200620	高阶综合AST—随意领域	1150	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
20603	200630	高阶综合AST—定点导弹	1160-1170	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
20604	200640	高阶综合AST—捕获网	1170-1171	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
22010	220010	日下部燎子（敌人）—格林枪	2010	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
22020	220020	日下部燎子（敌人）—飞弹	2020-2030	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
22030	220030	日下部燎子（敌人）—召唤	2031	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
22040	220040	日下部燎子（敌人）—布雷	2032	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50				
23010	230010	机械文字-俯冲	2040-2050	1	skillA	10000						1	1	0	0			move		750		1200	2		0_-25_500_50				
23020	230020	机械文字-自爆	2060-2070	1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
23030	230030	高阶机械蚊子-俯冲	2250-2260	1	skillA	10000				23040		1	0	0	0			move		750		1200	2		0_-25_500_50				
23040	230040	高阶机械蚊子-反向俯冲	2270-2260	1	skillA	10000						1	0	0	0			move		750		1200	2		0_-25_500_50				
23050	230050	高阶机械蚊子-自爆	2280	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50				
23056	230056	高阶机械蚊子-闪现	2285	1	skillC	10000						0	0	0	0			move		400		9999	2		0_-25_500_50				
23061	230061	高阶机械蚊子-尾针	2290-2291	1	skillD	10000						0	0	0	0					0		0	2		0_-25_500_50				
23070	230070	低阶机械盾兵穿刺	2510	1	skillA	10000						1	0	0	0								2		0_-25_500_50				
23080	230080	低阶机械盾兵防御开始	2520	1	skillB	10000				23090	1	1	0	0	0								2		0_-25_500_50				
23090	230080	低阶机械盾兵防御持续		1	skillB2	10000				23100	1	0	0	1	0	2000									0_-25_500_50			1	
23100	230080	低阶机械盾兵防御结束		1	skillB3	10000					1	0	0	0	0										0_-25_500_50				
23110	231010	高阶机械盾兵穿刺	2300	1	skillA	10000						1	0	0	0								2		0_-25_500_50				
23120	231020	高阶机械盾兵防御	2310	1	skillB	10000						1	0	0	0								2		0_-25_500_50			1	
23130	231030	高阶机械盾兵冲锋	2320	1	skillC	10000						1	0	0	0			move		400		600	2		0_-25_500_50				
23140	231040	高阶机械盾兵群体护盾	2330	1	skillB	10000						1	0	0	0								2		0_-25_500_50			1	
24010	240010	机械远程—子弹	2080-2090-2091	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
24020	240020	机械远程—导弹	2100-2450-2451-2460-2461	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
24030	240030	机械远程—后跃炮	2150-2160	1	skillC	10000						1	0	0	0			move		-220		900	2		0_-25_500_50				
24110	241010	高阶机械远程—子弹	2410-2420-2430	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
24120	241020	高阶机械远程—导弹	2440-2450-2451-2460-2461	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
24130	241030	高阶机械远程—后跃炮	2480-2490	1	skillC	10000						1	0	0	0			move		-300		600	2		0_-25_500_50				
24140	241040	高阶机械远程—激光炮	2500	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50				
25010	250010	机械猩猩—锤	2170-2180	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
25020	250020	机械猩猩—重锤	2190-2200	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
25030	250030	机械猩猩—冲撞1	2210-2230	1	skillC	10000				25031		1	0	0	0					0		0	2		0_-25_500_50				
25031	250030	机械猩猩—冲撞2	2220	1	skillC_2	10000						0	0	1	1					700		900	2		0_-25_500_50				
25040	250040	机械猩猩—防御	2240	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50				
26010	260010	DEM低阶近战-普攻	3010	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26020	260020	低阶近战DEM爪击	3020	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26030	260030	低阶近战DEM飞扑	3030	1	skillB	10000						1	0	0	0			move		200		300	2		0_-25_500_50				
26040	260040	低阶远程DEM—激光枪	3040-3050	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26045	260045	低阶远程DEM—散弹	3055-3056-3057-3058	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
26050	260050	低阶综合DEM—激光枪	3060-3070	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26060	260060	低阶综合DEM—随意领域	3080-3090	1	skillB2	10000						1	0	0	0					0		0	2		0_-25_500_50				
26061	260061	低阶综合DEM—加速力场	3091-3092	1	skillB2	10000						1	0	0	0					0		0	2		0_-25_500_50				
26070	260070	高阶远程DEM激光枪	3100-3110	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26080	260080	高阶远程DEM激光柱	3120-3130	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
26081	260081	高阶远程DEM火焰喷射	3230	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
26082	260082	高阶远程DEM引力球	3240-3250-3260	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
26090	260090	高阶综合DEM激光枪	3140-3150	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26100	260100	高阶综合DEM随意领域	3080-3090	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
26110	260110	高阶综合DEM光线手雷	3160	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
26111	260111	高阶综合DEM音波干扰开始	3300-3310	1	skillB_1	10000				26112		1	0	1	0	600				0		0	2		0_-25_500_50				
26112	260111	高阶综合DEM音波干扰持续	3320-3330	1	skillB_2	10000				26113		0	0	1	0	5000				0		0	2		0_-25_500_50				
26113	260111	高阶综合DEM音波干扰结束	3340-3350	1	skillB_3	10000						0	0	0	0					0		0	2		0_-25_500_50				
26120	260120	高阶近战DEM爪击	3190	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
26130	260130	高阶近战DEM飞扑	3200	1	skillB	10000						1	0	0	0			move		200		300	2		0_-25_500_50				
26140	260140	高阶近战DEM加速霸体	3210-3220	1	skillC	10000						1	0	0	0								2		0_-25_500_50				
26150	260150	杰西卡激光炮	3650-3651-3660-3661	1	skillA	10000						1	0	0	0								2		0_-25_500_50				
26160	260160	杰西卡激光束	3670	1	skillC_xx	10000						1	0	0	0								2		0_-25_500_50				
27110	270110	低阶近战能量拳头攻击	3360	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
27120	270120	低阶近战能量震飞	3370	1	skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50				
27210	270210	低阶远程能量慢电球	3380-3390	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
27220	270220	低阶远程能量落雷	3400-3410	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
27310	270310	低阶综合能量能量手	3420	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
27320	270320	低阶综合能量减速立场	3430	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
27410	270410	高阶近战能量拳头攻击	3460	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
27420	270420	高阶近战能量震飞	3470-3480	1	skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50				
27430	270430	高阶近战能量蓄力攻击	3490-3500	1	skillC	10000					1	1	0	0	0					0		0	2		0_-25_500_50				
27510	270510	高阶远程能量慢电球	3510-3520	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
27520	270520	高阶远程能量落雷	3530-3540	1	skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
27530	270530	高阶远程能量分裂蓄力	3550-3551	1	die2	10000				27540	1	1	0	0	0					0		0	2		0_-25_500_50				
27540	270540	高阶远程能量分裂	3552-3553	1	die11	10000						1	0	0	0					0		0	2		0_-25_500_50				
27610	270610	高阶综合能量能量手	3560	1	skillA	10000						1	0	0	0					0		0	2		0_-25_500_50				
27620	270620	高阶综合能量警戒线	3570-3580	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50				
27630	270630	高阶综合能量冲撞	3610-3620	1	skillD	10000						1	0	0	0			move		600		1200	2		0_-25_500_50				
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
36010	320010	BOSS5号机甲形态右手捶地	700010-700011-700012	1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36020	320020	BOSS5号机甲形态左手捶地	700020-700021-700022	1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36030	320030	BOSS5号机甲形态导弹发射	700030-700031-700032-700033-700034	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36031	320031	BOSS5号机甲形态导弹发射	700030-700031-700032-700033-700034	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36032	320032	BOSS5号机甲形态导弹发射	700030-700031-700032-700033-700034	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36033	320033	BOSS5号机甲形态导弹发射	700030-700031-700032-700033-700034	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36034	320034	BOSS5号机甲形态导弹发射	700030-700031-700032-700033-700034	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,200]]		
36040	320040	BOSS5号机甲形态激光扇射	700040-700041-700042-700043-700044	1	skillD	10000						0	0	0	0					0		0	2		0_-25_500_50				
36050	320050	BOSS5号机甲形态机车冲撞1	700050-700054-700150-700154-700254	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36051	320051	BOSS5号机甲形态机车冲撞2	700051-700055-700151-700155-700255	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36052	320052	BOSS5号机甲形态机车冲撞3	700052-700056-700152-700156-700256	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36053	320053	BOSS5号机甲形态机车冲撞4	700053-700057-700153-700157-700257	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36060	320060	BOSS5号机甲形态炮台射击	700060	1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
36070	320070	BOSS5号机甲形态炮台地雷	700070	1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
36080	320080	BOSS5号机甲形态机车冲撞1	700050-700054-700150-700154-700250-700254	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36081	320081	BOSS5号机甲形态机车冲撞2	700051-700055-700151-700155-700251-700255	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36082	320082	BOSS5号机甲形态机车冲撞3	700052-700056-700152-700156-700252-700256	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36083	320083	BOSS5号机甲形态机车冲撞4	700053-700057-700153-700157-700253-700257	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36085	320084	BOSS5号机甲形态机车冲撞1	700050-700054-700150-700154-700250-700254	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36086	320085	BOSS5号机甲形态机车冲撞2	700051-700055-700151-700155-700251-700255	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36087	320086	BOSS5号机甲形态机车冲撞3	700052-700056-700152-700156-700252-700256	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36088	320087	BOSS5号机甲形态机车冲撞4	700053-700057-700153-700157-700253-700257	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36090	320088	BOSS5号机甲形态机车冲撞1	700050-700054-700150-700154-700250-700254	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36091	320089	BOSS5号机甲形态机车冲撞2	700051-700055-700151-700155-700251-700255	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36092	320090	BOSS5号机甲形态机车冲撞3	700052-700056-700152-700156-700252-700256	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
36093	320091	BOSS5号机甲形态机车冲撞4	700053-700057-700153-700157-700253-700257	1	stand	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
36100	320100	BOSS5号车形态撞击1	700321-700310	1	skillA	10000				36110	1	0	0	0	0		0						2						
36110	320100	BOSS5号车形态撞击2	700322	1	skillA_2	10000					1	0	0	1	1		0		1	1500		500	2						
36120	320110	BOSS5号车形态能量攻击1	700331	1	skillB2	10000				36130	1	0	0	1	1		0		1	266		200	2						
36130	320110	BOSS5号车形态能量攻击2	700332-700333-700334-700335-700336-700337-700338-700339	1	skillB3	10000					1	0	0	1	1		0		1	1800		200	2						
36140	320120	BOSS5号车形态冲出屏幕1		1	skillA_3	10000				36150	1	0	0	0	0		0						2						
36150	320120	BOSS5号车形态冲出屏幕2		1	stand2	10000				36160	1	0	0	1	0	5000	0						2						
36160	320120	BOSS5号车形态冲出屏幕3		1	skillA_5	10000					1	0	0	0	0		0						2						
																													
36200	320200	BOSS5号飞船形态导弹轰击	700510-700511	1	skillA	10000					1	0	0	0	0		0						2						
36210	320210	BOSS5号飞船形态下落	700520-700521	1	skillB	10000				36220	1	0	0	0	0		0			0		0	2						
36220	320210	BOSS5号飞船形态上升		1	skillB2	10000					1	0	0	0	0		0			0		0	2						
																													
																													
39001	340101	1号BOSS-下砍	701001-701002	1	skillA1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39002	340102	1号BOSS-上砍	701011-701012	1	skillB1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39004	340104	1号BOSS弹跳能量球1	701021-701022-701023	1	skillD1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39005	340105	1号BOSS弹跳能量球2	701021-701022-701024	1	skillD1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39006	340106	1号BOSS弹跳能量球3	701021-701022-701025	1	skillD1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39007	340107	1号BOSS弹跳能量球4	701021-701022-701026	1	skillD1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39008	340108	1号BOSS全屏导弹	701031-701032-701033-701034	1	skillE1	10000						0	0	0	0					0		0	2		0_-25_500_50				
39009	340109	1号BOSS标记	701041	1	skillF	10000						0	0	0	0					0		0	2		0_-25_500_50				
39010	340110	1号BOSS追踪能量球	701046	1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50				
39011	340111	1号BOSS退场		1	skillG	10000						0	0	0	0					0		0	2		0_-25_500_50				
39012	340112	1号BOSS入场		1	skillH	10000						0	0	0	0					0		0	2		0_-25_500_50				
39031	340131	1号浮游炮-能量子弹	701047	1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
39032	340132	1号浮游炮-追踪能量球	701048	1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
																													
40010	345101	普攻1		1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
40020	345102	普攻2		1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
40030	345103	普攻3		1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
