刷怪ID	关卡备注（策划看）	关卡备注（策划看）	怪物ID	朝向	怪池ID(怪池ID+怪池刷出怪物数量)	等级（通过skillEffect触发的怪物等级跟随召唤者）	波次	刷怪器类型(1-常规，即现有类型；2-循环，3-定时，4-极限)	刷怪轮数(以所有波次刷完为1轮)	定时(循环刷怪，极限刷怪的下一轮怪刷出的等待时间；定时刷怪刷出下一轮怪的间隔时间)	刷怪暂停条件类型(1-击杀能力检测，2-数量上限检测)	刷怪暂停条件类型参数(击杀能力检测填间隔时间，单位秒；数量上限检测填存活怪物数量上限)	刷怪位置（1随机刷新，2地图中心刷新，3地图左侧刷新，4地图右侧刷新）	是否预警	助战角色是否出现（0或不配时不刷新助战角色。1刷新助战角色）
1204042	4014	第4章地狱 		2		44	1	1	1				1	0	
1204043	4015	第4章地狱 	1220-1220-2230-2230	2		44	1	1	1				1	0	
1204044	4015	第4章地狱 	1280-1280-2201-2201	2		44	1	1	1				1	0	
1204045	4015	第4章地狱 	1210-1210-2250-2250-1280-1280-50203	2		44	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1005001	5001	第5章简单	2000-2000-2001-2030-1020-1070	2		22	1	1	1				1	0	
1005002	5001	第5章简单	1050-1050-2040-2040	2		22	1	1	1				1	0	
1005003	5001	第5章简单	1010-1060-2001-2001-2020-2050	2		22	1	1	1				1	1	
1005004	5002	第5章简单	1011-1011-1080	2		22	1	3	100	3000	2	4	1	0	
1005005	5002	第5章简单		2		22	1	1	1				1	0	
1005006	5002	第5章简单		2		22	1	1	1				1	1	
1005007	5003	第5章简单	2000-2000-2001-2030-2021-2050	2		22	1	1	1				1	0	
1005008	5003	第5章简单	1020-1020-2040-2040-1080-1080-2001-2001	2		22	1-1-1-1-2-2-2-2	1	1				1	1	
1005009	5003	第5章简单		2		22	1	1	1				1	0	
1005010	5004	第5章简单	2000-2000-1080-1080-1011-1011	2		23	1	1	1				1	0	
1005011	5004	第5章简单	1011-1011-2040-2040	2		23	1	2	100	1250			1	1	
1005012	5004	第5章简单		2		23	1	1	1				1	0	
1005013	5005	第5章简单	1060-1010-1070-1020	2		23	1	1	1				1	0	
1005014	5005	第5章简单	2000-2000-2001-2030-2020-2050	2		23	1	1	1				1	0	
1005015	5005	第5章简单	50401	2		23	1	1	1				4	1	
1005016	5006	第5章简单	2000-2000-2001-2001-2040-2040	2		23	1	1	1				1	0	
1005017	5006	第5章简单	1010-1060-2020-2050	2		23	1	4	2	1250			1	1	
1005018	5006	第5章简单		2		23	1	1	1				1	0	
1005019	5007	第5章简单	1010-1060-1020-1070	2		24	1	1	1				1	0	
1005020	5007	第5章简单	1050-1050-2001-2001-2040-2040	2		24	1	1	1				1	0	
1005021	5007	第5章简单	2000-2030-2020-2050	2		24	1	4	2	1250			1	1	
1005022	5008	第5章简单	1061-1061-1021-1021-1081-1081	2		24	1	4	100	2250			1	0	
1005023	5008	第5章简单		2		24	1	1	1				1	0	
1005024	5008	第5章简单		2		24	1	1	1				1	1	
1005025	5009	第5章简单	1010-1010-2030-2030	2		24	1	1	1				1	0	
1005026	5009	第5章简单	2000-2000-2050-2050-1050-1050-2040-2040	2		24	1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1005027	5009	第5章简单		2		24	1	1	1				1	1	
1005028	5010	第5章简单	2000-2000-2040-2040-1020-1020	2		25	1	1	1				1	0	
1005029	5010	第5章简单	1010-1060-2020-2050	2		25	1	4	1	1250			1	0	
1005030	5010	第5章简单	50401	2		25	1	1	1				4	1	
1005031	5011	第5章简单	2001-2001-2040-2040-2020-2020	2		25	1	1	1				1	0	
1005032	5011	第5章简单	1020-1050-1010-1060	2		25	1	4	2	1250			1	1	
1005033	5011	第5章简单		2		25	1	1	1				1	0	
1005034	5012	第5章简单	2041-2041-1013-1013	2		25	1	1	1				1	0	
1005035	5012	第5章简单	2021-1063-1063	2		25	1	3	100	3000	2	4	1	1	
1005036	5012	第5章简单		2		25	1	1	1				1	0	
1005037	5013	第5章简单	1010-1010-2001-2001-1080-1080	2		27	1	1	1				1	0	
1005038	5013	第5章简单	2040-2040-2020-2020	2		27	1	4	2	1250			1	1	
1005039	5013	第5章简单		2		27	1	1	1				1	0	
1005040	5014	第5章简单	1061-1061-1051-1051	2		27	1	1	1				1	0	
1005041	5014	第5章简单	2000-2000-2030-2030-1070-1070	2		27	1	1	1				1	0	
1005042	5014	第5章简单	1063-1063-1051-1051	2		27	1	2	2	1250			1	1	
1005043	5015	第5章简单	2000-2000-1021-1021	2		27	1	1	1				1	0	
1005044	5015	第5章简单	2001-2001-2040-2020-2050	2		27	1	1	1				1	0	
1005045	5015	第5章简单	50401	2		27	1	1	1				4	1	
1105001	5001	第5章困难	2100-2100-2100-2100-2150-2150	2		32	1	1	1				1	0	
1105002	5001	第5章困难	1110-1110-1180-1180	2		32	1	4	2	1000			1	1	
1105003	5001	第5章困难		2		32	1	1	1				1	0	
1105004	5002	第5章困难	2100-2100-2140-2140	2		32	1	1	1				1	0	
1105005	5002	第5章困难	1111-1111-1180	2		32	1	3	2	2000			1	0	
1105006	5002	第5章困难	2100-2100-2150	2		32	1	3	2	1250			1	1	
1105007	5003	第5章困难	1110-1110-1160-1160-2120-2120	2		32	1	1	1				1	0	
1105008	5003	第5章困难	2130-2130-1170-1170-1150-1150-2140-2140	2		32	1-1-1-1-2-2-2-2	1	1				1	0-0-0-0-1-1-1-1	
1105009	5003	第5章困难		2		32	1	1	1				1	0	
1105010	5004	第5章困难	1151-1181-2101-2101-1163-1163	2		33	1	4	100	1250			1	0	
1105011	5004	第5章困难		2		33	1	1	1				1	0	
1105012	5004	第5章困难		2		33	1	1	1				1	1	
1105013	5005	第5章困难	2130-2130-1110-1110	2		33	1	1	1				1	0	
1105014	5005	第5章困难	1150-1150-2140-2140	2		33	1	1	1				1	0	
1105015	5005	第5章困难	2120-2120-50402	2		33	1	1	1				4	1	
1105016	5006	第5章困难	2100-2100-2130-2130-1120-1170	2		33	1	1	1				1	0	
1105017	5006	第5章困难	1160-1160-2121-2121	2		33	1	4	2	1000			1	1	
1105018	5006	第5章困难		2		33	1	1	1				1	0	
1105019	5007	第5章困难	1161-1111-1150	2		33	1	3	100	3250	2	4	1	0	
1105020	5007	第5章困难		2		33	1	1	1				1	0	
1105021	5007	第5章困难		2		33	1	1	1				1	1	
1105022	5008	第5章困难	2140-2140-1120-1120	2		33	1	1	1				1	0	
1105023	5008	第5章困难	2100-2100-2150-2150	2		33	1	1	1				1	0	
1105024	5008	第5章困难	2101-2130-1111-1160-1151-1180	2		33	1	1	1				1	1	
1105025	5009	第5章困难	1111-1161-1121-1171	2		33	1	1	1				1	0	
1105026	5009	第5章困难	2101-2131-1151-1181-2102-2102-1121-1171	2		33	1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1105027	5009	第5章困难		2		33	1	1	1				1	0	
1105028	5010	第5章困难	2100-2100-2140-2140-2120-2150	2		34	1	1	1				1	0	
1105029	5010	第5章困难	50402	2		34	1	1	1				4	1	
1105030	5010	第5章困难		2		34	1	1	1				4	1	
1105031	5011	第5章困难	2100-2100-1170-1170	2		34	1	1	1				1	0	
1105032	5011	第5章困难	1110-1110-2150-2150	2		34	1	1	1				1	0	
1105033	5011	第5章困难	2130-2130-1151-1151	2		34	1	4	2	1250			1	1	
1105034	5012	第5章困难	1110-1110-1120-1120	2		34	1	1	1				1	0	
1105035	5012	第5章困难	2101-2101-2140-2140-1150-1180	2		34	1	4	2	1500			1	1	
1105036	5012	第5章困难		2		34	1	1	1				1	0	
1105037	5013	第5章困难	2101-1111-1181	2		37	1	3	100	3250	2	4	1	0	
1105038	5013	第5章困难		2		37	1	1	1				1	0	
1105039	5013	第5章困难		2		37	1	1	1				1	1	
1105040	5014	第5章困难	2100-2100-2140-2140-2120-2150	2		37	1	1	1				1	0	
1105041	5014	第5章困难	2130-2130-1110-1110-1170-1150	2		37	1	1	1				1	1	
1105042	5014	第5章困难		2		37	1	1	1				1	0	
1105043	5015	第5章困难	2100-2130-1110-1160	2		37	1	1	1				1	0	
1105044	5015	第5章困难	2140-2140-1120-1120	2		37	1	1	1				1	0	
1105045	5015	第5章困难	50402	2		37	1	1	1				4	1	
1205001	5001	第5章地狱 	2200-2200-1270-1270	2		45	1	1	1				1	0	
1205002	5001	第5章地狱 	1210-2250	2		45	1	3	5	1500	2	6	1	0	
1205003	5001	第5章地狱 		2		45	1	1	1				1	0	
1205004	5002	第5章地狱 	2230-2230-1250-1250	2		45	1	1	1				1	0	
1205005	5002	第5章地狱 	2240-2240-1220-1220	2		45	1	1	1				1	0	
1205006	5002	第5章地狱 	1260-1260-2220-2220	2		45	1	4	1	1250			1	1	
1205007	5003	第5章地狱 	2201-2201-2231-2231-1280-1280	2		45	1	4	100	1250			1	0	
1205008	5003	第5章地狱 		2		45	1	1	1				1	0	
1205009	5003	第5章地狱 		2		45	1	1	1				1	1	
1205010	5004	第5章地狱 	1221-1221-2230-2230	2		46	1	1	1				1	0	
1205011	5004	第5章地狱 	1221-1221-1260-1260-2240-2240-1251-1251	2		46	1-1-1-1-2-2-2-2	2	100	1250			1	0-0-0-0-1-1-1-1	
1205012	5004	第5章地狱 		2		46	1	1	1				1	0	
1205013	5005	第5章地狱 	1210-1210-2251-2251	2		46	1	1	1				1	0	
1205014	5005	第5章地狱 	2201-2201-1271-1271	2		46	1	1	1				1	0	
1205015	5005	第5章地狱 	50403	2		46	1	1	1				4	1	
1205016	5006	第5章地狱 	2240-2240-1251-1251	2		46	1	1	1				1	0	
1205017	5006	第5章地狱 	2201-2201-1280-1280	2		46	1	4	2	1500			1	1	
1205018	5006	第5章地狱 		2		46	1	1	1				1	0	
1205019	5007	第5章地狱 	1281-1263-2201	2		46	1	3	100	3250	2	4	1	0	
1205020	5007	第5章地狱 		2		46	1	1	1				1	0	
1205021	5007	第5章地狱 		2		46	1	1	1				1	1	
1205022	5008	第5章地狱 	1210-1210-2250-2250	2		46	1	1	1				1	0	
1205023	5008	第5章地狱 	2201-2201-1270-1270	2		46	1	1	1				1	0	
1205024	5008	第5章地狱 	2240-2240-1251-1251	2		46	1	4	2	1250			1	1	
1205025	5009	第5章地狱 	2221-2221-2232-2232	2		46	1	1	1				1	0	
1205026	5009	第5章地狱 	1212-1212-1281-1281	2		46	1	4	100	1250			1	1	
1205027	5009	第5章地狱 		2		46	1	1	1				1	0	
1205028	5010	第5章地狱 	2201-2201-2240-2240-2251-2251	2		48	1	1	1				1	0	
1205029	5010	第5章地狱 	1260-1260-1221-1221	2		48	1	1	1				1	0	
1205030	5010	第5章地狱 	50403	2		48	1	1	1				4	1	
1205031	5011	第5章地狱 	1210-1210-1280-1280	2		48	1	1	1				1	0	
1205032	5011	第5章地狱 	2201-2201-1270-1270-2240-2240-2221-2221	2		48	1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1205033	5011	第5章地狱 		2		48	1	1	1				1	0	
1205034	5012	第5章地狱 	2230-2230-1250-1250	2		48	1	1	1				1	0	
1205035	5012	第5章地狱 	1260-1260-2221-2221	2		48	1	1	1				1	0	
1205036	5012	第5章地狱 	2240-2240-1220-1220	2		48	1	4	2	1250			1	1	
1205037	5013	第5章地狱 	1210-1210-1270-1270-2201-2201-2250-2250	2		50	1-1-1-1-2-2-2-2	1	1				1	0	
1205038	5013	第5章地狱 	2201-1281	2		50	1	3	100	1500	2	4	1	1	
1205039	5013	第5章地狱 		2		50	1	1	1				1	0	
1205040	5014	第5章地狱 	1261-1261-2240-2240-2220-2220	2		50	1	4	100	1250			1	0	
1205041	5014	第5章地狱 		2		50	1	1	1				1	0	
1205042	5014	第5章地狱 		2		50	1	1	1				1	1	
1205043	5015	第5章地狱 	1220-1220-2230-2230	2		50	1	1	1				1	0	
1205044	5015	第5章地狱 	1210-1210-2220-2220	2		50	1	4	1	1250			1	0	
1205045	5015	第5章地狱 	50403	2		50	1	1	1				4	1	
1006001	6001	第6章简单	1060-1060-1010-1010-1020-1020	2		28	1	1	1				1	0	
1006002	6001	第6章简单	2000-2030-1050-1080	2		28	1	1	1				1	0	
1006003	6001	第6章简单	2001-2001-2040-2040-2020-2020	2		28	1	1	1				1	1	
1006004	6002	第6章简单	2002-2002-1012-1012-1071-1071	2		28	1	4	100	2250			1	0	
1006005	6002	第6章简单		2		28	1	1	1				1	0	
1006006	6002	第6章简单		2		28	1	1	1				1	0	
1006007	6003	第6章简单	1010-1010-2030-2030-1020-1020	2		28	1	1	1				1	0	
1006008	6003	第6章简单	2040-1050	2		28	1	3	5	1500	2	6	1	1	
1006009	6003	第6章简单		2		28	1	1	1				1	0	
1006010	6004	第6章简单	2001-2001-2000-2030-2020-2050	2		29	1	1	1				1	0	
1006011	6004	第6章简单	1080-1080-2000-2000	2		29	1	1	1				1	0	
1006012	6004	第6章简单	1011-1011-1010-1060-2020-2050	2		29	1	1	1				1	1	
1006013	6005	第6章简单	2001-2001-1050-1080	2		29	1	1	1				1	0	
1006014	6005	第6章简单	1011-1011-2040-2040-1020-1020	2		29	1	1	1				1	0	
1006015	6005	第6章简单	2000-2000-1070-1080-2020-2020-2060	2		29	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1006016	6006	第6章简单	2000-2000-2040-2040-1050-1050	2		29	1	1	1				1	0	
1006017	6006	第6章简单	1010-1060-2020-2050	2		29	1	4	2	1250			1	1	
1006018	6006	第6章简单		2		29	1	1	1				1	0	
1006019	6007	第6章简单	1011-1011-1010-1060-1020-1070	2		31	1	1	1				1	0	
1006020	6007	第6章简单	2040-2040-2020-2020	2		31	1	1	1				1	0	
1006021	6007	第6章简单	1080-1080-1011-1011-2001-2001	2		31	1	1	1				1	1	
1006022	6008	第6章简单	2051-2051-2030-2000-2000-2000	2		31	1	1	1				1	0	
1006023	6008	第6章简单	1051-1051-1011-1011-2040-2040	2		31	1	4	100	2250			1	0	
1006024	6008	第6章简单		2		31	1	1	1				1	1	
1006025	6009	第6章简单	2021-2021-1063-1063-1080-1070-2001-2001	2		31	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1006026	6009	第6章简单		2		31	1	1	1				1	0	
1006027	6009	第6章简单		2		31	1	1	1				1	0	
1006028	6010	第6章简单	2030-2030-2000-2000-1020-1020	2		31	1	1	1				1	0	
1006029	6010	第6章简单	1060-1060-1050-1050	2		31	1	1	1				1	0	
1006030	6010	第6章简单	2050-2050-1010-1010-20001	2		31	1-1-1-1-2	1	1				4	0-0-0-0-1	
1006031	6011	第6章简单	2040-2040-1050-1050	2		31	1	1	1				1	0	
1006032	6011	第6章简单	2001-2001-1010-1010-1070-1070	2		31	1	1	1				1	1	
1006033	6011	第6章简单		2		31	1	1	1				1	0	
1006034	6012	第6章简单	2001-2001-2040-2040-2020-2020	2		31	1	4	100	1250			1	0	
1006035	6012	第6章简单		2		31	1	1	1				1	0	
1006036	6012	第6章简单		2		31	1	1	1				1	0	
1006037	6013	第6章简单	1050-1080-1010-1060	2		31	1	1	1				1	0	
1006038	6013	第6章简单	2000-2030-1020-1070	2		31	1	4	1	1250			1	0	
1006039	6013	第6章简单	2040-2020	2		31	1	3	3	1500	2	4	1	1	
1006040	6014	第6章简单	2001-2001-1010-1010-1070-1070	2		33	1	1	1				1	0	
1006041	6014	第6章简单	2040-2040-1050-1050	2		33	1	4	2	1250			1	1	
1006042	6014	第6章简单		2		33	1	1	1				1	0	
1006043	6015	第6章简单	2000-2000-1011-1011-2050-2050	2		33	1	1	1				1	0	
1006044	6015	第6章简单	2001-2001-1070-1080	2		33	1	1	1				1	0	
1006045	6015	第6章简单	1050-1020-1010-1060-2020-2050-50201	2		33	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1106001	6001	第6章困难	1160-1160-1111-1111-1120-1170	2		38	1	1	1				1	0	
1106002	6001	第6章困难	2101-2101-2130-2130-2120-2150	2		38	1	1	1				1	1	
1106003	6001	第6章困难		2		38	1	1	1				1	0	
1106004	6002	第6章困难	1150-1150-2131-2131	2		38	1	1	1				1	0	
1106005	6002	第6章困难	2140-2140-1110-1110-1120-1120	2		38	1	1	1				1	0	
1106006	6002	第6章困难	2131-2131-2121-2121	2		38	1	4	100	1250			1	1	
1106007	6003	第6章困难	1110-1160-1120-1170	2		38	1	1	1				1	0	
1106008	6003	第6章困难	2100-2130-2120-2150	2		38	1	1	1				1	0	
1106009	6003	第6章困难	2140-2140-2101-2101-1150-1180	2		38	1	4	1	1250			1	1	
1106010	6004	第6章困难	2102-2102-1163-1163	2		38	1	1	1				1	0	
1106011	6004	第6章困难	2141-2141-1151-1151	2		38	1	4	100	1250			1	1	
1106012	6004	第6章困难		2		38	1	1	1				1	0	
1106013	6005	第6章困难	1170-1170-2101-2101	2		38	1	1	1				1	0	
1106014	6005	第6章困难	1151-1181-1111-1161	2		38	1	1	1				1	0	
1106015	6005	第6章困难	2101-2101-1180-1180-2120-2150-2160	2		38	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1106016	6006	第6章困难	2100-2100-1180-1180	2		38	1	1	1				1	0	
1106017	6006	第6章困难	1111-1161-1121-1171	2		38	1	1	1				1	0	
1106018	6006	第6章困难	2140-2140-2121-2121	2		38	1	4	1	1500			1	1	
1106019	6007	第6章困难	2130-2130-2120-2120	2		41	1	1	1				1	0	
1106020	6007	第6章困难	1120-1120-1160-1160-2101-2101-1180-1180	2		41	1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1106021	6007	第6章困难		2		41	1	1	1				1	0	
1106022	6008	第6章困难	2100-2100-2130-2130-1120-1170	2		41	1	1	1				1	0	
1106023	6008	第6章困难	1110-1110-2120-2150-2140-2140	2		41	1	1	1				1	1	
1106024	6008	第6章困难		2		41	1	1	1				1	0	
1106025	6009	第6章困难	2100-2100-1181	2		41	1	3	100	3250	2	4	1	0	
1106026	6009	第6章困难		2		41	1	1	1				1	0	
1106027	6009	第6章困难		2		41	1	1	1				1	0	
1106028	6010	第6章困难	1110-1110-2150-2150	2		41	1	1	1				1	0	
1106029	6010	第6章困难	2140-2140-1120-1150	2		41	1	1	1				1	0	
1106030	6010	第6章困难	2130-2130-20101	2		41	1	1	1				4	1	
1106031	6011	第6章困难	1110-1110-1111-1160-1170-1170	2		41	1	1	1				1	0	
1106032	6011	第6章困难	2140-2140-1150-1150	2		41	1	4	2	1250			1	1	
1106033	6011	第6章困难		2		41	1	1	1				1	0	
1106034	6012	第6章困难	1161-2101	2		41	1	3	100	1500	2	6	1	0	
1106035	6012	第6章困难		2		41	1	1	1				1	0	
1106036	6012	第6章困难		2		41	1	1	1				1	0	
1106037	6013	第6章困难	2130-2130-1120-1120	2		41	1	1	1				1	0	
1106038	6013	第6章困难	1150-1150-1160-1160	2		41	1	1	1				1	0	
1106039	6013	第6章困难	2140-2140-2121-2121	2		41	1	4	1	1250			1	1	
1106040	6014	第6章困难	1170-1170-2101-2101	2		43	1	1	1				1	0	
1106041	6014	第6章困难	1150-1150-2140-2140-1110-1160-2120-2150	2		43	1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1106042	6014	第6章困难		2		43	1	1	1				1	0	
1106043	6015	第6章困难	2100-2100-2101-2101-1170-1170	2		43	1	1	1				1	0	
1106044	6015	第6章困难	1110-1110-2150-2150-1150-1180-50202	2		43	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1106045	6015	第6章困难		2		43	1	1	1				1	0	
1206001	6001	第6章地狱	2200-2200-2230-2230-2250-2250	2		51	1	1	1				1	0	
1206002	6001	第6章地狱	1260-1260-1220-1250	2		51	1	4	2	1250			1	1	
1206003	6001	第6章地狱		2		51	1	1	1				1	0	
1206004	6002	第6章地狱	1263-1263-1213-1213	2		51	1	1	1				1	0	
1206005	6002	第6章地狱	2201-2231-1281	2		51	1	3	100	3250	2	4	1	1	
1206006	6002	第6章地狱		2		51	1	1	1				1	0	
1206007	6003	第6章地狱	2201-2201-1270-1270	2		51	1	1	1				1	0	
1206008	6003	第6章地狱	2240-2240-1251-1251	2		51	1	1	1				1	0	
1206009	6003	第6章地狱	1260-1260-2220-2220	2		51	1	4	1	1500			1	1	
1206010	6004	第6章地狱	2232-2232-1221-1221-2221-2221-1261-1261	2		52	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1206011	6004	第6章地狱		2		52	1	1	1				1	0	
1206012	6004	第6章地狱		2		52	1	1	1				1	0	
1206013	6005	第6章地狱	2200-2200-1261-1261	2		52	1	1	1				1	0	
1206014	6005	第6章地狱	2240-2240-1250-1250	2		52	1	4	1	1250			1	0	
1206015	6005	第6章地狱	1270-1270-2260	2		52	1	1	1				4	1	
1206016	6006	第6章地狱	2200-2200-2250-2250-2240-2240-1221-1221	2		52	1-1-1-1-2-2-2-2	1	1				1	0	
1206017	6006	第6章地狱	1280-1280-2201-2201	2		52	1	4	1	1250			1	1	
1206018	6006	第6章地狱		2		52	1	1	1				1	0	
1206019	6007	第6章地狱	1260-1260-2201-2201-2250-2250	2		54	1	1	1				1	0	
1206020	6007	第6章地狱	2201-1271	2		54	1	3	100	1500	2	4	1	1	
1206021	6007	第6章地狱		2		54	1	1	1				1	0	
1206022	6008	第6章地狱	2230-2230-1251-1251	2		54	1	1	1				1	0	
1206023	6008	第6章地狱	1260-1260-2220-2220	2		54	1	1	1				1	0	
1206024	6008	第6章地狱	2240-2240-1220-1220	2		54	1	4	2	1250			1	1	
1206025	6009	第6章地狱	1261-1261-2231-2231-2220-2220	2		54	1	4	100	1250			1	0	
1206026	6009	第6章地狱		2		54	1	1	1				1	0	
1206027	6009	第6章地狱		2		54	1	1	1				1	0	
1206028	6010	第6章地狱	1210-1210-1270-1270	2		56	1	1	1				1	0	
1206029	6010	第6章地狱	2240-2240-2220-2220	2		56	1	1	1				1	0	
1206030	6010	第6章地狱	2201-2201-1280-1280-2250-2250-20201	2		56	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1206031	6011	第6章地狱	2200-2200-2230-2230-1270-1270	2		56	1	1	1				1	0	
1206032	6011	第6章地狱	1260-1260-2221-2221	2		56	1	4	2	1250			1	1	
1206033	6011	第6章地狱		2		56	1	1	1				1	0	
1206034	6012	第6章地狱	2240-2240-1250-1250	2		56	1	1	1				1	0	
1206035	6012	第6章地狱	1270-1270-2201-2201	2		56	1	1	1				1	0	
1206036	6012	第6章地狱	1260-1260-2230-2230-2220-2220	2		56	1	1	1				1	1	
1206037	6013	第6章地狱	2202-2202-1271-1271-1251-1251-2240-2240	2		56	1-1-1-1-2-2-2-2	2	100	1750			1	0	
1206038	6013	第6章地狱		2		56	1	1	1				1	0	
1206039	6013	第6章地狱		2		56	1	1	1				1	0	
1206040	6014	第6章地狱	1213-1213-1271-1271	2		57	1	1	1				1	0	
1206041	6014	第6章地狱	2231-2231-1251	2		57	1	3	100	3250	2	4	1	1	
1206042	6014	第6章地狱		2		57	1	1	1				1	0	
1206043	6015	第6章地狱	2230-2230-2220-2220	2		57	1	1	1				1	0	
1206044	6015	第6章地狱	1280-1280-1211-1211	2		57	1	1	1				1	0	
1206045	6015	第6章地狱	2240-2240-1221-1221-50203	2		57	1	1	1				4	1	
1007001	7001	第7章简单	1010-1010-1060-1060	2		33	1	1	1				1	0	
1007002	7001	第7章简单	2000-2000-2001-2030-2021-2050	2		33	1	1	1				1	0	
1007003	7001	第7章简单	2040-2040-1020-1050	2		33	1	4	1	1000			1	1	
1007004	7002	第7章简单	1071-1071-2000-2000-2001-2001	2		34	1	1	1				1	0	
1007005	7002	第7章简单	1071-2040	2		34	1	3	2	1250			1	1	
1007006	7002	第7章简单		2		34	1	1	1				1	0	
1007007	7003	第7章简单	1060-1060-1011-1011-1020-1020	2		34	1	1	1				1	0	
1007008	7003	第7章简单	2000-2000-2020-2050-2001-2001-1050-1080	2		34	1-1-1-1-2-2-2-2	1	1				1	0-0-0-0-1-1-1-1	
1007009	7003	第7章简单		2		34	1	1	1				1	0	
1007010	7004	第7章简单	1021-1051-2040-2040	2		34	1	4	100	1000			1	0	
1007011	7004	第7章简单		2		34	1	1	1				1	0	
1007012	7004	第7章简单		2		34	1	1	1				1	0	
1007013	7005	第7章简单	1080-1050-1060-1010	2		35	1	1	1				1	0	
1007014	7005	第7章简单	2001-2001-1070-1070	2		35	1	4	1	1000			1	0	
1007015	7005	第7章简单	2050-2050-50601	2		35	1	1	1				4	1	
1007016	7006	第7章简单	1070-1020-2030-2000	2		35	1	1	1				1	0	
1007017	7006	第7章简单	1010-1060-2020-2050	2		35	1	4	1	1000			1	0	
1007018	7006	第7章简单	2040-2040-2001-2001-1050-1050	2		35	1	1	1				1	1	
1007019	7007	第7章简单	1021-1021-2032-2032-1012-1012	2		35	1	2	100	1250			1	0	
1007020	7007	第7章简单		2		35	1	1	1				1	0	
1007021	7007	第7章简单		2		35	1	1	1				1	0	
1007022	7008	第7章简单	2000-2000-2001-2001-2050-2050	2		35	1	1	1				1	0	
1007023	7008	第7章简单	1020-1050-1011-1011-2040-2040	2		35	1	4	2	2250			1	1	
1007024	7008	第7章简单		2		35	1	1	1				1	0	
1007025	7009	第7章简单	2000-2030-1020-1070	2		35	1	1	1				1	0	
1007026	7009	第7章简单	1050-1080-1010-1060	2		35	1	1	1				1	0	
1007027	7009	第7章简单	2000-2000-2040-2040-2020-2020	2		35	1	4	2	1250			1	1	
1007028	7010	第7章简单	2030-2030-1020-1020	2		35	1	1	1				1	0	
1007029	7010	第7章简单	1010-1060-1050-1080-2050-2020-50601	2		35	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1007030	7010	第7章简单		2		35	1	1	1				1	0	
1007031	7011	第7章简单	1010-1060-1020-1070	2		36	1	1	1				1	0	
1007032	7011	第7章简单	2020-2020-2040-2040	2		36	1	1	1				1	0	
1007033	7011	第7章简单	1020-1050-2030-2030	2		36	1	4	2	1250			1	1	
1007034	7012	第7章简单	2000-2000-2001-2001-2050-2050	2		36	1	1	1				1	0	
1007035	7012	第7章简单	2040-2040-1021-1051	2		36	1	4	2	2250			1	1	
1007036	7012	第7章简单		2		36	1	1	1				1	0	
1007037	7013	第7章简单	2020-2001-2031	2		36	1	3	100	3250	2	4	1	0	
1007038	7013	第7章简单		2		36	1	1	1				1	0	
1007039	7013	第7章简单		2		36	1	1	1				1	0	
1007040	7014	第7章简单	1010-1010-1080	2		39	1	3	2	1000			1	0	
1007041	7014	第7章简单	1010-1010-2001-2001-2051-2051	2		39	1	4	100	1250			1	1	
1007042	7014	第7章简单		2		39	1	1	1				1	0	
1007043	7015	第7章简单	2040-2040-1020-1020	2		39	1	1	1				1	0	
1007044	7015	第7章简单	2001-2031-1050-1080	2		39	1	1	1				1	0	
1007045	7015	第7章简单	2020-2050-1010-1060-1020-1070-50601	2		39	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1107001	7001	第7章困难	2100-2100-2120-2150-2140-2140	2		43	1	1	1				1	0	
1107002	7001	第7章困难	1111-1111-1180-1180	2		43	1	4	2	1750			1	1	
1107003	7001	第7章困难		2		43	1	1	1				1	0	
1107004	7002	第7章困难	1160-1160-1110-1110-1170-1170	2		44	1	1	1				1	0	
1107005	7002	第7章困难	2100-2130-2120-2150	2		44	1	1	1				1	0	
1107006	7002	第7章困难	2140-2140-1150-1150	2		44	1	4	1	1250			1	1	
1107007	7003	第7章困难	1181-1181-1113-1113-1121-1121-2141-2141	2		44	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1107008	7003	第7章困难		2		44	1	1	1				1	0	
1107009	7003	第7章困难		2		44	1	1	1				1	0	
1107010	7004	第7章困难	2100-2100-2150-2150	2		44	1	4	1	1250			1	0	
