特效ID	名字（策划看）	特效触发事件名	特效资源名	动画名称	固定特效朝向（包括固定特效朝向，或子弹飞行方向，不填则为释放者朝向，填1则固定X轴正方向，填2则固定X轴负方向）	特效颜色叠加	触发新特效几率	触发新特效	气浪强度（0为关闭，最强100）	是否循环	渲染层级(0在角色下层，1在人物上层，2根据地图Y值排序)	碰撞类型(0矩形，1多边形)	碰撞范围Y轴修正(上/下检测参数。根据特效父节点有2种情况。父节点为角色时，以角色影子为基础检测目标影子。父节点为其他时，以特效影子为基础检测目标影子。)	碰撞区域	缩放	特效类型（1普通型，2放出型）	牵引类型，放出型特效没有牵引数据（0或不填表示没有牵引，1推吸类型，2固定方向）	牵引速度X（推吸类型，只填写X轴正负速度值，正推负吸。固定方向类型，填写XY轴速度）	牵引速度Y	伤害方式判定（0不进行伤害判定，1根据hurt帧事件判定，2碰撞即算伤害）	伤害触发	是否开启地图蒙板	父节点(1触发者,2目标,3地图,4UI层)	特效是否跟随触发动作(0不删除，1删除)	播放位置（0随施法者1目标位置2施法者挂点3施法者位置4目标挂点5随机位置）	播放位置偏移X（单位像素，正前负后）	播放位置偏移Y（0与角色Y轴一致。1~10为可行走区域的10条路）	挂点骨骼名称（不填为spine原点。）	目标选择（0无，1自身，2随机敌人，3最近的敌人，4最远的敌人，5随机地面点）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择数量	跟踪方式（0直线，1始终跟踪，2角度跟踪，3追踪目标位置，angle,4圆形，5S曲线，6折射，7直线角度，8贝塞尔曲线目标位置,10贝赛尔曲线固定位置）	直线飞行子弹的角度	圆形和S曲线飞行半径	折射时间	贝塞尔曲线高度	命中数量回收(发射型特效生效。0或不填为不回收。其他数字为命中该数量后回收)	自动触发特效（特效结束or回收时，自动播放下一个特效）	特效速度（包含贝塞尔曲线速度）	特效总时间(循环播放特效生效)	回收特效资源	回收特效动画	受击特效资源	受击特效动画（上层）	受击特效动画（下层）	受击特效角度	受击特效缩放	触发事件（配置该特效的事件名）	触发刷怪表（配置刷怪表ID）	刷怪位置类型（1随机，2特效中心点）
110030	反转十香-技能1-0级-空中3连up	effect0	effects_10103_skillB	skillB012_2_up						0	1		100-80	bdbox_eff	1	1				1	11011-11011-11012		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110031	反转十香-技能1-0级-空中3连down	effect0	effects_10103_skillB	skillB012_2_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110032	反转十香-技能1-0、1级-闪回	effect0	effects_10103_skillB	skillB0_3						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110033	反转十香-技能1-1级-空中3连up	effect0	effects_10103_skillB	skillB012_2_up						0	1		80-60	bdbox_eff	1	1				1	11013-11013-11014		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110034	反转十香-技能1-1级-空中3连down	effect0	effects_10103_skillB	skillB012_2_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110035	反转十香-技能1-1级-空中2连up	effect0	effects_10103_skillB	skillB012_4_up						0	1		90-80	bdbox_eff	1	1				1	11015		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110036	反转十香-技能1-1级-空中2连down	effect0	effects_10103_skillB	skillB012_4_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110037	反转十香-技能1-2级-空中3连up	effect0	effects_10103_skillB	skillB012_2_up						0	1		90-80	bdbox_eff	1	1				1	11016-11016-11017		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110038	反转十香-技能1-2级-空中3连down	effect0	effects_10103_skillB	skillB012_2_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110039	反转十香-技能1-2级-空中2连up	effect0	effects_10103_skillB	skillB012_4_up						0	1		90-80	bdbox_eff	1	1				1	11018		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110040	反转十香-技能1-2级-空中2连down	effect0	effects_10103_skillB	skillB012_4_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110041	反转十香-技能1-2级-下斩收招up	effect0	effects_10103_skillB	skillB2_5_up						0	1		100-90	bdbox_eff	1	1				1	11019		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110042	反转十香-技能1-2级-下斩收招down	effect0	effects_10103_skillB	skillB2_5_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110043	反转十香-技能1-3级-空中3连up	effect0	effects_10103_skillB	skillB3_2_up						0	1		100-90	bdbox_eff	1	1				1	11020-11020-11021		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110044	反转十香-技能1-3级-空中3连down	effect0	effects_10103_skillB	skillB3_2_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110045	反转十香-技能1-3级-空中2连up	effect0	effects_10103_skillB	skillB3_4_up						0	1		100-90	bdbox_eff	1	1				1	11022		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110046	反转十香-技能1-3级-空中2连down	effect0	effects_10103_skillB	skillB3_4_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110047	反转十香-技能1-3级-下斩收招up	effect0	effects_10103_skillB	skillB3_5_up						0	1		100-90	bdbox_eff	1	1				1	11023		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110048	反转十香-技能1-3级-下斩收招down	effect0	effects_10103_skillB	skillB3_5_down						0	0		1-0	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110051	反转十香-技能2-0级-重劈	effect0	effects_10103_extra_skillB	extra_skillB012_1						0	1		80-70	bdbox_eff	1	1				1	11030		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110052	反转十香-技能2-0级-挑飞	effect0	effects_10103_extra_skillB	extra_skillB012_4						0	1		80-70	bdbox_eff	1	1				1	11031		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110053	反转十香-技能2-1级-重劈	effect0	effects_10103_extra_skillB	extra_skillB012_1						0	1		80-70	bdbox_eff	1	1				1	11032		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110054	反转十香-技能2-1级-横斩	effect0	effects_10103_extra_skillB	extra_skillB012_2						0	1		80-70	bdbox_eff	1	1				1	11033		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110055	反转十香-技能2-1级-挑飞	effect0	effects_10103_extra_skillB	extra_skillB012_4						0	1		80-70	bdbox_eff	1	1				1	11034		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110056	反转十香-技能2-2级-重劈	effect0	effects_10103_extra_skillB	extra_skillB012_1						0	1		80-70	bdbox_eff	1	1				1	11035		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110057	反转十香-技能2-2级-横斩	effect0	effects_10103_extra_skillB	extra_skillB012_2						0	1		80-70	bdbox_eff	1	1				1	11036		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110058	反转十香-技能2-2级-挑飞1	effect0	effects_10103_extra_skillB	extra_skillB012_3						0	1		80-70	bdbox_eff	1	1				1	11037		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110059	反转十香-技能2-2级-挑飞2	effect0	effects_10103_extra_skillB	extra_skillB012_4						0	1		80-70	bdbox_eff	1	1				1	11038		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110061	反转十香-技能2-3级-重劈up	effect0	effects_10103_extra_skillB	extra_skillB3_1_up						0	1		80-70	bdbox_eff	1	1				1	11039		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110062	反转十香-技能2-3级-重劈down	effect0	effects_10103_extra_skillB	extra_skillB3_1_down						0	0		80-70	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110063	反转十香-技能2-3级-横斩	effect0	effects_10103_extra_skillB	extra_skillB3_2						0	1		80-70	bdbox_eff	1	1				1	11040		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110064	反转十香-技能2-3级-挑飞1	effect0	effects_10103_extra_skillB	extra_skillB3_3						0	1		80-70	bdbox_eff	1	1				1	11041		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110065	反转十香-技能2-3级-挑飞2	effect0	effects_10103_extra_skillB	extra_skillB3_4						0	1		80-70	bdbox_eff	1	1				1	11042		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110071	反转十香-必杀	effect0	effects_10103_skillC	skillC0123_1						0	1		1-0	bdbox_eff	1	1				0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110072	反转十香-必杀0级	effect0	effects_10103_skillC	skillC0_2_up						0	1		100-100	bdbox_eff	1	1	1	-100		1	11050-11051-11052-11053	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110073	反转十香-必杀0级down	effect0	effects_10103_skillC	skillC0_2_down						0	0		1-0	bdbox_eff	1	1				0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110074	反转十香-必杀1级	effect0	effects_10103_skillC	skillC1_3_up						0	1		1-0	bdbox_eff	1	1	1	-100		1	11054-11055-11056-11057-11058-11059	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110075	反转十香-必杀1级down	effect0	effects_10103_skillC	skillC1_3_down						0	0		100-100	bdbox_eff	1	1				0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110076	反转十香-必杀2级	effect0	effects_10103_skillC	skillC2_4_up						0	1		1-0	bdbox_eff	1	1	1	-100		1	11060-11061-11062-11063-11064-11065-11066-11067	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110077	反转十香-必杀2级down	effect0	effects_10103_skillC	skillC2_4_down						0	0		1-0	bdbox_eff	1	1				0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110078	反转十香-必杀3级	effect0	effects_10103_skillC	skillC3_4_up						0	1		100-100	bdbox_eff	1	1	1	-100		1	11068-11069-11070-11071-11072-11073-11074-11075-11075-11075	1	3		3				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110079	反转十香-必杀3级down	effect0	effects_10103_skillC	skillC3_4_down						0	0		1-0	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110090	反转十香-闪避	effect0	effects_10103_dodge	dodge_up						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110091	反转十香-闪避	effect0	effects_10103_dodge	dodge_down						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		90	1			
110100	反转十香-出场技能	effect0	effects_10103_skillF	skillF_up						0	1		100-80	bdbox_eff	1	1				1	11080-11080-11080-11081		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		135	1			
110101	反转十香-出场技能down	effect0	effects_10103_skillF	skillF_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		170	1			
110110	反转十香-觉醒up	effect0	effects_10103_skillD	skillD_1_up						0	1		1-0	bdbox_eff	1	1				0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		0	1			
110111	反转十香-觉醒down	effect0	effects_10103_skillD	skillD_1_down						0	0		1-0	bdbox_eff	1	1				0	0	1	3		3				0			0	0				0	0	400	0	0		effects_10103_skillA	skillA_hit		45	1			
110112	反转十香-觉醒-剑气	effect1	effects_10103_skillD	skillD_2						1	2		150-100	bdbox_eff	1	2				2	11082	1	3		3				0			0	0				0	0	1600	2000	0		effects_10103_skillA	skillA_hit		90	1			
110120	反转十香-觉醒形态-普攻1	effect0	effects_10103_PskillA	PskillA012_1						0	1		70-60	bdbox_eff	0.8	1				1	11090		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110121	反转十香-觉醒形态-普攻2	effect0	effects_10103_PskillA	PskillA012_2						0	1		70-60	bdbox_eff	0.8	1				1	11091		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110122	反转十香-觉醒形态-普攻3	effect0	effects_10103_PskillA	PskillA012_3						0	1		70-60	bdbox_eff	0.8	1				1	11092		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110123	反转十香-觉醒形态-普攻4	effect0	effects_10103_PskillA	PskillA012_4						0	1		70-60	bdbox_eff	0.8	1				1	11093		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110130	反转十香-觉醒形态-普攻1	effect0	effects_10103_PskillA	PskillA3_1						0	1		80-70	bdbox_eff	0.8	1				1	11090		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110131	反转十香-觉醒形态-普攻2	effect0	effects_10103_PskillA	PskillA3_2						0	1		80-70	bdbox_eff	0.8	1				1	11091		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110132	反转十香-觉醒形态-普攻3	effect0	effects_10103_PskillA	PskillA3_3						0	1		80-70	bdbox_eff	0.8	1				1	11092		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110133	反转十香-觉醒形态-普攻4	effect0	effects_10103_PskillA	PskillA3_4						0	1		80-70	bdbox_eff	0.8	1				1	11093		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110134	反转十香-觉醒形态-普攻4-剑气	effect1	effects_10103_PskillA	PskillA_daoguang						1	2		80-70	bdbox_eff	0.9	2				2	11094		3		3				0			0	0				0	0	1800	2000	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110140	反转十香-觉醒形态-技能1-0	effect0	effects_10103_PskillB	PskillB0						0	1		90-80	bdbox_eff	0.7	1				1	11100-11101-11102		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110141	反转十香-觉醒形态-技能1-0.1down	effect0	effects_10103_PskillB	PskillB01_down						0	0		1-0	bdbox_eff	0.7	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110142	反转十香-觉醒形态-技能1-1	effect0	effects_10103_PskillB	PskillB1						0	1		90-80	bdbox_eff	0.7	1				1	11103-11104-11105		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110143	反转十香-觉醒形态-技能1-2	effect0	effects_10103_PskillB	PskillB2						0	1		90-80	bdbox_eff	0.7	1				1	11106-11107-11108		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110144	反转十香-觉醒形态-技能1-2down	effect0	effects_10103_PskillB	PskillB2_down						0	0		1-0	bdbox_eff	0.7	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110145	反转十香-觉醒形态-技能1-3	effect0	effects_10103_PskillB	PskillB3						0	1		90-80	bdbox_eff	0.7	1				1	11109-11110-11111		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110146	反转十香-觉醒形态-技能1-3down	effect0	effects_10103_PskillB	PskillB3_down						0	0		1-0	bdbox_eff	0.7	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110150	反转十香-觉醒形态-技能2-蓄力1段	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_1						1	1		1-0	bdbox_eff	0.7	1				0	0		1		0				0			0	0				0	0	400	1000	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110151	反转十香-觉醒形态-技能2-蓄力2段	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_1						1	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	1000	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110152	反转十香-觉醒形态-技能2-蓄力3段	effect0	effects_10103_Pextra_skillB	Pextra_skillB3_1						1	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	1000	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110155	反转十香-觉醒形态-技能2-旋转0段	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_2						1	1		80-70	bdbox_eff	0.9	1				1	11120		1		0				0			0	0				0	0	400	500	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110156	反转十香-觉醒形态-技能2-旋转1段	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_2						1	1		80-70	bdbox_eff	0.9	1				1	11120		1		0				0			0	0				0	0	400	1000	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110157	反转十香-觉醒形态-技能2-旋转2段	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_2						1	1		80-70	bdbox_eff	0.9	1				1	11120		1		0				0			0	0				0	0	400	1500	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110158	反转十香-觉醒形态-技能2-旋转3段	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_2						1	1		90-80	bdbox_eff	0.9	1				1	11121		1		0				0			0	0				0	0	400	2000	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110159	反转十香-觉醒形态-技能2-旋转3段时间延长	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_2						1	1		90-80	bdbox_eff	0.9	1				1	11122		1		0				0			0	0				0	0	400	3000	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110160	反转十香-觉醒形态-技能2-旋转3-旋风	effect0	effects_10103_Pextra_skillB	Pextra_skillB3_2						1	1		90-80	bdbox_eff	0.85	1				1	11123		1		0				0			0	0				0	0	400	3000	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110161	反转十香-觉醒形态-技能2-旋转-收招	effect0	effects_10103_Pextra_skillB	Pextra_skillB012_3						0	1		90-80	bdbox_eff	0.85	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110162	反转十香-觉醒形态-技能2-旋转-收招-旋风	effect0	effects_10103_Pextra_skillB	Pextra_skillB3_3						0	1		90-80	bdbox_eff	0.85	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110170	反转十香-觉醒形态-觉醒变回	effect0	effects_10103_PskillD	PskillD						0	1		100-80	bdbox_eff	1	1				1	11130		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110180	反转十香-觉醒形态-闪避	effect0	effects_10103_dodge	Pdodge_up						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110181	反转十香-觉醒形态-闪避	effect0	effects_10103_dodge	Pdodge_down						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110190	反转十香-觉醒形态-必杀0级	effect0	effects_10103_PskillC	PskillC0_1						0	1		150-150	bdbox_eff	1	1	1	-100		1	11140	1	1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110191	反转十香-觉醒形态-必杀1级	effect0	effects_10103_PskillC	PskillC1_1						0	1		150-150	bdbox_eff	1	1	1	-100		1	11141	1	1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		170	0.7			
110192	反转十香-觉醒形态-必杀2级	effect0	effects_10103_PskillC	PskillC23_1						0	1		150-150	bdbox_eff	1	1	1	-100		1	11142	1	1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		0	0.7			
110193	反转十香-觉醒形态-必杀3级	effect0	effects_10103_PskillC	PskillC23_1						0	1		150-150	bdbox_eff	1	1	1	-100		1	11143	1	1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		45	0.7			
110194	反转十香-觉醒形态-必杀0.1.2回	effect0	effects_10103_PskillC	PskillC012_2						0	1		1-0	bdbox_eff	1	1	1	-100		0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		90	0.7			
110195	反转十香-觉醒形态-必杀3回	effect0	effects_10103_PskillC	PskillC3_2up						0	1		1-0	bdbox_eff	1	1	1	-100		0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		135	0.7			
110196	反转十香-觉醒形态-必杀3回	effect0	effects_10103_PskillC	PskillC3_2down						0	0		150-150	bdbox_eff	1	1	1	-100		1	11144-11144-11144-11144-11145	1	3		3				0			0	0				0	0	400	0	0		effects_10103_PskillA	PskillA_hit		170	0.7			
																																																		
901	通用-自爆	effect2	effects_21301_skillAB	skillB_up						0	1		35-20	bdbox_eff	1	1				1	30250		3		2			root	0			0	0				0	0	400	1000	effects_20201_skillB2	effects_skillB2	effects_20201_skillB2	effects_skillB2		0	1			
902	通用-自爆预警	effect1	effects_21301_skillAB	skillB_down						0	0		50-30	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	400	1000	0		0			0	1			
903	通用-自爆	effect2	effects_21301_skillAB	skillB_up						0	1		35-20	bdbox_eff	1	1				1	30260		3		2			root	0			0	0				0	0	400	1000	effects_20201_skillB2	effects_skillB2	effects_20201_skillB2	effects_skillB2		0	1			
1010	近战AST—平砍	effect1	effects_20101_skillA	skillA						0	1		50-30	bdbox_eff	1	1				1	30010		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
1020	近战AST—蓄力斩	effect1	effects_20101_skillB	skillB						0	1		50-30	bdbox_eff	1	1				1	30020		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
1030	近战AST—蓄力斩预警	effect1	effects_20101_skillB	skillB2						0	0		1-0	bdbox_eff	1	1				1	0		3	1	3				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
1040	近战AST—蓄力斩霸体	effect1	effects_air	effects_air						0	1		1-0	bdbox_eff	1	1				1	30120		1		0				0			0	0				0	0	400	0	0		0			0	1			
1050	远程AST—机枪	effect1-effect2-effect3	effects_20201_skillA1	effects_skillA1						1	1		20-20	bdbox_eff	1	2				2	30030		3		2			weapon_R	0		1	0	0				1	0	600	1500	0		effects_20201_skillA2	effects_skillA2		0	1			
1060	远程AST—导弹	effect1	effects_20201_skillB1	effects_skillB1						1	2		1-0	bdbox_eff	1.3	2				2	30040		3		2			weapon_L	3	-1000_-1000_2000_2000	1	2	0				1	0	250	2500	effects_20201_skillB2	effects_skillB2	effects_20201_skillB2	effects_skillB2		0	1			
1065	远程AST—导弹	effect1	effects_20201_skillB1	effects_skillB1						1	2		1-0	bdbox_eff	1	2				2	0		3		2			weapon_L	3	-1000_-1000_2000_2000	1	8	0			300	1	1066	500	2000						0	1			
1066	远程AST—导弹	effect1	effects_20201_skillB2	effects_skillB3						0	2		50-50	bdbox_eff	1.3	1				1	30040		3		2			root	0			0	0				0	0	800	2500						0	1			
1070	综合AST—狙击枪	effect2	effects_20301_skillA1	effects_20301_skillA1						1	2		20-20	bdbox_eff	3	2				2	30050		3		2			weapon_R	0		1	0	0				1	0	1100	1000	0		effects_20301_skillA2	effects_20301_skillA2		0	1			
1071	综合AST—狙击枪描线	effect1	effects_20301_skillA3	animation						0	2		20-20	bdbox_eff	1	1				0	0		3		2			weapon_R	0		0	0	0				1	0	1100	1000	0		0	0		0	1			
1072	综合AST—护盾释放	effect1	effects_20301_skillB	animation2						1	1		20-20	bdbox_eff	1	1				1	30051		3		3				1			0	0				1	0	1100	1000	0		0	0		0	1			
1080	高阶近战AST—平砍	effect1	effects_20401_skillA	effects_20401_skillA						0	1		50-30	bdbox_eff	1	1				1	30060		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
1090	高阶近战AST—蓄力冲斩	effect1	effects_20401_skillC	effects_20401_skillC2						0	1		50-30	bdbox_eff	1	1				1	30070		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
1091	高阶近战AST—蓄力斩前奏	effect1	effects_20401_skillC	effects_20401_skillC						0	1		50-30	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	0	0		0			0	1			
1100	高阶近战AST—蓄力斩（预警）	effect1	effects_20401_skillC	effects_20401_skillC3						0	0		1-0	bdbox_eff	1	1				1	0		3	1	3				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
1110	高阶近战AST—蓄力斩霸体	effect1	effects_air	effects_air						0	1		1-0	bdbox_eff	1	1				1	30130		1		0				0			0	0				0	0	400	0	0		0			0	1			
1111	高阶近战AST—霸体减伤	effect1	effects_air	effects_air						0	1		1-0	bdbox_eff	1	1				1	30130		1		0				0			0	0				0	0	400	0	0		0			0	1			
1120	高阶远程AST—机枪	effect1-effect2-effect3	effects_20201_skillA1	effects_skillA1						1	2		20-20	bdbox_eff	1	2				2	30080		3		2			weapon_R	0		1	0	0				1	0	600	1500	0		effects_20201_skillA2	effects_skillA2		0	1			
1130	高阶远程AST—导弹	effect1	effects_20201_skillB1	effects_skillB1						1	1		1-0	bdbox_eff	1.3	2				2	30090		3		2			dun2	3	-1000_-1000_2000_2000	1	2	0				1	0	300	2500	effects_20201_skillB2	effects_skillB2	effects_20201_skillB2	effects_skillB2		0	1			
1131	高阶远程AST—地雷飞出	effect1	buff_fyfzss	animation						0	1		1-0	bdbox_eff	1	1				1			3		3	200			0	0_-100_300_200	1	0	0				1	0	0	0						0	1	hurt1	100001	2
1132	高阶远程AST—地雷召唤	effect1	effects_20501_skillC	skillC1						0	1		1-0	bdbox_eff	1	1				0			1		0			0	0			0	0				0	0	600	1500	0		0			0	1			
1133	高阶远程AST—地雷爆炸	effect1	effects_20501_skillC	skillC2						0	1		200-200	bdbox_eff	1	1				1	30070		3		3			0	0			0	0				0	0	600	1500	0		0			0	1			
1140	高阶综合AST—狙击枪	effect2	effects_20301_skillA1	effects_20301_skillA1						1	2		20-60	bdbox_eff	3	2				2	30100		3		2			weapon_R	0		1	0	0				1	0	1100	1000	0		effects_20301_skillA2	effects_20301_skillA2		0	1			
1141	高阶综合AST—狙击枪描线	effect1	effects_20301_skillA3	animation						0	2		20-20	bdbox_eff	1	1				0	0		3	1	2			weapon_R	0		0	0	0				1	0	1100	1000	0		0	0		0	1			
