	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
145401811	103010418	1	{}		100	1	那么，森林的话！	1	{}				{}					145401812													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145401812	103010418	1	{}		100		 	1	{}				{}					145401813													{}											{}											{}							scene/bg/bg_senlin.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145401813	103010418	1	{}		100		果然，当我来到森林时，两旁的树上，出现了同样的刻痕。	1	{}				{}				1	145401814													{}											{}											{}												{}	sound/bgm/date_17.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145401814	103010418	1	{}		100	1	果然没错啊……	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{"quality":{103102:2},"sign":[405]}	{}	{}	{}
																																																																																																			
145400901	103010401	1	{}		100		 	1	{}				{}					145400902	4												{}											{}											{}							scene/bg/bg_wanoudian1.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400902	103010401	1	{}		100		果然啊，琴里准备的这台娃娃机，几乎没有难度。	1	{}				{}					145400903													{}											{}											{}												{}	sound/bgm/date_017.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145400903	103010401	1	{}		100		当我连续夹起三个娃娃时，四糸奈已经震惊得合不拢嘴。	1	{}				{}					145400904													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400904	103010401	1	{}		100	四糸乃	……好，好厉害。	1	{}				{}					145400905				10303	3		id_normal_2					2	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400905	103010401	1	{}		100	1	哈哈……运气好而已啦。	1	{}				{}					145400906				1			id_normal_6						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400906	103010401	1	{}		100	1	那么接下来换四糸乃试试了。	1	{}				{}					145400907				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400907	103010401	1	{}		100	四糸奈	喔唷，快试试吧，小四糸乃。	1	{}				{}					145400908				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400908	103010401	1	{}		100	四糸乃	我……	1	{}				{}					145400909				1			id_normal_12						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400909	103010401	1	{}		100	1	没事的哦，四糸乃，抓不到也没有关系。	1	{}				{}					145400910				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400910	103010401	1	{}		100	四糸奈	真是的，让我再来帮四糸乃赴汤蹈火吧。	1	{}				{}					145400911				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400911	103010401	1	{}		100		四糸奈一马当先，然后开始摇动着面前的操作杆。	1	{}				{}					145400912				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400912	103010401	1	{}		100		勾爪应着操作晃动，准确勾住了长颈鹿玩偶的脖子。	1	{}				{}					145400913				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400913	103010401	1	{}		100	四糸奈	并没有想象中那么难哦。	1	{}				{}					145400914				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400914	103010401	1	{}		100		四糸奈将新抓到的玩偶递给了我。	1	{}				{}					145400915				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400915	103010401	1	{}		100	四糸乃	……嗯。	1	{}				{}					145400916				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400916	103010401	1	{}		100		四糸乃幅度很小地点了点头。	1	{}				{}					145400917				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400917	103010401	1	{}		100		她握住了操作杆，神色紧张地看着摇摇晃晃地勾爪。	1	{}				{}					145400918				1			id_pose_7		id_look_1				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400918	103010401	1	{}		100	四糸奈	喔，小四糸乃不要迟疑，做好了决定就放手一搏吧！	1	{}				{}					145400919				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400919	103010401	1	{}		100	1	就是现在！	1	{}				{}					145400920				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400920	103010401	1	{}		100		我清楚地看见四糸乃闭上了眼睛，然后按下了抓取键。	1	{}				{}					145400921				1			id_normal_2						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400921	103010401	1	{}		100		勾爪垂直坠下，牢牢抓住了小熊玩偶。	1	{}				{}					145400922				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400922	103010401	1	{}		100	四糸奈	我就知道，四糸乃一定可以成功的。	1	{}				{}					145400923				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400923	103010401	1	{}		100	四糸乃	哇……	1	{}				{}					145400924				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400924	103010401	1	{}		100		她抱着自己抓到的玩偶，脸上露出满足的微笑。	1	{}				{}					145400925				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400925	103010401	1	{}		100	1	四糸乃果然很厉害啊！第一次就抓中了！	1	{}				{}					145400926				1			id_pose_1		id_look_1				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400926	103010401	1	{}		100	四糸乃	唔……嗯……确实很幸运。	1	{}				{}					145400927				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400927	103010401	1	{}		100	1	还要继续抓吗？	1	{}				{}					145400928				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400928	103010401	1	{}		100	四糸乃	不……不用了，全部抓走的话……老板会很为难……	1	{}				{}					145400929				1			id_normal_2						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400929	103010401	1	{}		100	1	诶？这么为别人着想吗？	1	{}				{}					145400930				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400930	103010401	1	{}		100	四糸奈	那么，%s小哥，我们就去下一个地方吧！	1	{}				{}					145400931				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400931	103010401	1	{}		100	1	哦，那就，去超市吧！	1	{}				{}					145400932				1			id_normal_6						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400932	103010401	1	{}		100	1	刚好准备要给四糸乃购置新的生活用品呢。	1	{}				{}					145400933				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400933	103010401	1	{}		100		十几分钟后，我们来到了超市。	1	{}				{}					145400934				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400934	103010401	1	{}		100		 	1	{}				{}					145400935						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400935	103010401	1	{}		100		 	1	{}				{}					145400936													{}											{}											{}							scene/bg/bg_chaoshi.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400936	103010401	1	{}		100	四糸奈	喔，这边好多人哦。	1	{}				{}					145400937				10303	3		id1_tuzi					2	{}	1.3										{}											{}												{}	sound/bgm/date_018.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400937	103010401	1	{}		100		 	1	{}				{}					145400938													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400938	103010401	1	{}		100		 	1	{}				{}					145400939													{}											{}											{}							scene/bg/bg_chaoshi.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400939	103010401	1	{}		100		超市的门口挂着减价促销的牌子，所以即便是工作日，也还是聚集了不少人。	1	{}				{}				1	145400940													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145400940	103010401	1	{}		100		找来一辆推车，我们也加入了购物的行列。	1	{}				{}					145400941-145400945-145400950	5												{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400941	103010401	1	{}		100	1	四糸乃要推着吗。	1	{}				{}					145400942	1												{}											{}											{}							scene/bg/bg_chaoshi.png				-1	{}																	{}	{}					{}	{"quality":{103101:4}}		{}					{}	{}	{}	{}
145400942	103010401	1	{}		100	四糸奈	喔，推着这个不错哦，感觉整个超市都是我们的了！	1	{}				{}					145400943				10303	3		id1_tuzi					2	{}	1.3										{}											{}												{}	sound/bgm/date_018.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400943	103010401	1	{}		100	四糸奈	不管想吃什么！只要扔进去就好了……嘎哈哈！	1	{}				{}					145400944				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400944	103010401	1	{}		100	1	四糸奈喜欢推的话，我们以后就每天来超市。	1	{}				{}					145400959				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400945	103010401	1	{}		100	1	四糸乃要不要体验下这个？	1	{}				{}					145400946	1					3							{}											{}											{}												{}																	{}	{}					{}	{"quality":{103102:4}}		{}					{}	{}	{}	{}
145400946	103010401	1	{}		100		我把推车的手把让给四糸乃。	1	{}				{}					145400947													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400947	103010401	1	{}		100	四糸乃	唔？……%s哥哥是，累了吗？	1	{}				{}					145400948				10303	3		id_pose_5		id_look_8			2	{}	1.3										{}											{}							scene/bg/bg_chaoshi.png				-1	{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400948	103010401	1	{}		100	1	哈哈，当然不是啦，只要推着它，四糸乃就可以将所有想要的东西扔进去。	1	{}				{}					145400949				1									{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145400949	103010401	1	{}		100	四糸奈	哇啊！还有这种体验啊，让我来试试吧！	1	{}				{}					145400959				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400950	103010401	1	{}		100		四糸乃有什么特别想买的吗。	1	{}				{}					145400951	1					3							{}											{}											{}							scene/bg/bg_chaoshi.png				-1	{}																	{}	{}					{}	{"quality":{103103:4}}		{}					{}	{}	{}	{}
145400951	103010401	1	{}		100		本想让四糸乃推车，但是想到她害怕陌生人……	1	{}				{}					145400952													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145400952	103010401	1	{}		100	四糸乃	还没想到要、要买……什么。	1	{}				{}					145400953				10303	3		id_normal_9					2	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400953	103010401	1	{}		100		四糸乃有些畏缩地躲在我的身后。	1	{}				{}					145400954				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400954	103010401	1	{}		100	四糸奈	喔，推这个好像很好玩啊！	1	{}				{}					145400955				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400955	103010401	1	{}		100		而四糸奈则很有兴趣地望着我手上的推车。	1	{}				{}					145400956				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400956	103010401	1	{}		100	1	不是好玩的东西啦……这个只是方便选购货物的工具。	1	{}				{}					145400957				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400957	103010401	1	{}		100		 	1	{}				{}					145400958						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400958	103010401	1	{}		100		 	1	{}				{}					145400959													{}											{}											{}							scene/bg/bg_chaoshi.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400959	103010401	1	{}		100		我们闲逛的时候，看到了熟悉的紫色头发女孩。	1	{}				{}					145400960													{}		10107	3							5	{}	1.3										{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145400960	103010401	1	{}		100	夜刀神十香	欢迎，今天水果大优惠哦！	1	{}				{}					145400961													{}		1			id_pose_7		id_look_1			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400961	103010401	1	{}		100		十香正站在水果柜台附近，卖力地宣传着。	1	{}				{}					145400962													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400962	103010401	1	{}		100	1	十……十香？	1	{}				{}					145400963													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400963	103010401	1	{}		100	夜刀神十香	唔姆，%s，你是带着四糸乃过来逛超市么？	1	{}				{}					145400964													{}		1			id_pose_10		id_look_11			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400964	103010401	1	{}		100		 	1	{}				{}					145400965													{}		1			id_pose_1		id_look_1			5	{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400965	103010401	1	{}		100	四糸乃	……嗯。	1	{}				{}					145400966				10303	3		id_normal_6					4	{}	1.3	1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400966	103010401	1	{}		100	四糸奈	喔，十香小姐，你在这边做什么呢？	1	{}				{}					145400967				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400967	103010401	1	{}		100	1	四糸奈，十香在这边兼职哦，意思就是打工赚钱。	1	{}				{}					145400968				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400968	103010401	1	{}		100	夜刀神十香	嗯，就是这样，为了能获得购买黄豆粉面包的资金。	1	{}				{}					145400969				1								4	{}		1			id_pose_11		id_look_3			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400969	103010401	1	{}		100		 	1	{}				{}					145400970				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145400970	103010401	1	{}		100	四糸奈	唉，真是可怜，十香小姐还需要发传单来维持生活。	1	{}				{}					145400971				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400971	103010401	1	{}		100	四糸奈	而可爱的小四糸乃，完全不需要工作呢。	1	{}				{}					145400972				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400972	103010401	1	{}		100		它故作遗憾地叹了口气，看着十香开始坏笑。	1	{}				{}					145400973				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400973	103010401	1	{}		100	夜刀神十香	恩？什么意思？	1	{}				{}					145400974				1								4	{}		1			id_pose_10		id_look_11			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400974	103010401	1	{}		100	四糸乃	不，不要说过分的话……	1	{}				{}					145400975				1			id_normal_2					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400975	103010401	1	{}		100		四糸乃捂住了四糸奈的嘴，制止它继续说下去。	1	{}				{}					145400976				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400976	103010401	1	{}		100	1	对了，十香的工作几点结束。	1	{}				{}					145400977				1			id_pose_1		id_look_1			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400977	103010401	1	{}		100	夜刀神十香	唔姆，还有一个小时就下班了。	1	{}				{}					145400978				1								4	{}		1			id_normal_9					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400978	103010401	1	{}		100	1	我这边也马上就买完了，要不要跟我们出去玩？	1	{}				{}					145400979				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400979	103010401	1	{}		100	夜刀神十香	唔姆，好呀，%s想去哪里？	1	{}				{}					145400980				1								4	{}		1			id_pose_11		id_look_3			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400980	103010401	1	{}		100	1	想带十香和四糸乃一起去温泉浴场哦。	1	{}				{}					145400981				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400981	103010401	1	{}		100	夜刀神十香	哇啊！真的吗！要去泡温泉？	1	{}				{}					145400982				1								4	{}		1			id_pose_12		id_look_4			5	{}											{}		0.1-7-12-5-0.028	4									{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400982	103010401	1	{}		100	四糸奈	但是%s小哥，我和四糸乃想要去游乐园哦。	1	{}				{}					145400983				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400983	103010401	1	{}		100		小小的手偶，丝毫不输十香的气势。	1	{}				{}					145400984				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400984	103010401	1	{}		100	四糸奈	温泉还要买泳衣，我们都没有哦，十香小姐。	1	{}				{}					145400985				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400985	103010401	1	{}		100	夜刀神十香	这个内衣店会有的，很快就选好了。	1	{}				{}					145400986				1								4	{}		1			id_favor3_1					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400986	103010401	1	{}		100	1	好啦好啦，不要吵架啦。	1	{}				{}					145400987				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400987	103010401	1	{}		100		看着她们之间的气氛开始升温，我连忙插话。	1	{}				{}					145400988				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400988	103010401	1	{}		100	1	时间这么早，我们完全可以去完游乐园再去温泉……怎么样？	1	{}				{}					145400989				1								4	{}		1			id_normal_9					5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400989	103010401	1	{}		100		原本自以为两方都照顾到的，没想到……	1	{}				{}					145400990				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400990	103010401	1	{}		100	夜刀神十香	为什么，为什么不能先去温泉？	1	{}				{}					145400991				1								4	{}		1			id_normal_4					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145400991	103010401	1	{}		100	1	啊……当然是因为如果先去温泉的话，再去游乐园又是一身灰。	1	{}				{}				1	145400992				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145400992	103010401	1	{}		100	夜刀神十香	唔姆，真的吗，想想好像也是……	1	{}				{}									1								4	{}		1			id_favor1_5					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145501101	103010511	1	{}		100		 	1	{}				{}					145501102	4												{}											{}											{}							scene/bg/bg_tiyuguan.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145501102	103010511	1	{}		100	1	这种时候，会有谁呢……	1	{}				{}					145501103													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145501103	103010511	1	{}		100		已经快到闭校时间了，体育馆的大门却还大开着。	1	{}				{}					145501104													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501104	103010511	1	{}		100		 	1	{}				{}					145501105													{}											{}											{}							scene/bg/bg_tiyuguan.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145501105	103010511	1	{}		100	1	是忘记关了吗？	1	{}				{}					145501106													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145501106	103010511	1	{}		100		我摇摇头，拉上了上面的钩锁。	1	{}				{}					145501107													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501107	103010511	1	{}		100	？？？	喂，等一下！	1	{}				{}					145501108				10604	3		id_normal_2					2	{}	1.3										{}											{}		0.1-7-12-5-0.028	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501108	103010511	1	{}		100		正当我要扣住锁的时候，之前见过一面的蓝发少女喊住了我。	1	{}				{}					145501109				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501109	103010511	1	{}		100	？？？	我就去买了瓶水，你想干什么！	1	{}				{}					145501110				1			id_normal_4						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501110	103010511	1	{}		100	1	锁门啊……进小偷怎么办？	1	{}				{}					145501111				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501111	103010511	1	{}		100	？？？	这里面有什么值钱的东西吗？	1	{}				{}					145501112				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501112	103010511	1	{}		100	1	虽然没有……但还是要提防有人搞破坏啊。	1	{}				{}					145501113				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501113	103010511	1	{}		100	？？？	我看你是在堤防我吧……	1	{}				{}					145501114				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501114	103010511	1	{}		100		蓝发少女毫不让步地望着我。	1	{}				{}					145501115				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501115	103010511	1	{}		100	1	诶？不是这个意思啦……总之走的时候，记得关门就好。	1	{}				{}				1	145501116				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501116	103010511	1	{}		100		不知道为什么，面对这个素不相识的女孩，我的心跳有点快。	1	{}				{}									1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145501201	103010512	1	{}		100		 	1	{}				{}					145501202	4												{}											{}											{}							scene/bg/bg_jietou2.png.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145501202	103010512	1	{}		100	四糸乃	……怎么了吗？	1	{}				{}					145501203				10303	3		id_normal_2					2	{}	1.3										{}											{}												{}	sound/bgm/date_002.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501203	103010512	1	{}		100		街道上，四糸乃身旁的小孩子哇地哭出了声。	1	{}				{}					145501204				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501204	103010512	1	{}		100	四糸奈	小鬼，发生什么事了啊……	1	{}				{}					145501205				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501205	103010512	1	{}		100	小男孩	为什么爸爸妈妈还没过来啊！	1	{}				{}					145501206				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501206	103010512	1	{}		100	1	嗯？他们是让你在这里等吗？	1	{}				{}					145501207				1			id_pose_10		id_look_11				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501207	103010512	1	{}		100	小男孩	是啊~说好要来接我的……	1	{}				{}					145501208				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501208	103010512	1	{}		100	1	也许是路上遇到什么事情了吧，再等一下就好了。	1	{}				{}					145501209				1			id_pose_5		id_look_8				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501209	103010512	1	{}		100		小男孩抹着眼泪，有些不确定的点了点头。	1	{}				{}					145501210				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501210	103010512	1	{}		100	四糸奈	别哭啦，我来讲故事给你听。	1	{}				{}					145501211				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501211	103010512	1	{}		100		四糸乃和四糸奈交换了一下眼神，似乎在确定什么。	1	{}				{}					145501212				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501212	103010512	1	{}		100	四糸奈	从前有个公主。	1	{}				{}					145501213				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501213	103010512	1	{}		100	四糸奈	她不爱漂亮的衣服，也不喜欢邻国的王子。	1	{}				{}					145501214				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501214	103010512	1	{}		100	四糸奈	最喜爱和擅长的是剑术，年纪轻轻就没有敌手了。	1	{}				{}					145501215				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501215	103010512	1	{}		100	四糸奈	有一天她决定去屠龙。	1	{}				{}					145501216				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501216	103010512	1	{}		100	小男孩	屠龙？！好厉害啊，后来呢？	1	{}				{}					145501217				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501217	103010512	1	{}		100		小男孩被故事吸引，竟然忘记了哭泣。	1	{}				{}					145501218				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145501218	103010512	1	{}		100	四糸奈	后来……没有后来啊，因为公主现在还没和巨龙分出胜负呢！	1	{}				{}					145501219				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145501219	103010512	1	{}		100	小男孩	……哇——！呜呜呜呜！	1	{}				{}					145501220				1									{}											{}											{}		0.1-7-12-5-0.028	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
