	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	标题显示（手机）	头像显示（手机）	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
8810103	4105001	4	{}		100			1	「呃……」	1	{}			{}	{}					8810104		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810104	4105001	4	{}		100				还没等我说话，琴里已经拿着一盒珍宝珠放在了购物车里。	1	{}			{}	{}					8810105		1			id_pose_1					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810105	4105001	4	{}		100			五河琴里	「这样就OK了，回家吧。」	1	{}			{}	{}					8810106		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810106	4105001	4	{}		100				嘛，算了，今天就随着琴里来吧。	1	{}			{}	{}					1008810107		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
1008810107	4105001		{}							1	{}			{}	{}					8810107											{}											{}											{}							scene/bg/bg_huanghunjiedao2.png	2		1	-1	{}																{}	{}					{}	{}		{}		
8810107	4105001	4	{}		100				安静祥和的阳光把大楼的影子拉的越来越长，归途的时间也流逝地越来越缓慢。	1	{}			{}	{}					8810108		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810108	4105001	4	{}		100			五河琴里	「啊，」	1	{}			{}	{}					8810109		1			id_pose_8					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810109	4105001	4	{}		100				琴里含着珍宝珠，轻声说道。	1	{}			{}	{}					8810110		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810110	4105001	4	{}		100			五河琴里	「今天就不帮你拿东西了，太累了。」	1	{}			{}	{}					8810111		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810111	4105001	4	{}		100			1	「没关系，都交给哥哥吧。」	1	{}			{}	{}					8810112		1			id_pose_5					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810112	4105001	4	{}		100			五河琴里	「嗯。」	1	{}			{}	{}					8810113		1			id_pose_4					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810113	4105001	4	{}		100				我们又陷入了与刚才一样的，默契的无言之中。随后，一股小小的力道拉住了我的袖子。	1	{}			{}	{}					8810114		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810114	4105001	4	{}		100				我和琴里就这样，继续安静地走在回家的路上。	1	{}			{}	{}							1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810201	4105001	4	{}		100				「嗯，今天就随着琴里吧。」	1	{}			{}	{}					8810202	1	1			id_pose_1					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810202	4105001	4	{}		100			1	「嘛，最近那么辛苦，今天就随着你好了。」	1	{}			{}	{}					8810203		10503			id_pose_1		id_look_1			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810203	4105001	4	{}		100				听完这句，琴里的疲惫仿佛消散了一般，一脸开心地抱住了我的手臂。	1	{}			{}	{}					8810204		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810204	4105001	4	{}		100				我这才发现，不知什么时候，琴里已经换上了白色的发带。	1	{}			{}	{}					8810205		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810205	4105001	4	{}		100			五河琴里	「哦~最喜欢哥哥了~！」	1	{}			{}	{}					8810206		1			id_pose_5					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810206	4105001	4	{}		100				看到琴里脸上的如此明媚的笑容，我大概也露出了会心的微笑吧。	1	{}			{}	{}					1008810207		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
1008810207	4105001		{}							1	{}			{}	{}					8810207											{}											{}											{}							scene/bg/bg_huanghunjiedao2.png	2		1	-1	{}																{}	{}					{}	{}		{}		
8810207	4105001	4	{}		100				暖暖的阳光把大楼的影子拉的越来越长，归途的时间也悄然流逝着。	1	{}			{}	{}					8810208		1								2	{}	1.4										{}											{}										1		{}	sound/bgm/date_002.mp3															{}	{}					{}	{}		{}		
8810208	4105001	4	{}		100			1	「今天也没有多少东西，就都交给哥哥吧。」	1	{}			{}	{}					8810209		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810209	4105001	4	{}		100			五河琴里	「既然哥哥这么说，那琴里就乖乖听话啦~哥哥最好了~！」	1	{}			{}	{}					8810210		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810210	4105001	4	{}		100				说罢，琴里便挂在我的手臂上，继续哼起了原创的欢快小调。	1	{}			{}	{}					8810211		1			id_pose_4					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8810211	4105001	4	{}		100				我们就这样，继续亲密地走在回家的路上。	1	{}			{}	{}							1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
1008910001	4105002	4	{}		100			五河琴里	「全员就绪！佛拉克西纳斯号，准备战斗！」	1	{}			{}	{}					8910002	4	10505			id_pose_13		id_look_7			2	{}	1.4										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_004.mp3															{}	{}					{}	{}		{}		
8910002	4105002	4	{}		100			川越恭次	「雷达系统，正常！」	1	{}			{}	{}					8910003		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910003	4105002	4	{}		100			椎崎雏子	「反侦察系统，正常！」	1	{}			{}	{}					8910004		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910004	4105002	4	{}		100			箕轮梢	「通讯系统，正常！」	1	{}			{}	{}					8910005		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910005	4105002	4	{}		100			干本雅臣	「武器系统，正常！」	1	{}			{}	{}					8910006		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910006	4105002	4	{}		100			中津川宗近	「动力系统，正常！」	1	{}			{}	{}					8910007		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910007	4105002	4	{}		100			神无月恭平	「距离目标抵达还有427秒，已开始倒计时。」	1	{}			{}	{}					8910008		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910008	4105002	4	{}		100			五河琴里	「OK，在与敌人接触之前，全员保持戒备。」	1	{}			{}	{}					8910009		1			id_pose_13		id_look_7			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910009	4105002	4	{}		100				佛拉克西纳斯正在有条不紊地进行着备战。	1	{}			{}	{}					8910010		1			id_pose_1		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910010	4105002	4	{}		100			五河琴里	「 %s ，今天可能不需要你出场，不过以防万一，你就在这里待命。」	1	{}			{}	{}					8910011		1			id_pose_1		id_look_5			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910011	4105002	4	{}		100			1	「好帅……」	1	{}			{}	{}					8910012		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910012	4105002	4	{}		100			五河琴里	「什么？有什么疑问吗？」	1	{}			{}	{}					8910013		1			id_pose_1		id_look_1			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910013	4105002	4	{}		100				琴里忙碌地操作着她的指挥台，并没有听到我说什么。	1	{}			{}	{}					8910014		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910014	4105002	4	{}		100			村雨令音	「刚才小士感叹说非常帅……应该是指琴里小姐。」	1	{}			{}	{}					8910015		1			id_pose_1		id_look_5			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910015	4105002	4	{}		100			1	「令、令音小姐！？」	1	{}			{}	{}					8910016		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910016	4105002	4	{}		100			五河琴里	「哈！？」	1	{}			{}	{}					8910017		1			id_pose_8		id_look_3			2	{}	1.4										{}											{}										1		{}	sound/bgm/date_001.mp3															{}	{}					{}	{}		{}		
8910017	4105002	4	{}		100				琴里从座位上弹了起来。大概由于其过度反应，飞船突然响起了刺耳的警报声。	1	{}			{}	{}					8910018		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910018	4105002	4	{}		100				正在操作着各自的系统的佛拉克西纳斯的干员们，也纷纷转过头来。	1	{}			{}	{}					8910019		1			id_pose_8		id_look_7			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910019	4105002	4	{}		100			神无月恭平	「哦呀， %s 君，竟然在这么紧张的时刻攻略自己的妹妹呢，\n是想借助道桥效应吗？呜喔——！」	1	{}			{}	{}					8910020		1			id_pose_8		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910020	4105002	4	{}		100				琴里一脚踢在了神无月的侧腰，后者则以一条华丽的弧线撞上了舰桥墙壁。	1	{}			{}	{}					8910021		1			id_pose_14		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910021	4105002	4	{}		100				随后，琴里回到了操作台，刺耳的警报声也随之平息。	1	{}			{}	{}				1	8910022		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910022	4105002	4	{}		100			村雨令音	「我刚才说错了什么嘛，小士？」	1	{}			{}	{}					8910101-8910201	5	1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910101	4105002	4	{}		100				「一直都觉得，琴里非常帅气。」	1	{}			{}	{}					8910102	1	1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910102	4105002	4	{}		100			1	「呃……也没有，其实从之前开始，就一直觉得，指挥作战时的琴里非常地帅气呢。」	1	{}			{}	{}					8910103		1			id_pose_8					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910103	4105002	4	{}		100				我尽量压低声音，回答着令音小姐的问题。	1	{}			{}	{}					8910104		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910104	4105002	4	{}		100			村雨令音	「正如小士所言，琴里小姐被佛拉克西纳斯的同僚们信任着，非常帅气呢。\n如果我是男性，也会禁不住迷上琴里小姐吧。」	1	{}			{}	{}					8910105		1			id_pose_8		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910105	4105002	4	{}		100				令音小姐却毫不吝啬自己的溢美之辞。	1	{}			{}	{}					8920001		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910201	4105002	4	{}		100				「今天的琴里意外地很帅气。」	1	{}			{}	{}					8910202	1	1			id_pose_14					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910202	4105002	4	{}		100			1	「呃……也没有，只是觉得今天的琴里意外地很帅气呢。」	1	{}			{}	{}					8910203		1			id_pose_8					2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910203	4105002	4	{}		100				我尽量压低声音，回答着令音小姐的问题。	1	{}			{}	{}					8910204		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910204	4105002	4	{}		100			村雨令音	「正如小士所言，琴里小姐一直以来都非常努力，带领着我们不断前进。\n作为下属的我，愿意一生追随这样的长官。」	1	{}			{}	{}					8910205		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8910205	4105002	4	{}		100				令音小姐却毫不吝啬自己的溢美之辞。	1	{}			{}	{}					8920001		1			id_pose_11		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920001	4105002	4	{}		100			五河琴里	「噗……」	1	{}			{}	{}					8920002	2	1			id_pose_11		id_look_7			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920002	4105002	4	{}		100				舰桥里又回响起了刺耳的警报声，干员们也再次齐刷刷地转过头来，还冲我点头。	1	{}			{}	{}					8920003		1			id_pose_11		id_look_3			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920003	4105002	4	{}		100			1	「令、令音小姐！？」	1	{}			{}	{}					8920004		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920004	4105002	4	{}		100			1	「我们好像打扰到了作战了？不、不如我们之后再来讨论这个问题？」	1	{}			{}	{}					8920005		1			id_pose_11		id_look_2			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920005	4105002	4	{}		100				一阵慌乱过后，警报声再度平息，琴音坐在指挥位置，低着头一言不发。	1	{}			{}	{}					8920006		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920006	4105002	4	{}		100			村雨令音	「说的也是呢，抱歉。不过这方面你也许应该请教神无月副司令官。」	1	{}			{}	{}					8920007		1			id_pose_11		id_look_3			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920007	4105002	4	{}		100			神无月恭平	「没错，五河司令的优秀之处与魅力所在，我会一五一十地——呜咕——！？」	1	{}			{}	{}					8920008		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920008	4105002	4	{}		100				神无月的身体违反物理学地在舰桥的墙壁和地板之间反复弹跳着。	1	{}			{}	{}					8920009		1			id_pose_12		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920009	4105002	4	{}		100			五河琴里	「%s ……！」	1	{}			{}	{}					8920010		1			id_pose_12		id_look_7			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920010	4105002	4	{}		100				琴里低沉而愠怒的声音，伴随着再次鸣响的刺耳警报，回荡在舰桥之中。	1	{}			{}	{}					8920011		1								2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
8920011	4105002	4	{}		100			五河琴里	「给·我·立·刻·出·击！」	1	{}			{}	{}					1008920012		1			id_pose_12		id_look_8			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
1008920012	4105002		{}							1	{}			{}	{}					8920012											{}											{}											{}							scene/bg/bg_wuding.png	2		1	-1	{}																{}	{}					{}	{}		{}		
8920012	4105002	4	{}		100			1	「哦！？」	1	{}			{}	{}					8920013											{}											{}											{}										1		{}																{}	{}					{}	{}		{}		
8920013	4105002	4	{}		100				还没等我回过神来，眼前的景色已经变成了碧蓝的天空和稀薄的云层。	1	{}			{}	{}					8920014											{}											{}											{}										1		{}																{}	{}					{}	{}		{}		
8920014	4105002	4	{}		100			1	「啊——————」	1	{}			{}	{}					8920015											{}											{}											{}										1		{}																{}	{}					{}	{}		{}		
8920015	4105002	4	{}		100				真是不幸的一天呢……	1	{}			{}	{}																{}											{}											{}										1		{}																{}	{}					{}	{}		{}		
1072101101	6101001		{}							1	{}			{}	{}					72101101	4										{}											{}											{}							scene/bg/bg_jiaoshi.png			1	-1	{}																{}	{}					{}	{}		{}		
72101101	6101001	4	{}		100				楼下传来同学的欢呼声	1	{}			{}	{}					72101102		10104			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}	sound/bgm/date_003.mp3															{}	{}					{}	{}		{}		
72101102	6101001	4	{}		100			1	「十香，马上就要出发了。」	1	{}			{}	{}					72101103		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101103	6101001	4	{}		100				空荡的教室里，只余下我们两个人。	1	{}			{}	{}					72101104		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101104	6101001	4	{}		100			夜刀神十香	「还有一点点啊……再等我一下下好不好。」	1	{}			{}	{}					72101105		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101105	6101001	4	{}		100				她从一开始就在叠着什么东西，但是不让人看。	1	{}			{}	{}					72101106		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101106	6101001	4	{}		100			1	「你现在在做送给朋友的小礼物吗？」	1	{}			{}	{}					72101107		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101107	6101001	4	{}		100				我瞟到了一些她没有挡住的地方。	1	{}			{}	{}					72101108		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101108	6101001	4	{}		100			夜刀神十香	「啊……不要看嘛，讨厌啦 %s 。」	1	{}			{}	{}				1	72101109		1			id_pose_9		id_look_5			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101109	6101001	4	{}		100				她慌忙停下自己手上的动作，把东西藏起来。	1	{}			{}	{}					72101110-72101111	5	1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101110	6101001	4	{}		100			1	「又不是什么丢人的事情。」	1	{}			{}	{}					72101112	1	10104			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101111	6101001	4	{}		100				「我看还是算了吧。」	1	{}			{}	{}					72101112	1	10104			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101112	6101001	4	{}		100				我试图说服她，好让她加快进度。	1	{}			{}	{}					72101113	2	1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101113	6101001	4	{}		100			夜刀神十香	「好了！」	1	{}			{}	{}					72101114		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101114	6101001	4	{}		100				她终于停下了手中的动作，并且把东西收了起来。	1	{}			{}	{}					72101115		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101115	6101001	4	{}		100			1	「那就快走吧，他们等了我们很久了。」	1	{}			{}	{}					72101116		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101116	6101001	4	{}		100				我看了一眼楼下已经开始躁动的人群，催促道。	1	{}			{}	{}					72101117		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101117	6101001	4	{}		100			夜刀神十香	「为什么只是在学校互动啊……」	1	{}			{}	{}					1072101118		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
1072101118	6101001		{}							1	{}			{}	{}					72101118											{}											{}											{}							scene/bg/bg_xuexiao.png	2		1	-1	{}																{}	{}					{}	{}		{}		
72101118	6101001	4	{}		100				她跑下楼，迎接她的是在校门口聚集的人群。	1	{}			{}	{}					72101119		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101119	6101001	4	{}		100			1	「活动是这样的嘛……不过也会很热闹的。」	1	{}			{}	{}					72101120		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101120	6101001	4	{}		100				看出她内心的失落，我安慰道	1	{}			{}	{}					72101121		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101121	6101001	4	{}		100			夜刀神十香	「辛辛苦苦做了很久的千纸鹤啊……」	1	{}			{}	{}					72101122		1			id_pose_6		id_look_8			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101122	6101001	4	{}		100				她摊开手，里面是叠地整整齐齐的折纸	1	{}			{}	{}					72101123		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101123	6101001	4	{}		100			1	「努力不会白费啊，等下大家会感谢你的！」	1	{}			{}	{}					72101124		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101124	6101001	4	{}		100				我拿起其中一个，并珍视地放在自己头上。	1	{}			{}	{}					72101125		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101125	6101001	4	{}		100			夜刀神十香	「噗嗤……」	1	{}			{}	{}					72101126		1			id_pose_6		id_look_4	103_eff	id_heart	2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101126	6101001	4	{}		100				看着我滑稽的模样，她笑出了声。	1	{}			{}	{}					72101127		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101127	6101001	4	{}		100			1	「好啦，为了感谢你这么尽心，有什么想要的吗？」	1	{}			{}	{}					72101128		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101128	6101001	4	{}		100				千纸鹤很受欢迎，十香也没有那么低沉了。	1	{}			{}	{}					72101129		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101129	6101001	4	{}		100			夜刀神十香	「那……我要一个黄豆粉面包！」	1	{}			{}	{}					72101130		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101130	6101001	4	{}		100				她思考了一会，提出了意料之中的请求。	1	{}			{}	{}					72101131		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101131	6101001	4	{}		100			1	「就知道你会要这个……拿去吧。」	1	{}			{}	{}					72101132		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
72101132	6101001	4	{}		100				我从随身的包里拿出了面包，递给了十香。	1	{}			{}	{}							1								2	{}	1										{}	1										{}	1									1		{}																{"fix":{"items":[{"id":500007,"num":30},{"id":500008,"num":10}]}}	{"fix":{"items":[{"id":500007,"num":30},{"id":500008,"num":10}]}}					{}	{}		{}		
1073101101	6101002		{}							1	{}			{}	{}					73101101	4										{}											{}											{}							scene/bg/bg_keting.png			1	-1	{}																{}	{}					{}	{}		{}		
73101101	6101002	4	{}		100				在一个天气晴好的周末，十香找到了我。	1	{}			{}	{}					73101102		10107			id_pose_1		id_look_1	103_eff	id_sun	2	{}	1										{}	1										{}	1									1		{}	sound/bgm/date_003.mp3															{}	{}					{}	{}		{}		
73101102	6101002	4	{}		100			夜刀神十香	「呐， %s ，陪我去公园吧。」	1	{}			{}	{}					73101103		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101103	6101002	4	{}		100				她穿着日常逛街的衣服，带着干净的笑容。	1	{}			{}	{}					73101104		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101104	6101002	4	{}		100			1	「啊，刚好，今天还没想好干什么呢。」	1	{}			{}	{}					73101105		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101105	6101002	4	{}		100				刚打扫完室内的我随口应下。	1	{}			{}	{}					1073101106		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
1073101106	6101002		{}							1	{}			{}	{}					73101106											{}											{}											{}							scene/bg/bg_huanghunjiedao.png	2		1	-1	{}																{}	{}					{}	{}		{}		
73101106	6101002	4	{}		100			夜刀神十香	「清晨的空气真是新鲜啊。」	1	{}			{}	{}					73101107		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101107	6101002	4	{}		100				她小跑着，在通往公园的旅途中激动万分。	1	{}			{}	{}					73101108		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101108	6101002	4	{}		100			1	「喜欢的话就每天来呀。」	1	{}			{}	{}					73101109		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101109	6101002	4	{}		100				很少见十香如此兴奋的样子。	1	{}			{}	{}					73101110		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101110	6101002	4	{}		100			夜刀神十香	「因为是和 %s 出来嘛。」	1	{}			{}	{}				1	73101111		1			id_pose_1		id_look_3			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101111	6101002	4	{}		100				她在前面转过身来看着我，脸上挂满笑意。	1	{}			{}	{}					73101112-73101113	5	1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101112	6101002	4	{}		100			1	「没想到我这么重要啊……」	1	{}			{}	{}					73101114	1	10107			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101113	6101002	4	{}		100				「能被你喜欢，真是太好啦。」	1	{}			{}	{}					73101114	1	10107			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101114	6101002	4	{}		100				我有些意外，没想到原因是这个。	1	{}			{}	{}					73101115	2	1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101115	6101002	4	{}		100			夜刀神十香	「对呀， %s 是很重要的人呢。」	1	{}			{}	{}					73101116		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101116	6101002	4	{}		100				她站在原地，身体先前躬。	1	{}			{}	{}					73101117		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101117	6101002	4	{}		100			1	「十香的认可也很重要呀。」	1	{}			{}	{}					73101118		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101118	6101002	4	{}		100				我也开始奔跑，想跟上她的步伐。	1	{}			{}	{}					1073101119		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
1073101119	6101002		{}							1	{}			{}	{}					73101119											{}											{}											{}							scene/bg/bg_gongyuan.png	2		1	-1	{}																{}	{}					{}	{}		{}		
73101119	6101002	4	{}		100			夜刀神十香	「终于到了！那个秋千想坐很久了！」	1	{}			{}	{}					73101120		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101120	6101002	4	{}		100				十香飞速跑到了秋千面前，并招呼我过去。	1	{}			{}	{}					73101121		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101121	6101002	4	{}		100			1	「小心点啊，这边刚下过雨。」	1	{}			{}	{}					73101122		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101122	6101002	4	{}		100				我看着路面上的水洼，和还潮湿的泥土。	1	{}			{}	{}					73101123		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101123	6101002	4	{}		100			夜刀神十香	「快来呀 %s ，帮我推秋千。」	1	{}			{}	{}					73101124		1			id_pose_8		id_look_3	103_eff	id_idea	2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101124	6101002	4	{}		100				她跟个小孩子一样，遇见喜欢的事物，	1	{}			{}	{}					73101125		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101125	6101002	4	{}		100				就完全听不到别人说什么了。	1	{}			{}	{}					73101126		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
